country,year,post13
afg,2000,4849.202759077791
afg,2001,4953.9696886062775
afg,2002,4995.124017319612
afg,2003,4976.369216004821
afg,2004,4951.959461909745
afg,2005,4913.61437609294
afg,2006,4858.348275044042
afg,2007,4820.889633246984
afg,2008,4816.770562181097
afg,2009,4856.345644143744
afg,2010,4895.376986454892
afg,2011,4810.741535428846
afg,2012,4653.065210345773
afg,2013,4375.280318126226
afg,2014,4387.2011158706055
afg,2015,4378.240374797592
afg,2016,4208.971598716719
afg,2017,4019.4523590975496
ago,2000,12802.60310568164
ago,2001,12863.43622762
ago,2002,13206.17995192207
ago,2003,13198.142372407096
ago,2004,13119.316628861641
ago,2005,13120.544887221495
ago,2006,13113.65982047451
ago,2007,13122.958141978717
ago,2008,12968.043394676031
ago,2009,12602.812969032035
ago,2010,12132.447852686284
ago,2011,11598.237046959128
ago,2012,11078.298536420902
ago,2013,10675.010621426212
ago,2014,10697.799468222096
ago,2015,10560.199454192574
ago,2016,10194.574599146406
ago,2017,9881.440039926609
alb,2000,52.686833500862114
alb,2001,45.35984802246094
alb,2002,38.0780143737793
alb,2003,32.19414520263672
alb,2004,27.229854583740234
alb,2005,22.941261291503906
alb,2006,19.37042808532715
alb,2007,16.589740753173828
alb,2008,14.259849548339844
alb,2009,16.220050811767578
alb,2010,14.313777923583984
alb,2011,12.874600410461426
alb,2012,11.60364818572998
alb,2013,10.383949279785156
alb,2014,9.143637657165527
alb,2015,7.974964618682861
alb,2016,6.886196136474609
alb,2017,6.206645488739014
and,2000,0.010881560003131866
and,2001,0.014589031281599777
and,2002,0.012474872100531883
and,2003,0.007013232020845823
and,2004,0.006068995584189629
and,2005,0.00558299059048295
and,2006,0.004976037889719009
and,2007,0.004147836472839117
and,2008,0.002925336128100753
and,2009,0.001721765729598701
and,2010,0.000763016811106354
and,2011,0.00022159900981932878
and,2012,0.0
and,2013,0.0
and,2014,0.0
and,2015,0.0
and,2016,0.0
and,2017,0.0
are,2000,16.33074378967285
are,2001,16.167903900146484
are,2002,16.006671905517578
are,2003,16.01467514038086
are,2004,16.336109161376953
are,2005,16.781517028808594
are,2006,17.510778427124023
are,2007,17.90397834777832
are,2008,18.46651840209961
are,2009,18.552011489868164
are,2010,18.545063018798828
are,2011,18.295255661010742
are,2012,18.08896827697754
are,2013,17.737911224365234
are,2014,17.78790855407715
are,2015,18.092479705810547
are,2016,18.503665924072266
are,2017,18.7518253326416
arg,2000,519.214145571159
arg,2001,504.9175674480007
arg,2002,637.9197664297917
arg,2003,459.6710393137509
arg,2004,484.3643569066941
arg,2005,411.7478572024729
arg,2006,378.95193507978723
arg,2007,380.60696403535263
arg,2008,392.80412564851196
arg,2009,276.928110620345
arg,2010,281.08040468274856
arg,2011,342.9183017846019
arg,2012,215.40442460807316
arg,2013,173.67530688530607
arg,2014,191.9605987140694
arg,2015,171.66110080306208
arg,2016,163.503266844462
arg,2017,164.4904773566186
arm,2000,49.50946766138077
arm,2001,43.30301719903946
arm,2002,39.71834760904312
arm,2003,37.475880682468414
arm,2004,36.39409339427948
arm,2005,35.32629770040512
arm,2006,34.33145558834076
arm,2007,32.42268639802933
arm,2008,30.535093307495117
arm,2009,27.630128860473633
arm,2010,31.69913673400879
arm,2011,29.474363327026367
arm,2012,27.014921188354492
arm,2013,25.067241668701172
arm,2014,23.139009475708008
arm,2015,21.107316970825195
arm,2016,19.343002319335938
arm,2017,17.903600692749023
atg,2000,0.23584908078301917
atg,2001,0.1626545137321698
atg,2002,0.0
atg,2003,0.38640993260887274
atg,2004,0.35721449307306263
atg,2005,0.8800587036155206
atg,2006,0.5881996541881727
atg,2007,0.5228441819322274
atg,2008,0.5844749560639236
atg,2009,0.7405285689593845
atg,2010,0.7984388715332816
atg,2011,0.25198492407798767
atg,2012,0.3762973473249285
atg,2013,0.24951076504652292
atg,2014,0.26198628690246856
atg,2015,0.0
atg,2016,0.0
atg,2017,0.0
aus,2000,30.833337392575995
aus,2001,29.526137876133998
aus,2002,21.152206282283053
aus,2003,27.11344597976428
aus,2004,19.54241060278202
aus,2005,25.434062993574592
aus,2006,19.711469670432834
aus,2007,19.994542465682937
aus,2008,25.308023217267564
aus,2009,34.40726663163811
aus,2010,32.06112402897185
aus,2011,26.428753422499685
aus,2012,22.96278453096646
aus,2013,28.075270266368328
aus,2014,18.38891316573175
aus,2015,27.12104853270005
aus,2016,22.339561092961443
aus,2017,21.538141860926952
aut,2000,6.88805614668966
aut,2001,10.132669860522789
aut,2002,5.613496932515337
aut,2003,6.316239316239314
aut,2004,8.38366935483871
aut,2005,9.97025953989178
aut,2006,5.116649014768545
aut,2007,7.15970441197335
aut,2008,5.3920925280681375
aut,2009,5.505409509521061
aut,2010,6.775555571288711
aut,2011,5.747305632831104
aut,2012,2.9230750855039855
aut,2013,6.255101006736122
aut,2014,6.337662337662338
aut,2015,8.11938938254728
aut,2016,9.047908507455782
aut,2017,5.551770148376536
aze,2000,527.299343230311
aze,2001,450.848563390291
aze,2002,383.00154422458763
aze,2003,322.61398919375733
aze,2004,273.250840291661
aze,2005,238.77795466867155
aze,2006,211.36763414197458
aze,2007,181.30969052338514
aze,2008,170.49708794122125
aze,2009,162.27621194229505
aze,2010,158.31310777710587
aze,2011,162.6705234496594
aze,2012,165.4189084519512
aze,2013,165.09356282325825
aze,2014,170.69215173353768
aze,2015,167.81155647367996
aze,2016,161.17591751867803
aze,2017,144.30850180469042
bdi,2000,2385.0911485406036
bdi,2001,2459.133006806512
bdi,2002,2542.4686258925153
bdi,2003,2854.827804651867
bdi,2004,3144.0327216443147
bdi,2005,3309.077303892136
bdi,2006,3571.6548954531263
bdi,2007,3650.3293193995296
bdi,2008,3678.4801443490915
bdi,2009,3671.7908439850635
bdi,2010,3668.464236282455
bdi,2011,3691.259807209005
bdi,2012,3960.5281762463856
bdi,2013,3844.1992055807277
bdi,2014,3790.384422401501
bdi,2015,3655.8777688216323
bdi,2016,3530.7652719610596
bdi,2017,3410.2137254637964
bel,2000,20.058850272114256
bel,2001,14.638703692268482
bel,2002,14.402873302807217
bel,2003,24.561457072588926
bel,2004,14.567950978633826
bel,2005,14.08856165620695
bel,2006,21.935610062240368
bel,2007,20.019960468992753
bel,2008,12.624767777930442
bel,2009,9.955982822103449
bel,2010,19.247142927600837
bel,2011,15.789490717320534
bel,2012,19.69492497646153
bel,2013,10.92958565158019
bel,2014,19.012049049095694
bel,2015,20.740765406622522
bel,2016,15.939583406929728
bel,2017,15.434709724357292
ben,2000,3060.4385605476164
ben,2001,3015.4301118843696
ben,2002,2999.7642091342013
ben,2003,2930.122347554227
ben,2004,2824.8249057091275
ben,2005,2721.552148720093
ben,2006,2716.797056001071
ben,2007,2758.751133715176
ben,2008,2897.9988099028233
ben,2009,3116.5144343324537
ben,2010,3369.4433963980623
ben,2011,3682.529647092768
ben,2012,3897.116985025136
ben,2013,3999.5690249478357
ben,2014,4067.917809716614
ben,2015,4015.5723945984428
ben,2016,3938.185706319995
ben,2017,3844.859665906558
bfa,2000,3298.175935937811
bfa,2001,3503.123037251503
bfa,2002,3738.3269410232997
bfa,2003,4002.3630763168985
bfa,2004,4269.617235291756
bfa,2005,4459.627783884902
bfa,2006,4496.004822840607
bfa,2007,4338.974604908087
bfa,2008,4067.8691945236314
bfa,2009,3914.184127729349
bfa,2010,3882.6766551205546
bfa,2011,4086.378047868371
bfa,2012,4404.919296089909
bfa,2013,4843.553371129201
bfa,2014,5732.244629990782
bfa,2015,6037.25266703021
bfa,2016,6206.80264146757
bfa,2017,6283.252312995239
bgd,2000,18211.513307901467
bgd,2001,17351.858654887947
bgd,2002,15882.102604611027
bgd,2003,14991.560382297543
bgd,2004,14114.817257214014
bgd,2005,13707.416665973595
bgd,2006,12780.608629225595
bgd,2007,12057.697213606427
bgd,2008,11594.249410679116
bgd,2009,11263.372112124503
bgd,2010,10835.834320806309
bgd,2011,10324.671831926531
bgd,2012,9732.518577905905
bgd,2013,9205.581093510158
bgd,2014,8631.930396697202
bgd,2015,8540.794655457616
bgd,2016,8794.8984907143
bgd,2017,8340.589263466583
bgr,2000,29.507252247304155
bgr,2001,25.13302933292552
bgr,2002,29.791799218648887
bgr,2003,36.21041294595656
bgr,2004,25.78456735389818
bgr,2005,18.14690076395354
bgr,2006,20.387552788073222
bgr,2007,23.47115006328038
bgr,2008,26.76576884883339
bgr,2009,12.590457410369176
bgr,2010,8.668669190846058
bgr,2011,14.480714819098418
bgr,2012,9.526395023042243
bgr,2013,10.51792849695864
bgr,2014,14.383692722415262
bgr,2015,9.970294328409285
bgr,2016,9.245808365749394
bgr,2017,8.624821648583893
bhr,2000,6.954022988505747
bhr,2001,6.694762243840698
bhr,2002,1.9532650448143414
bhr,2003,8.2526560544452
bhr,2004,6.517095256078814
bhr,2005,7.546584890425739
bhr,2006,5.253535097295588
bhr,2007,1.5358440619762852
bhr,2008,4.675461921689818
bhr,2009,18.754638628188275
bhr,2010,8.402599256944953
bhr,2011,7.07777930203938
bhr,2012,3.1321056935968494
bhr,2013,2.7814260016871186
bhr,2014,5.127788879664328
bhr,2015,3.579116151526911
bhr,2016,3.5402127150972706
bhr,2017,3.5402127150972706
bhs,2000,2.523615325736806
bhs,2001,2.9878318309783936
bhs,2002,3.1231570906047383
bhs,2003,3.3281876658712366
bhs,2004,2.0144572257995605
bhs,2005,1.3657971620559692
bhs,2006,1.4119303474551144
bhs,2007,1.6870988891139913
bhs,2008,1.503517303934739
bhs,2009,1.0004717455808025
bhs,2010,1.8564121257036021
bhs,2011,1.502052423828464
bhs,2012,1.8282238245010376
bhs,2013,0.7192376851640908
bhs,2014,0.985859020972453
bhs,2015,0.4122849820781512
bhs,2016,0.6126130819320679
bhs,2017,0.580370222507912
bih,2000,3.995086341548034
bih,2001,3.6568216688865416
bih,2002,3.464414229057592
bih,2003,3.0994029829174936
bih,2004,4.632768463219966
bih,2005,3.7268224828858205
bih,2006,3.0899159212835654
bih,2007,2.261336187118594
bih,2008,1.6051437297540132
bih,2009,1.0033569743947632
bih,2010,0.6474348285468201
bih,2011,0.3552701912467038
bih,2012,0.1425498375798444
bih,2013,0.18967812249188487
bih,2014,0.3388842176758744
bih,2015,0.5783979818565794
bih,2016,0.7843932511239871
bih,2017,0.9648825673297918
blr,2000,33.30859375
blr,2001,29.572580337524414
blr,2002,26.408061981201172
blr,2003,23.792524337768555
blr,2004,22.015779495239258
blr,2005,20.73307991027832
blr,2006,19.79991912841797
blr,2007,19.022632598876953
blr,2008,19.983572006225586
blr,2009,19.464370727539062
blr,2010,17.283851623535156
blr,2011,15.344832420349121
blr,2012,13.577513694763184
blr,2013,12.112613677978516
blr,2014,10.798812866210938
blr,2015,9.468972206115723
blr,2016,9.0186767578125
blr,2017,8.481069564819336
blz,2000,9.149156566046475
blz,2001,7.790036101048878
blz,2002,10.069938173628664
blz,2003,9.629151247040898
blz,2004,10.388703346252441
blz,2005,8.221179948122694
blz,2006,7.796820235221394
blz,2007,13.283668941743187
blz,2008,13.25979440285983
blz,2009,12.395521894549779
blz,2010,5.577456878721955
blz,2011,4.112581729888916
blz,2012,3.307962294530755
blz,2013,3.3059170246124268
blz,2014,3.254646338972874
blz,2015,3.4507687091827393
blz,2016,3.409756660461426
blz,2017,3.59843151955198
bol,2000,1504.6494272145526
bol,2001,1430.010127563443
bol,2002,1338.2918039040917
bol,2003,1236.1970650173191
bol,2004,1133.5855187566597
bol,2005,1038.2100292313428
bol,2006,954.0566116302857
bol,2007,878.6887236999082
bol,2008,828.9722726316489
bol,2009,780.4217894189509
bol,2010,733.4171684172031
bol,2011,694.184437961388
bol,2012,654.0419315886579
bol,2013,617.3966811758066
bol,2014,623.4833567628905
bol,2015,607.187843146515
bol,2016,584.0106593354233
bol,2017,561.8431597335763
bra,2000,8244.439268183523
bra,2001,7504.188021135532
bra,2002,6429.965110057129
bra,2003,6224.74866936479
bra,2004,5015.70237531181
bra,2005,4167.6402330606525
bra,2006,3298.40373592527
bra,2007,3147.2929180767073
bra,2008,2600.4865074041327
bra,2009,2423.085802371642
bra,2010,2270.355740480821
bra,2011,2080.645229194161
bra,2012,1810.0991417452237
bra,2013,1930.8989903372812
bra,2014,1823.1378738665944
bra,2015,1663.2560188972207
bra,2016,1606.497860209288
bra,2017,1624.3202220339658
brb,2000,3.330495834350586
brb,2001,3.003842353820801
brb,2002,2.916953594423732
brb,2003,2.108512867219864
brb,2004,1.377824809818305
brb,2005,0.5740475058555603
brb,2006,0.3958333432674408
brb,2007,0.395833366860948
brb,2008,0.38863635485822545
brb,2009,0.5454545617103577
brb,2010,1.6008028166721768
brb,2011,1.5711580514907837
brb,2012,1.0047707853333443
brb,2013,0.32178932428359985
brb,2014,0.6435786485671997
brb,2015,0.965367987503539
brb,2016,0.9050325357803789
brb,2017,0.9050325155258179
brn,2000,6.818055077581164
brn,2001,7.981398105621338
brn,2002,8.052081820292392
brn,2003,8.134060859680176
brn,2004,7.300132818151293
brn,2005,6.827929258079411
brn,2006,5.604868412017822
brn,2007,2.8774182491056766
brn,2008,6.710088576088974
brn,2009,7.411876470978114
brn,2010,7.478650093078613
brn,2011,2.5869236491989005
brn,2012,0.6499999761581421
brn,2013,2.174826927930334
brn,2014,2.1562390513705076
brn,2015,1.5062388181686401
brn,2016,0.45647913217544556
brn,2017,0.6847187280654907
btn,2000,85.57769267462973
btn,2001,79.63405150717406
btn,2002,73.67643235321992
btn,2003,68.73545224238312
btn,2004,63.99169560174834
btn,2005,58.99113570247741
btn,2006,54.82340117175274
btn,2007,51.20006689837143
btn,2008,46.49068334214576
btn,2009,42.81663157253847
btn,2010,40.36303268061243
btn,2011,38.4518835598998
btn,2012,37.56822930920257
btn,2013,36.61357747556399
btn,2014,35.90150692631286
btn,2015,34.753981740959716
btn,2016,33.53454310558985
btn,2017,32.05710900627139
bwa,2000,93.20414840084818
bwa,2001,99.30554701609998
bwa,2002,103.6993194261835
bwa,2003,107.0309907219569
bwa,2004,109.28229082844884
bwa,2005,109.76938752928403
bwa,2006,108.53000294905263
bwa,2007,107.54536322321758
bwa,2008,107.07586079522277
bwa,2009,106.33685223265161
bwa,2010,103.3748415485627
bwa,2011,104.85767175153956
bwa,2012,111.26354782351827
bwa,2013,111.86373253172235
bwa,2014,112.19064830218106
bwa,2015,111.48718047494522
bwa,2016,108.23287162408393
bwa,2017,106.13865745555243
caf,2000,1217.9253550676951
caf,2001,1206.8191725442198
caf,2002,1209.0532257167536
caf,2003,1166.5177897244675
caf,2004,1120.8902328969625
caf,2005,1061.5231404750746
caf,2006,1072.3971710326716
caf,2007,1094.203209983591
caf,2008,1126.2105862291564
caf,2009,1228.0339108631656
caf,2010,1313.465112662961
caf,2011,1396.5026503071565
caf,2012,1463.445047511239
caf,2013,1496.6731207855773
caf,2014,1537.8198620952026
caf,2015,1531.3570868576935
caf,2016,1501.4925356595631
caf,2017,1470.1622287549544
can,2000,25.86028431366133
can,2001,38.58212023973465
can,2002,40.421385819096784
can,2003,47.23787690384779
can,2004,40.43975033611059
can,2005,45.02074677850242
can,2006,47.06102582812309
can,2007,48.480426639318466
can,2008,49.556384509196505
can,2009,52.40991886658594
can,2010,47.04642981523648
can,2011,55.70372893754393
can,2012,53.32583165168762
can,2013,52.56799106113613
can,2014,52.03314231487457
can,2015,51.345479641109705
can,2016,50.65781696734484
can,2017,49.81734036607668
che,2000,4.426044278149436
che,2001,6.775749573764734
che,2002,1.6427871448166529
che,2003,1.710937500000001
che,2004,5.436704448570414
che,2005,3.993756265052267
che,2006,2.4817913385826778
che,2007,5.598826738972876
che,2008,1.8067887043240067
che,2009,2.8898364270745853
che,2010,8.696533997083353
che,2011,1.3147826086956529
che,2012,4.29739403453689
che,2013,0.0
che,2014,1.2502698385510724
che,2015,7.672042726920777
che,2016,3.106733317693209
che,2017,3.048115708464261
chl,2000,41.81395594043176
chl,2001,41.59173343728915
chl,2002,39.864649055438605
chl,2003,35.5112510136029
chl,2004,43.73139088499311
chl,2005,36.27423147087947
chl,2006,27.662498213110915
chl,2007,45.321089891109985
chl,2008,39.52581816551544
chl,2009,32.74481308752477
chl,2010,28.94779021553246
chl,2011,33.128444918169
chl,2012,29.258272719946845
chl,2013,27.3699098440093
chl,2014,28.18763977772575
chl,2015,17.124600222581826
chl,2016,18.820097014280925
chl,2017,19.103597064740303
chn,2000,19063.447265625
chn,2001,17207.48046875
chn,2002,15872.53515625
chn,2003,14074.4326171875
chn,2004,12305.6845703125
chn,2005,10707.9541015625
chn,2006,9111.9384765625
chn,2007,8086.02197265625
chn,2008,7736.09033203125
chn,2009,7764.5546875
chn,2010,7791.4677734375
chn,2011,7585.43603515625
chn,2012,6974.353515625
chn,2013,6487.369140625
chn,2014,5969.68701171875
chn,2015,5411.84619140625
chn,2016,5022.53271484375
chn,2017,4659.7158203125
civ,2000,3803.5597354288316
