region,year,ufive13
5_emr,2000,86064.53802204132
6_wpr,2000,63308.30530543625
1_afr,2000,295151.79344809055
2_amr,2000,42507.07169607282
3_sear,2000,295385.02250671387
4_eur,2000,17813.58646808751
5_emr,2001,84913.09673690796
2_amr,2001,40657.17979732156
3_sear,2001,281048.2962989807
6_wpr,2001,59296.08424541354
1_afr,2001,293896.6005449295
4_eur,2001,16553.488285635598
5_emr,2002,83966.18812072277
3_sear,2002,266061.41019821167
4_eur,2002,15402.795033313334
1_afr,2002,292555.4080770016
6_wpr,2002,55573.95720311999
2_amr,2002,38489.38855397701
6_wpr,2003,51284.203961126506
4_eur,2003,14547.786668971647
3_sear,2003,252107.37547969818
1_afr,2003,288682.4779205322
5_emr,2003,83287.9526090622
2_amr,2003,36816.6528300643
4_eur,2004,12984.834536454175
5_emr,2004,82643.09720802307
6_wpr,2004,46734.92291877419
1_afr,2004,286304.775621295
3_sear,2004,238579.1940984726
2_amr,2004,33695.98032402992
4_eur,2005,12000.940507414285
2_amr,2005,31652.88045334816
6_wpr,2005,42133.8964330852
5_emr,2005,81827.65345573425
3_sear,2005,225055.4996099472
1_afr,2005,283738.1681866646
1_afr,2006,285676.00612926483
2_amr,2006,29620.584964752197
5_emr,2006,81411.31748867035
4_eur,2006,11818.083356622607
3_sear,2006,211673.67146587372
6_wpr,2006,37691.06974250823
5_emr,2007,81112.06179761887
1_afr,2007,285894.92921698093
6_wpr,2007,34881.55712661147
2_amr,2007,28249.138436436653
3_sear,2007,198219.50986003876
4_eur,2007,11545.791145184543
5_emr,2008,81514.06322574615
6_wpr,2008,33467.57295931876
3_sear,2008,185198.00345611572
2_amr,2008,26439.83097910881
4_eur,2008,11214.18402445293
1_afr,2008,286325.6473081112
5_emr,2009,81682.17687320709
1_afr,2009,290135.8456149101
6_wpr,2009,32603.362831681967
4_eur,2009,10256.440923686954
2_amr,2009,25176.17834740877
3_sear,2009,172309.31157684326
6_wpr,2010,32727.945058956742
4_eur,2010,9743.22801359283
1_afr,2010,292051.78713548183
3_sear,2010,159626.38641023636
2_amr,2010,24716.554320931435
5_emr,2010,81494.01184368134
1_afr,2011,293496.68038904667
4_eur,2011,9747.336203616229
5_emr,2011,81282.62555217743
3_sear,2011,147413.25402975082
2_amr,2011,23582.911588191986
6_wpr,2011,31608.923687942326
2_amr,2012,23011.121894448996
6_wpr,2012,30102.62004238367
5_emr,2012,80536.94576835632
3_sear,2012,136113.58958387375
1_afr,2012,292566.6775739193
4_eur,2012,9578.254494681954
1_afr,2013,295219.84587442875
5_emr,2013,82194.6055393219
2_amr,2013,23107.024837732315
4_eur,2013,9186.919677734375
3_sear,2013,127607.05299377441
6_wpr,2013,29297.634189471602
2_amr,2014,22900.553983688354
5_emr,2014,82922.86409425735
3_sear,2014,118858.76827287674
4_eur,2014,9214.542249642313
1_afr,2014,300263.75567281246
6_wpr,2014,28426.757759884
2_amr,2015,22350.68929821253
4_eur,2015,8962.104950033128
6_wpr,2015,27939.68857830763
1_afr,2015,300681.0506391525
5_emr,2015,81577.68309688568
3_sear,2015,113370.01163673401
2_amr,2016,21913.64908438921
1_afr,2016,299680.3257936239
3_sear,2016,107923.64954090118
5_emr,2016,80921.28855133057
6_wpr,2016,26922.964872919023
4_eur,2016,8519.988362014294
1_afr,2017,293155.3399698734
2_amr,2017,20942.2643609643
4_eur,2017,8020.1034197583795
3_sear,2017,102564.44032716751
5_emr,2017,79337.14024829865
6_wpr,2017,25937.130569770932
