country,year,rpost15
afg,2000,1.7068188190460205
afg,2001,1.7021454572677612
afg,2002,1.6861140727996826
afg,2003,1.672929048538208
afg,2004,1.648380994796753
afg,2005,1.6152400970458984
afg,2006,1.573047399520874
afg,2007,1.5358628034591675
afg,2008,1.512190580368042
afg,2009,1.4998488426208496
afg,2010,1.4704244136810303
afg,2011,1.4162120819091797
afg,2012,1.3499433994293213
afg,2013,1.2799663543701172
afg,2014,1.2750372886657715
afg,2015,1.250604271888733
afg,2016,1.1924866437911987
afg,2017,1.1395862102508545
ago,2000,4.081467628479004
ago,2001,4.042593955993652
ago,2002,4.11104679107666
ago,2003,4.071696758270264
ago,2004,4.027312755584717
ago,2005,4.004453659057617
ago,2006,4.004061698913574
ago,2007,4.022281169891357
ago,2008,3.9782683849334717
ago,2009,3.8690006732940674
ago,2010,3.729624032974243
ago,2011,3.5443081855773926
ago,2012,3.3891215324401855
ago,2013,3.2681808471679688
ago,2014,3.278196096420288
ago,2015,3.2372896671295166
ago,2016,3.1266028881073
ago,2017,3.0334019660949707
alb,2000,2.98690128326416
alb,2001,2.8058860301971436
alb,2002,2.637890100479126
alb,2003,2.475179672241211
alb,2004,2.3130266666412354
alb,2005,2.153115749359131
alb,2006,2.001023054122925
alb,2007,1.8625985383987427
alb,2008,1.7176518440246582
alb,2009,1.674869179725647
alb,2010,1.5481353998184204
alb,2011,1.4439983367919922
alb,2012,1.3409777879714966
alb,2013,1.2275285720825195
alb,2014,1.1040921211242676
alb,2015,0.9866247177124023
alb,2016,0.8775995969772339
alb,2017,0.7978888154029846
and,2000,0.8982747793197632
and,2001,1.317306399345398
and,2002,1.2872288227081299
and,2003,0.8403651118278503
and,2004,0.8259803056716919
and,2005,0.8162248134613037
and,2006,0.8116495013237
and,2007,0.8110689520835876
and,2008,0.8161923885345459
and,2009,0.8263111710548401
and,2010,0.8429600596427917
and,2011,1.4426981210708618
and,2012,1.1931394338607788
and,2013,0.9298000931739807
and,2014,0.19408053159713745
and,2015,0.25406503677368164
and,2016,0.5324813723564148
and,2017,0.557413637638092
are,2000,1.3857170343399048
are,2001,1.3354743719100952
are,2002,1.277254343032837
are,2003,1.2269001007080078
are,2004,1.1846625804901123
are,2005,1.15566885471344
are,2006,1.1332693099975586
are,2007,1.1119199991226196
are,2008,1.109545111656189
are,2009,1.1099879741668701
are,2010,1.1123014688491821
are,2011,1.1284493207931519
are,2012,1.142503261566162
are,2013,1.1689023971557617
are,2014,1.2121809720993042
are,2015,1.2631535530090332
are,2016,1.3179471492767334
are,2017,1.3411014080047607
arg,2000,2.2954602241516113
arg,2001,2.2504935264587402
arg,2002,1.8668190240859985
arg,2003,1.746339201927185
arg,2004,1.970483422279358
arg,2005,2.100334405899048
arg,2006,2.1265928745269775
arg,2007,1.9147428274154663
arg,2008,2.112079620361328
arg,2009,1.9439945220947266
arg,2010,1.9101457595825195
arg,2011,1.7157175540924072
arg,2012,1.7304983139038086
arg,2013,1.6332452297210693
arg,2014,1.5455105304718018
arg,2015,1.4966667890548706
arg,2016,1.3575561046600342
arg,2017,1.378430724143982
arm,2000,2.3685555458068848
arm,2001,2.301664113998413
arm,2002,2.227123260498047
arm,2003,2.161325216293335
