region,year,ufive9
5_emr,2000,211427.60318040848
6_wpr,2000,165710.13989260793
1_afr,2000,655961.9023926258
2_amr,2000,56269.55525046587
3_sear,2000,635204.9579849243
4_eur,2000,30774.22317416221
5_emr,2001,207001.2720451355
2_amr,2001,51122.13857921958
3_sear,2001,605841.2366294861
6_wpr,2001,146038.97766503692
1_afr,2001,645654.7798204422
4_eur,2001,28052.404149236158
5_emr,2002,202401.66642856598
3_sear,2002,574883.4591331482
4_eur,2002,25615.58450937085
1_afr,2002,633528.4404966831
6_wpr,2002,129448.58958503604
2_amr,2002,47352.658274680376
6_wpr,2003,115973.87983492017
4_eur,2003,23800.52719722502
3_sear,2003,546069.9164848328
1_afr,2003,616119.8537244797
5_emr,2003,199221.54721355438
2_amr,2003,44318.0212816596
4_eur,2004,21901.820852867328
5_emr,2004,196038.42251300812
6_wpr,2004,104144.71782276034
1_afr,2004,602484.2121392488
3_sear,2004,517858.0558681488
2_amr,2004,42000.29903098941
4_eur,2005,20655.854313549586
2_amr,2005,38367.153515577316
6_wpr,2005,93320.0029118061
5_emr,2005,192137.14543390274
3_sear,2005,490363.0296344757
1_afr,2005,589140.6385418177
1_afr,2006,583755.0465298891
2_amr,2006,36566.03637050092
5_emr,2006,188914.1333823204
4_eur,2006,19209.500484461896
3_sear,2006,462064.59977436066
6_wpr,2006,85325.92414709926
5_emr,2007,184101.61361265182
1_afr,2007,571601.1088961363
6_wpr,2007,78827.81524118781
2_amr,2007,33862.49781253934
3_sear,2007,432668.41596508026
4_eur,2007,17994.40682233032
5_emr,2008,178742.3482747078
6_wpr,2008,74288.49682238698
3_sear,2008,402870.8104438782
2_amr,2008,31701.739639803767
4_eur,2008,16632.14269402763
1_afr,2008,555810.3955425024
5_emr,2009,171864.15839076042
1_afr,2009,545966.3906433582
6_wpr,2009,69692.7487244606
4_eur,2009,16001.24439457152
2_amr,2009,30897.67838767171
3_sear,2009,373119.268992424
6_wpr,2010,64705.39446787536
4_eur,2010,14548.518130817683
1_afr,2010,537951.6808100939
3_sear,2010,344497.72995471954
2_amr,2010,29079.772552922368
5_emr,2010,165911.307554245
1_afr,2011,523098.6570357084
4_eur,2011,13623.003621065
5_emr,2011,160787.5574977398
3_sear,2011,318149.2194633484
2_amr,2011,28260.269193917513
6_wpr,2011,60614.77914485335
2_amr,2012,26372.641561627388
6_wpr,2012,56503.413934350014
5_emr,2012,156214.2142353058
3_sear,2012,293209.7225036621
1_afr,2012,502468.0355923176
4_eur,2012,12681.307293511927
1_afr,2013,485578.80598676205
5_emr,2013,144429.60768842697
2_amr,2013,25299.303049325943
4_eur,2013,12320.392280753702
3_sear,2013,267441.3993000984
6_wpr,2013,53193.260912284255
2_amr,2014,23745.303284078836
5_emr,2014,136643.41545462608
3_sear,2014,245489.94107151031
4_eur,2014,11416.455122500658
1_afr,2014,470178.9084697962
6_wpr,2014,49622.18401670456
2_amr,2015,22193.47026461363
4_eur,2015,10753.791877814801
6_wpr,2015,46196.455844566226
1_afr,2015,444377.917788744
5_emr,2015,131197.74241662025
3_sear,2015,217412.07689666748
2_amr,2016,22073.586294054985
1_afr,2016,437156.01735043526
3_sear,2016,200728.73672008514
5_emr,2016,127823.75234603882
6_wpr,2016,43228.36088247597
4_eur,2016,9772.976141976425
1_afr,2017,426186.1130927801
2_amr,2017,21395.645216464996
4_eur,2017,9168.086307266261
3_sear,2017,186965.75359153748
5_emr,2017,124495.71784615517
6_wpr,2017,40482.15938587487
