region,year,post10
5_emr,2000,14514.38964271691
6_wpr,2000,5572.311714701491
1_afr,2000,41273.10381474054
2_amr,2000,5802.039514275013
3_sear,2000,48806.059433731956
4_eur,2000,4440.387460461621
5_emr,2001,14283.751894984862
2_amr,2001,5482.26025323025
3_sear,2001,47618.65379431878
6_wpr,2001,5510.066394559483
1_afr,2001,40836.39927364384
4_eur,2001,4213.847379546353
5_emr,2002,13996.186339740396
3_sear,2002,46228.52332356367
4_eur,2002,4015.1867503564613
1_afr,2002,40389.841688108485
6_wpr,2002,5191.884697023801
2_amr,2002,5406.119812947307
6_wpr,2003,4831.206237927171
4_eur,2003,3769.9043656210447
3_sear,2003,44931.30906000408
1_afr,2003,39563.361253509815
5_emr,2003,13728.228374155282
2_amr,2003,5146.8994355010045
4_eur,2004,3651.0873579570903
5_emr,2004,13499.349367232535
6_wpr,2004,4899.144361875241
1_afr,2004,39081.888418398456
3_sear,2004,43622.06344532204
2_amr,2004,5081.868914256126
4_eur,2005,3548.4314067517325
2_amr,2005,5007.193118691102
6_wpr,2005,4715.953386665054
5_emr,2005,13194.190424140988
3_sear,2005,42255.47700795751
1_afr,2005,38716.69657604099
1_afr,2006,39029.0350863955
2_amr,2006,4985.445260560621
5_emr,2006,13065.061600704534
4_eur,2006,3338.5643710533604
3_sear,2006,41064.006621654604
6_wpr,2006,4837.343765416288
5_emr,2007,12927.616036701465
1_afr,2007,39163.35693748536
6_wpr,2007,4797.821140874962
2_amr,2007,4916.634155172989
3_sear,2007,39717.70981975949
4_eur,2007,3404.244327555967
5_emr,2008,12906.323005896817
6_wpr,2008,4819.740350301272
3_sear,2008,38224.37958065823
2_amr,2008,4759.56184679653
4_eur,2008,3418.6950823876314
1_afr,2008,39133.752060885534
5_emr,2009,12846.424282253924
1_afr,2009,39598.349253712106
6_wpr,2009,4907.882194772768
4_eur,2009,3044.541147138737
2_amr,2009,4526.624653740999
3_sear,2009,36690.99698927086
6_wpr,2010,5026.069839425578
4_eur,2010,2983.253982450741
1_afr,2010,39972.91517890534
3_sear,2010,34974.934644758476
2_amr,2010,4555.925905221236
5_emr,2010,12729.424417292197
1_afr,2011,40199.03455485429
4_eur,2011,2781.5794541537653
5_emr,2011,12663.51880217819
3_sear,2011,33236.38412264842
2_amr,2011,4545.3924007482
6_wpr,2011,5039.251987514267
2_amr,2012,4449.104709927607
6_wpr,2012,4822.0980709179385
5_emr,2012,12549.176983466634
3_sear,2012,31390.28889078805
1_afr,2012,40004.06525185735
4_eur,2012,2942.8879879909814
1_afr,2013,40371.86182999099
5_emr,2013,12730.751468840932
2_amr,2013,4143.861113735214
4_eur,2013,2826.5544010676485
3_sear,2013,29769.95250395481
6_wpr,2013,4645.301217610554
2_amr,2014,4241.041534611012
5_emr,2014,13038.370591076591
3_sear,2014,27988.91978157582
4_eur,2014,2847.2676311637756
1_afr,2014,41010.946018088645
6_wpr,2014,4552.291782105654
2_amr,2015,4143.960149897788
4_eur,2015,2608.369618676987
6_wpr,2015,4509.959626964117
1_afr,2015,40965.91651435346
5_emr,2015,12691.5777990427
3_sear,2015,27213.950851199002
2_amr,2016,4167.265422002816
1_afr,2016,40879.53497823556
3_sear,2016,25331.391851804114
5_emr,2016,12534.436229374809
6_wpr,2016,4338.375855847264
4_eur,2016,2455.1656381290827
1_afr,2017,39882.338553442445
2_amr,2017,3937.134966972885
4_eur,2017,2420.9906210344984
3_sear,2017,23659.05704566234
5_emr,2017,12270.797703762517
6_wpr,2017,4167.464254786666
