region,year,rpost7
5_emr,2000,2.237227439880371
6_wpr,2000,0.6181038618087769
1_afr,2000,5.027836322784424
2_amr,2000,0.5289067029953003
3_sear,2000,2.3067753314971924
4_eur,2000,0.4403974413871765
5_emr,2001,2.1204750537872314
2_amr,2001,0.4671323597431183
3_sear,2001,2.1252737045288086
6_wpr,2001,0.5447469353675842
1_afr,2001,5.015814781188965
4_eur,2001,0.3938431143760681
5_emr,2002,2.061110258102417
3_sear,2002,2.127803087234497
4_eur,2002,0.35613033175468445
1_afr,2002,4.6942458152771
6_wpr,2002,0.4857749938964844
2_amr,2002,0.4118243157863617
6_wpr,2003,0.4406315088272095
4_eur,2003,0.32577112317085266
3_sear,2003,2.0151145458221436
1_afr,2003,4.84486722946167
5_emr,2003,1.8752682209014893
2_amr,2003,0.3797629475593567
4_eur,2004,0.28985631465911865
5_emr,2004,1.8093175888061523
6_wpr,2004,0.3870503008365631
1_afr,2004,4.3308281898498535
3_sear,2004,1.9067317247390747
2_amr,2004,0.36080437898635864
4_eur,2005,0.2647082507610321
2_amr,2005,0.336879700422287
6_wpr,2005,0.3954440653324127
5_emr,2005,1.8484516143798828
3_sear,2005,1.7105649709701538
1_afr,2005,4.297467231750488
1_afr,2006,3.310837745666504
2_amr,2006,0.3223712742328644
5_emr,2006,1.7619463205337524
4_eur,2006,0.2438945174217224
3_sear,2006,1.614995002746582
6_wpr,2006,0.3340212404727936
5_emr,2007,1.6456280946731567
1_afr,2007,3.1236331462860107
6_wpr,2007,0.32524219155311584
2_amr,2007,0.2895229756832123
3_sear,2007,1.5143672227859497
4_eur,2007,0.22494789958000183
5_emr,2008,1.4289361238479614
6_wpr,2008,0.3200939893722534
3_sear,2008,1.4107130765914917
2_amr,2008,0.27400875091552734
4_eur,2008,0.19565065205097198
1_afr,2008,3.458513021469116
5_emr,2009,1.295600414276123
1_afr,2009,2.8350064754486084
6_wpr,2009,0.30706191062927246
4_eur,2009,0.17603106796741486
2_amr,2009,0.25599202513694763
3_sear,2009,1.305488109588623
6_wpr,2010,0.2951437830924988
4_eur,2010,0.1554761826992035
1_afr,2010,2.3040547370910645
3_sear,2010,1.2068185806274414
2_amr,2010,0.2569034695625305
5_emr,2010,1.1893503665924072
1_afr,2011,2.1375138759613037
4_eur,2011,0.1400543749332428
5_emr,2011,1.1000800132751465
3_sear,2011,1.1163336038589478
2_amr,2011,0.2176949381828308
6_wpr,2011,0.2716573178768158
2_amr,2012,0.19534093141555786
6_wpr,2012,0.24162107706069946
5_emr,2012,1.0909719467163086
3_sear,2012,1.0297871828079224
1_afr,2012,2.356733798980713
4_eur,2012,0.12512391805648804
1_afr,2013,2.0766146183013916
5_emr,2013,0.8731284737586975
2_amr,2013,0.18317222595214844
4_eur,2013,0.11929834634065628
3_sear,2013,0.9162022471427917
6_wpr,2013,0.21616196632385254
2_amr,2014,0.16665147244930267
5_emr,2014,0.7905728220939636
3_sear,2014,0.8317556977272034
4_eur,2014,0.10731064528226852
1_afr,2014,1.58492112159729
6_wpr,2014,0.19625236093997955
2_amr,2015,0.15762820839881897
4_eur,2015,0.1056721955537796
6_wpr,2015,0.1771349012851715
1_afr,2015,1.678407907485962
5_emr,2015,0.7361192107200623
3_sear,2015,0.6603115200996399
2_amr,2016,0.1536344438791275
1_afr,2016,1.357283592224121
3_sear,2016,0.5955836176872253
5_emr,2016,0.7088609933853149
6_wpr,2016,0.16443777084350586
4_eur,2016,0.09055584669113159
1_afr,2017,1.5153144598007202
2_amr,2017,0.15032708644866943
4_eur,2017,0.08564174920320511
3_sear,2017,0.5463090538978577
5_emr,2017,0.6865065693855286
6_wpr,2017,0.15151414275169373
