region,year,rufive13
5_emr,2000,6.184278964996338
6_wpr,2000,2.7073557376861572
1_afr,2000,10.873804092407227
2_amr,2000,2.672229290008545
3_sear,2000,7.430333614349365
4_eur,2000,1.7350414991378784
5_emr,2001,6.058347702026367
2_amr,2001,2.5643699169158936
3_sear,2001,7.064632415771484
6_wpr,2001,2.5496292114257812
1_afr,2001,10.606643676757812
4_eur,2001,1.6144086122512817
5_emr,2002,5.933753490447998
3_sear,2002,6.6878557205200195
4_eur,2002,1.4968340396881104
1_afr,2002,10.340999603271484
6_wpr,2002,2.391430139541626
2_amr,2002,2.435718059539795
6_wpr,2003,2.2016453742980957
4_eur,2003,1.402855396270752
3_sear,2003,6.343357086181641
1_afr,2003,9.992688179016113
5_emr,2003,5.8155059814453125
2_amr,2003,2.337829828262329
4_eur,2004,1.2384529113769531
5_emr,2004,5.688326835632324
6_wpr,2004,1.9975593090057373
1_afr,2004,9.704548835754395
3_sear,2004,6.016235828399658
2_amr,2004,2.1471784114837646
4_eur,2005,1.1296710968017578
2_amr,2005,2.0243420600891113
6_wpr,2005,1.7905936241149902
5_emr,2005,5.539004325866699
3_sear,2005,5.696887016296387
1_afr,2005,9.418111801147461
1_afr,2006,9.286967277526855
2_amr,2006,1.9016519784927368
5_emr,2006,5.407204627990723
4_eur,2006,1.0968432426452637
3_sear,2006,5.3891825675964355
6_wpr,2006,1.5908702611923218
5_emr,2007,5.277641773223877
1_afr,2007,9.105091094970703
6_wpr,2007,1.4608088731765747
2_amr,2007,1.820922613143921
3_sear,2007,5.085410118103027
4_eur,2007,1.0567371845245361
5_emr,2008,5.192546844482422
6_wpr,2008,1.3899017572402954
3_sear,2008,4.79542350769043
2_amr,2008,1.7113875150680542
4_eur,2008,1.0134896039962769
1_afr,2008,8.937464714050293
5_emr,2009,5.095710754394531
1_afr,2009,8.881665229797363
6_wpr,2009,1.3431191444396973
4_eur,2009,0.9172448515892029
2_amr,2009,1.6364113092422485
3_sear,2009,4.508518218994141
6_wpr,2010,1.3391224145889282
4_eur,2010,0.8646684288978577
1_afr,2010,8.774688720703125
3_sear,2010,4.2226948738098145
2_amr,2010,1.6129599809646606
5_emr,2010,4.986387729644775
1_afr,2011,8.662734985351562
4_eur,2011,0.8610759973526001
5_emr,2011,4.890730857849121
3_sear,2011,3.9413695335388184
2_amr,2011,1.5444769859313965
6_wpr,2011,1.2873378992080688
2_amr,2012,1.5115559101104736
6_wpr,2012,1.2234013080596924
5_emr,2012,4.780380725860596
3_sear,2012,3.6745758056640625
1_afr,2012,8.490945816040039
4_eur,2012,0.8445532321929932
1_afr,2013,8.432034492492676
5_emr,2013,4.829489231109619
2_amr,2013,1.5214701890945435
4_eur,2013,0.8103967905044556
3_sear,2013,3.4732236862182617
6_wpr,2013,1.1914690732955933
2_amr,2014,1.5105786323547363
5_emr,2014,4.840090274810791
3_sear,2014,3.256134510040283
4_eur,2014,0.8149635195732117
1_afr,2014,8.446808815002441
6_wpr,2014,1.1602307558059692
2_amr,2015,1.4762526750564575
4_eur,2015,0.7963127493858337
6_wpr,2015,1.1479030847549438
1_afr,2015,8.336723327636719
5_emr,2015,4.745914936065674
3_sear,2015,3.120833158493042
2_amr,2016,1.4488847255706787
1_afr,2016,8.193613052368164
3_sear,2016,2.9815382957458496
5_emr,2016,4.705501079559326
6_wpr,2016,1.116576075553894
4_eur,2016,0.7618820071220398
1_afr,2017,7.906506061553955
2_amr,2017,1.3860713243484497
4_eur,2017,0.7227597236633301
3_sear,2017,2.842069149017334
5_emr,2017,4.6195549964904785
6_wpr,2017,1.088132619857788
