region,year,rneo3
5_emr,2000,0.41378551721572876
6_wpr,2000,0.14167022705078125
1_afr,2000,0.37235191464424133
2_amr,2000,0.016428111121058464
3_sear,2000,0.5430921316146851
4_eur,2000,0.02381017617881298
5_emr,2001,0.4093920588493347
2_amr,2001,0.015596372075378895
3_sear,2001,0.5162155032157898
6_wpr,2001,0.1140233650803566
1_afr,2001,0.3552287518978119
4_eur,2001,0.021031219512224197
5_emr,2002,0.40177789330482483
3_sear,2002,0.4885775148868561
4_eur,2002,0.018484655767679214
1_afr,2002,0.3371509611606598
6_wpr,2002,0.09817995876073837
2_amr,2002,0.014894700609147549
6_wpr,2003,0.08901653438806534
4_eur,2003,0.016209106892347336
3_sear,2003,0.4611494839191437
1_afr,2003,0.31766244769096375
5_emr,2003,0.3930700123310089
2_amr,2003,0.014332790859043598
4_eur,2004,0.014311958104372025
5_emr,2004,0.3822779357433319
6_wpr,2004,0.08117233216762543
1_afr,2004,0.29675355553627014
3_sear,2004,0.4342326819896698
2_amr,2004,0.013813819736242294
4_eur,2005,0.012780226767063141
2_amr,2005,0.013354368507862091
6_wpr,2005,0.07487240433692932
5_emr,2005,0.37199437618255615
3_sear,2005,0.4073335528373718
1_afr,2005,0.27557384967803955
1_afr,2006,0.2552216947078705
2_amr,2006,0.012840209528803825
5_emr,2006,0.36036068201065063
4_eur,2006,0.011520711705088615
3_sear,2006,0.38023295998573303
6_wpr,2006,0.06318023055791855
5_emr,2007,0.35024353861808777
1_afr,2007,0.2365565448999405
6_wpr,2007,0.05646549537777901
2_amr,2007,0.012283151969313622
3_sear,2007,0.35264959931373596
4_eur,2007,0.010479111224412918
5_emr,2008,0.3382714092731476
6_wpr,2008,0.04918902367353439
3_sear,2008,0.32503509521484375
2_amr,2008,0.011669304221868515
4_eur,2008,0.009632213041186333
1_afr,2008,0.22059154510498047
5_emr,2009,0.3273684084415436
1_afr,2009,0.20773741602897644
6_wpr,2009,0.04196898266673088
4_eur,2009,0.00887742917984724
2_amr,2009,0.010993782430887222
3_sear,2009,0.29740744829177856
6_wpr,2010,0.03733626753091812
4_eur,2010,0.00818755105137825
1_afr,2010,0.1993333250284195
3_sear,2010,0.2704751193523407
2_amr,2010,0.010770317167043686
5_emr,2010,0.31789714097976685
1_afr,2011,0.1930203139781952
4_eur,2011,0.007474501151591539
5_emr,2011,0.31085899472236633
3_sear,2011,0.2441878318786621
2_amr,2011,0.009808927774429321
6_wpr,2011,0.033582501113414764
2_amr,2012,0.009345843456685543
6_wpr,2012,0.033612363040447235
5_emr,2012,0.30330967903137207
3_sear,2012,0.21899467706680298
1_afr,2012,0.1873064935207367
4_eur,2012,0.006808261387050152
1_afr,2013,0.1802598387002945
5_emr,2013,0.29554426670074463
2_amr,2013,0.00891785603016615
4_eur,2013,0.00618097884580493
3_sear,2013,0.19506217539310455
6_wpr,2013,0.03319704160094261
2_amr,2014,0.008434033952653408
5_emr,2014,0.2849411070346832
3_sear,2014,0.17299818992614746
4_eur,2014,0.0056180329993367195
1_afr,2014,0.1719844937324524
6_wpr,2014,0.031467318534851074
2_amr,2015,0.008010986261069775
4_eur,2015,0.005116824060678482
6_wpr,2015,0.0301269069314003
1_afr,2015,0.16394944489002228
5_emr,2015,0.27562931180000305
3_sear,2015,0.15354260802268982
2_amr,2016,0.007570828311145306
1_afr,2016,0.1564542055130005
3_sear,2016,0.1465279459953308
5_emr,2016,0.2656257748603821
6_wpr,2016,0.028174474835395813
4_eur,2016,0.004692057613283396
1_afr,2017,0.15322837233543396
2_amr,2017,0.0073942639864981174
4_eur,2017,0.004481044132262468
3_sear,2017,0.1408536434173584
5_emr,2017,0.2608044743537903
6_wpr,2017,0.026784133166074753
