region,year,rneo16
5_emr,2000,0.04842577874660492
6_wpr,2000,0.08168041706085205
1_afr,2000,0.02532222867012024
2_amr,2000,0.043009284883737564
3_sear,2000,0.029876990243792534
4_eur,2000,0.03522796556353569
5_emr,2001,0.04875703528523445
2_amr,2001,0.04003627225756645
3_sear,2001,0.029973506927490234
6_wpr,2001,0.07261334359645844
1_afr,2001,0.025536898523569107
4_eur,2001,0.034381233155727386
5_emr,2002,0.049178145825862885
3_sear,2002,0.029968826100230217
4_eur,2002,0.033818021416664124
1_afr,2002,0.02570320852100849
6_wpr,2002,0.07245046645402908
2_amr,2002,0.04040812328457832
6_wpr,2003,0.07477748394012451
4_eur,2003,0.03064601868391037
3_sear,2003,0.029891619458794594
1_afr,2003,0.025762436911463737
5_emr,2003,0.04895440489053726
2_amr,2003,0.04036258906126022
4_eur,2004,0.04540983587503433
5_emr,2004,0.04863408952951431
6_wpr,2004,0.07396139204502106
1_afr,2004,0.025655176490545273
3_sear,2004,0.0297999307513237
2_amr,2004,0.03413742035627365
4_eur,2005,0.04475776106119156
2_amr,2005,0.03108159825205803
6_wpr,2005,0.06801620125770569
5_emr,2005,0.04833132401108742
3_sear,2005,0.029641585424542427
1_afr,2005,0.02550823800265789
1_afr,2006,0.02614838257431984
2_amr,2006,0.03276873752474785
5_emr,2006,0.04767097160220146
4_eur,2006,0.026806646957993507
3_sear,2006,0.02929786778986454
6_wpr,2006,0.06600227952003479
5_emr,2007,0.04744759574532509
1_afr,2007,0.02567417360842228
6_wpr,2007,0.06421218812465668
2_amr,2007,0.034622471779584885
3_sear,2007,0.028902458027005196
4_eur,2007,0.027294224128127098
5_emr,2008,0.047340914607048035
6_wpr,2008,0.06644051522016525
3_sear,2008,0.028426002711057663
2_amr,2008,0.035128459334373474
4_eur,2008,0.024972235783934593
1_afr,2008,0.026316555216908455
5_emr,2009,0.04722948744893074
1_afr,2009,0.026850678026676178
6_wpr,2009,0.06961068511009216
4_eur,2009,0.03959468752145767
2_amr,2009,0.031166817992925644
3_sear,2009,0.027819806709885597
6_wpr,2010,0.06858309358358383
4_eur,2010,0.03800969570875168
1_afr,2010,0.026871154084801674
3_sear,2010,0.027125781401991844
2_amr,2010,0.03381521254777908
5_emr,2010,0.04680347442626953
1_afr,2011,0.028783079236745834
4_eur,2011,0.03179540857672691
5_emr,2011,0.046162672340869904
3_sear,2011,0.026393696665763855
2_amr,2011,0.031025148928165436
6_wpr,2011,0.07060503214597702
2_amr,2012,0.0326920710504055
6_wpr,2012,0.06765615940093994
5_emr,2012,0.04535643756389618
3_sear,2012,0.025651777163147926
1_afr,2012,0.02751963585615158
4_eur,2012,0.03401312604546547
1_afr,2013,0.02607385255396366
5_emr,2013,0.044344473630189896
2_amr,2013,0.034208498895168304
4_eur,2013,0.029631750658154488
3_sear,2013,0.024159621447324753
6_wpr,2013,0.0629238560795784
2_amr,2014,0.0291114691644907
5_emr,2014,0.043357331305742264
3_sear,2014,0.022771835327148438
4_eur,2014,0.029611309990286827
1_afr,2014,0.02582164667546749
6_wpr,2014,0.057949695736169815
2_amr,2015,0.03251170739531517
4_eur,2015,0.02870091050863266
6_wpr,2015,0.048905156552791595
1_afr,2015,0.02504214271903038
5_emr,2015,0.04266973212361336
3_sear,2015,0.021439140662550926
2_amr,2016,0.031351909041404724
1_afr,2016,0.02475302666425705
3_sear,2016,0.020501455292105675
5_emr,2016,0.04199650138616562
6_wpr,2016,0.04549970477819443
4_eur,2016,0.026881854981184006
1_afr,2017,0.024220764636993408
2_amr,2017,0.03045826591551304
4_eur,2017,0.025776440277695656
3_sear,2017,0.019645042717456818
5_emr,2017,0.04092880338430405
6_wpr,2017,0.042361970990896225
