region,year,neo10
5_emr,2000,160989.4967727661
6_wpr,2000,123955.88753449917
1_afr,2000,326407.7594590187
2_amr,2000,82155.1844086647
3_sear,2000,511465.4245529175
4_eur,2000,42440.424437224865
5_emr,2001,159568.9287223816
2_amr,2001,78039.8968243599
3_sear,2001,501273.8720855713
6_wpr,2001,119133.70646452904
1_afr,2001,323337.35484695435
4_eur,2001,40445.62014058232
5_emr,2002,158475.0123348236
3_sear,2002,491171.8849182129
4_eur,2002,38606.29782381654
1_afr,2002,319742.2428383827
6_wpr,2002,114631.43291318417
2_amr,2002,73143.12072658539
6_wpr,2003,109666.25442290306
4_eur,2003,36710.59722959995
3_sear,2003,481124.5164413452
1_afr,2003,316655.8775615692
5_emr,2003,158139.11694908142
2_amr,2003,69753.69459271431
4_eur,2004,35563.077708780766
5_emr,2004,158342.419506073
6_wpr,2004,104770.18703186512
1_afr,2004,313646.1519179344
3_sear,2004,471408.27181243896
2_amr,2004,64572.58668470383
4_eur,2005,33849.88260066509
2_amr,2005,62614.974401950836
6_wpr,2005,100406.81981223822
5_emr,2005,159173.74710845947
3_sear,2005,461053.42907333374
1_afr,2005,310939.66701221466
1_afr,2006,308744.6525917053
2_amr,2006,58263.738049030304
5_emr,2006,160765.37405014038
4_eur,2006,32490.060206085443
3_sear,2006,451006.6061859131
6_wpr,2006,95588.0124400258
5_emr,2007,162983.20968818665
1_afr,2007,306302.8319673538
6_wpr,2007,90873.31299233437
2_amr,2007,56101.20083069801
3_sear,2007,440794.80117607117
4_eur,2007,31014.7532235384
5_emr,2008,164803.39939308167
6_wpr,2008,84895.61084794998
3_sear,2008,430080.1989955902
2_amr,2008,54368.395156145096
4_eur,2008,29652.791768968105
1_afr,2008,303816.3383784294
5_emr,2009,167144.6682395935
1_afr,2009,302362.36087322235
6_wpr,2009,79497.6400192976
4_eur,2009,28649.082361757755
2_amr,2009,52218.1404722929
3_sear,2009,418188.3092479706
6_wpr,2010,74878.26267898083
4_eur,2010,27603.693755477667
1_afr,2010,303561.7880477905
3_sear,2010,406176.7401371002
2_amr,2010,50441.37901544571
5_emr,2010,170112.0216064453
1_afr,2011,305169.30829286575
4_eur,2011,25936.56500786543
5_emr,2011,172908.05960273743
3_sear,2011,394082.01969337463
2_amr,2011,48364.39901638031
6_wpr,2011,69927.12542897463
2_amr,2012,46761.19893407822
6_wpr,2012,65625.88933992386
5_emr,2012,174165.4346256256
3_sear,2012,382306.1241722107
1_afr,2012,306103.29938077927
4_eur,2012,25306.94491571188
1_afr,2013,305028.11787986755
5_emr,2013,173695.4737892151
2_amr,2013,45846.439913511276
4_eur,2013,24438.81777986884
3_sear,2013,370644.95737075806
6_wpr,2013,61440.23125085235
2_amr,2014,44699.3468272686
5_emr,2014,170948.61419677734
3_sear,2014,359101.30207824707
4_eur,2014,22932.192585647106
1_afr,2014,301120.4208831787
6_wpr,2014,57323.75812321901
2_amr,2015,43279.60642123222
4_eur,2015,21824.320963531733
6_wpr,2015,53679.82984045148
1_afr,2015,297070.920691967
5_emr,2015,167824.52907943726
3_sear,2015,347022.5667438507
2_amr,2016,43680.514948129654
1_afr,2016,292397.0452308655
3_sear,2016,331560.09048080444
5_emr,2016,164014.76329421997
6_wpr,2016,50561.769400924444
4_eur,2016,20569.929196208715
1_afr,2017,290175.5277109146
2_amr,2017,42479.51638126373
4_eur,2017,19402.18445470929
3_sear,2017,317823.7949552536
5_emr,2017,160308.6022796631
6_wpr,2017,47838.84135288
