region,year,rpost15
5_emr,2000,1.8402913808822632
6_wpr,2000,1.7852236032485962
1_afr,2000,2.4072928428649902
2_amr,2000,1.9822317361831665
3_sear,2000,1.423952341079712
4_eur,2000,2.0956411361694336
5_emr,2001,1.812441110610962
2_amr,2001,1.900622010231018
3_sear,2001,1.407029390335083
6_wpr,2001,1.825543999671936
1_afr,2001,2.3544914722442627
4_eur,2001,1.9791746139526367
5_emr,2002,1.7721664905548096
3_sear,2002,1.386688232421875
4_eur,2002,1.8587696552276611
1_afr,2002,2.305368423461914
6_wpr,2002,1.8131028413772583
2_amr,2002,1.8542546033859253
6_wpr,2003,1.7157009840011597
4_eur,2003,1.758622169494629
3_sear,2003,1.3698731660842896
1_afr,2003,2.240044593811035
5_emr,2003,1.7377128601074219
2_amr,2003,1.7863006591796875
4_eur,2004,1.6698030233383179
5_emr,2004,1.7015845775604248
6_wpr,2004,1.666598916053772
1_afr,2004,2.1948964595794678
3_sear,2004,1.352339744567871
2_amr,2004,1.7870322465896606
4_eur,2005,1.5863736867904663
2_amr,2005,1.7461700439453125
6_wpr,2005,1.5933698415756226
5_emr,2005,1.6610312461853027
3_sear,2005,1.3326383829116821
1_afr,2005,2.1544291973114014
1_afr,2006,2.1533124446868896
2_amr,2006,1.723557949066162
5_emr,2006,1.6308677196502686
4_eur,2006,1.5088064670562744
3_sear,2006,1.3079034090042114
6_wpr,2006,1.5698946714401245
5_emr,2007,1.598122000694275
1_afr,2007,2.1431283950805664
6_wpr,2007,1.5539977550506592
2_amr,2007,1.6744410991668701
3_sear,2007,1.279118537902832
4_eur,2007,1.440346598625183
5_emr,2008,1.5731676816940308
6_wpr,2008,1.4635355472564697
3_sear,2008,1.2476038932800293
2_amr,2008,1.6607204675674438
4_eur,2008,1.3821877241134644
1_afr,2008,2.128753423690796
5_emr,2009,1.5452766418457031
1_afr,2009,2.142503261566162
6_wpr,2009,1.4496819972991943
4_eur,2009,1.2725474834442139
2_amr,2009,1.5974339246749878
3_sear,2009,1.213437557220459
6_wpr,2010,1.4396108388900757
4_eur,2010,1.3064680099487305
1_afr,2010,2.1482677459716797
3_sear,2010,1.172908902168274
2_amr,2010,1.6099013090133667
5_emr,2010,1.514508843421936
1_afr,2011,2.1501095294952393
4_eur,2011,1.2764198780059814
5_emr,2011,1.4918162822723389
3_sear,2011,1.129560947418213
2_amr,2011,1.583524465560913
6_wpr,2011,1.3813191652297974
2_amr,2012,1.5627200603485107
6_wpr,2012,1.3158864974975586
5_emr,2012,1.468674659729004
3_sear,2012,1.079399824142456
1_afr,2012,2.1313889026641846
4_eur,2012,1.1887177228927612
1_afr,2013,2.1434166431427
5_emr,2013,1.4857614040374756
2_amr,2013,1.515255331993103
4_eur,2013,1.1443793773651123
3_sear,2013,1.0426030158996582
6_wpr,2013,1.2424556016921997
2_amr,2014,1.5144091844558716
5_emr,2014,1.4863978624343872
3_sear,2014,0.9928814172744751
4_eur,2014,1.0930100679397583
1_afr,2014,2.171522617340088
6_wpr,2014,1.182247519493103
2_amr,2015,1.5100853443145752
4_eur,2015,1.0627026557922363
6_wpr,2015,1.139721155166626
1_afr,2015,2.1653707027435303
5_emr,2015,1.4612112045288086
3_sear,2015,0.9779041409492493
2_amr,2016,1.4886033535003662
1_afr,2016,2.1514925956726074
3_sear,2016,0.9190003275871277
5_emr,2016,1.4458380937576294
6_wpr,2016,1.0882651805877686
4_eur,2016,1.024981141090393
1_afr,2017,2.0941274166107178
2_amr,2017,1.4303569793701172
4_eur,2017,0.979422926902771
3_sear,2017,0.8657674789428711
5_emr,2017,1.4203966856002808
6_wpr,2017,1.0439512729644775
