region,year,fufive6
5_emr,2000,0.03300885856151581
6_wpr,2000,0.010223832912743092
1_afr,2000,0.07812611758708954
2_amr,2000,4.142648776905844e-06
3_sear,2000,0.03558749333024025
4_eur,2000,0.00025678848032839596
5_emr,2001,0.035005565732717514
2_amr,2001,0.0
3_sear,2001,0.04224179685115814
6_wpr,2001,0.009797768667340279
1_afr,2001,0.07209954410791397
4_eur,2001,0.00023296067956835032
5_emr,2002,0.03255026042461395
3_sear,2002,0.03733353689312935
4_eur,2002,0.00033394823549315333
1_afr,2002,0.07057591527700424
6_wpr,2002,0.010128047317266464
2_amr,2002,6.660726739937672e-06
6_wpr,2003,0.010072166100144386
4_eur,2003,0.00031489101820625365
3_sear,2003,0.04148859530687332
1_afr,2003,0.07867948710918427
5_emr,2003,0.036438215523958206
2_amr,2003,4.760047886520624e-06
4_eur,2004,0.00027958929422311485
5_emr,2004,0.02820390835404396
6_wpr,2004,0.009239793755114079
1_afr,2004,0.03564990684390068
3_sear,2004,0.050615426152944565
2_amr,2004,0.0
4_eur,2005,0.00039255147567018867
2_amr,2005,5.275912826618878e-06
6_wpr,2005,0.009538006037473679
5_emr,2005,0.020268887281417847
3_sear,2005,0.03798135742545128
1_afr,2005,0.06043192744255066
1_afr,2006,0.021315503865480423
2_amr,2006,0.0
5_emr,2006,0.017355211079120636
4_eur,2006,0.0004202632699161768
3_sear,2006,0.048781633377075195
6_wpr,2006,0.008442333899438381
5_emr,2007,0.01125875860452652
1_afr,2007,0.013560754247009754
6_wpr,2007,0.010717627592384815
2_amr,2007,0.0
3_sear,2007,0.032543838024139404
4_eur,2007,0.00029650269425474107
5_emr,2008,0.008649821393191814
6_wpr,2008,0.009311533533036709
3_sear,2008,0.031898677349090576
2_amr,2008,0.0
4_eur,2008,0.00017917880904860795
1_afr,2008,0.022115718573331833
5_emr,2009,0.010833166539669037
1_afr,2009,0.0195785965770483
6_wpr,2009,0.007399792317301035
4_eur,2009,0.0001643801952013746
2_amr,2009,0.0
3_sear,2009,0.040175747126340866
6_wpr,2010,0.005662989336997271
4_eur,2010,0.00033243108191527426
1_afr,2010,0.01888282597064972
3_sear,2010,0.030933525413274765
2_amr,2010,0.0
5_emr,2010,0.011094077490270138
1_afr,2011,0.02978755719959736
4_eur,2011,0.0003247430722694844
5_emr,2011,0.0360502190887928
3_sear,2011,0.03302951902151108
2_amr,2011,0.0
6_wpr,2011,0.004078913480043411
2_amr,2012,0.0
6_wpr,2012,0.0024454216472804546
5_emr,2012,0.029319390654563904
3_sear,2012,0.022577162832021713
1_afr,2012,0.021003689616918564
4_eur,2012,0.0003213644667994231
1_afr,2013,0.033161211758852005
5_emr,2013,0.021640505641698837
2_amr,2013,6.104477051849244e-06
4_eur,2013,0.00032883891253732145
3_sear,2013,0.01741005666553974
6_wpr,2013,0.003444097936153412
2_amr,2014,0.0
5_emr,2014,0.03430894389748573
3_sear,2014,0.02649511583149433
4_eur,2014,0.0003228345885872841
1_afr,2014,0.020664818584918976
6_wpr,2014,0.01452231127768755
2_amr,2015,0.0
4_eur,2015,0.00036272910074330866
6_wpr,2015,0.0054370686411857605
1_afr,2015,0.02567981742322445
5_emr,2015,0.029827473685145378
3_sear,2015,0.02736939862370491
2_amr,2016,0.0
1_afr,2016,0.03310858830809593
3_sear,2016,0.021633362397551537
5_emr,2016,0.025563586503267288
6_wpr,2016,0.0045509641058743
4_eur,2016,0.0003686913987621665
1_afr,2017,0.016363563016057014
2_amr,2017,0.0
4_eur,2017,0.0003777970850933343
3_sear,2017,0.020524535328149796
5_emr,2017,0.024247141554951668
6_wpr,2017,0.003477111691609025
