country,year,age_group,deaths
slv,2002,neo,1818.0
slv,2003,neo,1685.0
slv,2004,neo,1569.0001220703125
slv,2005,neo,1468.0
slv,2006,neo,1380.0
slv,2007,neo,1305.0001220703125
slv,2008,neo,1239.0001220703125
slv,2009,neo,1181.0
slv,2010,neo,1124.0
slv,2011,neo,1071.9998779296875
slv,2012,neo,1021.0
slv,2013,neo,976.0000610351562
slv,2014,neo,931.0001220703125
slv,2015,neo,895.0
slv,2016,neo,859.0
slv,2017,neo,826.9058227539062
smr,2000,neo,0.0
smr,2001,neo,0.0
smr,2002,neo,0.0
smr,2003,neo,0.0
smr,2004,neo,0.0
smr,2005,neo,0.0
smr,2006,neo,0.0
smr,2007,neo,0.0
smr,2008,neo,0.0
smr,2009,neo,0.0
smr,2010,neo,0.0
smr,2011,neo,0.0
smr,2012,neo,0.0
smr,2013,neo,0.0
smr,2014,neo,0.0
smr,2015,neo,0.0
smr,2016,neo,0.0
smr,2017,neo,0.0
som,2000,neo,19484.001953125
som,2001,neo,20058.001953125
som,2002,neo,20627.0
som,2003,neo,21148.0
som,2004,neo,21686.0
som,2005,neo,22247.0
som,2006,neo,22718.0
som,2007,neo,23099.99609375
som,2008,neo,23382.001953125
som,2009,neo,23552.001953125
som,2010,neo,23708.0
som,2011,neo,23865.0
som,2012,neo,23948.0
som,2013,neo,24093.001953125
som,2014,neo,24197.001953125
som,2015,neo,24338.001953125
som,2016,neo,24352.0
som,2017,neo,24497.998046875
srb,2000,neo,911.0
srb,2001,neo,856.0
srb,2002,neo,795.0000610351562
srb,2003,neo,719.0
srb,2004,neo,641.0
srb,2005,neo,578.0
srb,2006,neo,536.0
srb,2007,neo,508.00006103515625
srb,2008,neo,488.9999694824219
srb,2009,neo,476.0000305175781
srb,2010,neo,463.00006103515625
srb,2011,neo,449.0
srb,2012,neo,433.0000305175781
srb,2013,neo,416.0
srb,2014,neo,398.0
srb,2015,neo,378.0000305175781
srb,2016,neo,359.0000305175781
srb,2017,neo,339.0
ssd,2000,neo,16360.0009765625
ssd,2001,neo,16356.0009765625
ssd,2002,neo,16415.0
ssd,2003,neo,16462.0
ssd,2004,neo,16530.0
ssd,2005,neo,16566.0
ssd,2006,neo,16626.0
ssd,2007,neo,16579.001953125
ssd,2008,neo,16535.0
ssd,2009,neo,16507.0
ssd,2010,neo,16422.0
ssd,2011,neo,16319.001953125
ssd,2012,neo,16331.9990234375
ssd,2013,neo,16516.998046875
ssd,2014,neo,16809.0
ssd,2015,neo,17099.0
ssd,2016,neo,17399.998046875
ssd,2017,neo,17698.0
stp,2000,neo,127.0
stp,2001,neo,126.0
stp,2002,neo,124.99998474121094
stp,2003,neo,124.00000762939453
stp,2004,neo,122.0
stp,2005,neo,121.0
stp,2006,neo,118.99998474121094
stp,2007,neo,118.00000762939453
stp,2008,neo,117.0
stp,2009,neo,117.0
stp,2010,neo,116.0
stp,2011,neo,115.0
stp,2012,neo,114.00000762939453
stp,2013,neo,111.99999237060547
stp,2014,neo,109.00001525878906
stp,2015,neo,104.99999237060547
stp,2016,neo,101.0
stp,2017,neo,98.00000762939453
sur,2000,neo,200.0
sur,2001,neo,190.99998474121094
sur,2002,neo,183.00001525878906
sur,2003,neo,175.0
sur,2004,neo,168.0
sur,2005,neo,161.99998474121094
sur,2006,neo,155.0
sur,2007,neo,149.0
sur,2008,neo,143.00001525878906
sur,2009,neo,138.0
sur,2010,neo,133.0
sur,2011,neo,127.99999237060547
sur,2012,neo,124.0
sur,2013,neo,120.0
sur,2014,neo,116.0
sur,2015,neo,112.00000762939453
sur,2016,neo,106.99999237060547
sur,2017,neo,103.0
svk,2000,neo,272.0
svk,2001,neo,254.00001525878906
svk,2002,neo,239.0
svk,2003,neo,225.0
svk,2004,neo,213.99998474121094
svk,2005,neo,206.0
svk,2006,neo,200.00001525878906
svk,2007,neo,195.00001525878906
svk,2008,neo,193.0
svk,2009,neo,191.00001525878906
svk,2010,neo,188.99998474121094
svk,2011,neo,187.0
svk,2012,neo,183.99998474121094
svk,2013,neo,179.0
svk,2014,neo,174.0
svk,2015,neo,168.0
svk,2016,neo,162.0
svk,2017,neo,156.0
svn,2000,neo,57.0
svn,2001,neo,55.0
svn,2002,neo,52.0
svn,2003,neo,50.0
svn,2004,neo,48.0
svn,2005,neo,47.0
svn,2006,neo,45.0
svn,2007,neo,44.0
svn,2008,neo,42.0
svn,2009,neo,40.0
svn,2010,neo,38.000003814697266
svn,2011,neo,36.0
svn,2012,neo,34.0
svn,2013,neo,32.0
svn,2014,neo,30.0
svn,2015,neo,28.0
svn,2016,neo,25.999996185302734
svn,2017,neo,23.999996185302734
swe,2000,neo,211.0
swe,2001,neo,212.00001525878906
swe,2002,neo,210.99998474121094
swe,2003,neo,208.0
swe,2004,neo,203.00001525878906
swe,2005,neo,197.0
swe,2006,neo,192.00001525878906
swe,2007,neo,188.00001525878906
swe,2008,neo,184.99998474121094
swe,2009,neo,182.0
swe,2010,neo,180.0
swe,2011,neo,179.0
swe,2012,neo,181.0
swe,2013,neo,184.0
swe,2014,neo,189.00003051757812
swe,2015,neo,194.00001525878906
swe,2016,neo,200.00001525878906
swe,2017,neo,205.0
swz,2000,neo,899.9999389648438
swz,2001,neo,896.0
swz,2002,neo,887.0000610351562
swz,2003,neo,875.0
swz,2004,neo,860.0
swz,2005,neo,844.0000610351562
swz,2006,neo,827.0
swz,2007,neo,815.0
swz,2008,neo,805.0
swz,2009,neo,797.0
swz,2010,neo,786.0
swz,2011,neo,769.0000610351562
swz,2012,neo,755.0000610351562
swz,2013,neo,737.9999389648438
swz,2014,neo,716.9999389648438
swz,2015,neo,702.0
swz,2016,neo,688.0
swz,2017,neo,674.9999389648438
syc,2000,neo,13.0
syc,2001,neo,14.000000953674316
syc,2002,neo,14.0
syc,2003,neo,14.0
syc,2004,neo,15.0
syc,2005,neo,14.999999046325684
syc,2006,neo,15.0
syc,2007,neo,15.0
syc,2008,neo,14.999999046325684
syc,2009,neo,15.0
syc,2010,neo,15.0
syc,2011,neo,15.000000953674316
syc,2012,neo,14.000000953674316
syc,2013,neo,13.999998092651367
syc,2014,neo,14.0
syc,2015,neo,13.999999046325684
syc,2016,neo,13.000000953674316
syc,2017,neo,12.999663352966309
syr,2000,neo,6333.99951171875
syr,2001,neo,6180.99951171875
syr,2002,neo,6020.0
syr,2003,neo,5846.0
syr,2004,neo,5673.0
syr,2005,neo,5494.0
syr,2006,neo,5295.99951171875
syr,2007,neo,5075.00048828125
syr,2008,neo,4862.00048828125
syr,2009,neo,4680.00048828125
syr,2010,neo,4541.0
syr,2011,neo,4414.99951171875
syr,2012,neo,4274.0
syr,2013,neo,4101.00048828125
syr,2014,neo,3918.0
syr,2015,neo,3739.0
syr,2016,neo,3591.999755859375
syr,2017,neo,3474.853759765625
tcd,2000,neo,19027.0
tcd,2001,neo,19223.0
tcd,2002,neo,19397.0
tcd,2003,neo,19576.998046875
tcd,2004,neo,19784.001953125
tcd,2005,neo,20010.0
tcd,2006,neo,20241.998046875
tcd,2007,neo,20502.00390625
tcd,2008,neo,20793.0
tcd,2009,neo,21079.0
tcd,2010,neo,21351.001953125
tcd,2011,neo,21567.0
tcd,2012,neo,21742.0
tcd,2013,neo,21863.0
tcd,2014,neo,21965.001953125
tcd,2015,neo,22076.0
tcd,2016,neo,22167.001953125
tcd,2017,neo,22220.0
tgo,2000,neo,7067.0
tgo,2001,neo,7143.9990234375
tgo,2002,neo,7213.0
tgo,2003,neo,7262.00048828125
tgo,2004,neo,7296.0
tgo,2005,neo,7298.0
tgo,2006,neo,7265.9990234375
tgo,2007,neo,7210.00048828125
tgo,2008,neo,7148.99951171875
tgo,2009,neo,7070.0
tgo,2010,neo,7002.00048828125
tgo,2011,neo,6943.00048828125
tgo,2012,neo,6896.0
tgo,2013,neo,6850.0
tgo,2014,neo,6803.99951171875
tgo,2015,neo,6752.9990234375
tgo,2016,neo,6698.0
tgo,2017,neo,6644.99951171875
tha,2000,neo,11040.0009765625
tha,2001,neo,10294.0
tha,2002,neo,9609.0009765625
tha,2003,neo,8992.0
tha,2004,neo,8443.0
tha,2005,neo,7932.99951171875
tha,2006,neo,7459.0
tha,2007,neo,7022.99951171875
tha,2008,neo,6624.0
tha,2009,neo,6231.0009765625
tha,2010,neo,5861.0
tha,2011,neo,5500.0
tha,2012,neo,5156.0
tha,2013,neo,4832.00048828125
tha,2014,neo,4522.00048828125
tha,2015,neo,4217.99951171875
tha,2016,neo,3935.0
tha,2017,neo,3680.68017578125
tjk,2000,neo,5349.0
tjk,2001,neo,5125.0
tjk,2002,neo,4919.0
tjk,2003,neo,4749.0
tjk,2004,neo,4635.99951171875
tjk,2005,neo,4581.0
tjk,2006,neo,4556.0
tjk,2007,neo,4568.0
tjk,2008,neo,4584.0
tjk,2009,neo,4588.00048828125
tjk,2010,neo,4553.0
tjk,2011,neo,4469.0
tjk,2012,neo,4352.0
tjk,2013,neo,4218.0
tjk,2014,neo,4085.000244140625
tjk,2015,neo,3933.0
tjk,2016,neo,3786.0
tjk,2017,neo,3653.0
tkm,2000,neo,3189.0
tkm,2001,neo,3125.0
tkm,2002,neo,3075.0
tkm,2003,neo,3031.000244140625
tkm,2004,neo,2991.0
tkm,2005,neo,2968.0
tkm,2006,neo,2966.999755859375
tkm,2007,neo,2991.0
tkm,2008,neo,3048.999755859375
tkm,2009,neo,3123.999755859375
tkm,2010,neo,3196.0
tkm,2011,neo,3260.0
tkm,2012,neo,3300.000244140625
tkm,2013,neo,3302.000244140625
tkm,2014,neo,3277.000244140625
tkm,2015,neo,3206.0
tkm,2016,neo,3113.999755859375
tkm,2017,neo,3008.999755859375
tls,2000,neo,1450.0
tls,2001,neo,1370.0
tls,2002,neo,1299.0
tls,2003,neo,1239.000244140625
tls,2004,neo,1193.0
tls,2005,neo,1157.0
tls,2006,neo,1130.0
tls,2007,neo,1108.0
tls,2008,neo,1088.0
tls,2009,neo,1070.0
tls,2010,neo,1051.0
tls,2011,neo,1029.0
tls,2012,neo,1006.0
tls,2013,neo,986.0000610351562
tls,2014,neo,969.0
tls,2015,neo,952.0
tls,2016,neo,938.0001220703125
tls,2017,neo,930.0000610351562
ton,2000,neo,21.000001907348633
ton,2001,neo,21.0
ton,2002,neo,20.999998092651367
ton,2003,neo,20.0
ton,2004,neo,20.0
ton,2005,neo,20.0
ton,2006,neo,20.0
ton,2007,neo,20.000001907348633
ton,2008,neo,21.000001907348633
ton,2009,neo,20.999998092651367
ton,2010,neo,21.0
ton,2011,neo,20.000001907348633
ton,2012,neo,20.0
ton,2013,neo,18.999998092651367
ton,2014,neo,19.0
ton,2015,neo,18.000001907348633
ton,2016,neo,18.0
ton,2017,neo,16.999557495117188
tto,2000,neo,393.0000305175781
tto,2001,neo,395.0
tto,2002,neo,399.0
tto,2003,neo,404.0
tto,2004,neo,409.0
tto,2005,neo,414.0000305175781
tto,2006,neo,418.0
tto,2007,neo,419.99993896484375
tto,2008,neo,419.0
tto,2009,neo,415.0000305175781
tto,2010,neo,407.0
tto,2011,neo,394.9999694824219
tto,2012,neo,381.0
tto,2013,neo,367.0
tto,2014,neo,351.0000305175781
tto,2015,neo,335.0000305175781
tto,2016,neo,318.0000305175781
tto,2017,neo,301.0000305175781
tun,2000,neo,3021.999755859375
tun,2001,neo,2797.0
tun,2002,neo,2607.999755859375
tun,2003,neo,2450.999755859375
tun,2004,neo,2317.0
tun,2005,neo,2210.0
tun,2006,neo,2124.0
tun,2007,neo,2059.0
tun,2008,neo,2009.0001220703125
tun,2009,neo,1970.0
tun,2010,neo,1932.9998779296875
tun,2011,neo,1895.9998779296875
tun,2012,neo,1852.9998779296875
tun,2013,neo,1805.0
tun,2014,neo,1747.0
tun,2015,neo,1682.0
tun,2016,neo,1608.0
tun,2017,neo,1534.83740234375
tur,2000,neo,25995.001953125
tur,2001,neo,24447.0
tur,2002,neo,22638.001953125
tur,2003,neo,21042.001953125
tur,2004,neo,19565.001953125
tur,2005,neo,18153.0
tur,2006,neo,16767.0
tur,2007,neo,15469.0
tur,2008,neo,14258.0
tur,2009,neo,13126.0
tur,2010,neo,12051.0
tur,2011,neo,11071.0
tur,2012,neo,10342.9990234375
tur,2013,neo,9980.9990234375
tur,2014,neo,9734.9990234375
tur,2015,neo,9245.0009765625
tur,2016,neo,8436.0
tur,2017,neo,7570.99951171875
tuv,2000,neo,7.000000476837158
tuv,2001,neo,5.999999523162842
tuv,2002,neo,6.0
tuv,2003,neo,6.0
tuv,2004,neo,6.000000476837158
tuv,2005,neo,6.000000953674316
tuv,2006,neo,5.0
tuv,2007,neo,5.0
tuv,2008,neo,4.999999523162842
tuv,2009,neo,4.999999523162842
tuv,2010,neo,4.999999523162842
tuv,2011,neo,4.0
tuv,2012,neo,4.0
tuv,2013,neo,4.0
tuv,2014,neo,4.0
tuv,2015,neo,4.0
tuv,2016,neo,4.0
tuv,2017,neo,3.9994876384735107
tza,2000,neo,47151.99609375
tza,2001,neo,47112.0078125
tza,2002,neo,47031.00390625
tza,2003,neo,46920.9921875
tza,2004,neo,46855.0
tza,2005,neo,46884.0
tza,2006,neo,46925.9921875
tza,2007,neo,46969.99609375
tza,2008,neo,46970.0
tza,2009,neo,46917.00390625
tza,2010,neo,46782.00390625
tza,2011,neo,46617.0
tza,2012,neo,46506.00390625
tza,2013,neo,46333.0
tza,2014,neo,46120.00390625
tza,2015,neo,45934.0
tza,2016,neo,45808.99609375
tza,2017,neo,45691.00390625
uga,2000,neo,34725.0
uga,2001,neo,34651.99609375
uga,2002,neo,34689.0
uga,2003,neo,34862.0
uga,2004,neo,35198.0
uga,2005,neo,35756.0
uga,2006,neo,36388.0
uga,2007,neo,36949.00390625
uga,2008,neo,37359.0
uga,2009,neo,37701.00390625
uga,2010,neo,37971.0
uga,2011,neo,38074.0078125
uga,2012,neo,38092.99609375
uga,2013,neo,37910.99609375
uga,2014,neo,37511.0
uga,2015,neo,37053.99609375
uga,2016,neo,36535.99609375
uga,2017,neo,36056.00390625
ukr,2000,neo,4460.0
ukr,2001,neo,4211.0
ukr,2002,neo,4017.999755859375
ukr,2003,neo,3881.00048828125
ukr,2004,neo,3794.0
ukr,2005,neo,3747.0
ukr,2006,neo,3719.999755859375
ukr,2007,neo,3699.000244140625
ukr,2008,neo,3642.0
ukr,2009,neo,3542.0
ukr,2010,neo,3413.000244140625
ukr,2011,neo,3265.0
ukr,2012,neo,3104.0
ukr,2013,neo,2950.999755859375
ukr,2014,neo,2808.0
ukr,2015,neo,2672.0
ukr,2016,neo,2544.0
ukr,2017,neo,2416.92138671875
ury,2000,neo,448.0
ury,2001,neo,435.0
ury,2002,neo,423.0000305175781
ury,2003,neo,407.0
ury,2004,neo,384.0
ury,2005,neo,354.0000305175781
ury,2006,neo,322.0
ury,2007,neo,292.0
ury,2008,neo,268.0
ury,2009,neo,252.0
ury,2010,neo,242.0
ury,2011,neo,239.99998474121094
ury,2012,neo,241.00001525878906
ury,2013,neo,243.00001525878906
ury,2014,neo,242.0
ury,2015,neo,237.99998474121094
ury,2016,neo,231.00001525878906
ury,2017,neo,221.99998474121094
usa,2000,neo,18287.001953125
usa,2001,neo,18538.99609375
usa,2002,neo,18798.998046875
usa,2003,neo,18788.998046875
usa,2004,neo,18616.998046875
usa,2005,neo,18578.0
usa,2006,neo,18721.0
usa,2007,neo,18649.0
usa,2008,neo,18023.0
usa,2009,neo,17077.0
usa,2010,neo,16326.001953125
usa,2011,neo,16007.0009765625
usa,2012,neo,15903.0009765625
usa,2013,neo,15786.9990234375
usa,2014,neo,15608.001953125
usa,2015,neo,15377.0
usa,2016,neo,15106.0009765625
usa,2017,neo,14838.9990234375
uzb,2000,neo,16067.0
uzb,2001,neo,15388.0
uzb,2002,neo,14841.0
uzb,2003,neo,14422.0
uzb,2004,neo,14119.0009765625
uzb,2005,neo,13897.0009765625
uzb,2006,neo,13713.0
uzb,2007,neo,13531.9990234375
uzb,2008,neo,13321.0
uzb,2009,neo,13012.0009765625
uzb,2010,neo,12534.0
uzb,2011,neo,11883.0
uzb,2012,neo,11197.0
uzb,2013,neo,10505.0
uzb,2014,neo,9834.0
uzb,2015,neo,9142.0
uzb,2016,neo,8490.0
uzb,2017,neo,7882.0
vct,2000,neo,29.0
vct,2001,neo,28.0
vct,2002,neo,28.000003814697266
vct,2003,neo,27.0
vct,2004,neo,27.000003814697266
vct,2005,neo,26.0
vct,2006,neo,26.0
vct,2007,neo,25.0
vct,2008,neo,25.000001907348633
vct,2009,neo,24.0
vct,2010,neo,23.0
vct,2011,neo,22.0
vct,2012,neo,21.0
vct,2013,neo,20.0
vct,2014,neo,19.0
vct,2015,neo,18.0
vct,2016,neo,17.0
vct,2017,neo,16.0
ven,2000,neo,6331.0009765625
ven,2001,neo,6114.0
ven,2002,neo,5885.0
ven,2003,neo,5835.99951171875
ven,2004,neo,6004.0
ven,2005,neo,6171.0
ven,2006,neo,6147.0
ven,2007,neo,6013.0
ven,2008,neo,5936.0
ven,2009,neo,5989.99951171875
ven,2010,neo,6103.00048828125
ven,2011,neo,6237.99951171875
ven,2012,neo,6467.0
ven,2013,neo,6899.99951171875
ven,2014,neo,7615.00048828125
ven,2015,neo,8701.0
ven,2016,neo,10192.0
ven,2017,neo,11875.0
vnm,2000,neo,20878.0
vnm,2001,neo,19671.0
vnm,2002,neo,18794.001953125
vnm,2003,neo,18198.0
vnm,2004,neo,17825.0
vnm,2005,neo,17625.0
vnm,2006,neo,17573.998046875
vnm,2007,neo,17618.0
vnm,2008,neo,17724.001953125
vnm,2009,neo,17864.0
vnm,2010,neo,17942.998046875
vnm,2011,neo,17992.0
vnm,2012,neo,17951.998046875
vnm,2013,neo,17854.001953125
vnm,2014,neo,17690.0
vnm,2015,neo,17430.0
vnm,2016,neo,17080.0
vnm,2017,neo,16664.931640625
vut,2000,neo,75.0
vut,2001,neo,74.0
vut,2002,neo,74.0
vut,2003,neo,74.0
vut,2004,neo,75.00000762939453
vut,2005,neo,75.0
vut,2006,neo,76.0
vut,2007,neo,78.0
vut,2008,neo,79.0
vut,2009,neo,80.0
vut,2010,neo,81.99999237060547
vut,2011,neo,84.0
vut,2012,neo,85.0
vut,2013,neo,85.00000762939453
vut,2014,neo,85.0
vut,2015,neo,83.99999237060547
vut,2016,neo,83.0
vut,2017,neo,81.99546813964844
wsm,2000,neo,62.000003814697266
wsm,2001,neo,59.99999237060547
wsm,2002,neo,58.000003814697266
wsm,2003,neo,56.000003814697266
wsm,2004,neo,55.0
wsm,2005,neo,54.999996185302734
wsm,2006,neo,54.0
wsm,2007,neo,53.0
wsm,2008,neo,53.0
wsm,2009,neo,51.999996185302734
wsm,2010,neo,51.0
wsm,2011,neo,50.0
wsm,2012,neo,48.999996185302734
wsm,2013,neo,47.000003814697266
wsm,2014,neo,45.999996185302734
wsm,2015,neo,43.999996185302734
wsm,2016,neo,42.000003814697266
wsm,2017,neo,40.998207092285156
yem,2000,neo,26260.0
yem,2001,neo,25798.001953125
yem,2002,neo,25366.99609375
yem,2003,neo,24927.0
yem,2004,neo,24446.00390625
yem,2005,neo,23978.001953125
yem,2006,neo,23527.0
yem,2007,neo,23072.0
yem,2008,neo,22657.0
yem,2009,neo,22336.001953125
yem,2010,neo,22251.0
yem,2011,neo,22396.0
yem,2012,neo,22685.998046875
yem,2013,neo,22981.0
yem,2014,neo,23207.001953125
yem,2015,neo,23409.0
yem,2016,neo,23563.0
yem,2017,neo,23657.0
zaf,2000,neo,19792.001953125
zaf,2001,neo,19428.001953125
zaf,2002,neo,19080.001953125
zaf,2003,neo,18702.001953125
zaf,2004,neo,18326.0
zaf,2005,neo,17901.0
zaf,2006,neo,17443.0
zaf,2007,neo,16933.998046875
zaf,2008,neo,16396.0
zaf,2009,neo,15850.0
zaf,2010,neo,15275.0009765625
zaf,2011,neo,14697.0
zaf,2012,neo,14214.0
zaf,2013,neo,13877.0
zaf,2014,neo,13481.0
zaf,2015,neo,13171.0009765625
zaf,2016,neo,12887.0029296875
zaf,2017,neo,12572.0009765625
zmb,2000,neo,17550.0
zmb,2001,neo,17494.0
zmb,2002,neo,17209.0
zmb,2003,neo,16768.0
zmb,2004,neo,16277.001953125
zmb,2005,neo,15827.9990234375
zmb,2006,neo,15463.0
zmb,2007,neo,15220.0
zmb,2008,neo,15070.001953125
zmb,2009,neo,14972.0009765625
zmb,2010,neo,14894.0009765625
zmb,2011,neo,14805.0009765625
zmb,2012,neo,14681.001953125
zmb,2013,neo,14562.0
zmb,2014,neo,14461.0
zmb,2015,neo,14404.0
zmb,2016,neo,14374.0
zmb,2017,neo,14378.0
zwe,2000,neo,11320.0
zwe,2001,neo,11515.0
zwe,2002,neo,11867.0009765625
zwe,2003,neo,12332.0009765625
zwe,2004,neo,12829.0
zwe,2005,neo,13354.0
zwe,2006,neo,13914.9990234375
zwe,2007,neo,14460.0
zwe,2008,neo,14932.0009765625
zwe,2009,neo,15222.0009765625
zwe,2010,neo,15263.0
zwe,2011,neo,15036.9990234375
zwe,2012,neo,14635.0
zwe,2013,neo,14095.0009765625
zwe,2014,neo,13488.0009765625
zwe,2015,neo,12893.0009765625
zwe,2016,neo,12366.0009765625
zwe,2017,neo,11931.9970703125
afg,2000,post,66168.375
afg,2001,post,70357.3125
afg,2002,post,63188.74609375
afg,2003,post,56220.6015625
afg,2004,post,55688.328125
afg,2005,post,56299.8515625
afg,2006,post,59842.74609375
afg,2007,post,53061.3515625
afg,2008,post,51259.85546875
afg,2009,post,51503.7109375
afg,2010,post,48097.84765625
afg,2011,post,46194.23828125
afg,2012,post,43727.71484375
afg,2013,post,38284.546875
afg,2014,post,36644.41796875
afg,2015,post,35527.296875
afg,2016,post,33346.2109375
afg,2017,post,32700.02734375
ago,2000,post,118255.890625
ago,2001,post,121646.4140625
ago,2002,post,121811.171875
ago,2003,post,114695.9921875
ago,2004,post,109198.1953125
ago,2005,post,106458.8203125
ago,2006,post,102978.328125
ago,2007,post,98007.78125
ago,2008,post,93586.0625
ago,2009,post,89759.3359375
ago,2010,post,83500.8359375
ago,2011,post,79116.2578125
ago,2012,post,75851.0
ago,2013,post,74397.1875
ago,2014,post,72860.875
ago,2015,post,64336.2265625
ago,2016,post,62027.91796875
ago,2017,post,60289.375
alb,2000,post,736.9999389648438
alb,2001,post,638.9999389648438
alb,2002,post,554.0
alb,2003,post,481.0000305175781
alb,2004,post,417.0
alb,2005,post,361.0
alb,2006,post,314.0
alb,2007,post,277.0
alb,2008,post,245.0
alb,2009,post,220.0
alb,2010,post,199.0
alb,2011,post,183.0
alb,2012,post,168.0
alb,2013,post,152.99998474121094
alb,2014,post,137.0
alb,2015,post,120.00000762939453
alb,2016,post,106.0
alb,2017,post,95.99999237060547
and,2000,post,1.999999761581421
and,2001,post,3.0
and,2002,post,3.0
and,2003,post,2.000000238418579
and,2004,post,2.000000238418579
and,2005,post,2.0
and,2006,post,2.0
and,2007,post,2.0
and,2008,post,2.0
and,2009,post,2.0
and,2010,post,2.0
and,2011,post,2.0
and,2012,post,2.0
and,2013,post,2.0
and,2014,post,1.9999998807907104
and,2015,post,1.0
and,2016,post,1.0
and,2017,post,1.0
are,2000,post,273.0
are,2001,post,272.0
are,2002,post,274.0
are,2003,post,278.9999694824219
are,2004,post,286.0
are,2005,post,295.0
are,2006,post,305.0
are,2007,post,313.9999694824219
are,2008,post,324.0
are,2009,post,332.9999694824219
are,2010,post,341.0
are,2011,post,349.0
are,2012,post,356.0
are,2013,post,364.9999694824219
are,2014,post,376.0
are,2015,post,386.9999694824219
are,2016,post,396.9999694824219
are,2017,post,398.0
arg,2000,post,6560.0
arg,2001,post,6105.0
arg,2002,post,5715.0
arg,2003,post,5473.00048828125
arg,2004,post,5427.0
arg,2005,post,5562.00048828125
arg,2006,post,5694.0
arg,2007,post,5662.0
arg,2008,post,5487.0
arg,2009,post,5269.0
arg,2010,post,5049.99951171875
arg,2011,post,4775.0
arg,2012,post,4399.0
arg,2013,post,4002.0
arg,2014,post,3712.0
arg,2015,post,3555.000244140625
arg,2016,post,3464.0
arg,2017,post,3354.0
arm,2000,post,592.0
arm,2001,post,544.0
arm,2002,post,509.9999694824219
arm,2003,post,485.0
arm,2004,post,467.0
arm,2005,post,450.0
arm,2006,post,436.0
arm,2007,post,422.0
arm,2008,post,406.0000305175781
arm,2009,post,389.0
arm,2010,post,371.0
arm,2011,post,352.9999694824219
arm,2012,post,331.9999694824219
arm,2013,post,313.0
arm,2014,post,293.0
arm,2015,post,273.0
arm,2016,post,255.00001525878906
arm,2017,post,237.0
atg,2000,post,10.000001907348633
atg,2001,post,9.999999046325684
atg,2002,post,8.999999046325684
atg,2003,post,9.000000953674316
atg,2004,post,8.000000953674316
atg,2005,post,8.0
atg,2006,post,9.0
atg,2007,post,8.0
atg,2008,post,8.0
atg,2009,post,7.999999523162842
atg,2010,post,7.0
atg,2011,post,7.0
atg,2012,post,7.0
atg,2013,post,7.0
atg,2014,post,6.999999523162842
atg,2015,post,6.0
atg,2016,post,6.0
atg,2017,post,5.999999523162842
aus,2000,post,666.0000610351562
aus,2001,post,644.0
aus,2002,post,632.0
aus,2003,post,629.0
aus,2004,post,629.0
aus,2005,post,629.0
aus,2006,post,626.0
aus,2007,post,620.0
aus,2008,post,613.0
aus,2009,post,603.0
aus,2010,post,587.0
aus,2011,post,565.0
aus,2012,post,540.0
aus,2013,post,514.0
aus,2014,post,489.0
aus,2015,post,465.9999694824219
aus,2016,post,446.0
aus,2017,post,430.0
aut,2000,post,201.0
aut,2001,post,192.0
aut,2002,post,183.00001525878906
aut,2003,post,175.0
aut,2004,post,167.0
aut,2005,post,161.0
aut,2006,post,155.0
aut,2007,post,152.00001525878906
aut,2008,post,149.00001525878906
aut,2009,post,146.0
aut,2010,post,142.0
aut,2011,post,137.0
aut,2012,post,130.0
aut,2013,post,122.99999237060547
aut,2014,post,120.0
aut,2015,post,118.0
aut,2016,post,118.0
aut,2017,post,119.0
aze,2000,post,5978.00048828125
aze,2001,post,5226.0
aze,2002,post,4591.99951171875
aze,2003,post,4092.0
aze,2004,post,3700.0
aze,2005,post,3389.00048828125
aze,2006,post,3151.000244140625
aze,2007,post,2957.000244140625
aze,2008,post,2805.000244140625
aze,2009,post,2697.000244140625
aze,2010,post,2602.000244140625
aze,2011,post,2568.000244140625
aze,2012,post,2522.0
aze,2013,post,2453.0
aze,2014,post,2369.0
aze,2015,post,2241.0
aze,2016,post,2095.0
aze,2017,post,1940.0
bdi,2000,post,33449.73828125
bdi,2001,post,32692.373046875
bdi,2002,post,29621.853515625
bdi,2003,post,28591.796875
bdi,2004,post,27797.72265625
bdi,2005,post,26912.11328125
bdi,2006,post,26005.3984375
bdi,2007,post,24900.876953125
bdi,2008,post,23967.806640625
bdi,2009,post,23040.650390625
bdi,2010,post,22121.29296875
bdi,2011,post,21288.197265625
bdi,2012,post,20440.8984375
bdi,2013,post,19545.5234375
bdi,2014,post,18721.3671875
bdi,2015,post,18002.044921875
bdi,2016,post,17398.28515625
bdi,2017,post,16910.275390625
bel,2000,post,331.0000305175781
bel,2001,post,320.0
bel,2002,post,307.0
bel,2003,post,295.0
bel,2004,post,285.0
bel,2005,post,279.0
bel,2006,post,276.0
bel,2007,post,273.0
bel,2008,post,270.0
bel,2009,post,268.0
bel,2010,post,265.0
bel,2011,post,262.0
bel,2012,post,255.0
bel,2013,post,245.00001525878906
bel,2014,post,236.0
bel,2015,post,228.0
bel,2016,post,221.0
bel,2017,post,214.00001525878906
ben,2000,post,29991.990234375
ben,2001,post,30962.736328125
ben,2002,post,28132.130859375
ben,2003,post,27307.779296875
ben,2004,post,26580.73828125
ben,2005,post,26510.79296875
ben,2006,post,26277.072265625
ben,2007,post,26427.443359375
ben,2008,post,26864.6328125
ben,2009,post,27246.001953125
