country,year,rpost11
afg,2000,0.6318462491035461
afg,2001,0.624671995639801
afg,2002,0.6122488975524902
afg,2003,0.6268090605735779
afg,2004,0.6229919791221619
afg,2005,0.6048725247383118
afg,2006,0.583292543888092
afg,2007,0.5653110146522522
afg,2008,0.5498694777488708
afg,2009,0.5373796820640564
afg,2010,0.49709632992744446
afg,2011,0.46934324502944946
afg,2012,0.44986099004745483
afg,2013,0.4626779556274414
afg,2014,0.4745894968509674
afg,2015,0.4727136194705963
afg,2016,0.4574127197265625
afg,2017,0.436028391122818
ago,2000,2.4839344024658203
ago,2001,2.403301239013672
ago,2002,2.4162795543670654
ago,2003,2.356994390487671
ago,2004,2.2830216884613037
ago,2005,2.2067785263061523
ago,2006,2.140078067779541
ago,2007,2.082354784011841
ago,2008,2.0082054138183594
ago,2009,1.9053250551223755
ago,2010,1.7966344356536865
ago,2011,1.6759419441223145
ago,2012,1.5674285888671875
ago,2013,1.476487636566162
ago,2014,1.4461073875427246
ago,2015,1.4021782875061035
ago,2016,1.3294111490249634
ago,2017,1.2679502964019775
alb,2000,0.08500764518976212
alb,2001,0.0806734710931778
alb,2002,0.07679586112499237
alb,2003,0.06984686851501465
alb,2004,0.06408818066120148
alb,2005,0.059129565954208374
alb,2006,0.05390625819563866
alb,2007,0.04903201013803482
alb,2008,0.044082604348659515
alb,2009,0.061182912439107895
alb,2010,0.05569344386458397
alb,2011,0.051726531237363815
alb,2012,0.04857692867517471
alb,2013,0.051024775952100754
alb,2014,0.05241596698760986
alb,2015,0.04812831059098244
alb,2016,0.04362057149410248
alb,2017,0.039770517498254776
and,2000,0.0
and,2001,0.0
and,2002,0.0
and,2003,0.0
and,2004,0.0
and,2005,0.0
and,2006,0.0
and,2007,0.0
and,2008,0.0
and,2009,0.0
and,2010,0.0
and,2011,0.0
and,2012,0.0
and,2013,0.0
and,2014,0.0
and,2015,0.0
and,2016,0.0
and,2017,0.0
are,2000,0.09757237136363983
are,2001,0.0938873440027237
are,2002,0.09130175411701202
are,2003,0.08819276839494705
are,2004,0.08544164896011353
are,2005,0.08400296419858932
are,2006,0.08156903833150864
are,2007,0.07955911010503769
are,2008,0.07963642477989197
are,2009,0.08253546059131622
are,2010,0.0854516252875328
are,2011,0.08997709304094315
are,2012,0.0937625989317894
are,2013,0.09900596737861633
are,2014,0.10420968383550644
are,2015,0.10921982675790787
are,2016,0.11435406655073166
are,2017,0.11848344653844833
arg,2000,0.11230834573507309
arg,2001,0.06966835260391235
arg,2002,0.07330558449029922
arg,2003,0.0373443141579628
arg,2004,0.04763754457235336
arg,2005,0.06201623007655144
arg,2006,0.06052415072917938
arg,2007,0.055529896169900894
arg,2008,0.06707881391048431
arg,2009,0.07125484943389893
arg,2010,0.13925418257713318
arg,2011,0.05292458087205887
arg,2012,0.02394758351147175
arg,2013,0.055621013045310974
arg,2014,0.042293209582567215
arg,2015,0.05754043906927109
arg,2016,0.04077185317873955
arg,2017,0.04409496486186981
arm,2000,0.10256653279066086
arm,2001,0.10006669908761978
arm,2002,0.09507975727319717
arm,2003,0.08936236798763275
arm,2004,0.08348525315523148
arm,2005,0.07786601036787033
arm,2006,0.07416810095310211
arm,2007,0.07272762060165405
arm,2008,0.07312718778848648
arm,2009,0.07480253279209137
arm,2010,0.09189977496862411
arm,2011,0.11445984989404678
arm,2012,0.11179061979055405
arm,2013,0.10925649106502533
arm,2014,0.11255691200494766
arm,2015,0.11428004503250122
arm,2016,0.11191418021917343
arm,2017,0.1062515377998352
atg,2000,0.5426149368286133
atg,2001,0.3711729645729065
atg,2002,0.5886504054069519
atg,2003,0.6766876578330994
atg,2004,0.6288467645645142
atg,2005,0.21000264585018158
atg,2006,0.0
atg,2007,0.0
atg,2008,0.0
atg,2009,0.0
atg,2010,0.0
atg,2011,0.0
atg,2012,0.0
atg,2013,0.0
atg,2014,0.0
atg,2015,0.0
atg,2016,0.0
atg,2017,0.0
aus,2000,0.04644108563661575
aus,2001,0.0286095067858696
aus,2002,0.08865438401699066
aus,2003,0.03566789627075195
aus,2004,0.0396859385073185
aus,2005,0.04196133092045784
aus,2006,0.05123322457075119
aus,2007,0.026173889636993408
aus,2008,0.058245278894901276
aus,2009,0.023659443482756615
aus,2010,0.03484179824590683
aus,2011,0.03310111537575722
aus,2012,0.032276999205350876
aus,2013,0.02296031266450882
aus,2014,0.03441504016518593
aus,2015,0.019342709332704544
aus,2016,0.02303757332265377
aus,2017,0.022101255133748055
aut,2000,0.06975153088569641
aut,2001,0.1114584282040596
aut,2002,0.0
aut,2003,0.01343507133424282
aut,2004,0.09347287565469742
aut,2005,0.04801996052265167
aut,2006,0.03357071802020073
aut,2007,0.036900147795677185
aut,2008,0.06422609835863113
aut,2009,0.07055865228176117
aut,2010,0.04410376772284508
aut,2011,0.07253338396549225
aut,2012,0.01820686087012291
aut,2013,0.015724463388323784
aut,2014,0.048044439405202866
aut,2015,0.0
aut,2016,0.01758558116853237
aut,2017,0.0
aze,2000,1.1793811321258545
aze,2001,1.0698387622833252
aze,2002,0.9625369906425476
aze,2003,0.8728864192962646
aze,2004,0.7973490357398987
aze,2005,0.7306009531021118
aze,2006,0.6744236946105957
aze,2007,0.6253575682640076
aze,2008,0.5775863528251648
aze,2009,0.5395861864089966
aze,2010,0.5104801058769226
aze,2011,0.5026092529296875
aze,2012,0.49860015511512756
aze,2013,0.4904768466949463
aze,2014,0.5068591237068176
aze,2015,0.5004086494445801
aze,2016,0.481685608625412
aze,2017,0.4620157480239868
bdi,2000,1.0649906396865845
bdi,2001,1.0706605911254883
bdi,2002,1.0717142820358276
bdi,2003,1.1586359739303589
bdi,2004,1.2182563543319702
bdi,2005,1.218515157699585
bdi,2006,1.2524237632751465
bdi,2007,1.2224003076553345
bdi,2008,1.1761577129364014
bdi,2009,1.1121408939361572
bdi,2010,1.0628294944763184
bdi,2011,1.0241835117340088
bdi,2012,1.056850790977478
bdi,2013,0.9862309098243713
bdi,2014,0.9434769749641418
bdi,2015,0.8840562105178833
bdi,2016,0.8314984440803528
bdi,2017,0.7931820154190063
bel,2000,0.05356663465499878
bel,2001,0.05120307579636574
bel,2002,0.0499473512172699
bel,2003,0.053465668112039566
bel,2004,0.060775645077228546
bel,2005,0.012617221102118492
bel,2006,0.0
bel,2007,0.02329987660050392
bel,2008,0.024882405996322632
bel,2009,0.0
bel,2010,0.01090078242123127
bel,2011,0.011823049746453762
bel,2012,0.019037142395973206
bel,2013,0.053912099450826645
bel,2014,0.012403582222759724
bel,2015,0.03412244841456413
bel,2016,0.030871925875544548
bel,2017,0.029779840260744095
ben,2000,1.3785696029663086
ben,2001,1.327858328819275
ben,2002,1.288192629814148
ben,2003,1.231903076171875
ben,2004,1.1652356386184692
ben,2005,1.1016291379928589
ben,2006,1.077035903930664
ben,2007,1.0718994140625
ben,2008,1.102207064628601
ben,2009,1.1644586324691772
ben,2010,1.2361185550689697
ben,2011,1.334037184715271
ben,2012,1.3893481492996216
ben,2013,1.4057056903839111
ben,2014,1.4160255193710327
ben,2015,1.3889909982681274
ben,2016,1.3536733388900757
ben,2017,1.3081930875778198
bfa,2000,0.912565290927887
bfa,2001,0.9517889022827148
bfa,2002,0.9990008473396301
bfa,2003,1.0283950567245483
bfa,2004,1.0486135482788086
bfa,2005,1.0458928346633911
bfa,2006,1.0064730644226074
bfa,2007,0.9209014177322388
bfa,2008,0.8609780669212341
bfa,2009,0.8131921887397766
bfa,2010,0.8006821870803833
bfa,2011,0.8273487687110901
bfa,2012,0.873765230178833
bfa,2013,0.9446433186531067
bfa,2014,1.1012744903564453
bfa,2015,1.135324478149414
bfa,2016,1.1412326097488403
bfa,2017,1.1351523399353027
bgd,2000,0.3946407437324524
bgd,2001,0.4102224111557007
bgd,2002,0.41056424379348755
bgd,2003,0.4226890504360199
bgd,2004,0.4274461269378662
bgd,2005,0.4352356493473053
bgd,2006,0.4166208803653717
bgd,2007,0.3976403772830963
bgd,2008,0.3822433650493622
bgd,2009,0.3732425272464752
bgd,2010,0.3634611666202545
bgd,2011,0.3545205295085907
bgd,2012,0.34537163376808167
bgd,2013,0.3398626446723938
bgd,2014,0.33568960428237915
bgd,2015,0.34887826442718506
bgd,2016,0.3733203411102295
bgd,2017,0.36630988121032715
bgr,2000,0.0
bgr,2001,0.0
bgr,2002,0.0
bgr,2003,0.0
bgr,2004,0.0
bgr,2005,0.09960256516933441
bgr,2006,0.15037520229816437
bgr,2007,0.051297303289175034
bgr,2008,0.09425263851881027
bgr,2009,0.14491604268550873
bgr,2010,0.1030411496758461
bgr,2011,0.07132810354232788
bgr,2012,0.058576490730047226
bgr,2013,0.08802653849124908
bgr,2014,0.17413121461868286
bgr,2015,0.09612490236759186
bgr,2016,0.09004298597574234
bgr,2017,0.08482252806425095
bhr,2000,0.09490098804235458
bhr,2001,0.22016450762748718
bhr,2002,0.11457688361406326
bhr,2003,0.10198837518692017
bhr,2004,0.07671160995960236
bhr,2005,0.5236524939537048
bhr,2006,0.14886753261089325
bhr,2007,0.16837118566036224
bhr,2008,0.6564852595329285
bhr,2009,0.5897819995880127
bhr,2010,0.3624129891395569
bhr,2011,0.07684490084648132
bhr,2012,0.0
bhr,2013,0.32067665457725525
bhr,2014,0.22183260321617126
bhr,2015,0.17387257516384125
bhr,2016,0.17051468789577484
bhr,2017,0.16931167244911194
bhs,2000,0.1611478626728058
bhs,2001,0.3376515805721283
bhs,2002,0.6452639698982239
bhs,2003,0.8863525986671448
bhs,2004,0.8462081551551819
bhs,2005,0.43317532539367676
bhs,2006,0.18198736011981964
bhs,2007,0.0
bhs,2008,0.0
bhs,2009,0.06860674917697906
bhs,2010,0.0706116184592247
bhs,2011,0.11655312031507492
bhs,2012,0.08778014779090881
bhs,2013,0.0850910097360611
bhs,2014,0.06943769007921219
bhs,2015,0.04822908341884613
bhs,2016,0.07157351076602936
bhs,2017,0.06775787472724915
bih,2000,0.05916202440857887
bih,2001,0.056717731058597565
bih,2002,0.053607504814863205
bih,2003,0.0524287149310112
bih,2004,0.06218128651380539
bih,2005,0.060895901173353195
bih,2006,0.06557504087686539
bih,2007,0.061577651649713516
bih,2008,0.054994434118270874
bih,2009,0.04953118786215782
bih,2010,0.046481773257255554
bih,2011,0.045030660927295685
bih,2012,0.04109988734126091
bih,2013,0.039117466658353806
bih,2014,0.03630813583731651
bih,2015,0.03306623548269272
bih,2016,0.03019675239920616
bih,2017,0.02846267819404602
blr,2000,0.24990814924240112
blr,2001,0.23888209462165833
blr,2002,0.2266494184732437
blr,2003,0.21498404443264008
blr,2004,0.20298390090465546
blr,2005,0.19334863126277924
blr,2006,0.18287433683872223
blr,2007,0.17039577662944794
blr,2008,0.1626971811056137
blr,2009,0.1618046760559082
blr,2010,0.15287712216377258
blr,2011,0.14263086020946503
blr,2012,0.13106074929237366
blr,2013,0.12273064255714417
blr,2014,0.11606115102767944
blr,2015,0.1080862432718277
blr,2016,0.10538184642791748
blr,2017,0.10196759551763535
blz,2000,0.16366760432720184
blz,2001,0.1058882623910904
blz,2002,0.06000716984272003
blz,2003,0.0
blz,2004,0.0
blz,2005,0.0
blz,2006,0.0
blz,2007,0.0
blz,2008,0.04675479233264923
blz,2009,0.11317776888608932
blz,2010,0.10997000336647034
blz,2011,0.1353243887424469
blz,2012,0.06908925622701645
blz,2013,0.11552047729492188
blz,2014,0.16429631412029266
blz,2015,0.16430944204330444
blz,2016,0.1653178185224533
blz,2017,0.06941862404346466
bol,2000,0.9603234529495239
bol,2001,0.9336235523223877
bol,2002,0.8902121782302856
bol,2003,0.8331424593925476
bol,2004,0.7795573472976685
bol,2005,0.7257116436958313
bol,2006,0.6739857196807861
bol,2007,0.6277321577072144
bol,2008,0.5997198820114136
bol,2009,0.5727079510688782
bol,2010,0.5419298410415649
bol,2011,0.5152921676635742
bol,2012,0.4905291199684143
bol,2013,0.46699073910713196
bol,2014,0.47491952776908875
bol,2015,0.4666922390460968
bol,2016,0.4523351490497589
bol,2017,0.43880149722099304
bra,2000,0.21812787652015686
bra,2001,0.21511197090148926
bra,2002,0.22501887381076813
bra,2003,0.20842351019382477
bra,2004,0.21001902222633362
bra,2005,0.1954895555973053
bra,2006,0.20620223879814148
bra,2007,0.21727080643177032
bra,2008,0.18763431906700134
bra,2009,0.16907313466072083
bra,2010,0.1804191917181015
bra,2011,0.17840750515460968
bra,2012,0.14184094965457916
bra,2013,0.1394437849521637
bra,2014,0.14743004739284515
bra,2015,0.1458309292793274
bra,2016,0.14826960861682892
bra,2017,0.14332172274589539
brb,2000,0.6492601633071899
brb,2001,0.5552666783332825
brb,2002,0.7666599154472351
brb,2003,0.6813362240791321
brb,2004,0.5851284265518188
brb,2005,0.12457369267940521
brb,2006,0.0
brb,2007,0.0
brb,2008,0.0
brb,2009,0.3115992844104767
brb,2010,0.42626917362213135
brb,2011,0.6063764691352844
brb,2012,0.2875368893146515
brb,2013,0.2841258943080902
brb,2014,0.1932992786169052
brb,2015,0.2913101613521576
brb,2016,0.2744724452495575
brb,2017,0.27577364444732666
brn,2000,0.0
brn,2001,0.0
brn,2002,0.0
brn,2003,0.0
brn,2004,0.0
brn,2005,0.0
brn,2006,0.0
brn,2007,0.0
brn,2008,0.0
brn,2009,0.0
brn,2010,0.16659490764141083
brn,2011,0.28523188829421997
brn,2012,0.33335059881210327
brn,2013,0.24651698768138885
brn,2014,0.1904832422733307
brn,2015,0.14210708439350128
brn,2016,0.11468219757080078
brn,2017,0.07083212584257126
btn,2000,0.787856936454773
btn,2001,0.7476643323898315
btn,2002,0.7033463716506958
btn,2003,0.6535198092460632
btn,2004,0.6045869588851929
btn,2005,0.5610424280166626
btn,2006,0.5215432643890381
btn,2007,0.4960334002971649
btn,2008,0.45668646693229675
btn,2009,0.42386990785598755
btn,2010,0.4027954339981079
btn,2011,0.38608667254447937
btn,2012,0.37809598445892334
btn,2013,0.3702269196510315
btn,2014,0.36410942673683167
btn,2015,0.3525680601596832
btn,2016,0.3387905955314636
btn,2017,0.3286106288433075
bwa,2000,0.25935184955596924
bwa,2001,0.27352067828178406
bwa,2002,0.28120002150535583
bwa,2003,0.27786004543304443
bwa,2004,0.2673744559288025
bwa,2005,0.2518955171108246
bwa,2006,0.2413249909877777
bwa,2007,0.23604406416416168
bwa,2008,0.23246131837368011
bwa,2009,0.22828717529773712
bwa,2010,0.22017069160938263
bwa,2011,0.22134146094322205
bwa,2012,0.23374155163764954
bwa,2013,0.23204044997692108
bwa,2014,0.23144453763961792
bwa,2015,0.22766856849193573
bwa,2016,0.21975499391555786
bwa,2017,0.21866834163665771
caf,2000,1.2674310207366943
caf,2001,1.233585000038147
caf,2002,1.2153525352478027
caf,2003,1.1519408226013184
caf,2004,1.0907137393951416
caf,2005,1.0194826126098633
caf,2006,1.0296978950500488
caf,2007,1.0433926582336426
caf,2008,1.0687708854675293
caf,2009,1.1615062952041626
caf,2010,1.2405716180801392
caf,2011,1.316532850265503
caf,2012,1.383669376373291
caf,2013,1.4211586713790894
caf,2014,1.4726011753082275
caf,2015,1.4739528894424438
caf,2016,1.4471051692962646
