country,year,rneo15
afg,2000,2.9200525283813477
afg,2001,2.9660098552703857
afg,2002,3.0385055541992188
afg,2003,3.1379168033599854
afg,2004,3.2319819927215576
afg,2005,3.2479565143585205
afg,2006,3.2272939682006836
afg,2007,3.207918643951416
afg,2008,3.1957485675811768
afg,2009,3.1959900856018066
afg,2010,3.1759002208709717
afg,2011,3.160198211669922
afg,2012,3.161717414855957
afg,2013,3.1956162452697754
afg,2014,3.230954170227051
afg,2015,3.2557554244995117
afg,2016,3.2695653438568115
afg,2017,3.180403470993042
ago,2000,3.4565303325653076
ago,2001,3.211113214492798
ago,2002,2.9768307209014893
ago,2003,2.7790846824645996
ago,2004,2.612419605255127
ago,2005,2.4522526264190674
ago,2006,2.3197052478790283
ago,2007,2.2215802669525146
ago,2008,2.158275604248047
ago,2009,2.139225959777832
ago,2010,2.1453258991241455
ago,2011,2.1768906116485596
ago,2012,2.220737934112549
ago,2013,2.2798421382904053
ago,2014,2.345362901687622
ago,2015,2.407010555267334
ago,2016,2.4774937629699707
ago,2017,2.415839195251465
alb,2000,2.128265380859375
alb,2001,2.117269515991211
alb,2002,2.0992767810821533
alb,2003,2.0508599281311035
alb,2004,1.9964301586151123
alb,2005,1.9318532943725586
alb,2006,1.8675719499588013
alb,2007,1.7901360988616943
alb,2008,1.7150115966796875
alb,2009,1.6378388404846191
alb,2010,1.5728216171264648
alb,2011,1.5154224634170532
alb,2012,1.4796892404556274
alb,2013,1.4696955680847168
alb,2014,1.4962555170059204
alb,2015,1.5463330745697021
alb,2016,1.5942665338516235
alb,2017,1.6023691892623901
and,2000,0.0
and,2001,0.0
and,2002,0.0
and,2003,0.0
and,2004,0.0
and,2005,0.0
and,2006,0.0
and,2007,0.0
and,2008,0.0
and,2009,0.0
and,2010,0.0
and,2011,0.0
and,2012,0.0
and,2013,0.0
and,2014,0.0
and,2015,0.0
and,2016,0.0
and,2017,0.0
are,2000,1.6060361862182617
are,2001,1.5765821933746338
are,2002,1.5511012077331543
are,2003,1.5238324403762817
are,2004,1.493566632270813
