region,year,rneo13
5_emr,2000,1.8454749584197998
6_wpr,2000,1.3747466802597046
1_afr,2000,1.741560935974121
2_amr,2000,1.0253969430923462
3_sear,2000,2.6560699939727783
4_eur,2000,0.7359009385108948
5_emr,2001,1.816444754600525
2_amr,2001,1.0142146348953247
3_sear,2001,2.5584402084350586
6_wpr,2001,1.301061987876892
1_afr,2001,1.7340874671936035
4_eur,2001,0.7139124274253845
5_emr,2002,1.7907114028930664
3_sear,2002,2.4564881324768066
4_eur,2002,0.6870136260986328
1_afr,2002,1.7250211238861084
6_wpr,2002,1.2214891910552979
2_amr,2002,1.009304404258728
6_wpr,2003,1.131291389465332
4_eur,2003,0.6730436682701111
3_sear,2003,2.352513551712036
1_afr,2003,1.7080934047698975
5_emr,2003,1.7618756294250488
2_amr,2003,0.9809674620628357
4_eur,2004,0.5978149771690369
5_emr,2004,1.7309054136276245
6_wpr,2004,1.0250543355941772
1_afr,2004,1.683830738067627
3_sear,2004,2.251768112182617
2_amr,2004,0.9473152756690979
4_eur,2005,0.5569388270378113
2_amr,2005,0.9232476353645325
6_wpr,2005,0.9079858660697937
5_emr,2005,1.6866062879562378
3_sear,2005,2.15020751953125
1_afr,2005,1.6525287628173828
1_afr,2006,1.6189475059509277
2_amr,2006,0.9286658763885498
5_emr,2006,1.6359931230545044
4_eur,2006,0.5761880874633789
3_sear,2006,2.0518524646759033
6_wpr,2006,0.7968712449073792
5_emr,2007,1.5865683555603027
1_afr,2007,1.5668672323226929
6_wpr,2007,0.7209452986717224
2_amr,2007,0.9263526797294617
3_sear,2007,1.954860806465149
4_eur,2007,0.552887499332428
5_emr,2008,1.554007887840271
6_wpr,2008,0.6862505078315735
3_sear,2008,1.8566426038742065
2_amr,2008,0.8761444091796875
4_eur,2008,0.5363268852233887
1_afr,2008,1.539716362953186
5_emr,2009,1.5200154781341553
1_afr,2009,1.5092841386795044
6_wpr,2009,0.6515265107154846
4_eur,2009,0.4742168188095093
2_amr,2009,0.8645712733268738
3_sear,2009,1.7543872594833374
6_wpr,2010,0.6211638450622559
4_eur,2010,0.4448696970939636
1_afr,2010,1.447046160697937
3_sear,2010,1.6523560285568237
2_amr,2010,0.8666919469833374
5_emr,2010,1.4757612943649292
1_afr,2011,1.395408272743225
4_eur,2011,0.44551193714141846
5_emr,2011,1.4265531301498413
3_sear,2011,1.5524424314498901
2_amr,2011,0.8400223851203918
6_wpr,2011,0.6007503867149353
2_amr,2012,0.8473241925239563
6_wpr,2012,0.5637922883033752
5_emr,2012,1.3839458227157593
3_sear,2012,1.456863284111023
1_afr,2012,1.358082890510559
4_eur,2012,0.4448354244232178
1_afr,2013,1.3262368440628052
5_emr,2013,1.357114553451538
2_amr,2013,0.8672417998313904
4_eur,2013,0.4180578291416168
3_sear,2013,1.3699045181274414
6_wpr,2013,0.5426679253578186
2_amr,2014,0.879652738571167
5_emr,2014,1.3376091718673706
3_sear,2014,1.288444995880127
4_eur,2014,0.42834165692329407
1_afr,2014,1.3078149557113647
6_wpr,2014,0.5311222672462463
2_amr,2015,0.8658980131149292
4_eur,2015,0.4158499240875244
6_wpr,2015,0.5196036100387573
1_afr,2015,1.2910164594650269
5_emr,2015,1.322810173034668
3_sear,2015,1.2114899158477783
2_amr,2016,0.8520121574401855
1_afr,2016,1.2689194679260254
3_sear,2016,1.1613506078720093
5_emr,2016,1.3062710762023926
6_wpr,2016,0.4956372082233429
4_eur,2016,0.39274969696998596
1_afr,2017,1.2416577339172363
2_amr,2017,0.802043616771698
4_eur,2017,0.37385645508766174
3_sear,2017,1.115607738494873
5_emr,2017,1.2769662141799927
6_wpr,2017,0.4722985029220581
