region,year,ufive6
5_emr,2000,36751.88671875
6_wpr,2000,8495.633494257927
1_afr,2000,320125.7316854
2_amr,2000,1.7298541069030762
3_sear,2000,117505.95823335648
4_eur,2000,56.94444227218628
5_emr,2001,38222.89544725418
2_amr,2001,0.0
3_sear,2001,134776.21862745285
6_wpr,2001,7551.6040362119675
1_afr,2001,290839.0953004956
4_eur,2001,48.45029950141907
5_emr,2002,34753.170583963394
3_sear,2002,113596.01302814484
4_eur,2002,65.3741484284401
1_afr,2002,280527.25955587626
6_wpr,2002,7255.4294855594635
2_amr,2002,2.4966866970062256
6_wpr,2003,6700.101509571075
4_eur,2003,58.26407927274704
3_sear,2003,121394.2983944416
1_afr,2003,310263.8820005059
5_emr,2003,38383.57677078247
2_amr,2003,1.6930919885635376
4_eur,2004,49.12254822254181
5_emr,2004,29029.5143327713
6_wpr,2004,5714.122544825077
1_afr,2004,131745.52860724926
3_sear,2004,144735.08751779795
2_amr,2004,0.0
4_eur,2005,65.74899393320084
2_amr,2005,1.6974247694015503
6_wpr,2005,5495.636702597141
5_emr,2005,20436.967315733433
3_sear,2005,101033.53418517113
1_afr,2005,224419.06875389814
1_afr,2006,74367.7755715251
2_amr,2006,0.0
5_emr,2006,17266.552401185036
4_eur,2006,67.36501955986023
3_sear,2006,124913.58334285021
6_wpr,2006,4558.817215561867
5_emr,2007,11022.873036980629
1_afr,2007,45832.73656749725
6_wpr,2007,5462.064773917198
2_amr,2007,0.0
3_sear,2007,77757.32727563381
4_eur,2007,45.61530655622482
5_emr,2008,8366.5149974823
6_wpr,2008,4479.085746347904
3_sear,2008,72752.61670696735
2_amr,2008,0.0
4_eur,2008,26.506013929843903
1_afr,2008,73558.32754898071
5_emr,2009,10402.145808935165
1_afr,2009,63308.45744627714
6_wpr,2009,3384.405977129936
4_eur,2009,23.424434185028076
2_amr,2009,0.0
3_sear,2009,86248.6615024805
6_wpr,2010,2461.2801889181137
4_eur,2010,45.65495538711548
1_afr,2010,59510.226178884506
3_sear,2010,61846.30529785156
2_amr,2010,0.0
5_emr,2010,10553.366407990456
1_afr,2011,92406.77519845963
4_eur,2011,42.956247448921204
5_emr,2011,34808.32830679417
3_sear,2011,62129.04823756218
2_amr,2011,0.0
6_wpr,2011,1686.684126496315
2_amr,2012,0.0
6_wpr,2012,958.9879649877548
5_emr,2012,27755.62368553877
3_sear,2012,39431.21936798096
1_afr,2012,62860.75307190418
4_eur,2012,40.84082293510437
1_afr,2013,97993.36888313293
5_emr,2013,19996.038229465485
2_amr,2013,1.4487571716308594
4_eur,2013,40.0297966003418
3_sear,2013,28396.567049503326
6_wpr,2013,1282.6911263465881
2_amr,2014,0.0
5_emr,2014,31525.647570848465
3_sear,2014,41013.083673000336
4_eur,2014,37.48187804222107
1_afr,2014,58899.60428905487
6_wpr,2014,5182.577042102814
2_amr,2015,0.0
4_eur,2015,39.98628234863281
6_wpr,2015,1824.3325864076614
1_afr,2015,71848.8902130127
5_emr,2015,26682.836606025696
3_sear,2015,39949.48268055916
2_amr,2016,0.0
1_afr,2016,91225.23207300901
3_sear,2016,29665.42911553383
5_emr,2016,22235.64268529415
6_wpr,2016,1444.5220195651054
4_eur,2016,38.49410304427147
1_afr,2017,43382.444175720215
2_amr,2017,0.0
4_eur,2017,37.33864188194275
3_sear,2017,26659.347715377808
5_emr,2017,20524.53373813629
6_wpr,2017,1045.9622188210487
