region,year,fpost8
5_emr,2000,0.007566522341221571
6_wpr,2000,0.008038179948925972
1_afr,2000,0.2139948457479477
2_amr,2000,0.000880893028806895
3_sear,2000,0.0033459782134741545
4_eur,2000,1.3854009921487886e-05
5_emr,2001,0.007851692847907543
2_amr,2001,0.0008431912283413112
3_sear,2001,0.003638297552242875
6_wpr,2001,0.0072382004000246525
1_afr,2001,0.2187703400850296
4_eur,2001,0.0
5_emr,2002,0.008264959789812565
3_sear,2002,0.0035957612562924623
4_eur,2002,0.0
1_afr,2002,0.22283494472503662
6_wpr,2002,0.006311575882136822
2_amr,2002,0.0007694861851632595
6_wpr,2003,0.0076477788388729095
4_eur,2003,0.0
3_sear,2003,0.0040238238871097565
1_afr,2003,0.22197210788726807
5_emr,2003,0.00768412696197629
2_amr,2003,0.0007880132761783898
4_eur,2004,1.8693834135774523e-05
5_emr,2004,0.007512732874602079
6_wpr,2004,0.010262135416269302
1_afr,2004,0.23985406756401062
3_sear,2004,0.004294801969081163
2_amr,2004,0.0008043244015425444
4_eur,2005,1.3731600120081566e-05
2_amr,2005,0.000863368739373982
6_wpr,2005,0.007666184566915035
5_emr,2005,0.00869833491742611
3_sear,2005,0.005229508504271507
1_afr,2005,0.22793462872505188
1_afr,2006,0.23945367336273193
2_amr,2006,0.0007983852992765605
5_emr,2006,0.007266997825354338
4_eur,2006,0.0
3_sear,2006,0.004191748332232237
6_wpr,2006,0.008738214150071144
5_emr,2007,0.00696731498464942
1_afr,2007,0.23481976985931396
6_wpr,2007,0.007353370077908039
2_amr,2007,0.0006793859065510333
3_sear,2007,0.004485600162297487
4_eur,2007,0.0
5_emr,2008,0.004948667250573635
6_wpr,2008,0.007329219486564398
3_sear,2008,0.004980483092367649
2_amr,2008,0.0007160362438298762
4_eur,2008,0.0
1_afr,2008,0.2201111763715744
5_emr,2009,0.004665970336645842
1_afr,2009,0.21359872817993164
6_wpr,2009,0.011755307205021381
4_eur,2009,0.0
2_amr,2009,0.0007481917273253202
3_sear,2009,0.005107614677399397
6_wpr,2010,0.00738608930259943
4_eur,2010,9.232142474502325e-06
1_afr,2010,0.20464202761650085
3_sear,2010,0.006518383976072073
2_amr,2010,0.0006823246367275715
5_emr,2010,0.005743518006056547
1_afr,2011,0.19081689417362213
4_eur,2011,1.7717142327455804e-05
5_emr,2011,0.004680633079260588
3_sear,2011,0.005683844909071922
2_amr,2011,0.0009003959130495787
6_wpr,2011,0.006486315280199051
2_amr,2012,0.0008156606345437467
6_wpr,2012,0.009150529280304909
5_emr,2012,0.004939346574246883
3_sear,2012,0.00601803045719862
1_afr,2012,0.18378892540931702
4_eur,2012,2.204299198638182e-05
1_afr,2013,0.1729242503643036
5_emr,2013,0.004758000373840332
2_amr,2013,0.0008474731002934277
4_eur,2013,2.330821007490158e-05
3_sear,2013,0.004371908493340015
6_wpr,2013,0.013690989464521408
2_amr,2014,0.0006192081491462886
5_emr,2014,0.00595481414347887
3_sear,2014,0.00341776548884809
4_eur,2014,0.0
1_afr,2014,0.16976690292358398
6_wpr,2014,0.012609865516424179
2_amr,2015,0.000670762499794364
4_eur,2015,0.0
6_wpr,2015,0.006616036407649517
1_afr,2015,0.16303600370883942
5_emr,2015,0.005951715633273125
3_sear,2015,0.0035338844172656536
2_amr,2016,0.0010036900639533997
1_afr,2016,0.1548721343278885
3_sear,2016,0.00395593699067831
5_emr,2016,0.0056213256902992725
6_wpr,2016,0.010377026163041592
4_eur,2016,8.407705536228605e-06
1_afr,2017,0.154549703001976
2_amr,2017,0.001463037566281855
4_eur,2017,8.63570676301606e-06
3_sear,2017,0.0038166805170476437
5_emr,2017,0.005896810907870531
6_wpr,2017,0.010793531313538551
