country,year,post7
afg,2000,4124.491685353375
afg,2001,4191.608985814927
afg,2002,4174.8259401123405
afg,2003,4147.520577299916
afg,2004,4085.20154354143
afg,2005,3982.4333216395803
afg,2006,3852.9617499900473
afg,2007,3591.8473639923864
afg,2008,3235.4174378212183
afg,2009,2785.883166244146
afg,2010,2435.783478133728
afg,2011,2189.149196566824
afg,2012,2052.828176522026
afg,2013,1938.8460459119187
afg,2014,1586.4192288563925
afg,2015,1343.8628034975522
afg,2016,1276.6910791059754
afg,2017,1212.8288222435112
ago,2000,7820.36242573844
ago,2001,7737.4911099116525
ago,2002,4974.129693837899
ago,2003,4819.940136085556
ago,2004,4601.677082609526
ago,2005,4274.63905458709
ago,2006,3864.1000169879367
ago,2007,3417.34662939707
ago,2008,3094.9556110181015
ago,2009,2868.4969670930077
ago,2010,2706.9476653021197
ago,2011,2549.699325740097
ago,2012,2389.5087441994306
ago,2013,2177.999751916915
ago,2014,1792.3923696986628
ago,2015,1621.4986735226419
ago,2016,1536.4762167622619
ago,2017,1477.6736212125431
alb,2000,32.40465006177319
alb,2001,27.212958773681148
alb,2002,22.798082482960126
alb,2003,19.144545480008954
alb,2004,16.057893094827694
alb,2005,13.438255617313429
alb,2006,11.28428443190348
alb,2007,9.627412251522811
alb,2008,8.240024016599108
alb,2009,9.149949803210074
alb,2010,8.014557777568363
alb,2011,7.129046020281785
alb,2012,6.324236466110268
alb,2013,5.543189736568204
alb,2014,4.758679731025612
alb,2015,4.057524841838285
alb,2016,3.4185074407512115
alb,2017,3.0193095148179414
and,2000,0.009422497297764083
and,2001,0.013121556923519488
and,2002,0.011824128340691527
and,2003,0.006871645705926272
and,2004,0.005761732225074305
and,2005,0.004823365248739719
and,2006,0.0039112200029194355
and,2007,0.0031145079992711544
and,2008,0.002302771434187889
and,2009,0.0015096989227458835
and,2010,0.0007500749779865146
and,2011,0.00024658965412527323
and,2012,0.0
and,2013,0.0
and,2014,0.0
and,2015,0.0
and,2016,0.0
and,2017,0.0
are,2000,8.838075011642863
are,2001,8.594474346978048
are,2002,8.353015509165033
are,2003,8.201102519122061
are,2004,8.166104769378459
are,2005,8.144846047585382
are,2006,8.202446477866207
are,2007,8.139563817327387
are,2008,8.21451578183514
are,2009,8.162272032688442
are,2010,8.109886344638948
are,2011,7.997917665091631
are,2012,7.933187869495188
are,2013,7.811926661381745
are,2014,7.8139227975541266
are,2015,7.808805410214944
are,2016,7.775409422343237
are,2017,7.61254709429681
arg,2000,213.0614108486587
arg,2001,183.11140141614192
arg,2002,180.45368346449823
arg,2003,191.97898450594033
arg,2004,192.82068630742222
arg,2005,186.7372476829358
arg,2006,189.3477038260758
arg,2007,163.96114545157562
arg,2008,164.04155348216858
arg,2009,156.0795916595362
arg,2010,168.23388423234348
arg,2011,118.15683862243827
arg,2012,120.10760902781102
arg,2013,106.85416343513617
arg,2014,86.33543852755474
arg,2015,96.05757180393178
arg,2016,82.95791771850428
arg,2017,82.95855402830367
arm,2000,27.108355590795817
arm,2001,24.406283832713967
arm,2002,22.234203796494455
arm,2003,20.505847398621885
arm,2004,19.112961316149786
arm,2005,17.84080500122779
arm,2006,16.734772824248378
arm,2007,15.70562007772049
arm,2008,14.645034291779085
arm,2009,13.590063860996347
arm,2010,15.600479761735766
arm,2011,14.495949766984848
arm,2012,13.055947119034368
arm,2013,11.816035684564692
arm,2014,10.579088087939645
arm,2015,9.415577704727037
arm,2016,8.4305597120141
arm,2017,7.64271182238117
atg,2000,0.4545455222780135
atg,2001,0.9341692206228447
atg,2002,0.8707791134411076
atg,2003,0.6230770106851791
atg,2004,0.42666668612162345
atg,2005,0.42666668612162345
atg,2006,0.479999980688096
atg,2007,0.0
atg,2008,0.0
atg,2009,0.0
atg,2010,0.0
atg,2011,0.0
atg,2012,0.0
atg,2013,0.0
atg,2014,0.0
atg,2015,0.0
atg,2016,0.0
atg,2017,0.0
aus,2000,24.77553882996897
aus,2001,36.5548568187957
aus,2002,11.844450607239114
aus,2003,23.90420863449257
aus,2004,25.430672332541153
aus,2005,18.098071940731113
aus,2006,18.298693513352823
aus,2007,10.652112416880101
aus,2008,12.674643479138535
aus,2009,7.162377012363729
aus,2010,15.372191159812413
aus,2011,10.033643569273119
aus,2012,21.333107095387312
aus,2013,7.051479329185407
aus,2014,11.920659991818885
aus,2015,6.878661091183426
aus,2016,7.867961388313481
aus,2017,7.585702683799993
aut,2000,6.888056146689658
aut,2001,7.5896439284719515
aut,2002,4.49079754601227
aut,2003,7.380341880341882
aut,2004,4.828185483870968
aut,2005,6.013165320881313
aut,2006,5.179223273650944
aut,2007,1.393122354417346
aut,2008,7.164459930313589
aut,2009,8.916424081245388
aut,2010,7.824184255861328
aut,2011,3.4531504553920414
aut,2012,7.2919383867906555
aut,2013,8.613910113359594
aut,2014,2.5714285714285716
aut,2015,1.4786967418546366
aut,2016,1.4761336530736302
aut,2017,3.3661966046229073
aze,2000,257.4861598622417
aze,2001,221.2668301575625
aze,2002,189.72092304990525
aze,2003,164.65633851080912
aze,2004,144.14918999097694
aze,2005,126.93464343192957
aze,2006,112.99800395409113
aze,2007,102.41205480394274
aze,2008,94.13121536643303
aze,2009,87.35925955876337
aze,2010,79.22400092557564
aze,2011,70.53844364364932
aze,2012,60.797111154909544
aze,2013,53.5340263930284
aze,2014,35.46480105525984
aze,2015,26.484438996842073
aze,2016,23.77740431264442
aze,2017,21.269234521832914
bdi,2000,1503.5840744477528
bdi,2001,1515.5128650015802
bdi,2002,2284.7638860627408
bdi,2003,1458.9456102107797
bdi,2004,1330.6948407738619
bdi,2005,1829.6933339691689
bdi,2006,1137.234316333579
bdi,2007,1104.0299239445783
bdi,2008,1074.942930819767
bdi,2009,1042.7673085481563
bdi,2010,1015.790745551395
bdi,2011,917.6803140084318
bdi,2012,486.1886507933686
bdi,2013,467.93262781080773
bdi,2014,465.3935161435984
bdi,2015,456.14504086272655
bdi,2016,441.98243502287954
bdi,2017,443.40784796195794
bel,2000,27.593645704798178
bel,2001,34.49240796017971
bel,2002,23.01134020581722
bel,2003,23.634441130426634
bel,2004,28.109491727407917
bel,2005,21.792875535918228
bel,2006,24.735248814837085
bel,2007,20.919401526129956
bel,2008,14.374717743108063
bel,2009,14.494336359387034
bel,2010,6.044000655665527
bel,2011,8.645254825043969
bel,2012,12.421670724048113
bel,2013,6.924598715073135
bel,2014,6.321950515577802
bel,2015,11.785684209013901
bel,2016,7.8956712575251276
bel,2017,7.6455821226713905
ben,2000,1160.8892229568637
ben,2001,1778.1060168443732
ben,2002,1757.1846748042917
ben,2003,1680.1037938462543
ben,2004,1535.084925183358
ben,2005,1343.3849119909285
ben,2006,774.6104189631407
ben,2007,728.1266044970938
ben,2008,742.1114339219982
ben,2009,794.4022022189896
ben,2010,855.9478385094886
ben,2011,795.045194457013
ben,2012,1091.4443451062605
ben,2013,1086.1750939441874
ben,2014,702.7825871181142
ben,2015,670.4233315034237
ben,2016,652.68555205078
ben,2017,635.2839585258233
bfa,2000,2480.6306550308036
bfa,2001,2581.3501303980415
bfa,2002,2715.6593167455017
bfa,2003,2865.5418607451584
bfa,2004,2907.8479625749533
bfa,2005,2768.3391917785266
bfa,2006,2410.056345131123
bfa,2007,2052.5699430994355
bfa,2008,1777.1420184865683
bfa,2009,1070.5856584941703
bfa,2010,1050.076141724629
bfa,2011,1086.1960902918433
bfa,2012,1776.0633649820622
bfa,2013,1910.954121320175
bfa,2014,862.2616856349074
bfa,2015,890.0366348291752
bfa,2016,898.21411148312
bfa,2017,895.9837131607853
bgd,2000,9964.000198161835
bgd,2001,9366.387511903284
bgd,2002,13192.960686688155
bgd,2003,12262.660747381551
bgd,2004,11336.689355498795
bgd,2005,6918.077169750115
bgd,2006,6315.248052988707
bgd,2007,5553.001030811113
bgd,2008,4679.628835480897
bgd,2009,3727.8683397100426
bgd,2010,3064.554526520877
bgd,2011,2651.1189656941165
bgd,2012,2414.9863999309705
bgd,2013,2192.4067797726066
bgd,2014,1989.2147881707795
bgd,2015,1537.151185666533
bgd,2016,962.7093518910721
bgd,2017,902.2082634614643
bgr,2000,20.539719155636114
bgr,2001,16.706478505249976
bgr,2002,8.966443672123107
bgr,2003,24.36835773807576
bgr,2004,20.86615792189733
bgr,2005,18.139690756159276
bgr,2006,23.326999484601927
bgr,2007,18.578619858667683
bgr,2008,24.011734755062758
bgr,2009,15.854377613516032
bgr,2010,15.27475333682877
bgr,2011,11.328997872547019
bgr,2012,12.211265253389566
bgr,2013,4.484325415646928
bgr,2014,9.010569632690858
bgr,2015,7.330406670263187
bgr,2016,6.797746694713457
bgr,2017,6.341181921025268
bhr,2000,0.0
bhr,2001,1.542051977513869
bhr,2002,0.0
bhr,2003,3.2825978091018837
bhr,2004,0.0
bhr,2005,2.51552829680858
bhr,2006,2.731302175583777
bhr,2007,6.118347678006252
bhr,2008,1.5819232065867816
bhr,2009,0.0
bhr,2010,1.680519851388991
bhr,2011,0.0
bhr,2012,4.313200691620649
bhr,2013,0.0
bhr,2014,0.0
bhr,2015,1.3941891986578003
bhr,2016,1.3790349682376069
bhr,2017,1.3790349682376069
bhs,2000,0.7909245282661936
bhs,2001,1.0287096500396729
bhs,2002,1.037577836144804
bhs,2003,0.508976196277917
bhs,2004,0.324722021818161
bhs,2005,0.324722021818161
bhs,2006,0.32115363869643465
bhs,2007,0.0
bhs,2008,0.0
bhs,2009,0.38607172626889963
bhs,2010,0.4005494538653683
bhs,2011,0.4007420847264466
bhs,2012,0.0
bhs,2013,0.0
bhs,2014,0.0
bhs,2015,0.0
bhs,2016,0.0
bhs,2017,0.0
bih,2000,4.766169906941752
bih,2001,4.354490695411463
bih,2002,3.950731034867067
bih,2003,3.6983809922572375
bih,2004,4.293725359787266
bih,2005,3.9412259123592195
bih,2006,3.5593511364304344
bih,2007,3.1077808012792105
bih,2008,2.6278700067138705
bih,2009,2.1973484446404843
bih,2010,1.9028433440818247
bih,2011,1.6841595751637355
bih,2012,1.5143230258538927
bih,2013,1.4223966243600952
bih,2014,1.3412411804447992
bih,2015,1.2675073278619176
bih,2016,1.2062168036093242
bih,2017,1.1552874359833274
blr,2000,23.271346592502
blr,2001,20.28983655588989
blr,2002,17.812014822661077
blr,2003,15.797604157338128
blr,2004,14.414533423572115
blr,2005,13.283185364248872
blr,2006,12.372249525203433
blr,2007,11.513708446895263
blr,2008,11.823775996570365
blr,2009,11.338771780880982
blr,2010,10.043224528349453
blr,2011,8.807450833565884
blr,2012,7.6420641664121245
blr,2013,6.658749643563954
blr,2014,5.797355082606581
blr,2015,4.984133682727847
blr,2016,4.614072364269579
blr,2017,4.216328215544226
blz,2000,5.613382035049796
blz,2001,6.384338575733382
blz,2002,5.243673221648824
blz,2003,4.9744441187062725
blz,2004,2.2567946910858154
blz,2005,2.0106165810291663
blz,2006,1.4623303130400103
blz,2007,1.4846560500748465
blz,2008,1.7759476731024262
blz,2009,1.204596659095746
blz,2010,1.1830339709551834
blz,2011,1.04497492313385
blz,2012,1.533251683641859
blz,2013,1.96004056930542
blz,2014,1.7190238970709335
blz,2015,0.7388848066329956
blz,2016,0.5501286387443542
blz,2017,0.3232667879591932
bol,2000,450.04717597951077
bol,2001,389.7562830509741
bol,2002,345.71229119697307
bol,2003,315.7957042508318
bol,2004,285.5745625036199
bol,2005,258.7656030458756
bol,2006,234.81897746268842
bol,2007,212.76836723147667
bol,2008,196.3706279591947
bol,2009,179.96685712656347
bol,2010,165.98171217728543
bol,2011,154.71500277034718
bol,2012,146.04018070701505
bol,2013,138.03730820976372
bol,2014,95.68194421982362
bol,2015,70.83448356087361
bol,2016,67.45050905219419
bol,2017,68.0840742949986
bra,2000,2973.930805959563
bra,2001,2541.7409751067603
bra,2002,1975.8498001358173
bra,2003,1651.1863500512686
bra,2004,1555.477650318135
bra,2005,1417.3844508735374
bra,2006,1355.2001769667693
bra,2007,1140.3585438716862
bra,2008,1055.3240002213586
bra,2009,959.2969407530649
bra,2010,886.9037525224417
bra,2011,634.1702612688352
bra,2012,549.8773831661143
bra,2013,454.41740723199626
bra,2014,446.67932885818635
bra,2015,424.5208088509309
bra,2016,449.7613205405748
bra,2017,420.96880370675103
brb,2000,1.4632115364074707
brb,2001,0.9754743576049805
brb,2002,0.6195777337085021
brb,2003,0.12158974373126184
brb,2004,0.12533098529535924
brb,2005,0.12343202531337738
brb,2006,0.0
brb,2007,0.0
brb,2008,0.0
brb,2009,0.0
brb,2010,0.0
brb,2011,0.0
brb,2012,0.0
brb,2013,0.0
brb,2014,0.0
brb,2015,0.0
brb,2016,0.0
brb,2017,0.0
brn,2000,0.6159152588129982
brn,2001,0.8509485125541687
brn,2002,0.4475524389479727
brn,2003,0.4444444477558136
brn,2004,0.47418546837387565
brn,2005,0.4815104487198086
brn,2006,0.47777777910232544
brn,2007,0.0
brn,2008,0.0
brn,2009,0.0
brn,2010,0.5509874224662781
brn,2011,0.5460678948146312
brn,2012,1.6884874105453491
brn,2013,1.1473060130137258
brn,2014,1.1375001832843046
brn,2015,0.0
brn,2016,0.0
brn,2017,0.0
btn,2000,38.067864939390795
btn,2001,34.27951993768106
btn,2002,30.874104401110916
btn,2003,27.796559717533746
btn,2004,24.98438421396036
btn,2005,22.483659391268816
btn,2006,20.237846996882432
btn,2007,18.507002177783903
btn,2008,16.409331258443185
btn,2009,14.684729566473854
btn,2010,12.80770450680772
btn,2011,10.656449129678586
btn,2012,8.418822593624693
btn,2013,6.9092979443050995
btn,2014,6.076108470767405
btn,2015,5.724775793373224
btn,2016,5.3902629084060845
btn,2017,5.151000738547301
bwa,2000,19.30407779365836
bwa,2001,20.487238917322962
bwa,2002,21.299693980015537
bwa,2003,21.83842456318516
bwa,2004,22.104987119367372
bwa,2005,21.937107091793322
bwa,2006,21.534251219938433
bwa,2007,21.229409044297487
bwa,2008,20.94053296989239
bwa,2009,19.714426340778715
bwa,2010,17.259375924836284
