global,year,rneo8
global,2000,0
global,2001,0
global,2002,0
global,2003,0
global,2004,0
global,2005,0
global,2006,0
global,2007,0
global,2008,0
global,2009,0
global,2010,0
global,2011,0
global,2012,0
global,2013,0
global,2014,0
global,2015,0
global,2016,0
global,2017,0
