country,year,ufive17
afg,2000,4975.02099609375
afg,2001,5142.48046875
afg,2002,5276.26025390625
afg,2003,5423.3427734375
afg,2004,5551.158203125
afg,2005,5601.0791015625
afg,2006,5558.57666015625
afg,2007,5496.408203125
afg,2008,5461.1982421875
afg,2009,5442.6044921875
afg,2010,5351.34130859375
afg,2011,5188.76513671875
afg,2012,4990.0625
afg,2013,4803.4814453125
afg,2014,4840.35693359375
afg,2015,4811.1015625
afg,2016,4661.3173828125
afg,2017,4524.23974609375
ago,2000,5688.0283203125
ago,2001,5765.5634765625
ago,2002,5982.142578125
ago,2003,6074.96044921875
ago,2004,6160.44384765625
ago,2005,6290.990234375
ago,2006,6437.90625
ago,2007,6596.6982421875
ago,2008,6685.7255859375
ago,2009,6674.17724609375
ago,2010,6596.39404296875
ago,2011,6473.8134765625
ago,2012,6333.53125
ago,2013,6236.21826171875
ago,2014,6357.87744140625
ago,2015,6367.47509765625
ago,2016,6244.78125
ago,2017,6114.8515625
alb,2000,134.1018524169922
alb,2001,119.64096069335938
alb,2002,106.09832000732422
alb,2003,94.12063598632812
alb,2004,83.44271087646484
alb,2005,73.87593841552734
alb,2006,65.63706970214844
alb,2007,59.25165557861328
alb,2008,53.76321029663086
alb,2009,45.73953628540039
alb,2010,42.556785583496094
alb,2011,40.151832580566406
alb,2012,37.535804748535156
alb,2013,33.59163284301758
alb,2014,29.43300437927246
alb,2015,26.24047088623047
alb,2016,23.149993896484375
alb,2017,21.271839141845703
and,2000,0.004640339408069849
and,2001,0.0058746254071593285
and,2002,0.004920294973999262
and,2003,0.00266874092631042
and,2004,0.0019063199870288372
and,2005,0.0012901286827400327
and,2006,0.0006563826464116573
and,2007,0.0005086548044346273
and,2008,0.00014923559501767159
and,2009,0.0
and,2010,0.0
and,2011,0.0
and,2012,0.0
and,2013,0.0
and,2014,0.0
and,2015,0.0
and,2016,0.0
and,2017,0.0
are,2000,46.85224533081055
are,2001,48.05918884277344
are,2002,49.081058502197266
are,2003,50.53706359863281
are,2004,52.567623138427734
are,2005,54.54106903076172
are,2006,57.072322845458984
are,2007,58.484832763671875
are,2008,60.69161605834961
are,2009,61.841712951660156
are,2010,63.09089279174805
are,2011,63.9299430847168
are,2012,65.42574310302734
are,2013,66.68894958496094
are,2014,69.18651580810547
are,2015,71.6341323852539
are,2016,73.72648620605469
are,2017,74.5405044555664
arg,2000,1266.248291015625
arg,2001,1105.052978515625
arg,2002,928.52294921875
arg,2003,813.2409057617188
arg,2004,856.63623046875
arg,2005,881.6571655273438
arg,2006,934.26123046875
arg,2007,891.9891967773438
arg,2008,747.379150390625
arg,2009,752.5465698242188
arg,2010,768.3252563476562
arg,2011,709.3411865234375
arg,2012,738.8758544921875
arg,2013,645.8579711914062
arg,2014,583.8108520507812
arg,2015,546.2039794921875
arg,2016,492.108642578125
arg,2017,507.02252197265625
arm,2000,104.71624755859375
arm,2001,98.88358306884766
arm,2002,94.75548553466797
arm,2003,92.27259063720703
arm,2004,91.19779968261719
arm,2005,90.61182403564453
arm,2006,90.01119232177734
arm,2007,89.09262084960938
arm,2008,86.9853744506836
arm,2009,84.0169448852539
arm,2010,76.02539825439453
arm,2011,69.82788848876953
arm,2012,65.31954956054688
arm,2013,61.35085678100586
arm,2014,56.12539291381836
arm,2015,51.19036865234375
arm,2016,47.32265853881836
arm,2017,44.21436309814453
atg,2000,0.4545455276966095
atg,2001,0.9341692328453064
atg,2002,0.8707790970802307
atg,2003,0.8991697430610657
atg,2004,0.6818990707397461
atg,2005,1.2047432661056519
atg,2006,1.636157512664795
atg,2007,1.5396957397460938
atg,2008,1.9724624156951904
atg,2009,1.958948016166687
atg,2010,1.6564819812774658
atg,2011,0.8221201300621033
atg,2012,0.7240512371063232
atg,2013,0.6236741542816162
atg,2014,0.6548578143119812
atg,2015,0.2756776213645935
atg,2016,0.08314087986946106
atg,2017,0.1247113049030304
aus,2000,164.981689453125
aus,2001,143.161376953125
aus,2002,129.54884338378906
aus,2003,143.86366271972656
aus,2004,128.51368713378906
aus,2005,134.58099365234375
aus,2006,134.96078491210938
aus,2007,132.1902618408203
aus,2008,118.88218688964844
aus,2009,118.53721618652344
aus,2010,103.5621337890625
aus,2011,99.93231964111328
aus,2012,105.52871704101562
aus,2013,95.03125762939453
aus,2014,82.36328887939453
aus,2015,79.18463897705078
aus,2016,77.873291015625
aus,2017,75.09803771972656
aut,2000,44.141998291015625
aut,2001,29.101037979125977
aut,2002,30.290740966796875
aut,2003,39.74517059326172
aut,2004,18.196516036987305
aut,2005,27.313940048217773
aut,2006,28.121051788330078
aut,2007,25.62487030029297
aut,2008,25.493572235107422
aut,2009,20.858165740966797
aut,2010,18.655498504638672
aut,2011,10.4265718460083
aut,2012,20.91399574279785
aut,2013,12.690879821777344
aut,2014,13.016128540039062
aut,2015,17.980953216552734
aut,2016,16.275861740112305
aut,2017,14.985185623168945
aze,2000,565.736328125
aze,2001,512.8350830078125
aze,2002,465.50360107421875
aze,2003,429.5189208984375
aze,2004,401.56341552734375
aze,2005,379.4026184082031
aze,2006,361.9668884277344
aze,2007,349.7946472167969
aze,2008,339.343994140625
aze,2009,334.2490234375
aze,2010,333.72601318359375
aze,2011,342.90234375
aze,2012,351.2007141113281
aze,2013,353.0426940917969
aze,2014,367.28460693359375
aze,2015,362.24871826171875
aze,2016,345.06036376953125
aze,2017,325.04815673828125
bdi,2000,1380.4462890625
bdi,2001,1414.93505859375
bdi,2002,1452.7628173828125
bdi,2003,1610.226806640625
bdi,2004,1756.036865234375
bdi,2005,1842.326904296875
bdi,2006,1979.9974365234375
bdi,2007,2028.2982177734375
bdi,2008,2056.71923828125
bdi,2009,2070.514892578125
bdi,2010,2081.427978515625
bdi,2011,2103.36474609375
bdi,2012,2263.44189453125
bdi,2013,2217.97119140625
bdi,2014,2214.04443359375
bdi,2015,2160.519287109375
bdi,2016,2108.9140625
bdi,2017,2059.489990234375
bel,2000,66.95559692382812
bel,2001,84.92684936523438
bel,2002,57.69898986816406
bel,2003,57.09468460083008
bel,2004,56.302459716796875
bel,2005,58.69820785522461
bel,2006,50.37272644042969
bel,2007,53.987220764160156
bel,2008,53.879852294921875
bel,2009,57.87027359008789
bel,2010,47.78472137451172
bel,2011,55.42307662963867
bel,2012,59.068016052246094
bel,2013,34.51578903198242
bel,2014,33.26872253417969
bel,2015,47.60946273803711
bel,2016,36.101837158203125
bel,2017,34.97214889526367
ben,2000,1424.8961181640625
ben,2001,1420.0419921875
ben,2002,1428.5526123046875
ben,2003,1415.3720703125
ben,2004,1387.9539794921875
ben,2005,1357.527587890625
ben,2006,1369.2523193359375
ben,2007,1396.6419677734375
ben,2008,1466.5458984375
ben,2009,1576.2056884765625
ben,2010,1700.079345703125
ben,2011,1863.2393798828125
ben,2012,1974.609619140625
ben,2013,2037.9925537109375
ben,2014,2089.014892578125
ben,2015,2086.66015625
ben,2016,2073.4267578125
ben,2017,2053.256103515625
bfa,2000,1641.6015625
bfa,2001,1722.7127685546875
bfa,2002,1826.61181640625
bfa,2003,1948.5164794921875
bfa,2004,2076.599853515625
bfa,2005,2182.51953125
bfa,2006,2235.1611328125
bfa,2007,2209.757568359375
bfa,2008,2135.35302734375
bfa,2009,2101.920166015625
bfa,2010,2138.94140625
bfa,2011,2276.660888671875
bfa,2012,2461.770751953125
bfa,2013,2715.009765625
bfa,2014,3210.059326171875
bfa,2015,3402.268798828125
bfa,2016,3525.211669921875
bfa,2017,3591.13037109375
bgd,2000,15830.9052734375
bgd,2001,15328.443359375
bgd,2002,14284.8779296875
bgd,2003,13689.8974609375
bgd,2004,13055.5966796875
bgd,2005,12821.44921875
bgd,2006,12076.74609375
bgd,2007,11509.0771484375
bgd,2008,11098.2216796875
bgd,2009,10845.33203125
bgd,2010,10470.099609375
bgd,2011,9995.251953125
bgd,2012,9447.5966796875
bgd,2013,8941.94921875
bgd,2014,8434.51953125
bgd,2015,8302.6611328125
bgd,2016,8436.0302734375
bgd,2017,8039.4521484375
bgr,2000,67.59767150878906
bgr,2001,61.462528228759766
bgr,2002,71.81049346923828
bgr,2003,52.4835090637207
bgr,2004,83.21166229248047
bgr,2005,68.03819274902344
bgr,2006,45.61741256713867
bgr,2007,55.484764099121094
bgr,2008,53.362632751464844
bgr,2009,40.648780822753906
bgr,2010,39.997650146484375
bgr,2011,38.73338317871094
bgr,2012,46.15658187866211
bgr,2013,33.490684509277344
bgr,2014,37.56740951538086
bgr,2015,33.51454162597656
bgr,2016,31.096126556396484
bgr,2017,29.019208908081055
bhr,2000,28.32183837890625
bhr,2001,19.602041244506836
bhr,2002,12.732394218444824
bhr,2003,10.623529434204102
bhr,2004,6.960000038146973
bhr,2005,12.037735939025879
bhr,2006,8.363636016845703
bhr,2007,11.77060317993164
bhr,2008,11.411214828491211
bhr,2009,10.927835464477539
bhr,2010,10.107044219970703
bhr,2011,9.115104675292969
bhr,2012,6.532954692840576
bhr,2013,8.077594757080078
bhr,2014,6.899744510650635
bhr,2015,6.997344017028809
bhr,2016,6.921286106109619
bhr,2017,6.921286106109619
bhs,2000,9.503682136535645
bhs,2001,9.832291603088379
bhs,2002,7.494754791259766
bhs,2003,6.461841106414795
bhs,2004,5.621992111206055
bhs,2005,6.975311279296875
bhs,2006,6.022499084472656
bhs,2007,4.613354682922363
bhs,2008,3.9848792552948
bhs,2009,4.437094688415527
bhs,2010,6.498311996459961
bhs,2011,6.030048847198486
bhs,2012,4.976570129394531
bhs,2013,2.467621326446533
bhs,2014,2.5488247871398926
bhs,2015,2.210789680480957
bhs,2016,2.136654853820801
bhs,2017,2.0241990089416504
bih,2000,19.535072326660156
bih,2001,18.492570877075195
bih,2002,17.38690948486328
bih,2003,16.827598571777344
bih,2004,15.465128898620605
bih,2005,14.814584732055664
bih,2006,13.66485595703125
bih,2007,12.579536437988281
bih,2008,11.289167404174805
bih,2009,10.081642150878906
bih,2010,9.219347953796387
bih,2011,8.65403938293457
bih,2012,8.245233535766602
bih,2013,8.149396896362305
bih,2014,8.065489768981934
bih,2015,7.920259475708008
bih,2016,7.84682559967041
bih,2017,7.734217643737793
blr,2000,90.94926452636719
blr,2001,83.20521545410156
blr,2002,76.90242767333984
blr,2003,72.05599212646484
blr,2004,69.67975616455078
blr,2005,68.55509948730469
blr,2006,68.62576293945312
blr,2007,68.8885498046875
blr,2008,67.05830383300781
blr,2009,63.3768424987793
blr,2010,59.232662200927734
blr,2011,54.33407211303711
blr,2012,49.01144027709961
blr,2013,44.154537200927734
blr,2014,40.10524368286133
blr,2015,37.540771484375
blr,2016,35.20390701293945
blr,2017,33.555809020996094
blz,2000,18.66487693786621
blz,2001,17.071155548095703
blz,2002,16.127887725830078
blz,2003,15.51288890838623
blz,2004,16.346105575561523
blz,2005,17.675174713134766
blz,2006,17.277589797973633
blz,2007,16.624025344848633
blz,2008,12.016439437866211
blz,2009,11.131595611572266
blz,2010,8.132896423339844
blz,2011,8.500276565551758
blz,2012,8.482836723327637
blz,2013,10.609355926513672
blz,2014,9.158181190490723
blz,2015,9.336350440979004
blz,2016,8.23571491241455
blz,2017,9.370434761047363
bol,2000,1269.11767578125
bol,2001,1239.7158203125
bol,2002,1195.0233154296875
bol,2003,1136.31396484375
bol,2004,1075.8895263671875
bol,2005,1018.42724609375
bol,2006,960.7194213867188
bol,2007,905.9182739257812
bol,2008,870.4458618164062
bol,2009,831.3500366210938
bol,2010,793.4545288085938
bol,2011,758.30029296875
bol,2012,726.9751586914062
bol,2013,697.3396606445312
bol,2014,709.3859252929688
bol,2015,700.2998657226562
bol,2016,681.72412109375
bol,2017,662.9763793945312
bra,2000,5575.916015625
bra,2001,5021.57421875
bra,2002,4990.404296875
bra,2003,4387.51806640625
bra,2004,4268.20654296875
bra,2005,3986.89990234375
bra,2006,3544.51220703125
bra,2007,3559.327392578125
bra,2008,3270.49609375
bra,2009,3114.44091796875
bra,2010,2975.9052734375
bra,2011,2896.718994140625
bra,2012,2900.06787109375
bra,2013,2842.9189453125
bra,2014,2623.746826171875
bra,2015,2671.11962890625
bra,2016,2737.248046875
bra,2017,2553.1708984375
