country,year,neo10
afg,2000,16140.873046875
afg,2001,15909.4208984375
afg,2002,15435.060546875
afg,2003,14937.8447265625
afg,2004,14403.4169921875
afg,2005,14113.66796875
afg,2006,14228.11328125
afg,2007,14576.3642578125
afg,2008,14756.0107421875
afg,2009,14883.3671875
afg,2010,15152.896484375
afg,2011,15461.2392578125
afg,2012,15460.4814453125
afg,2013,15120.55078125
afg,2014,14658.7138671875
afg,2015,14308.484375
afg,2016,14075.564453125
afg,2017,13753.169921875
ago,2000,11887.3017578125
ago,2001,12065.9072265625
ago,2002,12159.0068359375
ago,2003,12123.765625
ago,2004,12040.990234375
ago,2005,11861.6416015625
ago,2006,11748.490234375
ago,2007,11556.296875
ago,2008,11347.41015625
ago,2009,11196.166015625
ago,2010,11220.626953125
ago,2011,11186.90625
ago,2012,10994.64453125
ago,2013,10640.767578125
ago,2014,10275.5458984375
ago,2015,10019.1162109375
ago,2016,9840.7705078125
ago,2017,9809.3603515625
alb,2000,247.072998046875
alb,2001,222.98434448242188
alb,2002,200.09254455566406
alb,2003,178.53834533691406
alb,2004,158.75904846191406
alb,2005,141.85264587402344
alb,2006,127.55774688720703
alb,2007,115.32271575927734
alb,2008,105.4006118774414
alb,2009,97.36039733886719
alb,2010,91.19224548339844
alb,2011,86.40748596191406
alb,2012,83.23658752441406
alb,2013,81.65652465820312
alb,2014,82.1503677368164
alb,2015,83.82235717773438
alb,2016,85.0350570678711
alb,2017,85.02479553222656
and,2000,2.0
and,2001,1.0
and,2002,1.0
and,2003,1.0
and,2004,1.0
and,2005,1.0
and,2006,1.0
and,2007,1.0
and,2008,1.0
and,2009,1.0
and,2010,1.0
and,2011,1.0
and,2012,1.0
and,2013,1.0
and,2014,1.0
and,2015,1.0
and,2016,1.0
and,2017,1.0
are,2000,117.52069854736328
are,2001,120.47135162353516
are,2002,125.09425354003906
are,2003,130.5906524658203
are,2004,136.4755401611328
are,2005,142.03546142578125
are,2006,147.38560485839844
are,2007,152.52334594726562
are,2008,156.60650634765625
are,2009,159.0892791748047
are,2010,160.62667846679688
are,2011,161.3218231201172
are,2012,163.37205505371094
are,2013,165.3998260498047
are,2014,168.58897399902344
are,2015,172.03639221191406
are,2016,174.15664672851562
are,2017,174.98509216308594
arg,2000,3503.191162109375
arg,2001,3539.930419921875
arg,2002,3446.665283203125
arg,2003,3346.93359375
arg,2004,3220.094482421875
arg,2005,3013.54833984375
arg,2006,2784.986083984375
arg,2007,2732.055908203125
arg,2008,2735.4130859375
arg,2009,2655.390380859375
arg,2010,2575.654296875
arg,2011,2536.981201171875
arg,2012,2450.984375
arg,2013,2583.172607421875
arg,2014,2353.343505859375
arg,2015,2262.7216796875
arg,2016,2114.17724609375
arg,2017,1992.1104736328125
arm,2000,279.5217590332031
arm,2001,261.9924011230469
arm,2002,249.49813842773438
arm,2003,239.2726593017578
arm,2004,230.3357391357422
arm,2005,222.1487274169922
arm,2006,213.15786743164062
arm,2007,203.84423828125
arm,2008,193.83567810058594
arm,2009,183.77947998046875
arm,2010,172.68405151367188
