region,year,fneo17
5_emr,2000,0.01646074652671814
6_wpr,2000,0.05664166435599327
1_afr,2000,0.009135429747402668
2_amr,2000,0.008987386710941792
3_sear,2000,0.00886623002588749
4_eur,2000,0.007901735603809357
5_emr,2001,0.01676604524254799
2_amr,2001,0.009243842214345932
3_sear,2001,0.008927411399781704
6_wpr,2001,0.05227905511856079
1_afr,2001,0.009228996001183987
4_eur,2001,0.007969574071466923
5_emr,2002,0.01706170290708542
3_sear,2002,0.008968296460807323
4_eur,2002,0.007807256653904915
1_afr,2002,0.00931175984442234
6_wpr,2002,0.049235209822654724
2_amr,2002,0.009617605246603489
6_wpr,2003,0.04653662443161011
4_eur,2003,0.007828409783542156
3_sear,2003,0.008998333476483822
1_afr,2003,0.009353205561637878
5_emr,2003,0.017321620136499405
2_amr,2003,0.009326852858066559
4_eur,2004,0.01105530746281147
5_emr,2004,0.017566679045557976
6_wpr,2004,0.045354556292295456
1_afr,2004,0.009359652176499367
3_sear,2004,0.00901650171726942
2_amr,2004,0.010271558538079262
4_eur,2005,0.011138113215565681
2_amr,2005,0.009370103478431702
6_wpr,2005,0.044825658202171326
5_emr,2005,0.017754318192601204
3_sear,2005,0.009073943831026554
1_afr,2005,0.009317963384091854
1_afr,2006,0.009428480640053749
2_amr,2006,0.009682784788310528
5_emr,2006,0.017942488193511963
4_eur,2006,0.007743905298411846
3_sear,2006,0.009130900725722313
6_wpr,2006,0.04229326173663139
5_emr,2007,0.018158847466111183
1_afr,2007,0.009556202217936516
6_wpr,2007,0.04025706648826599
2_amr,2007,0.008934266865253448
3_sear,2007,0.009188863448798656
4_eur,2007,0.007652828004211187
5_emr,2008,0.018471766263246536
6_wpr,2008,0.03989322856068611
3_sear,2008,0.009220539592206478
2_amr,2008,0.00915371160954237
4_eur,2008,0.007621719967573881
1_afr,2008,0.009668543003499508
5_emr,2009,0.01874554716050625
1_afr,2009,0.009786692447960377
6_wpr,2009,0.03840656951069832
4_eur,2009,0.011196083389222622
2_amr,2009,0.009748558513820171
3_sear,2009,0.00923886802047491
6_wpr,2010,0.036374326795339584
4_eur,2010,0.011745032854378223
1_afr,2010,0.009905082173645496
3_sear,2010,0.00923129078000784
2_amr,2010,0.00933679100126028
5_emr,2010,0.01885867491364479
1_afr,2011,0.01004958339035511
4_eur,2011,0.01142093725502491
5_emr,2011,0.018811704590916634
3_sear,2011,0.009190056473016739
2_amr,2011,0.009970372542738914
6_wpr,2011,0.03428678587079048
2_amr,2012,0.010000677779316902
6_wpr,2012,0.03440218046307564
5_emr,2012,0.018808800727128983
3_sear,2012,0.009143263101577759
1_afr,2012,0.010110893286764622
4_eur,2012,0.011556723155081272
1_afr,2013,0.010070006363093853
5_emr,2013,0.01873551681637764
2_amr,2013,0.010462017729878426
4_eur,2013,0.01146627776324749
3_sear,2013,0.008974774740636349
6_wpr,2013,0.033315375447273254
2_amr,2014,0.009741117246448994
5_emr,2014,0.018794991075992584
3_sear,2014,0.008813767693936825
4_eur,2014,0.011143356561660767
1_afr,2014,0.010138940066099167
6_wpr,2014,0.032692231237888336
2_amr,2015,0.009998799301683903
4_eur,2015,0.011079826392233372
6_wpr,2015,0.03339407965540886
1_afr,2015,0.010219457559287548
5_emr,2015,0.01889721304178238
3_sear,2015,0.008662652224302292
2_amr,2016,0.010040510445833206
1_afr,2016,0.010315687395632267
3_sear,2016,0.008672423660755157
5_emr,2016,0.01901749148964882
6_wpr,2016,0.03272712230682373
4_eur,2016,0.011092254891991615
1_afr,2017,0.010319503024220467
2_amr,2017,0.010054603219032288
4_eur,2017,0.011095328256487846
3_sear,2017,0.008678831160068512
5_emr,2017,0.01900487020611763
6_wpr,2017,0.032092832028865814
