country,year,fufive11
afg,2000,0.12857037782669067
afg,2001,0.1278935670852661
afg,2002,0.13984355330467224
afg,2003,0.1545237898826599
afg,2004,0.16095800697803497
afg,2005,0.1604832112789154
afg,2006,0.15316656231880188
afg,2007,0.15852968394756317
afg,2008,0.1572301685810089
afg,2009,0.1528804898262024
afg,2010,0.1523517370223999
afg,2011,0.14980508387088776
afg,2012,0.14934685826301575
afg,2013,0.15614847838878632
afg,2014,0.1574142575263977
afg,2015,0.15756800770759583
afg,2016,0.1592378169298172
afg,2017,0.15886564552783966
ago,2000,0.09450465440750122
ago,2001,0.09278247505426407
ago,2002,0.09338580071926117
ago,2003,0.09858603775501251
ago,2004,0.10293495655059814
ago,2005,0.10475414991378784
ago,2006,0.10631324350833893
ago,2007,0.10875282436609268
ago,2008,0.11058517545461655
ago,2009,0.11207190901041031
ago,2010,0.11571288853883743
ago,2011,0.11791890114545822
ago,2012,0.11942056566476822
ago,2013,0.11970439553260803
ago,2014,0.12126864492893219
ago,2015,0.13138091564178467
ago,2016,0.13459733128547668
ago,2017,0.13638874888420105
alb,2000,0.058796416968107224
alb,2001,0.06002022325992584
alb,2002,0.06123480200767517
alb,2003,0.06224140152335167
alb,2004,0.0632936954498291
alb,2005,0.06473907083272934
alb,2006,0.06622285395860672
alb,2007,0.06735341250896454
alb,2008,0.0685085877776146
alb,2009,0.0708453357219696
alb,2010,0.07148061692714691
alb,2011,0.0718962773680687
alb,2012,0.0728389173746109
alb,2013,0.07513760775327682
alb,2014,0.07867182791233063
alb,2015,0.08260194957256317
alb,2016,0.08593282848596573
alb,2017,0.08829540759325027
and,2000,0.0
and,2001,0.0
and,2002,0.0
and,2003,0.0
and,2004,0.0
and,2005,0.0
and,2006,0.0
and,2007,0.0
and,2008,0.0
and,2009,0.0
and,2010,0.0
and,2011,0.0
and,2012,0.0
and,2013,0.0
and,2014,0.0
and,2015,0.0
and,2016,0.0
and,2017,0.0
are,2000,0.08658534288406372
are,2001,0.08661109954118729
are,2002,0.08671945333480835
are,2003,0.08650590479373932
are,2004,0.08608199656009674
are,2005,0.08552747219800949
are,2006,0.08482144773006439
are,2007,0.08432810008525848
are,2008,0.0837663859128952
are,2009,0.08328057825565338
are,2010,0.08263950794935226
are,2011,0.08195669949054718
are,2012,0.08146997541189194
are,2013,0.08088450878858566
are,2014,0.08032280206680298
are,2015,0.07979347556829453
are,2016,0.07923276722431183
are,2017,0.07950803637504578
arg,2000,0.059742845594882965
arg,2001,0.05314963683485985
arg,2002,0.05902564898133278
arg,2003,0.052685435861349106
arg,2004,0.052149105817079544
arg,2005,0.04890972748398781
arg,2006,0.04246126860380173
arg,2007,0.04578855261206627
arg,2008,0.044689763337373734
arg,2009,0.04519856348633766
arg,2010,0.05009172484278679
arg,2011,0.04107658937573433
arg,2012,0.040579717606306076
arg,2013,0.04643594101071358
arg,2014,0.048325344920158386
arg,2015,0.047586336731910706
arg,2016,0.04555484652519226
arg,2017,0.04556899890303612
arm,2000,0.06919801980257034
arm,2001,0.06943883001804352
arm,2002,0.06948313117027283
arm,2003,0.06929373741149902
arm,2004,0.06882829964160919
arm,2005,0.06839665025472641
arm,2006,0.06775752454996109
arm,2007,0.06715034693479538
arm,2008,0.0666818916797638
arm,2009,0.0663050189614296
arm,2010,0.06672733277082443
arm,2011,0.06746626645326614
arm,2012,0.067230224609375
arm,2013,0.06681369245052338
arm,2014,0.0671224594116211
arm,2015,0.06743327528238297
arm,2016,0.06728734821081161
arm,2017,0.06728257983922958
atg,2000,0.2143896371126175
atg,2001,0.1628871113061905
atg,2002,0.0660274475812912
atg,2003,0.08712655305862427
atg,2004,0.06495912373065948
atg,2005,0.09295032918453217
atg,2006,0.0697808563709259
atg,2007,0.0981467142701149
atg,2008,0.11589202284812927
atg,2009,0.1754201501607895
atg,2010,0.23277243971824646
atg,2011,0.17619752883911133
atg,2012,0.1606011837720871
atg,2013,0.09848485141992569
atg,2014,0.0763888955116272
atg,2015,0.047572411596775055
atg,2016,0.07257389277219772
atg,2017,0.07002314925193787
aus,2000,0.0989689975976944
aus,2001,0.09141074866056442
aus,2002,0.11710288375616074
aus,2003,0.1078919842839241
aus,2004,0.09365789592266083
aus,2005,0.09191865473985672
aus,2006,0.09144967049360275
aus,2007,0.10122731328010559
aus,2008,0.10193569958209991
aus,2009,0.10598935931921005
aus,2010,0.09876850247383118
aus,2011,0.11337113380432129
aus,2012,0.11054351180791855
aus,2013,0.10897824913263321
aus,2014,0.1117478609085083
aus,2015,0.10816780477762222
aus,2016,0.11111138015985489
aus,2017,0.11138209700584412
aut,2000,0.06549976766109467
aut,2001,0.07438521087169647
aut,2002,0.01843932457268238
aut,2003,0.03527113050222397
aut,2004,0.05241512507200241
aut,2005,0.04817807674407959
aut,2006,0.01922234334051609
aut,2007,0.057013824582099915
aut,2008,0.08912377804517746
aut,2009,0.056710708886384964
aut,2010,0.0581158809363842
aut,2011,0.09932779520750046
aut,2012,0.06586990505456924
aut,2013,0.043954309076070786
aut,2014,0.08841106295585632
aut,2015,0.07507527619600296
aut,2016,0.10256148874759674
aut,2017,0.09674417972564697
aze,2000,0.12002789974212646
aze,2001,0.12228398025035858
aze,2002,0.12483067810535431
aze,2003,0.12729254364967346
aze,2004,0.12957832217216492
aze,2005,0.1316881775856018
aze,2006,0.1332525759935379
aze,2007,0.13473640382289886
aze,2008,0.13545222580432892
aze,2009,0.13563090562820435
aze,2010,0.13599145412445068
aze,2011,0.1347019225358963
aze,2012,0.1335219144821167
aze,2013,0.13215000927448273
aze,2014,0.13124045729637146
aze,2015,0.13009902834892273
aze,2016,0.12866294384002686
aze,2017,0.12800361216068268
bdi,2000,0.0796058252453804
bdi,2001,0.08234283328056335
bdi,2002,0.09037855267524719
bdi,2003,0.09494610875844955
bdi,2004,0.09837626665830612
bdi,2005,0.10100222378969193
bdi,2006,0.10332313925027847
bdi,2007,0.10573597997426987
bdi,2008,0.10772980749607086
bdi,2009,0.1098654493689537
bdi,2010,0.11205059289932251
bdi,2011,0.11393817514181137
bdi,2012,0.11652932316064835
bdi,2013,0.11834961175918579
bdi,2014,0.1205553188920021
bdi,2015,0.12234627455472946
bdi,2016,0.12356197088956833
bdi,2017,0.12479452788829803
bel,2000,0.08822501450777054
bel,2001,0.07848067581653595
bel,2002,0.0733645036816597
bel,2003,0.0819021686911583
bel,2004,0.07541830092668533
bel,2005,0.08153371512889862
bel,2006,0.07602906227111816
bel,2007,0.07978972792625427
bel,2008,0.07860449701547623
bel,2009,0.08107636123895645
bel,2010,0.09053210914134979
bel,2011,0.10889685899019241
bel,2012,0.0735919326543808
bel,2013,0.10698665678501129
bel,2014,0.10712985694408417
bel,2015,0.09974492341279984
bel,2016,0.09969170391559601
bel,2017,0.10006613284349442
ben,2000,0.08619987219572067
ben,2001,0.08356527239084244
ben,2002,0.08913546055555344
ben,2003,0.09081251174211502
ben,2004,0.09248673170804977
ben,2005,0.09238456934690475
ben,2006,0.09288082271814346
ben,2007,0.09271512925624847
ben,2008,0.09271595627069473
ben,2009,0.09374426305294037
ben,2010,0.09618980437517166
ben,2011,0.09811240434646606
ben,2012,0.10010817646980286
ben,2013,0.10022242367267609
ben,2014,0.10036712884902954
ben,2015,0.10248298197984695
ben,2016,0.10253375768661499
ben,2017,0.10335878282785416
bfa,2000,0.06649383902549744
bfa,2001,0.07107479870319366
bfa,2002,0.06998085230588913
bfa,2003,0.07220533490180969
bfa,2004,0.07506073266267776
bfa,2005,0.07607854157686234
bfa,2006,0.07629065960645676
bfa,2007,0.07719960808753967
bfa,2008,0.0789816826581955
bfa,2009,0.0653240904211998
bfa,2010,0.08053134381771088
bfa,2011,0.08449894934892654
bfa,2012,0.07609438896179199
bfa,2013,0.09061866253614426
bfa,2014,0.09488772600889206
bfa,2015,0.09878163784742355
bfa,2016,0.10019758343696594
bfa,2017,0.10183475911617279
bgd,2000,0.12889137864112854
bgd,2001,0.12843644618988037
bgd,2002,0.12837590277194977
bgd,2003,0.12890009582042694
bgd,2004,0.1257234513759613
bgd,2005,0.1287246197462082
bgd,2006,0.1335640847682953
bgd,2007,0.144428551197052
bgd,2008,0.1436549872159958
bgd,2009,0.1433921605348587
bgd,2010,0.14191386103630066
bgd,2011,0.1395382434129715
bgd,2012,0.13984975218772888
bgd,2013,0.13918060064315796
bgd,2014,0.13917730748653412
bgd,2015,0.14083252847194672
bgd,2016,0.14026348292827606
bgd,2017,0.1377100944519043
bgr,2000,0.07062990963459015
bgr,2001,0.061829838901758194
bgr,2002,0.04302715137600899
bgr,2003,0.04980975389480591
bgr,2004,0.061383675783872604
bgr,2005,0.0752672404050827
bgr,2006,0.08751974254846573
bgr,2007,0.11697497963905334
bgr,2008,0.06265517324209213
bgr,2009,0.0938914567232132
bgr,2010,0.09144576638936996
bgr,2011,0.0976630449295044
bgr,2012,0.079639732837677
bgr,2013,0.09210146218538284
bgr,2014,0.08978909254074097
bgr,2015,0.08858852088451385
bgr,2016,0.08923429995775223
bgr,2017,0.08970306068658829
bhr,2000,0.06471657752990723
bhr,2001,0.0543825589120388
bhr,2002,0.01011577993631363
bhr,2003,0.05812631919980049
bhr,2004,0.012347988784313202
bhr,2005,0.09984707087278366
bhr,2006,0.033166442066431046
bhr,2007,0.04268380254507065
bhr,2008,0.1476317197084427
bhr,2009,0.09617332369089127
bhr,2010,0.06214531883597374
bhr,2011,0.03181882202625275
bhr,2012,0.0
bhr,2013,0.05102336034178734
bhr,2014,0.039982832968235016
bhr,2015,0.029083052650094032
bhr,2016,0.029010990634560585
bhr,2017,0.029107220470905304
bhs,2000,0.11090558022260666
bhs,2001,0.09783027321100235
bhs,2002,0.08141010254621506
bhs,2003,0.14257338643074036
bhs,2004,0.17863832414150238
bhs,2005,0.14841756224632263
bhs,2006,0.09191825985908508
bhs,2007,0.061176493763923645
bhs,2008,0.082894466817379
bhs,2009,0.0902191773056984
bhs,2010,0.07943639904260635
bhs,2011,0.07905405014753342
bhs,2012,0.09253885596990585
bhs,2013,0.10501793026924133
bhs,2014,0.0974319651722908
bhs,2015,0.09234090894460678
bhs,2016,0.09464127570390701
bhs,2017,0.09496142715215683
bih,2000,0.08743567764759064
bih,2001,0.08473628014326096
bih,2002,0.08290588855743408
bih,2003,0.0815165638923645
bih,2004,0.08178211748600006
bih,2005,0.08221183717250824
bih,2006,0.08409151434898376
bih,2007,0.08572989702224731
bih,2008,0.08799301087856293
bih,2009,0.08983401954174042
bih,2010,0.09107194095849991
bih,2011,0.09166154265403748
bih,2012,0.09167502075433731
bih,2013,0.09093964099884033
bih,2014,0.08948813378810883
bih,2015,0.08953630179166794
bih,2016,0.08872321993112564
bih,2017,0.08791966736316681
blr,2000,0.07216817885637283
blr,2001,0.07266447693109512
blr,2002,0.07321097701787949
blr,2003,0.07347565144300461
blr,2004,0.07268672436475754
blr,2005,0.07115217298269272
blr,2006,0.06890441477298737
blr,2007,0.06623508781194687
blr,2008,0.06492398679256439
blr,2009,0.06582511216402054
blr,2010,0.06666949391365051
blr,2011,0.06816137582063675
blr,2012,0.07010585069656372
blr,2013,0.07200270146131516
blr,2014,0.0723671019077301
blr,2015,0.07119150459766388
blr,2016,0.07091925293207169
blr,2017,0.07102920114994049
blz,2000,0.10921797901391983
blz,2001,0.12085787951946259
blz,2002,0.10388123989105225
blz,2003,0.10521133989095688
blz,2004,0.08735169470310211
blz,2005,0.09833638370037079
blz,2006,0.08669755607843399
blz,2007,0.08270663768053055
blz,2008,0.08596952259540558
blz,2009,0.09406374394893646
blz,2010,0.09307657927274704
blz,2011,0.11171550303697586
blz,2012,0.09197168052196503
blz,2013,0.11339928954839706
blz,2014,0.10016587376594543
blz,2015,0.11571414023637772
blz,2016,0.1009940356016159
blz,2017,0.09625513851642609
bol,2000,0.1260371059179306
bol,2001,0.1282281130552292
bol,2002,0.13070206344127655
bol,2003,0.1334434598684311
bol,2004,0.1364513784646988
bol,2005,0.13906444609165192
bol,2006,0.14112785458564758
bol,2007,0.1422681361436844
bol,2008,0.1426095962524414
bol,2009,0.14241613447666168
bol,2010,0.14263737201690674
bol,2011,0.14290669560432434
bol,2012,0.14371395111083984
bol,2013,0.14469686150550842
bol,2014,0.14605951309204102
bol,2015,0.14783263206481934
bol,2016,0.14757178723812103
bol,2017,0.14734014868736267
bra,2000,0.08617790043354034
bra,2001,0.09009773284196854
bra,2002,0.09406154602766037
bra,2003,0.08935733139514923
bra,2004,0.09746523946523666
bra,2005,0.09629808366298676
bra,2006,0.10460260510444641
bra,2007,0.105478435754776
bra,2008,0.104389488697052
bra,2009,0.10525628179311752
bra,2010,0.10557952523231506
bra,2011,0.10150998830795288
bra,2012,0.0979817733168602
bra,2013,0.09853408485651016
bra,2014,0.09705476462841034
bra,2015,0.09881851822137833
bra,2016,0.09687471389770508
bra,2017,0.09503620862960815
brb,2000,0.19600306451320648
brb,2001,0.1841118186712265
brb,2002,0.16464392840862274
brb,2003,0.20576108992099762
brb,2004,0.19481752812862396
brb,2005,0.17242728173732758
brb,2006,0.14780652523040771
brb,2007,0.1634911745786667
brb,2008,0.19847141206264496
brb,2009,0.18576368689537048
brb,2010,0.17740216851234436
brb,2011,0.1279987096786499
brb,2012,0.13134795427322388
brb,2013,0.12413480877876282
brb,2014,0.14715079963207245
brb,2015,0.13384880125522614
brb,2016,0.1345973163843155
brb,2017,0.13367193937301636
brn,2000,0.03588312864303589
brn,2001,0.03571700304746628
brn,2002,0.035542771220207214
brn,2003,0.035807427018880844
brn,2004,0.03673749044537544
brn,2005,0.03657421097159386
brn,2006,0.03690757229924202
brn,2007,0.03796207159757614
brn,2008,0.03851224482059479
brn,2009,0.03907860442996025
brn,2010,0.054928626865148544
brn,2011,0.06998351216316223
brn,2012,0.07306685298681259
brn,2013,0.08086974173784256
brn,2014,0.06338683515787125
brn,2015,0.06268853694200516
brn,2016,0.04573722556233406
brn,2017,0.05221518501639366
btn,2000,0.12465263903141022
btn,2001,0.1238546222448349
btn,2002,0.1276768445968628
btn,2003,0.1290145218372345
btn,2004,0.13054099678993225
btn,2005,0.1322147697210312
btn,2006,0.13364039361476898
btn,2007,0.13572515547275543
btn,2008,0.13662153482437134
btn,2009,0.13684110343456268
btn,2010,0.135909304022789
btn,2011,0.1353762149810791
btn,2012,0.13464882969856262
btn,2013,0.1336376667022705
btn,2014,0.13201026618480682
btn,2015,0.1313713639974594
btn,2016,0.1315447837114334
btn,2017,0.13102227449417114
bwa,2000,0.07038496434688568
bwa,2001,0.0817728191614151
bwa,2002,0.08649393916130066
bwa,2003,0.09125120937824249
bwa,2004,0.09759462624788284
bwa,2005,0.10736093670129776
bwa,2006,0.11892621964216232
bwa,2007,0.12647129595279694
bwa,2008,0.13038432598114014
bwa,2009,0.1362486630678177
bwa,2010,0.1457614004611969
bwa,2011,0.14811794459819794
bwa,2012,0.15380625426769257
bwa,2013,0.15942026674747467
bwa,2014,0.15842893719673157
bwa,2015,0.15804748237133026
bwa,2016,0.15697793662548065
bwa,2017,0.15906380116939545
caf,2000,0.09107552468776703
caf,2001,0.09139131009578705
caf,2002,0.09092448651790619
caf,2003,0.09189724177122116
caf,2004,0.0900416150689125
caf,2005,0.09380224347114563
caf,2006,0.09940123558044434
caf,2007,0.10176394879817963
caf,2008,0.1042204424738884
caf,2009,0.10750602185726166
caf,2010,0.10890056192874908
caf,2011,0.10705792158842087
caf,2012,0.1112309917807579
caf,2013,0.10938499867916107
caf,2014,0.11303911358118057
caf,2015,0.11323295533657074
caf,2016,0.11329569667577744
caf,2017,0.11476507037878036
can,2000,0.09518671035766602
can,2001,0.09898490458726883
can,2002,0.09417697787284851
can,2003,0.11293131113052368
can,2004,0.1194441094994545
can,2005,0.1073228046298027
can,2006,0.1058158278465271
can,2007,0.11191478371620178
can,2008,0.11179210990667343
can,2009,0.10056640207767487
can,2010,0.11986585706472397
can,2011,0.10006920993328094
can,2012,0.1103285476565361
can,2013,0.09727968275547028
can,2014,0.0974036306142807
can,2015,0.09753165394067764
can,2016,0.09756200760602951
can,2017,0.09755478799343109
che,2000,0.0803290605545044
che,2001,0.09423233568668365
che,2002,0.09321286529302597
che,2003,0.09002305567264557
che,2004,0.08870995044708252
che,2005,0.08633798360824585
che,2006,0.08405381441116333
che,2007,0.10205940157175064
che,2008,0.0906614363193512
che,2009,0.08991164714097977
che,2010,0.0911049023270607
che,2011,0.0923171117901802
che,2012,0.09246890246868134
che,2013,0.09298118948936462
che,2014,0.08857673406600952
che,2015,0.08795000612735748
che,2016,0.08960438519716263
che,2017,0.09000520408153534
chl,2000,0.04363689199090004
chl,2001,0.0422394685447216
chl,2002,0.04332272708415985
chl,2003,0.039649706333875656
chl,2004,0.049089446663856506
chl,2005,0.043696578592061996
chl,2006,0.05106145888566971
chl,2007,0.044430095702409744
chl,2008,0.03844304010272026
chl,2009,0.035842910408973694
chl,2010,0.0428207665681839
chl,2011,0.04515289142727852
chl,2012,0.04405640810728073
chl,2013,0.04056677967309952
chl,2014,0.05740460753440857
chl,2015,0.05494598299264908
chl,2016,0.05180749669671059
chl,2017,0.051692988723516464
chn,2000,0.16175000369548798
chn,2001,0.16376137733459473
chn,2002,0.1621282398700714
chn,2003,0.15896886587142944
chn,2004,0.15236158668994904
chn,2005,0.14711809158325195
chn,2006,0.1473672240972519
chn,2007,0.14666438102722168
chn,2008,0.1448674499988556
chn,2009,0.14279019832611084
chn,2010,0.1396491676568985
chn,2011,0.13622769713401794
chn,2012,0.13520027697086334
chn,2013,0.13660812377929688
chn,2014,0.13964597880840302
chn,2015,0.1426682472229004
chn,2016,0.14154654741287231
chn,2017,0.14076785743236542
civ,2000,0.09615892171859741
civ,2001,0.09605944901704788
civ,2002,0.09655940532684326
civ,2003,0.0981164500117302
civ,2004,0.10050799697637558
civ,2005,0.10316313058137894
civ,2006,0.1051558330655098
civ,2007,0.1054932028055191
civ,2008,0.10633604973554611
civ,2009,0.10838080942630768
civ,2010,0.10954519361257553
civ,2011,0.11071794480085373
civ,2012,0.11250213533639908
civ,2013,0.11413739621639252
civ,2014,0.11512397229671478
civ,2015,0.11852074414491653
civ,2016,0.1192466989159584
civ,2017,0.12093245983123779
cmr,2000,0.07843191921710968
cmr,2001,0.07616214454174042
cmr,2002,0.08217569440603256
cmr,2003,0.08328574895858765
cmr,2004,0.0846516340970993
cmr,2005,0.08651722967624664
cmr,2006,0.08920913189649582
cmr,2007,0.09231892228126526
cmr,2008,0.09571829438209534
cmr,2009,0.09852147102355957
cmr,2010,0.10112227499485016
cmr,2011,0.10279521346092224
cmr,2012,0.1044442355632782
cmr,2013,0.1060173287987709
cmr,2014,0.1070985347032547
cmr,2015,0.10852131247520447
cmr,2016,0.11116738617420197
cmr,2017,0.11194470524787903
cod,2000,0.08793114870786667
cod,2001,0.08939193189144135
cod,2002,0.07528673112392426
cod,2003,0.0822874903678894
cod,2004,0.09502076357603073
cod,2005,0.07971323281526566
cod,2006,0.09113739430904388
cod,2007,0.09534401446580887
cod,2008,0.09503187239170074
cod,2009,0.10710141062736511
cod,2010,0.10477671772241592
cod,2011,0.09505736827850342
cod,2012,0.10354024171829224
cod,2013,0.10313737392425537
cod,2014,0.11268351972103119
cod,2015,0.1118355393409729
cod,2016,0.10063604265451431
cod,2017,0.11597506701946259
cog,2000,0.09400705993175507
cog,2001,0.09180013835430145
cog,2002,0.08937758207321167
cog,2003,0.0951240137219429
cog,2004,0.09682115167379379
cog,2005,0.10421997308731079
cog,2006,0.10522081702947617
cog,2007,0.10702808201313019
cog,2008,0.10962949693202972
cog,2009,0.11061087250709534
cog,2010,0.11161402612924576
cog,2011,0.11133167892694473
cog,2012,0.11286550760269165
cog,2013,0.11518349498510361
cog,2014,0.1172969862818718
cog,2015,0.10631634294986725
cog,2016,0.11447987705469131
cog,2017,0.11370731145143509
cok,2000,0.10325934737920761
cok,2001,0.08744443207979202
cok,2002,0.09424847364425659
cok,2003,0.0941094234585762
cok,2004,0.10669462382793427
cok,2005,0.08520960062742233
cok,2006,0.09544884413480759
cok,2007,0.09492980688810349
cok,2008,0.09433624148368835
cok,2009,0.09947127848863602
cok,2010,0.11551954597234726
cok,2011,0.11495884507894516
cok,2012,0.09228628128767014
cok,2013,0.09235351532697678
cok,2014,0.09322789311408997
cok,2015,0.1045026034116745
cok,2016,0.10496650636196136
cok,2017,0.10499904304742813
col,2000,0.08820909261703491
col,2001,0.07553278654813766
col,2002,0.07535002380609512
col,2003,0.08233091235160828
col,2004,0.07733141630887985
col,2005,0.07056958228349686
col,2006,0.06920638680458069
col,2007,0.07427503168582916
col,2008,0.07913085073232651
col,2009,0.07274600863456726
col,2010,0.05758203566074371
col,2011,0.06226580590009689
col,2012,0.05431252717971802
col,2013,0.056971222162246704
col,2014,0.06049450859427452
col,2015,0.06335272639989853
col,2016,0.0610492117702961
col,2017,0.06099136173725128
com,2000,0.11702701449394226
com,2001,0.11822564899921417
com,2002,0.11928649991750717
com,2003,0.12069561332464218
com,2004,0.12107668817043304
com,2005,0.12149905413389206
com,2006,0.12131085246801376
com,2007,0.1217455118894577
com,2008,0.12247934937477112
com,2009,0.12274223566055298
com,2010,0.1237960085272789
com,2011,0.12524449825286865
com,2012,0.12469682097434998
com,2013,0.12416303157806396
com,2014,0.124576635658741
com,2015,0.12391114979982376
com,2016,0.1235070750117302
com,2017,0.1242990493774414
cpv,2000,0.09066988527774811
cpv,2001,0.0905364528298378
cpv,2002,0.0905039981007576
cpv,2003,0.09146391600370407
cpv,2004,0.09285178035497665
cpv,2005,0.09357985109090805
cpv,2006,0.09995642304420471
cpv,2007,0.10075602680444717
cpv,2008,0.10141119360923767
cpv,2009,0.10139591246843338
cpv,2010,0.10265360027551651
cpv,2011,0.10309219360351562
cpv,2012,0.10250962525606155
cpv,2013,0.10108155757188797
cpv,2014,0.0996168851852417
cpv,2015,0.09842750430107117
cpv,2016,0.09659912437200546
cpv,2017,0.09660091996192932
cri,2000,0.07381498068571091
cri,2001,0.06548172980546951
cri,2002,0.05108699947595596
cri,2003,0.06592036038637161
cri,2004,0.062418967485427856
cri,2005,0.0784272626042366
cri,2006,0.09600742906332016
cri,2007,0.06475662440061569
cri,2008,0.08211823552846909
cri,2009,0.09010287374258041
cri,2010,0.08494056761264801
cri,2011,0.08048033714294434
cri,2012,0.07714028656482697
cri,2013,0.07935317605733871
cri,2014,0.06297897547483444
cri,2015,0.07273263484239578
cri,2016,0.07260049879550934
cri,2017,0.07265797257423401
cub,2000,0.1139497458934784
cub,2001,0.10506141930818558
cub,2002,0.09507468342781067
cub,2003,0.09019070118665695
cub,2004,0.10302382707595825
cub,2005,0.06263477355241776
cub,2006,0.07438113540410995
cub,2007,0.05961550027132034
cub,2008,0.08302663266658783
cub,2009,0.08951854705810547
cub,2010,0.09557655453681946
cub,2011,0.09281409531831741
cub,2012,0.07307625561952591
cub,2013,0.07668085396289825
cub,2014,0.06716704368591309
cub,2015,0.07423479110002518
cub,2016,0.06779386103153229
cub,2017,0.0716942697763443
cyp,2000,0.03971847891807556
cyp,2001,0.03975078836083412
cyp,2002,0.040150899440050125
cyp,2003,0.04038176313042641
cyp,2004,0.040386319160461426
cyp,2005,0.04051407799124718
cyp,2006,0.04062756896018982
cyp,2007,0.040436938405036926
cyp,2008,0.040397536009550095
cyp,2009,0.04066801816225052
cyp,2010,0.040249213576316833
cyp,2011,0.04802193492650986
cyp,2012,0.0353277251124382
cyp,2013,0.02248673513531685
cyp,2014,0.013086650520563126
cyp,2015,0.028902525082230568
cyp,2016,0.04193337261676788
cyp,2017,0.04408363252878189
cze,2000,0.11311610788106918
cze,2001,0.08240433782339096
cze,2002,0.09284451603889465
cze,2003,0.10252724587917328
cze,2004,0.09163887798786163
cze,2005,0.09710127860307693
cze,2006,0.11752133816480637
cze,2007,0.13042038679122925
cze,2008,0.1301182210445404
cze,2009,0.12925083935260773
cze,2010,0.15116439759731293
cze,2011,0.09719068557024002
cze,2012,0.11231468617916107
cze,2013,0.08931312710046768
cze,2014,0.08401418477296829
cze,2015,0.09257753193378448
cze,2016,0.11200511455535889
cze,2017,0.10028745234012604
deu,2000,0.05113743618130684
deu,2001,0.05403187498450279
deu,2002,0.05032851919531822
deu,2003,0.06074240431189537
deu,2004,0.04999004676938057
deu,2005,0.04825916141271591
deu,2006,0.06348370015621185
deu,2007,0.05584336817264557
deu,2008,0.05514506623148918
deu,2009,0.05310821905732155
deu,2010,0.058690838515758514
deu,2011,0.06949546188116074
deu,2012,0.0721854716539383
deu,2013,0.0635455921292305
deu,2014,0.0783679261803627
deu,2015,0.07141239196062088
deu,2016,0.07213712483644485
deu,2017,0.07229584455490112
dji,2000,0.13168542087078094
dji,2001,0.13474319875240326
dji,2002,0.13470029830932617
dji,2003,0.1340295970439911
dji,2004,0.12853211164474487
dji,2005,0.11901111155748367
dji,2006,0.13034746050834656
dji,2007,0.13107188045978546
dji,2008,0.1262408047914505
dji,2009,0.13192355632781982
dji,2010,0.13355299830436707
dji,2011,0.1327987015247345
dji,2012,0.12975041568279266
dji,2013,0.13573962450027466
dji,2014,0.13659228384494781
dji,2015,0.13496138155460358
dji,2016,0.13848812878131866
dji,2017,0.13974088430404663
dma,2000,0.09764989465475082
dma,2001,0.08952238410711288
dma,2002,0.09419643878936768
dma,2003,0.14675326645374298
dma,2004,0.1364591419696808
dma,2005,0.08064749091863632
dma,2006,0.014705884270370007
dma,2007,0.14705882966518402
dma,2008,0.15740740299224854
dma,2009,0.3187499940395355
dma,2010,0.24999237060546875
dma,2011,0.37041062116622925
dma,2012,0.29505661129951477
dma,2013,0.3700128495693207
dma,2014,0.37402108311653137
dma,2015,0.4043795168399811
dma,2016,0.38253962993621826
dma,2017,0.3565693199634552
dnk,2000,0.1162165179848671
dnk,2001,0.09511268883943558
dnk,2002,0.08289532363414764
dnk,2003,0.08105718344449997
dnk,2004,0.07817774266004562
dnk,2005,0.09717899560928345
dnk,2006,0.09303216636180878
dnk,2007,0.0911855474114418
dnk,2008,0.09470242261886597
dnk,2009,0.05426356941461563
dnk,2010,0.06095051020383835
dnk,2011,0.06738566607236862
dnk,2012,0.0894792377948761
dnk,2013,0.08736461400985718
dnk,2014,0.07200004160404205
dnk,2015,0.08148283511400223
dnk,2016,0.0814998522400856
dnk,2017,0.08172163367271423
dom,2000,0.13048240542411804
dom,2001,0.13307838141918182
dom,2002,0.13905933499336243
dom,2003,0.14355812966823578
dom,2004,0.1469704657793045
dom,2005,0.14917171001434326
dom,2006,0.15119072794914246
dom,2007,0.15292000770568848
dom,2008,0.15400803089141846
dom,2009,0.15420684218406677
dom,2010,0.15421243011951447
dom,2011,0.1541510820388794
dom,2012,0.1540750116109848
dom,2013,0.15393587946891785
dom,2014,0.15371793508529663
dom,2015,0.1532205045223236
dom,2016,0.1524648219347
dom,2017,0.15263856947422028
dza,2000,0.11876410990953445
dza,2001,0.11995408684015274
dza,2002,0.12208497524261475
dza,2003,0.11963780224323273
dza,2004,0.1352633833885193
dza,2005,0.13825181126594543
dza,2006,0.14119721949100494
