region,year,ufive17
5_emr,2000,52985.38444042206
6_wpr,2000,104437.5830803737
1_afr,2000,129069.61788797379
2_amr,2000,27244.673780232668
3_sear,2000,120979.01330375671
4_eur,2000,13595.613217337523
5_emr,2001,52792.05660915375
2_amr,2001,26404.355464085937
3_sear,2001,118270.12737178802
6_wpr,2001,94252.89529490471
1_afr,2001,129990.18579888344
4_eur,2001,12852.797100073658
5_emr,2002,52392.21485328674
3_sear,2002,114741.94996595383
4_eur,2002,12103.902872121427
1_afr,2002,131063.16989266872
6_wpr,2002,84681.17999468744
2_amr,2002,25813.246395766735
6_wpr,2003,76732.05675834417
4_eur,2003,11442.90658620256
3_sear,2003,111555.09966897964
1_afr,2003,131058.46669530869
5_emr,2003,52375.26393413544
2_amr,2003,23999.76789832115
4_eur,2004,11244.45203417493
5_emr,2004,52463.15423870087
6_wpr,2004,70222.05979557335
1_afr,2004,131839.82425534725
3_sear,2004,139956.95793151855
2_amr,2004,23594.297366917133
4_eur,2005,10717.031020910596
2_amr,2005,22774.481976866722
6_wpr,2005,66445.56876498461
5_emr,2005,52436.38595676422
3_sear,2005,104976.72877550125
1_afr,2005,132702.06581187248
1_afr,2006,136026.26487624645
2_amr,2006,22217.277566194534
5_emr,2006,52698.84679603577
4_eur,2006,10017.459095300641
3_sear,2006,101127.62378072739
6_wpr,2006,62786.543407931924
5_emr,2007,53026.62430000305
1_afr,2007,138784.59213674068
6_wpr,2007,58995.06223860383
2_amr,2007,21005.85702419281
3_sear,2007,97087.51356220245
4_eur,2007,9580.26388968894
5_emr,2008,53752.49810695648
6_wpr,2008,56605.92970095575
3_sear,2008,114090.13594341278
2_amr,2008,20013.074209094048
4_eur,2008,9391.365333468188
1_afr,2008,140996.20280754566
5_emr,2009,54294.29738330841
1_afr,2009,145142.35143625736
6_wpr,2009,53228.60757187009
4_eur,2009,9113.972027078271
2_amr,2009,19714.17318920791
3_sear,2009,88756.42191028595
6_wpr,2010,50198.80942608416
4_eur,2010,9209.699592322111
1_afr,2010,148686.6801316738
3_sear,2010,84230.32712697983
2_amr,2010,53836.6194665432
5_emr,2010,54531.07651901245
1_afr,2011,152251.9921489954
4_eur,2011,8755.623299315572
5_emr,2011,55293.3994884491
3_sear,2011,79822.02292919159
2_amr,2011,18746.612753927708
6_wpr,2011,48118.87573971599
2_amr,2012,18346.792384386063
6_wpr,2012,45752.38739795983
5_emr,2012,55862.423154354095
3_sear,2012,75276.43471193314
1_afr,2012,153953.7666270733
4_eur,2012,8556.090162307024
1_afr,2013,157478.93364405632
5_emr,2013,57305.602310180664
2_amr,2013,17738.436238646507
4_eur,2013,8535.124614909291
3_sear,2013,71567.61069750786
6_wpr,2013,43102.01799836755
2_amr,2014,17251.481646329165
5_emr,2014,57265.9595284462
3_sear,2014,67582.21426820755
4_eur,2014,8154.175307705998
1_afr,2014,162032.2587454319
6_wpr,2014,40876.18161906302
2_amr,2015,17215.39706736803
4_eur,2015,7667.168503549881
6_wpr,2015,39513.81068108976
1_afr,2015,163892.6576590538
5_emr,2015,58709.29861354828
3_sear,2015,65634.96436738968
2_amr,2016,16858.65795072913
1_afr,2016,165327.95126104355
3_sear,2016,62405.12616276741
5_emr,2016,56579.27578210831
6_wpr,2016,37118.85920713097
4_eur,2016,7361.7647956945
1_afr,2017,163143.94387805462
2_amr,2017,16532.313164681196
4_eur,2017,7016.551734209992
3_sear,2017,59252.9587123394
5_emr,2017,55039.25154161453
6_wpr,2017,35286.19841341674
