country,year,rpost3
afg,2000,15.10666275024414
afg,2001,14.420513153076172
afg,2002,13.640336990356445
afg,2003,12.886680603027344
afg,2004,12.111004829406738
afg,2005,11.309724807739258
afg,2006,10.534799575805664
afg,2007,9.851702690124512
afg,2008,9.287776947021484
afg,2009,8.820865631103516
afg,2010,8.280924797058105
afg,2011,7.6533098220825195
afg,2012,6.992832660675049
afg,2013,6.358455181121826
afg,2014,6.077198028564453
afg,2015,5.724299907684326
afg,2016,5.24473762512207
afg,2017,4.819003582000732
ago,2000,38.98629379272461
ago,2001,36.34434127807617
ago,2002,34.494384765625
ago,2003,31.7711238861084
ago,2004,29.01214599609375
ago,2005,26.614063262939453
ago,2006,24.370481491088867
ago,2007,22.354097366333008
ago,2008,20.27100944519043
ago,2009,18.0954532623291
ago,2010,16.05916404724121
ago,2011,14.159687995910645
ago,2012,12.495705604553223
ago,2013,11.140856742858887
ago,2014,10.084376335144043
ago,2015,8.74902629852295
ago,2016,7.818202018737793
ago,2017,7.090271472930908
alb,2000,0.7503629326820374
alb,2001,0.6350007057189941
alb,2002,0.5410200953483582
alb,2003,0.4638957381248474
alb,2004,0.3959723114967346
alb,2005,0.3339664936065674
alb,2006,0.27998101711273193
alb,2007,0.23604479432106018
alb,2008,0.19818001985549927
alb,2009,0.1547531634569168
alb,2010,0.13163168728351593
alb,2011,0.11421161890029907
alb,2012,0.09994953125715256
alb,2013,0.08755569905042648
alb,2014,0.07612039148807526
alb,2015,0.06578672677278519
alb,2016,0.056727610528469086
alb,2017,0.05080265551805496
and,2000,0.0017225788906216621
and,2001,0.002157240640372038
and,2002,0.001659318571910262
and,2003,0.0008192091481760144
and,2004,0.0006286316202022135
and,2005,0.0005557070835493505
and,2006,0.0004921085783280432
and,2007,0.0004058947670273483
and,2008,0.0002704247017391026
and,2009,0.00014783644292037934
and,2010,6.261907401494682e-05
and,2011,1.7666434359853156e-05
and,2012,0.0
and,2013,0.0
and,2014,0.0
and,2015,0.0
and,2016,0.0
and,2017,0.0
are,2000,0.08168283849954605
are,2001,0.0762043222784996
are,2002,0.07068298012018204
are,2003,0.06620989739894867
are,2004,0.06366673111915588
are,2005,0.062400903552770615
are,2006,0.06293808668851852
are,2007,0.06328152865171432
are,2008,0.06504521518945694
are,2009,0.06531064957380295
are,2010,0.0648527517914772
are,2011,0.06314785033464432
are,2012,0.060916967689991
are,2013,0.05789709463715553
are,2014,0.05677364394068718
are,2015,0.05738111957907677
are,2016,0.05898558348417282
are,2017,0.06070652976632118
arg,2000,0.4344328045845032
arg,2001,0.45201414823532104
arg,2002,0.4550933837890625
arg,2003,0.30244994163513184
arg,2004,0.2358466535806656
arg,2005,0.2628170847892761
arg,2006,0.3117874562740326
arg,2007,0.19201116263866425
arg,2008,0.23076260089874268
arg,2009,0.21591952443122864
arg,2010,0.24327212572097778
arg,2011,0.17220892012119293
arg,2012,0.13749253749847412
arg,2013,0.1581118255853653
