region,year,neo5
5_emr,2000,43884.312198638916
6_wpr,2000,5539.6527841724455
1_afr,2000,55391.4727255702
2_amr,2000,633.5954940319061
3_sear,2000,64972.56650799513
4_eur,2000,407.4534840583801
5_emr,2001,38260.76287460327
2_amr,2001,638.1148443222046
3_sear,2001,57562.28985264897
6_wpr,2001,4482.453000377864
1_afr,2001,50595.47277358174
4_eur,2001,351.98328948020935
5_emr,2002,33412.952575683594
3_sear,2002,50872.615408957005
4_eur,2002,306.8536117076874
1_afr,2002,45429.03496313095
6_wpr,2002,3544.048436164856
2_amr,2002,560.6736392974854
6_wpr,2003,2856.932493932545
4_eur,2003,269.0051078796387
3_sear,2003,44819.19597569108
1_afr,2003,40413.307223170996
5_emr,2003,28633.743242263794
2_amr,2003,532.9793630838394
4_eur,2004,238.85230374336243
5_emr,2004,23965.30466079712
6_wpr,2004,2467.7717287428677
1_afr,2004,35677.63351172209
3_sear,2004,39319.591996222734
2_amr,2004,482.35986268520355
4_eur,2005,214.47105717658997
2_amr,2005,461.00283098220825
6_wpr,2005,2156.2312616482377
5_emr,2005,20989.967973709106
3_sear,2005,34301.48811811209
1_afr,2005,31754.324797526002
1_afr,2006,28444.004796862602
2_amr,2006,424.6581172943115
5_emr,2006,19396.362696647644
4_eur,2006,193.94004702568054
3_sear,2006,29766.362704783678
6_wpr,2006,1792.2949907127768
5_emr,2007,18393.23781490326
1_afr,2007,25449.863693088293
6_wpr,2007,1610.9650593232363
2_amr,2007,393.54682183265686
3_sear,2007,25699.078787714243
4_eur,2007,176.102947473526
5_emr,2008,17328.10064983368
6_wpr,2008,1455.4279513116926
3_sear,2008,22082.260028272867
2_amr,2008,368.94554340839386
4_eur,2008,161.0745289325714
1_afr,2008,22803.162471443415
5_emr,2009,16584.644033432007
1_afr,2009,20748.427118957043
6_wpr,2009,1155.0257394872606
4_eur,2009,146.74331998825073
2_amr,2009,342.861070394516
3_sear,2009,18847.38843679428
6_wpr,2010,850.7340751048177
4_eur,2010,133.21045017242432
1_afr,2010,19754.696510732174
3_sear,2010,15975.102147936821
2_amr,2010,262.70543909072876
5_emr,2010,16132.49041557312
1_afr,2011,19315.767801970243
4_eur,2011,119.39719653129578
5_emr,2011,15874.49327659607
3_sear,2011,13402.150953963399
2_amr,2011,224.71763044595718
6_wpr,2011,634.9807979315519
2_amr,2012,203.06635850667953
6_wpr,2012,530.122259914875
5_emr,2012,15191.521843910217
3_sear,2012,11133.127432391047
1_afr,2012,18872.81542778015
4_eur,2012,106.72620344161987
1_afr,2013,17991.11348077655
5_emr,2013,14094.119584083557
2_amr,2013,191.7404043674469
4_eur,2013,94.93202018737793
3_sear,2013,9149.288794532418
6_wpr,2013,474.45774875208735
2_amr,2014,174.26158344745636
5_emr,2014,12868.041830062866
3_sear,2014,7461.5332811921835
4_eur,2014,84.46319055557251
1_afr,2014,16712.82842797041
6_wpr,2014,442.0730836354196
2_amr,2015,164.47682332992554
4_eur,2015,75.4515790939331
6_wpr,2015,405.670882942155
1_afr,2015,15465.52067950368
5_emr,2015,11668.481405258179
3_sear,2015,6089.896761849523
2_amr,2016,154.44404768943787
1_afr,2016,14420.351745009422
3_sear,2016,5777.886174365878
5_emr,2016,10576.605964660645
6_wpr,2016,381.6412361562252
4_eur,2016,67.90963578224182
1_afr,2017,14340.415700227022
2_amr,2017,149.65211284160614
4_eur,2017,64.4682400226593
3_sear,2017,5540.580069452524
5_emr,2017,10381.92583322525
6_wpr,2017,370.68980185780674
