country,year,fneo13
afg,2000,0.04747201129794121
afg,2001,0.04887896776199341
afg,2002,0.0513513945043087
afg,2003,0.055523186922073364
afg,2004,0.06100642681121826
afg,2005,0.06400464475154877
afg,2006,0.06454674899578094
afg,2007,0.06331534683704376
afg,2008,0.06247071921825409
afg,2009,0.06137123703956604
afg,2010,0.05947798863053322
afg,2011,0.05761100724339485
afg,2012,0.05688421428203583
afg,2013,0.057012662291526794
afg,2014,0.057579249143600464
afg,2015,0.057881809771060944
afg,2016,0.05774230509996414
afg,2017,0.05774230509996414
ago,2000,0.04300454631447792
ago,2001,0.04356575012207031
ago,2002,0.044410329312086105
ago,2003,0.04624699056148529
ago,2004,0.048234302550554276
ago,2005,0.04981299117207527
ago,2006,0.04968744143843651
ago,2007,0.04928065836429596
ago,2008,0.0489063523709774
ago,2009,0.0485057458281517
ago,2010,0.047347478568553925
ago,2011,0.046354979276657104
ago,2012,0.04633266106247902
ago,2013,0.04752051457762718
ago,2014,0.04947821795940399
ago,2015,0.05127343907952309
ago,2016,0.05354833975434303
ago,2017,0.05354833975434303
alb,2000,0.03617095574736595
alb,2001,0.037823908030986786
alb,2002,0.04137202724814415
alb,2003,0.045129816979169846
alb,2004,0.04883688688278198
alb,2005,0.051478952169418335
alb,2006,0.05280287191271782
alb,2007,0.05297284573316574
alb,2008,0.05265381187200546
alb,2009,0.05187516659498215
alb,2010,0.052582997828722
alb,2011,0.05336249619722366
alb,2012,0.054050300270318985
alb,2013,0.05481681227684021
alb,2014,0.05558544769883156
alb,2015,0.05641026794910431
alb,2016,0.05744193121790886
alb,2017,0.05744193121790886
and,2000,0.0
and,2001,0.0
and,2002,0.0
and,2003,0.0
and,2004,0.0
and,2005,0.0
and,2006,0.0
and,2007,0.0
and,2008,0.0
and,2009,0.0
and,2010,0.0
and,2011,0.0
and,2012,0.0
and,2013,0.0
and,2014,0.0
and,2015,0.0
and,2016,0.0
and,2017,0.0
are,2000,0.1393681913614273
are,2001,0.13273602724075317
are,2002,0.12600335478782654
are,2003,0.11963029950857162
are,2004,0.11420013755559921
are,2005,0.10899624973535538
