region,year,fpost17
5_emr,2000,0.07659400254487991
6_wpr,2000,0.20388104021549225
1_afr,2000,0.03963528200984001
2_amr,2000,0.11847815662622452
3_sear,2000,0.0632316842675209
4_eur,2000,0.1098623126745224
5_emr,2001,0.07794230431318283
2_amr,2001,0.12207558751106262
3_sear,2001,0.06407085061073303
6_wpr,2001,0.20330987870693207
1_afr,2001,0.04074962064623833
4_eur,2001,0.11235158145427704
5_emr,2002,0.07958091795444489
3_sear,2002,0.06596721708774567
4_eur,2002,0.1139008030295372
1_afr,2002,0.04188662767410278
6_wpr,2002,0.19909511506557465
2_amr,2002,0.12666495144367218
6_wpr,2003,0.19672131538391113
4_eur,2003,0.11522330343723297
3_sear,2003,0.06689728796482086
1_afr,2003,0.04228437319397926
5_emr,2003,0.08066718280315399
2_amr,2003,0.12491508573293686
4_eur,2004,0.11741545796394348
5_emr,2004,0.08362925052642822
6_wpr,2004,0.19408024847507477
1_afr,2004,0.04652900993824005
3_sear,2004,0.08729805797338486
2_amr,2004,0.12927904725074768
4_eur,2005,0.11828815937042236
2_amr,2005,0.1329934298992157
6_wpr,2005,0.19791488349437714
5_emr,2005,0.08629085123538971
3_sear,2005,0.07064542174339294
1_afr,2005,0.04648640379309654
1_afr,2006,0.05205808952450752
2_amr,2006,0.13709774613380432
5_emr,2006,0.0886998102068901
4_eur,2006,0.11947901546955109
3_sear,2006,0.07052755355834961
6_wpr,2006,0.2013988494873047
5_emr,2007,0.0921303853392601
1_afr,2007,0.05555538833141327
6_wpr,2007,0.2002955973148346
2_amr,2007,0.13768818974494934
3_sear,2007,0.07462851703166962
4_eur,2007,0.11966412514448166
5_emr,2008,0.09591902047395706
6_wpr,2008,0.20312657952308655
3_sear,2008,0.09429508447647095
2_amr,2008,0.13786214590072632
4_eur,2008,0.12270869314670563
1_afr,2008,0.057694610208272934
5_emr,2009,0.0985897034406662
1_afr,2009,0.06185273453593254
6_wpr,2009,0.19964773952960968
4_eur,2009,0.12035690993070602
2_amr,2009,0.14195619523525238
3_sear,2009,0.07702817767858505
6_wpr,2010,0.19837285578250885
4_eur,2010,0.12649047374725342
1_afr,2010,0.06571728736162186
3_sear,2010,0.08032062649726868
2_amr,2010,0.3289557695388794
5_emr,2010,0.10111473500728607
1_afr,2011,0.06872878223657608
4_eur,2011,0.12482495605945587
5_emr,2011,0.09938225895166397
3_sear,2011,0.08180321753025055
2_amr,2011,0.14695215225219727
6_wpr,2011,0.20094159245491028
2_amr,2012,0.14949142932891846
6_wpr,2012,0.20090439915657043
5_emr,2012,0.10413596779108047
3_sear,2012,0.08540719747543335
1_afr,2012,0.07315711677074432
4_eur,2012,0.12672461569309235
1_afr,2013,0.07614128291606903
5_emr,2013,0.1119694858789444
2_amr,2013,0.14947965741157532
4_eur,2013,0.1327025294303894
3_sear,2013,0.08921009302139282
6_wpr,2013,0.19915419816970825
2_amr,2014,0.15126611292362213
5_emr,2014,0.11143092066049576
3_sear,2014,0.08935142308473587
4_eur,2014,0.13387538492679596
1_afr,2014,0.08260109275579453
6_wpr,2014,0.19509321451187134
2_amr,2015,0.15539735555648804
4_eur,2015,0.1326834261417389
6_wpr,2015,0.20136955380439758
1_afr,2015,0.08565428853034973
5_emr,2015,0.11942558735609055
3_sear,2015,0.09385950118303299
2_amr,2016,0.15375885367393494
1_afr,2016,0.08810491114854813
3_sear,2016,0.09712988883256912
5_emr,2016,0.11886843293905258
6_wpr,2016,0.19992884993553162
4_eur,2016,0.13429208099842072
1_afr,2017,0.09195119887590408
2_amr,2017,0.15632392466068268
4_eur,2017,0.13483776152133942
3_sear,2017,0.09884347021579742
5_emr,2017,0.11939538270235062
6_wpr,2017,0.2007894217967987
