region,year,rufive17
5_emr,2000,3.807333469390869
6_wpr,2000,4.466233730316162
1_afr,2000,4.755105018615723
2_amr,2000,1.7127506732940674
3_sear,2000,3.0431957244873047
4_eur,2000,1.3242113590240479
5_emr,2001,3.766587734222412
2_amr,2001,1.6654016971588135
3_sear,2001,2.9729230403900146
6_wpr,2001,4.0527119636535645
1_afr,2001,4.691308498382568
4_eur,2001,1.253491997718811
5_emr,2002,3.70247220993042
3_sear,2002,2.8842122554779053
4_eur,2002,1.1762497425079346
1_afr,2002,4.63270902633667
6_wpr,2002,3.6439573764801025
2_amr,2002,1.633535623550415
6_wpr,2003,3.294128894805908
4_eur,2003,1.1034491062164307
3_sear,2003,2.8068747520446777
1_afr,2003,4.536563396453857
5_emr,2003,3.657055377960205
2_amr,2003,1.5239672660827637
4_eur,2004,1.072460651397705
5_emr,2004,3.6110405921936035
6_wpr,2004,3.0014543533325195
1_afr,2004,4.468825340270996
3_sear,2004,3.529285430908203
2_amr,2004,1.5034780502319336
4_eur,2005,1.0088143348693848
2_amr,2005,1.4565290212631226
6_wpr,2005,2.8237836360931396
5_emr,2005,3.5494771003723145
3_sear,2005,2.6573026180267334
1_afr,2005,4.404775619506836
1_afr,2006,4.4220428466796875
2_amr,2006,1.4263570308685303
5_emr,2006,3.5001699924468994
4_eur,2006,0.929726243019104
3_sear,2006,2.574695348739624
6_wpr,2006,2.650103807449341
5_emr,2007,3.450233221054077
1_afr,2007,4.4199676513671875
6_wpr,2007,2.470661163330078
2_amr,2007,1.3540250062942505
3_sear,2007,2.49082350730896
4_eur,2007,0.8768408298492432
5_emr,2008,3.424100637435913
6_wpr,2008,2.3508331775665283
3_sear,2008,2.9541921615600586
2_amr,2008,1.2953988313674927
4_eur,2008,0.8487511277198792
1_afr,2008,4.4011030197143555
5_emr,2009,3.3871283531188965
1_afr,2009,4.443110942840576
6_wpr,2009,2.192790985107422
4_eur,2009,0.8150725960731506
2_amr,2009,1.2813897132873535
3_sear,2009,2.3223350048065186
6_wpr,2010,2.053974151611328
4_eur,2010,0.8173201084136963
1_afr,2010,4.467288017272949
3_sear,2010,2.228196620941162
2_amr,2010,3.5132856369018555
5_emr,2010,3.336601972579956
1_afr,2011,4.493811130523682
4_eur,2011,0.7734684348106384
5_emr,2011,3.3269734382629395
3_sear,2011,2.1341912746429443
2_amr,2011,1.2277412414550781
6_wpr,2011,1.959739327430725
2_amr,2012,1.205165147781372
6_wpr,2012,1.8594239950180054
5_emr,2012,3.3157906532287598
3_sear,2012,2.0321922302246094
1_afr,2012,4.468086242675781
4_eur,2012,0.7544248700141907
1_afr,2013,4.497894287109375
5_emr,2013,3.3670918941497803
2_amr,2013,1.167978286743164
4_eur,2013,0.7529006004333496
3_sear,2013,1.9479355812072754
6_wpr,2013,1.7528623342514038
2_amr,2014,1.1379514932632446
5_emr,2014,3.3425328731536865
3_sear,2014,1.8514138460159302
4_eur,2014,0.7211812734603882
1_afr,2014,4.558177471160889
6_wpr,2014,1.6683506965637207
2_amr,2015,1.1370691061019897
4_eur,2015,0.6812533736228943
6_wpr,2015,1.6234263181686401
1_afr,2015,4.54410982131958
5_emr,2015,3.4155092239379883
3_sear,2015,1.806789755821228
2_amr,2016,1.1146591901779175
1_afr,2016,4.520260810852051
3_sear,2016,1.7240269184112549
5_emr,2016,3.290034770965576
6_wpr,2016,1.5394303798675537
4_eur,2016,0.6583102941513062
1_afr,2017,4.400051593780518
2_amr,2017,1.094197154045105
4_eur,2017,0.6323211789131165
3_sear,2017,1.641904354095459
5_emr,2017,3.2047646045684814
6_wpr,2017,1.4803513288497925
