region,year,rneo5
5_emr,2000,3.1533641815185547
6_wpr,2000,0.2369011640548706
1_afr,2000,2.0406992435455322
2_amr,2000,0.039831314235925674
3_sear,2000,1.6343680620193481
4_eur,2000,0.0396859273314476
5_emr,2001,2.7298145294189453
2_amr,2001,0.04024781286716461
3_sear,2001,1.4469271898269653
6_wpr,2001,0.19273774325847626
1_afr,2001,1.8259761333465576
4_eur,2001,0.03432780131697655
5_emr,2002,2.361238718032837
3_sear,2002,1.2787600755691528
4_eur,2002,0.02981984242796898
1_afr,2002,1.6057868003845215
6_wpr,2002,0.15250569581985474
2_amr,2002,0.03548102080821991
6_wpr,2003,0.12264891713857651
4_eur,2003,0.025940390303730965
3_sear,2003,1.1277105808258057
1_afr,2003,1.3988988399505615
5_emr,2003,1.999325156211853
2_amr,2003,0.033843789249658585
4_eur,2004,0.02278098650276661
5_emr,2004,1.649532675743103
6_wpr,2004,0.10547830909490585
1_afr,2004,1.2093243598937988
3_sear,2004,0.991519570350647
2_amr,2004,0.030736980959773064
4_eur,2005,0.02018856443464756
2_amr,2005,0.02948317490518093
6_wpr,2005,0.09163486957550049
5_emr,2005,1.4208341836929321
3_sear,2005,0.8682823181152344
1_afr,2005,1.0540202856063843
1_afr,2006,0.9246788024902344
2_amr,2006,0.027263199910521507
5_emr,2006,1.2882742881774902
4_eur,2006,0.017999690026044846
3_sear,2006,0.7578474879264832
6_wpr,2006,0.0756494551897049
5_emr,2007,1.1967754364013672
1_afr,2007,0.8105191588401794
6_wpr,2007,0.06746579706668854
2_amr,2007,0.025367794558405876
3_sear,2007,0.6593213677406311
4_eur,2007,0.01611795462667942
5_emr,2008,1.1038215160369873
6_wpr,2008,0.06044363975524902
3_sear,2008,0.5717868804931641
2_amr,2008,0.0238809697329998
4_eur,2008,0.01455722190439701
1_afr,2008,0.711785614490509
5_emr,2009,1.0346264839172363
1_afr,2009,0.6351527571678162
6_wpr,2009,0.047582123428583145
4_eur,2009,0.013123417273163795
2_amr,2009,0.022285420447587967
3_sear,2009,0.4931468665599823
6_wpr,2010,0.034809306263923645
4_eur,2010,0.011821838095784187
1_afr,2010,0.5935294032096863
3_sear,2010,0.422599196434021
2_amr,2010,0.01714370772242546
5_emr,2010,0.9871013164520264
1_afr,2011,0.5701167583465576
4_eur,2011,0.010547502897679806
5_emr,2011,0.9551595449447632
3_sear,2011,0.3583316206932068
2_amr,2011,0.01471706386655569
6_wpr,2011,0.02586088888347149
2_amr,2012,0.013339035212993622
6_wpr,2012,0.02154471166431904
5_emr,2012,0.9017136096954346
3_sear,2012,0.3005542755126953
1_afr,2012,0.5477317571640015
4_eur,2012,0.009410478174686432
1_afr,2013,0.5138600468635559
5_emr,2013,0.8281248807907104
2_amr,2013,0.012625048868358135
4_eur,2013,0.00837414525449276
3_sear,2013,0.24902641773223877
6_wpr,2013,0.019295131787657738
2_amr,2014,0.011494736187160015
5_emr,2014,0.7510893940925598
3_sear,2014,0.20440860092639923
4_eur,2014,0.00747019425034523
1_afr,2014,0.4701535105705261
6_wpr,2014,0.018043097108602524
2_amr,2015,0.01086361799389124
4_eur,2015,0.0067041232250630856
6_wpr,2015,0.01666700281202793
1_afr,2015,0.4287991225719452
5_emr,2015,0.6788329482078552
3_sear,2015,0.1676417887210846
2_amr,2016,0.010211518034338951
1_afr,2016,0.3942693769931793
3_sear,2016,0.15962199866771698
5_emr,2016,0.6150202751159668
6_wpr,2016,0.015827806666493416
4_eur,2016,0.006072675809264183
1_afr,2017,0.3867662250995636
2_amr,2017,0.009904779493808746
4_eur,2017,0.0058097816072404385
3_sear,2017,0.15352992713451385
5_emr,2017,0.6045072674751282
6_wpr,2017,0.015551438555121422
