country,year,nnd
gha,2004,24351.0
gha,2005,24587.001953125
gha,2006,24883.0
gha,2007,25146.0
gha,2008,25324.0
gha,2009,25356.0
gha,2010,25224.0
gha,2011,24940.001953125
gha,2012,24513.0
gha,2013,23950.99609375
gha,2014,23334.00390625
gha,2015,22650.0
gha,2016,21931.0
gha,2017,21312.998046875
gin,2000,17603.001953125
gin,2001,16915.0
gin,2002,16375.0
gin,2003,15947.0009765625
gin,2004,15553.00390625
gin,2005,15108.998046875
gin,2006,14605.0
gin,2007,14047.0
gin,2008,13500.0
gin,2009,12981.001953125
gin,2010,12506.0
gin,2011,12093.0009765625
gin,2012,11738.001953125
gin,2013,11428.0
gin,2014,11189.0
gin,2015,11048.0
gin,2016,10950.0
gin,2017,10896.9990234375
gmb,2000,2279.999755859375
gmb,2001,2289.000244140625
gmb,2002,2292.0
gmb,2003,2299.0
gmb,2004,2300.0
gmb,2005,2302.000244140625
gmb,2006,2304.0
gmb,2007,2302.0
gmb,2008,2300.999755859375
gmb,2009,2307.0
gmb,2010,2306.0
gmb,2011,2304.000244140625
gmb,2012,2298.0
gmb,2013,2290.99951171875
gmb,2014,2289.0
gmb,2015,2283.0
gmb,2016,2276.0
gmb,2017,2258.999755859375
gnb,2000,2835.0
gnb,2001,2813.99951171875
gnb,2002,2806.000244140625
gnb,2003,2816.0
gnb,2004,2831.0
gnb,2005,2839.0
gnb,2006,2838.000244140625
gnb,2007,2830.000244140625
gnb,2008,2813.0
gnb,2009,2788.0
gnb,2010,2752.0
gnb,2011,2719.000244140625
gnb,2012,2682.0
gnb,2013,2645.0
gnb,2014,2605.0
gnb,2015,2566.0
gnb,2016,2525.99951171875
gnb,2017,2495.0
gnq,2000,1125.9998779296875
gnq,2001,1151.999755859375
gnq,2002,1176.0
gnq,2003,1198.0
gnq,2004,1213.0
gnq,2005,1226.0
gnq,2006,1236.0
gnq,2007,1242.0
gnq,2008,1248.000244140625
gnq,2009,1256.0
gnq,2010,1262.0
gnq,2011,1271.0
gnq,2012,1281.0
gnq,2013,1290.0
gnq,2014,1298.0
gnq,2015,1304.0
gnq,2016,1308.0001220703125
gnq,2017,1314.0001220703125
grc,2000,434.0
grc,2001,399.0
grc,2002,366.0
grc,2003,334.9999694824219
grc,2004,311.0
grc,2005,292.9999694824219
grc,2006,278.0
grc,2007,263.0
grc,2008,249.00001525878906
grc,2009,240.99998474121094
grc,2010,237.00001525878906
grc,2011,238.00001525878906
grc,2012,241.00001525878906
grc,2013,246.0
grc,2014,251.99998474121094
grc,2015,259.0
grc,2016,264.0000305175781
grc,2017,266.9999694824219
grd,2000,16.0
grd,2001,16.0
grd,2002,15.0
grd,2003,15.0
grd,2004,14.99999713897705
grd,2005,14.999998092651367
grd,2006,15.000001907348633
grd,2007,15.0
grd,2008,15.000001907348633
grd,2009,16.0
grd,2010,16.999998092651367
grd,2011,16.999998092651367
grd,2012,18.0
grd,2013,20.000003814697266
grd,2014,20.0
grd,2015,21.0
grd,2016,21.999998092651367
grd,2017,22.0
gtm,2000,8762.0
gtm,2001,8573.0
gtm,2002,8363.0
gtm,2003,8143.0009765625
gtm,2004,7906.0
gtm,2005,7669.0
gtm,2006,7446.00048828125
gtm,2007,7229.0
gtm,2008,7042.0009765625
gtm,2009,6852.0
gtm,2010,6633.0
gtm,2011,6441.00048828125
gtm,2012,6254.0009765625
gtm,2013,6081.0
gtm,2014,5906.0
gtm,2015,5744.0
gtm,2016,5590.0
gtm,2017,5426.0009765625
guy,2000,523.0000610351562
guy,2001,500.0
guy,2002,478.0
guy,2003,457.0
guy,2004,436.0
guy,2005,418.0
guy,2006,402.0000305175781
guy,2007,388.0000305175781
guy,2008,376.0000305175781
guy,2009,365.9999694824219
guy,2010,359.0000305175781
guy,2011,352.0
guy,2012,345.0
guy,2013,338.0
guy,2014,330.00006103515625
guy,2015,321.0000305175781
guy,2016,310.0000305175781
guy,2017,299.0000305175781
hnd,2000,3801.0
hnd,2001,3702.0
hnd,2002,3597.000244140625
hnd,2003,3486.999755859375
hnd,2004,3378.0
hnd,2005,3268.0
hnd,2006,3155.0
hnd,2007,3034.000244140625
hnd,2008,2904.999755859375
hnd,2009,2771.999755859375
hnd,2010,2635.0
hnd,2011,2511.000244140625
hnd,2012,2399.0
hnd,2013,2299.0
hnd,2014,2209.0
hnd,2015,2132.0
hnd,2016,2062.0
hnd,2017,1995.546142578125
hrv,2000,250.00001525878906
hrv,2001,232.99996948242188
hrv,2002,215.0
hrv,2003,200.0
hrv,2004,188.0
hrv,2005,179.0
hrv,2006,173.0
hrv,2007,167.0
hrv,2008,163.0
hrv,2009,159.0
hrv,2010,153.00001525878906
hrv,2011,145.0
hrv,2012,137.0
hrv,2013,131.0
hrv,2014,127.0
hrv,2015,122.99999237060547
hrv,2016,116.99999237060547
hrv,2017,111.99999237060547
hti,2000,8017.0
hti,2001,7924.00048828125
hti,2002,7873.99951171875
hti,2003,7867.0
hti,2004,7881.0
hti,2005,7893.0
hti,2006,7912.0
hti,2007,7914.0
hti,2008,7921.0
hti,2009,7912.00048828125
hti,2010,8467.0
hti,2011,7847.00048828125
hti,2012,7815.0
hti,2013,7769.00048828125
hti,2014,7713.0
hti,2015,7628.99951171875
hti,2016,7527.0
hti,2017,7391.001953125
hun,2000,552.0
hun,2001,518.0
hun,2002,484.9999694824219
hun,2003,452.0
hun,2004,419.9999694824219
hun,2005,394.00006103515625
hun,2006,375.0
hun,2007,360.0
hun,2008,344.0
hun,2009,327.0
hun,2010,311.9999694824219
hun,2011,298.9999694824219
hun,2012,285.9999694824219
hun,2013,272.0
hun,2014,257.0
hun,2015,241.00001525878906
hun,2016,226.0
hun,2017,210.99998474121094
idn,2000,102700.0
idn,2001,101053.0
idn,2002,99562.0
idn,2003,98071.0
idn,2004,96935.0
idn,2005,94835.0
idn,2006,93133.0
idn,2007,91258.0078125
idn,2008,88592.0
idn,2009,85320.0
idn,2010,81990.0
idn,2011,78664.0
idn,2012,75470.0
idn,2013,72270.0
idn,2014,69257.0
idn,2015,66299.0
idn,2016,63647.00390625
idn,2017,60985.99609375
ind,2000,1256684.875
ind,2001,1217259.125
ind,2002,1176565.125
ind,2003,1134976.875
ind,2004,1094137.125
ind,2005,1053198.125
ind,2006,1012420.9375
ind,2007,971223.0
ind,2008,929232.125
ind,2009,885954.0
ind,2010,842772.0625
ind,2011,800558.0
ind,2012,760798.0
ind,2013,723873.9375
ind,2014,690043.0
ind,2015,658644.0
ind,2016,630113.0625
ind,2017,604726.0
irl,2000,232.99998474121094
irl,2001,232.0
irl,2002,228.0
irl,2003,221.0
irl,2004,212.0
irl,2005,200.0
irl,2006,189.99998474121094
irl,2007,182.0
irl,2008,178.0
irl,2009,177.0
irl,2010,177.0
irl,2011,177.0
irl,2012,175.0
irl,2013,171.0
irl,2014,164.0
irl,2015,158.0
irl,2016,151.0
irl,2017,143.0
irn,2000,23486.99609375
irn,2001,22108.005859375
irn,2002,21051.998046875
irn,2003,20250.0
irn,2004,19607.0
irn,2005,19037.0
irn,2006,18526.001953125
irn,2007,18053.0
irn,2008,17595.0
irn,2009,17088.0
irn,2010,16543.0
irn,2011,15951.0009765625
irn,2012,15321.0
irn,2013,14695.0
irn,2014,14013.0009765625
irn,2015,13275.0
irn,2016,12489.0
irn,2017,11700.0009765625
irq,2000,20441.0
irq,2001,20638.0
irq,2002,20848.001953125
irq,2003,21051.0
irq,2004,21269.0
irq,2005,21482.001953125
irq,2006,21722.0
irq,2007,21954.0
irq,2008,22199.0
irq,2009,22426.0
irq,2010,22602.0
irq,2011,22636.0
irq,2012,22588.0
irq,2013,22454.0
irq,2014,22274.0
irq,2015,22028.998046875
irq,2016,21728.0
irq,2017,21376.0
isl,2000,9.0
isl,2001,7.999999523162842
isl,2002,8.000000953674316
isl,2003,8.0
isl,2004,7.0
isl,2005,7.0
isl,2006,7.0
isl,2007,7.0
isl,2008,6.999999523162842
isl,2009,5.999999523162842
isl,2010,6.000000953674316
isl,2011,6.000000953674316
isl,2012,6.000000953674316
isl,2013,4.999999523162842
isl,2014,5.0
isl,2015,5.0
isl,2016,5.0
isl,2017,5.0
isr,2000,457.0
isr,2001,451.0
isr,2002,441.0000305175781
isr,2003,425.9999694824219
isr,2004,405.0000305175781
isr,2005,383.0000305175781
isr,2006,367.0000305175781
isr,2007,364.0000305175781
isr,2008,370.0
isr,2009,378.0
isr,2010,381.0
isr,2011,379.0
isr,2012,372.9999694824219
isr,2013,366.0
isr,2014,358.0000305175781
isr,2015,349.00006103515625
isr,2016,340.0000305175781
isr,2017,329.0000305175781
ita,2000,1846.0
ita,2001,1745.0
ita,2002,1671.0001220703125
ita,2003,1615.0
ita,2004,1562.9998779296875
ita,2005,1510.0
ita,2006,1459.0001220703125
ita,2007,1418.0
ita,2008,1382.0001220703125
ita,2009,1343.0001220703125
ita,2010,1297.0
ita,2011,1247.0
ita,2012,1196.0
ita,2013,1144.9998779296875
ita,2014,1094.0
ita,2015,1044.0
ita,2016,998.9999389648438
ita,2017,958.9999389648438
jam,2000,978.0000610351562
jam,2001,934.9999389648438
jam,2002,891.0
jam,2003,850.0000610351562
jam,2004,813.0
jam,2005,780.9999389648438
jam,2006,755.0
jam,2007,732.9999389648438
jam,2008,711.0000610351562
jam,2009,691.0000610351562
jam,2010,667.0000610351562
jam,2011,645.0
jam,2012,621.0000610351562
jam,2013,599.0000610351562
jam,2014,575.9999389648438
jam,2015,555.0
jam,2016,534.0
jam,2017,511.9999694824219
jor,2000,2653.0
jor,2001,2618.999755859375
jor,2002,2585.0
jor,2003,2556.0
jor,2004,2533.000244140625
jor,2005,2523.0
jor,2006,2531.0
jor,2007,2553.0
jor,2008,2581.999755859375
jor,2009,2621.000244140625
jor,2010,2654.999755859375
jor,2011,2680.000244140625
jor,2012,2695.000244140625
jor,2013,2689.0
jor,2014,2672.0
jor,2015,2628.0
jor,2016,2573.0
jor,2017,2501.85595703125
jpn,2000,2055.0
jpn,2001,1985.0
jpn,2002,1909.0
jpn,2003,1809.0
jpn,2004,1697.0
jpn,2005,1595.0
jpn,2006,1510.0
jpn,2007,1431.9998779296875
jpn,2008,1353.0
jpn,2009,1274.0
jpn,2010,1202.0
jpn,2011,1147.0001220703125
jpn,2012,1089.0001220703125
jpn,2013,1043.0001220703125
jpn,2014,1001.0
jpn,2015,965.0
jpn,2016,920.0000610351562
jpn,2017,882.0
kaz,2000,4997.0
kaz,2001,4823.0
kaz,2002,4751.0
kaz,2003,4692.0
kaz,2004,4617.99951171875
kaz,2005,4545.9990234375
kaz,2006,4445.99951171875
kaz,2007,4310.0
kaz,2008,4206.99951171875
kaz,2009,4151.0
kaz,2010,4049.999267578125
kaz,2011,3777.00048828125
kaz,2012,3314.0
kaz,2013,2825.0
kaz,2014,2429.000244140625
kaz,2015,2160.999755859375
kaz,2016,2027.000244140625
kaz,2017,1989.0
ken,2000,38542.0
ken,2001,38733.00390625
ken,2002,38675.00390625
ken,2003,38455.0
ken,2004,38091.0
ken,2005,37646.0
ken,2006,37105.0
ken,2007,36497.0
ken,2008,35905.00390625
ken,2009,35326.0
ken,2010,34739.00390625
ken,2011,34185.0
ken,2012,33755.0
ken,2013,33348.0
ken,2014,33019.0
ken,2015,32697.005859375
ken,2016,32357.001953125
ken,2017,32051.00390625
kgz,2000,2279.0
kgz,2001,2211.000244140625
kgz,2002,2166.000244140625
kgz,2003,2151.0
kgz,2004,2162.0
kgz,2005,2197.0
kgz,2006,2253.000244140625
kgz,2007,2282.0
kgz,2008,2288.0
kgz,2009,2270.0
kgz,2010,2231.0
kgz,2011,2172.0
kgz,2012,2099.0
kgz,2013,2019.9998779296875
kgz,2014,1928.0001220703125
kgz,2015,1823.0
kgz,2016,1704.9998779296875
kgz,2017,1587.0001220703125
khm,2000,12031.0009765625
khm,2001,11348.0009765625
khm,2002,10705.0
khm,2003,10154.0
khm,2004,9734.0
khm,2005,9388.0
khm,2006,9107.9990234375
khm,2007,8831.001953125
khm,2008,8519.0
khm,2009,8209.0009765625
khm,2010,7849.00048828125
khm,2011,7461.0
khm,2012,7114.0
khm,2013,6712.99951171875
khm,2014,6331.0
khm,2015,6001.0
khm,2016,5713.9990234375
khm,2017,5457.99951171875
kir,2000,75.0
kir,2001,74.0
kir,2002,73.0
kir,2003,72.0
kir,2004,72.99999237060547
kir,2005,73.0
kir,2006,74.0
kir,2007,75.0
kir,2008,77.0
kir,2009,77.0
kir,2010,78.0
kir,2011,77.99999237060547
kir,2012,78.0
kir,2013,77.99999237060547
kir,2014,78.0
kir,2015,77.0
kir,2016,76.0
kir,2017,75.00001525878906
kna,2000,13.0
kna,2001,12.0
kna,2002,11.0
kna,2003,10.0
kna,2004,9.999999046325684
kna,2005,9.0
kna,2006,9.0
kna,2007,9.0
kna,2008,9.0
kna,2009,7.999999523162842
kna,2010,8.0
kna,2011,8.0
kna,2012,8.000000953674316
kna,2013,8.0
kna,2014,8.000000953674316
kna,2015,8.000000953674316
kna,2016,8.0
kna,2017,7.000000476837158
kor,2000,1950.0001220703125
kor,2001,1754.0
kor,2002,1578.0
kor,2003,1417.0
kor,2004,1271.0001220703125
kor,2005,1136.0
kor,2006,1014.9999389648438
kor,2007,917.9999389648438
kor,2008,853.0
kor,2009,811.9998779296875
kor,2010,787.9999389648438
kor,2011,776.0
kor,2012,768.0
kor,2013,758.0
kor,2014,745.0
kor,2015,729.0
kor,2016,713.0
kor,2017,694.9999389648438
kwt,2000,290.0
kwt,2001,284.0
kwt,2002,280.0000305175781
kwt,2003,280.0
kwt,2004,283.0
kwt,2005,290.0000305175781
kwt,2006,298.9999694824219
kwt,2007,310.0000305175781
kwt,2008,319.0
kwt,2009,324.0
kwt,2010,326.0000305175781
kwt,2011,324.0
kwt,2012,320.0000305175781
kwt,2013,315.0
kwt,2014,308.0
kwt,2015,298.99993896484375
kwt,2016,289.9999694824219
kwt,2017,279.99993896484375
lao,2000,6800.0
lao,2001,6594.00048828125
lao,2002,6427.0
lao,2003,6278.0
lao,2004,6154.0
lao,2005,6047.00048828125
lao,2006,5948.00048828125
lao,2007,5836.00048828125
lao,2008,5719.00048828125
lao,2009,5593.99951171875
lao,2010,5461.00048828125
lao,2011,5325.00048828125
lao,2012,5192.0
lao,2013,5055.0
lao,2014,4921.00048828125
lao,2015,4795.00048828125
lao,2016,4665.0
lao,2017,4529.0
lbn,2000,733.0000610351562
lbn,2001,673.0
lbn,2002,612.0000610351562
lbn,2003,552.0
lbn,2004,496.0000305175781
lbn,2005,447.0000305175781
lbn,2006,410.0000305175781
lbn,2007,385.0000305175781
lbn,2008,373.0000305175781
lbn,2009,370.9999694824219
lbn,2010,376.9999694824219
lbn,2011,385.9999694824219
lbn,2012,398.0
lbn,2013,408.0000305175781
lbn,2014,415.0
lbn,2015,418.0
lbn,2016,414.0
lbn,2017,408.9858093261719
lbr,2000,5272.0
lbr,2001,5195.0
lbr,2002,5099.00048828125
lbr,2003,5001.0009765625
lbr,2004,4887.99951171875
lbr,2005,4776.0009765625
lbr,2006,4659.0
lbr,2007,4552.0
lbr,2008,4446.0
lbr,2009,4370.00048828125
lbr,2010,4296.0
lbr,2011,4247.0
lbr,2012,4203.00048828125
lbr,2013,4171.0
lbr,2014,4145.99951171875
lbr,2015,4114.00048828125
lbr,2016,4080.000244140625
lbr,2017,4046.0
lby,2000,1734.0
lby,2001,1688.9998779296875
lby,2002,1651.0
lby,2003,1609.0
lby,2004,1558.0
lby,2005,1497.0
lby,2006,1427.0001220703125
lby,2007,1348.9998779296875
lby,2008,1274.0001220703125
lby,2009,1209.0
lby,2010,1152.0
lby,2011,1101.0001220703125
lby,2012,1045.0
lby,2013,995.0
lby,2014,945.0000610351562
lby,2015,895.0
lby,2016,847.0000610351562
lby,2017,802.9158935546875
lca,2000,32.999996185302734
lca,2001,31.999998092651367
lca,2002,32.000003814697266
lca,2003,31.0
lca,2004,30.999998092651367
lca,2005,31.000003814697266
lca,2006,30.999998092651367
lca,2007,31.0
lca,2008,30.999996185302734
lca,2009,31.0
lca,2010,30.999998092651367
lca,2011,30.000001907348633
lca,2012,30.000003814697266
lca,2013,29.000001907348633
lca,2014,29.0
lca,2015,28.0
lca,2016,27.0
lca,2017,26.0
lka,2000,3326.0
lka,2001,2933.0
lka,2002,2557.000244140625
lka,2003,2333.000244140625
lka,2004,2396.000244140625
lka,2005,2397.999755859375
lka,2006,2519.0
lka,2007,2592.0
lka,2008,2559.0
lka,2009,2412.999755859375
lka,2010,2262.0
lka,2011,2200.999755859375
lka,2012,2201.0
lka,2013,2184.0
lka,2014,2118.000244140625
lka,2015,2027.0001220703125
lka,2016,1928.0001220703125
lka,2017,1829.95654296875
lso,2000,2553.0
lso,2001,2550.0
lso,2002,2533.0
lso,2003,2509.0
lso,2004,2482.0
lso,2005,2458.0
lso,2006,2440.0
lso,2007,2428.0
lso,2008,2423.000244140625
lso,2009,2422.999755859375
lso,2010,2428.0
lso,2011,2432.0
lso,2012,2438.0
lso,2013,2436.00048828125
lso,2014,2426.000244140625
lso,2015,2403.0
lso,2016,2374.0
lso,2017,2331.0
ltu,2000,150.99998474121094
ltu,2001,141.0
ltu,2002,135.0
ltu,2003,132.0
ltu,2004,131.0
ltu,2005,129.00001525878906
ltu,2006,124.0
ltu,2007,114.0
ltu,2008,104.0
ltu,2009,96.00000762939453
ltu,2010,90.00000762939453
ltu,2011,84.0
ltu,2012,80.00000762939453
ltu,2013,76.0
ltu,2014,74.99999237060547
ltu,2015,73.0
ltu,2016,68.99999237060547
ltu,2017,62.0
lux,2000,12.999999046325684
lux,2001,13.000000953674316
lux,2002,12.0
lux,2003,11.0
lux,2004,11.0
lux,2005,11.0
lux,2006,9.999999046325684
lux,2007,10.0
lux,2008,9.999998092651367
lux,2009,9.999998092651367
lux,2010,10.0
lux,2011,11.0
lux,2012,11.0
lux,2013,11.0
lux,2014,11.0
lux,2015,11.0
lux,2016,11.0
lux,2017,11.0
lva,2000,140.00001525878906
lva,2001,130.0
lva,2002,124.0
lva,2003,121.00000762939453
lva,2004,119.0
lva,2005,118.00000762939453
lva,2006,116.0
lva,2007,112.99999237060547
lva,2008,108.0
lva,2009,101.0
lva,2010,93.0
lva,2011,84.0
lva,2012,75.0
lva,2013,66.00000762939453
lva,2014,58.999996185302734
lva,2015,52.000003814697266
lva,2016,47.000003814697266
lva,2017,42.999996185302734
mar,2000,17556.001953125
mar,2001,17084.0
mar,2002,16679.0
mar,2003,16301.0
mar,2004,15962.0
mar,2005,15639.9990234375
mar,2006,15346.0
mar,2007,15020.0
mar,2008,14619.0009765625
mar,2009,14226.0009765625
mar,2010,13814.0
mar,2011,13362.0
mar,2012,12869.0
mar,2013,12329.0
mar,2014,11750.0
mar,2015,11166.9990234375
mar,2016,10580.0
mar,2017,10024.0009765625
mco,2000,1.0
mco,2001,1.0000001192092896
mco,2002,1.0
mco,2003,1.0000001192092896
mco,2004,1.0
mco,2005,0.9999999403953552
mco,2006,0.9999999403953552
mco,2007,1.0
mco,2008,1.0
mco,2009,1.0
mco,2010,1.0
mco,2011,1.0
mco,2012,1.0
mco,2013,0.9999999403953552
mco,2014,1.0
mco,2015,1.0
mco,2016,1.0
mco,2017,0.999993622303009
mda,2000,992.9998779296875
mda,2001,865.9998779296875
mda,2002,758.0000610351562
mda,2003,674.0
mda,2004,620.0
mda,2005,588.0
mda,2006,575.0
mda,2007,573.0
mda,2008,577.0
mda,2009,579.0000610351562
mda,2010,578.0
mda,2011,573.0
mda,2012,561.0
mda,2013,546.0
mda,2014,529.0000610351562
mda,2015,511.0000305175781
mda,2016,491.0
mda,2017,473.0
mdg,2000,20338.0
mdg,2001,19920.0
mdg,2002,19518.0
mdg,2003,19157.00390625
mdg,2004,18800.0
mdg,2005,18492.001953125
mdg,2006,18209.0
mdg,2007,17912.0
mdg,2008,17577.0
mdg,2009,17218.998046875
mdg,2010,16832.0
mdg,2011,16521.0
mdg,2012,16242.0
mdg,2013,16021.0
mdg,2014,15865.0009765625
mdg,2015,15720.0009765625
mdg,2016,15594.0009765625
mdg,2017,15509.0
mdv,2000,162.0
mdv,2001,143.99998474121094
mdv,2002,126.00000762939453
mdv,2003,109.00000762939453
mdv,2004,96.0
mdv,2005,84.0
mdv,2006,75.99999237060547
mdv,2007,69.0
mdv,2008,63.000003814697266
mdv,2009,57.999996185302734
mdv,2010,54.0
mdv,2011,50.000003814697266
mdv,2012,47.00000762939453
mdv,2013,44.0
mdv,2014,41.0
mdv,2015,39.0
mdv,2016,35.999996185302734
mdv,2017,33.997215270996094
mex,2000,31952.0
mex,2001,29409.0
mex,2002,26957.0
mex,2003,24666.001953125
mex,2004,22613.001953125
mex,2005,20975.001953125
mex,2006,19928.998046875
mex,2007,19477.0
mex,2008,19322.0
mex,2009,19242.0
mex,2010,19103.001953125
mex,2011,18871.998046875
mex,2012,18543.0
mex,2013,18184.0
mex,2014,17871.998046875
mex,2015,17643.001953125
mex,2016,17521.0
mex,2017,17430.998046875
mhl,2000,39.0
mhl,2001,38.000003814697266
mhl,2002,38.0
mhl,2003,37.0
mhl,2004,36.0
mhl,2005,35.000003814697266
mhl,2006,34.0
mhl,2007,32.999996185302734
mhl,2008,32.0
mhl,2009,29.999998092651367
mhl,2010,29.0
mhl,2011,28.0
mhl,2012,26.0
mhl,2013,25.0
mhl,2014,23.0
mhl,2015,21.0
mhl,2016,20.0
mhl,2017,17.999998092651367
mkd,2000,243.0
mkd,2001,225.0
mkd,2002,213.99996948242188
mkd,2003,212.0
mkd,2004,214.0
mkd,2005,211.99998474121094
mkd,2006,203.99998474121094
mkd,2007,191.0
mkd,2008,177.0
mkd,2009,165.0
mkd,2010,158.0
mkd,2011,158.0
mkd,2012,164.0
mkd,2013,176.00001525878906
mkd,2014,193.00001525878906
mkd,2015,213.00001525878906
mkd,2016,231.0
mkd,2017,245.00001525878906
mli,2000,30474.001953125
mli,2001,30095.99609375
mli,2002,29671.001953125
mli,2003,29303.00390625
mli,2004,29026.0
mli,2005,28866.99609375
mli,2006,28745.0
mli,2007,28666.998046875
mli,2008,28629.0
mli,2009,28546.0
mli,2010,28466.0
mli,2011,28344.001953125
mli,2012,28245.99609375
mli,2013,28091.00390625
mli,2014,27971.001953125
mli,2015,27829.0
mli,2016,27781.0
mli,2017,27677.0
mlt,2000,23.0
mlt,2001,22.0
mlt,2002,20.0
mlt,2003,19.0
mlt,2004,18.0
mlt,2005,18.0
mlt,2006,18.0
mlt,2007,18.0
mlt,2008,18.0
mlt,2009,18.0
mlt,2010,18.0
mlt,2011,18.0
mlt,2012,17.999998092651367
mlt,2013,17.999998092651367
mlt,2014,19.000001907348633
mlt,2015,19.0
mlt,2016,19.0
mlt,2017,19.0
mmr,2000,42859.0
mmr,2001,41932.0
mmr,2002,40825.0
mmr,2003,39531.0
mmr,2004,38040.0078125
mmr,2005,36452.0
mmr,2006,34782.0
mmr,2007,33068.0078125
mmr,2008,31828.0
mmr,2009,29945.0
mmr,2010,28593.99609375
mmr,2011,27403.0
mmr,2012,26375.00390625
mmr,2013,25433.0
mmr,2014,24581.0
mmr,2015,23869.0
mmr,2016,23210.001953125
mmr,2017,22624.99609375
mne,2000,75.00000762939453
mne,2001,72.0
mne,2002,67.99999237060547
mne,2003,64.99999237060547
mne,2004,61.0
mne,2005,56.000003814697266
mne,2006,52.0
mne,2007,48.0
mne,2008,43.0
mne,2009,39.0
mne,2010,35.0
mne,2011,30.999998092651367
mne,2012,27.999998092651367
mne,2013,23.999996185302734
mne,2014,22.000001907348633
mne,2015,18.999998092651367
mne,2016,17.999998092651367
mne,2017,15.999999046325684
mng,2000,1144.0
mng,2001,1087.0
mng,2002,1048.0
mng,2003,1023.0001220703125
mng,2004,1009.0
mng,2005,1005.9998779296875
mng,2006,1011.9999389648438
mng,2007,1000.0000610351562
mng,2008,981.0
mng,2009,959.0000610351562
mng,2010,929.0
mng,2011,893.0
mng,2012,856.0
mng,2013,817.0
mng,2014,776.0
mng,2015,733.0
mng,2016,689.9999389648438
mng,2017,647.0
moz,2000,35944.99609375
moz,2001,35236.0
moz,2002,34625.0
moz,2003,34087.00390625
moz,2004,33587.0
moz,2005,33215.00390625
moz,2006,32899.99609375
moz,2007,32634.998046875
moz,2008,32394.0
moz,2009,32179.001953125
moz,2010,31938.99609375
moz,2011,31730.001953125
moz,2012,31483.0
moz,2013,31278.001953125
moz,2014,31095.0
moz,2015,30993.99609375
moz,2016,30888.0
moz,2017,30779.99609375
mrt,2000,4467.0
mrt,2001,4537.0
mrt,2002,4620.00048828125
mrt,2003,4707.00048828125
mrt,2004,4789.99951171875
mrt,2005,4861.0
mrt,2006,4920.0
mrt,2007,4975.00048828125
mrt,2008,5012.0
mrt,2009,5050.99951171875
mrt,2010,5085.0
mrt,2011,5104.99951171875
mrt,2012,5110.0
mrt,2013,5121.0
mrt,2014,5109.0
mrt,2015,5076.99951171875
mrt,2016,5061.0
mrt,2017,5032.00048828125
mus,2000,245.99998474121094
mus,2001,218.0
mus,2002,197.0
mus,2003,185.99998474121094
mus,2004,182.0
mus,2005,179.00001525878906
mus,2006,173.99998474121094
mus,2007,166.00003051757812
mus,2008,154.99998474121094
mus,2009,144.0
mus,2010,136.0
mus,2011,132.0
mus,2012,130.0
mus,2013,128.0
mus,2014,125.0
mus,2015,120.0
mus,2016,112.99999237060547
mus,2017,104.99999237060547
mwi,2000,19805.0
mwi,2001,19145.0
mwi,2002,18564.0
mwi,2003,18062.001953125
mwi,2004,17698.0
mwi,2005,17511.0
mwi,2006,17477.0
mwi,2007,17541.0
mwi,2008,17604.0
mwi,2009,17570.0
mwi,2010,17408.001953125
mwi,2011,17101.0
mwi,2012,16746.0
mwi,2013,16367.0009765625
mwi,2014,16008.0009765625
mwi,2015,15754.0
mwi,2016,15531.0
mwi,2017,15386.001953125
mys,2000,2690.0
mys,2001,2467.0
mys,2002,2289.0
mys,2003,2168.0
mys,2004,2096.0
mys,2005,2045.9998779296875
mys,2006,2009.999755859375
mys,2007,1978.0001220703125
mys,2008,1951.0001220703125
mys,2009,1926.0
mys,2010,1904.9998779296875
mys,2011,1892.9998779296875
mys,2012,1898.0001220703125
mys,2013,1930.0001220703125
mys,2014,1990.0001220703125
mys,2015,2079.0
mys,2016,2190.0
mys,2017,2294.917724609375
nam,2000,1366.0
nam,2001,1343.0
nam,2002,1315.0
nam,2003,1288.0
nam,2004,1260.999755859375
nam,2005,1238.0001220703125
nam,2006,1226.0
nam,2007,1222.0
nam,2008,1229.0
nam,2009,1242.0
nam,2010,1261.9998779296875
nam,2011,1279.0001220703125
nam,2012,1292.0
nam,2013,1300.000244140625
nam,2014,1301.0
nam,2015,1295.0
nam,2016,1282.0
nam,2017,1267.9998779296875
ner,2000,26200.0
ner,2001,26220.001953125
ner,2002,26197.0
ner,2003,26160.0
ner,2004,26135.0
ner,2005,26089.0
ner,2006,26092.0
ner,2007,26048.001953125
ner,2008,25998.0
ner,2009,26018.001953125
ner,2010,26084.0
ner,2011,26125.0
ner,2012,26226.001953125
ner,2013,26306.998046875
ner,2014,26367.0
ner,2015,26463.001953125
ner,2016,26577.0
ner,2017,26787.0
nga,2000,253992.0
nga,2001,254479.015625
nga,2002,254251.0
nga,2003,253638.0
nga,2004,252805.015625
nga,2005,251976.0
nga,2006,251180.96875
nga,2007,250788.015625
nga,2008,250504.0
nga,2009,249774.015625
nga,2010,249281.0
nga,2011,248512.984375
nga,2012,247967.0
nga,2013,246782.0
nga,2014,245664.0
nga,2015,244120.0
nga,2016,242293.96875
nga,2017,241021.0
nic,2000,2189.999755859375
nic,2001,2065.0
nic,2002,1928.0
nic,2003,1807.0
nic,2004,1695.0
nic,2005,1594.0
nic,2006,1497.0
nic,2007,1408.0
nic,2008,1326.0
nic,2009,1251.0001220703125
