region,year,post13
5_emr,2000,60381.68098736879
6_wpr,2000,31161.482994148173
1_afr,2000,247879.93945920502
2_amr,2000,26196.113952887797
3_sear,2000,189795.7816785621
4_eur,2000,10258.127622721884
5_emr,2001,59454.019466798876
2_amr,2001,24577.16344475766
3_sear,2001,179267.29874189466
6_wpr,2001,29037.613544687316
1_afr,2001,245847.24770099507
4_eur,2001,9233.320915377146
5_emr,2002,58626.54285413145
3_sear,2002,168335.51020876263
4_eur,2002,8333.25397089084
1_afr,2002,243753.1333020958
6_wpr,2002,27188.02169801598
2_amr,2002,22540.289269830653
6_wpr,2003,24932.374651677717
4_eur,2003,7568.238826256197
3_sear,2003,158610.1944910865
1_afr,2003,239336.73203572904
5_emr,2003,58054.893248426306
2_amr,2003,21368.164546566004
4_eur,2004,6716.910502809222
5_emr,2004,57495.5659290665
6_wpr,2004,22752.736944257464
1_afr,2004,236628.1959349532
3_sear,2004,149283.32366075728
2_amr,2004,18829.624943952454
4_eur,2005,6084.360414322715
2_amr,2005,17216.857379771565
6_wpr,2005,20768.36654733336
5_emr,2005,56911.436626082155
3_sear,2005,140111.56411914926
1_afr,2005,233952.6622577077
1_afr,2006,235875.63124345455
2_amr,2006,15155.463551486748
5_emr,2006,56779.67303648507
4_eur,2006,5609.868626347736
3_sear,2006,131082.0202447698
6_wpr,2006,18811.51078688725
5_emr,2007,56728.095556038475
1_afr,2007,236696.1461081193
6_wpr,2007,17666.64587233764
2_amr,2007,13878.03611785546
3_sear,2007,122022.79207981475
4_eur,2007,5505.00478205265
5_emr,2008,57118.80882558361
6_wpr,2008,16943.283454590284
3_sear,2008,113494.9578356209
2_amr,2008,12903.965834666444
4_eur,2008,5279.768579621343
1_afr,2008,236998.430728159
5_emr,2009,57316.94421478587
1_afr,2009,240832.32182453116
6_wpr,2009,16787.970768196425
4_eur,2009,4953.847143080314
2_amr,2009,11874.754415801091
3_sear,2009,105259.07028921989
6_wpr,2010,17546.79784358861
4_eur,2010,4730.361936898198
1_afr,2010,243889.11903886907
3_sear,2010,97163.9917747281
2_amr,2010,11435.606122137833
5_emr,2010,57375.20488527615
1_afr,2011,246219.72995951842
4_eur,2011,4704.163694014177
5_emr,2011,57573.69928670717
3_sear,2011,89349.53614093209
2_amr,2011,10756.45126534242
6_wpr,2011,16858.271562019476
2_amr,2012,10111.909950809815
6_wpr,2012,16230.12800869639
5_emr,2012,57221.06864199446
3_sear,2012,82148.48156751154
1_afr,2012,245772.15520889574
4_eur,2012,4533.283027269796
1_afr,2013,248786.0377113771
5_emr,2013,59097.440932851736
2_amr,2013,9935.963621720628
4_eur,2013,4447.681150733544
3_sear,2013,77276.43979461683
6_wpr,2013,15953.697959190691
2_amr,2014,9564.91346307619
5_emr,2014,60006.26906893299
3_sear,2014,71826.62585997867
4_eur,2014,4371.414621660091
1_afr,2014,253774.07403264067
6_wpr,2014,15413.756920845255
2_amr,2015,9240.862391141738
4_eur,2015,4281.920328160153
6_wpr,2015,15292.659267551398
1_afr,2015,254117.88660659234
5_emr,2015,58839.85781420531
3_sear,2015,69360.40897211597
2_amr,2016,9027.395478784434
1_afr,2016,253269.75930024078
3_sear,2016,65885.89265024189
5_emr,2016,58457.12777770795
6_wpr,2016,14972.12419365424
4_eur,2016,4127.939668300008
1_afr,2017,247117.4837541933
2_amr,2017,8824.122549394371
4_eur,2017,3871.6050576034436
3_sear,2017,62304.45082508291
5_emr,2017,57406.271848124205
6_wpr,2017,14679.24976956071
