region,year,rpost17
5_emr,2000,3.1721179485321045
6_wpr,2000,3.3972346782684326
1_afr,2000,4.387225151062012
2_amr,2000,1.5980467796325684
3_sear,2000,2.682986259460449
4_eur,2000,1.2429386377334595
5_emr,2001,3.134734869003296
2_amr,2001,1.552369475364685
3_sear,2001,2.622321605682373
6_wpr,2001,3.1232550144195557
1_afr,2001,4.327939033508301
4_eur,2001,1.1752053499221802
5_emr,2002,3.074252128601074
3_sear,2002,2.5441651344299316
4_eur,2002,1.1033533811569214
1_afr,2002,4.274725914001465
6_wpr,2002,2.824758291244507
2_amr,2002,1.5208783149719238
6_wpr,2003,2.574080467224121
4_eur,2003,1.0340232849121094
3_sear,2003,2.477678060531616
1_afr,2003,4.185727119445801
5_emr,2003,3.0346457958221436
2_amr,2003,1.4192832708358765
4_eur,2004,0.9794217348098755
5_emr,2004,2.9958150386810303
6_wpr,2004,2.3523108959198
1_afr,2004,4.126473426818848
3_sear,2004,3.210742473602295
2_amr,2004,1.3929189443588257
4_eur,2005,0.919818639755249
2_amr,2005,1.3595136404037476
6_wpr,2005,2.231595754623413
5_emr,2005,2.9432806968688965
3_sear,2005,2.347874879837036
1_afr,2005,4.072512149810791
1_afr,2006,4.094181060791016
2_amr,2006,1.3294386863708496
5_emr,2006,2.90146541595459
4_eur,2006,0.8709726333618164
3_sear,2006,2.2737910747528076
6_wpr,2006,2.1343576908111572
5_emr,2007,2.8564722537994385
1_afr,2007,4.095890045166016
6_wpr,2007,2.0168089866638184
2_amr,2007,1.2671797275543213
3_sear,2007,2.1982195377349854
4_eur,2007,0.8216286897659302
5_emr,2008,2.831186056137085
6_wpr,2008,1.9336515665054321
3_sear,2008,2.6708242893218994
2_amr,2008,1.2088472843170166
4_eur,2008,0.7963148355484009
1_afr,2008,4.081246852874756
5_emr,2009,2.7958102226257324
1_afr,2009,4.127432823181152
6_wpr,2009,1.8190971612930298
4_eur,2009,0.7413524985313416
2_amr,2009,1.1917035579681396
3_sear,2009,2.0491554737091064
6_wpr,2010,1.7230576276779175
4_eur,2010,0.7431778311729431
1_afr,2010,4.155758857727051
3_sear,2010,1.9659003019332886
2_amr,2010,3.4293248653411865
5_emr,2010,2.752248764038086
1_afr,2011,4.185672283172607
4_eur,2011,0.7044662833213806
5_emr,2011,2.755690574645996
3_sear,2011,1.8836121559143066
2_amr,2011,1.140628695487976
6_wpr,2011,1.6667001247406006
2_amr,2012,1.1196341514587402
6_wpr,2012,1.5820368528366089
5_emr,2012,2.756849527359009
3_sear,2012,1.7930469512939453
1_afr,2012,4.165579319000244
4_eur,2012,0.6876333355903625
1_afr,2013,4.203956127166748
5_emr,2013,2.8221240043640137
2_amr,2013,1.0800864696502686
4_eur,2013,0.6893371939659119
3_sear,2013,1.7228314876556396
6_wpr,2013,1.4990339279174805
2_amr,2014,1.057457447052002
5_emr,2014,2.8081400394439697
3_sear,2014,1.639366626739502
4_eur,2014,0.6618459820747375
1_afr,2014,4.269262790679932
6_wpr,2014,1.43216073513031
2_amr,2015,1.0558292865753174
4_eur,2015,0.6249105930328369
6_wpr,2015,1.394294261932373
1_afr,2015,4.259552955627441
5_emr,2015,2.889209270477295
3_sear,2015,1.6070373058319092
2_amr,2016,1.0331414937973022
1_afr,2016,4.239518165588379
3_sear,2016,1.5322990417480469
5_emr,2016,2.7715632915496826
6_wpr,2016,1.3256056308746338
4_eur,2016,0.6046950221061707
1_afr,2017,4.125133991241455
2_amr,2017,1.0152051448822021
4_eur,2017,0.5813351273536682
3_sear,2017,1.4575045108795166
5_emr,2017,2.6974287033081055
6_wpr,2017,1.2799147367477417
