region,year,neo11
5_emr,2000,137921.87159347534
6_wpr,2000,119568.39059561491
1_afr,2000,336704.4800632
2_amr,2000,33230.480526685715
3_sear,2000,416507.07831192017
4_eur,2000,16892.48719935119
5_emr,2001,135055.94578790665
2_amr,2001,31416.88356912136
3_sear,2001,399455.1603279114
6_wpr,2001,112016.35873231292
1_afr,2001,338129.86131858826
4_eur,2001,16016.724329955876
5_emr,2002,132627.7553062439
3_sear,2002,381757.7383842468
4_eur,2002,15316.685564056039
1_afr,2002,338651.63747787476
6_wpr,2002,103064.7110619843
2_amr,2002,30060.106888115406
6_wpr,2003,93921.5199110508
4_eur,2003,14598.773465901613
3_sear,2003,363936.169965744
1_afr,2003,337984.3399374485
5_emr,2003,130528.46034812927
2_amr,2003,27950.471136271954
4_eur,2004,13979.630401439965
5_emr,2004,128488.68797791004
6_wpr,2004,84158.76719838381
1_afr,2004,336346.99423611164
3_sear,2004,346532.7471437454
2_amr,2004,26949.227773934603
4_eur,2005,13555.471913099289
2_amr,2005,25303.62488079071
6_wpr,2005,75974.47415360808
5_emr,2005,126248.11654567719
3_sear,2005,329171.919254303
1_afr,2005,333994.2256863117
1_afr,2006,331393.1151314974
2_amr,2006,24506.560683771968
5_emr,2006,124291.81441950798
4_eur,2006,13206.222446486354
3_sear,2006,312027.8139629364
6_wpr,2006,70878.31853342056
5_emr,2007,122949.193567276
1_afr,2007,328025.8014264107
6_wpr,2007,66115.6210218966
2_amr,2007,23562.00452017784
3_sear,2007,294654.09778499603
4_eur,2007,12868.954613395035
5_emr,2008,122018.77068805695
6_wpr,2008,61631.62694326043
3_sear,2008,276826.592651844
2_amr,2008,22655.713693857193
4_eur,2008,12520.693721488118
1_afr,2008,324739.48370194435
5_emr,2009,121136.34247350693
1_afr,2009,321072.8837211132
6_wpr,2009,57751.31074887514
4_eur,2009,12446.771430253983
2_amr,2009,21609.5451900959
3_sear,2009,258240.01145887375
6_wpr,2010,53867.10912427306
4_eur,2010,11769.429766222835
1_afr,2010,316988.7848416567
3_sear,2010,239954.94438362122
2_amr,2010,20809.272770166397
5_emr,2010,119653.95073437691
1_afr,2011,312976.23342967033
4_eur,2011,11161.547645546496
5_emr,2011,117824.57569265366
3_sear,2011,222439.65076255798
2_amr,2011,19890.316675424576
6_wpr,2011,50223.04191362858
2_amr,2012,19014.543828725815
6_wpr,2012,47398.260081365705
5_emr,2012,115741.76830005646
3_sear,2012,206232.8565659523
1_afr,2012,308845.1020219326
4_eur,2012,10423.50024177134
1_afr,2013,304750.2392141819
5_emr,2013,113898.96433162689
2_amr,2013,18586.43939960003
4_eur,2013,9919.274544768035
3_sear,2013,191352.61503076553
6_wpr,2013,45091.049722507596
2_amr,2014,18282.462391734123
5_emr,2014,111800.85714995861
3_sear,2014,177896.7366733551
4_eur,2014,9338.08880969137
1_afr,2014,300865.48775839806
6_wpr,2014,43267.79691836238
2_amr,2015,17970.973867297173
4_eur,2015,8893.437796026468
6_wpr,2015,41352.8301654309
1_afr,2015,297470.415274024
5_emr,2015,109746.17735421658
3_sear,2015,165758.47212266922
2_amr,2016,17879.122028529644
1_afr,2016,294234.3945951462
3_sear,2016,158119.49062871933
5_emr,2016,107244.45982968807
6_wpr,2016,38753.25434868038
4_eur,2016,8382.482287839055
1_afr,2017,292082.1461150646
2_amr,2017,17267.16713809967
4_eur,2017,7926.511825270951
3_sear,2017,151496.88741397858
5_emr,2017,105043.37728631496
6_wpr,2017,36451.348703965545
