region,year,rpost13
5_emr,2000,4.338803768157959
6_wpr,2000,1.3326090574264526
1_afr,2000,9.132243156433105
2_amr,2000,1.6468324661254883
3_sear,2000,4.774263381958008
4_eur,2000,0.9991406202316284
5_emr,2001,4.241902828216553
2_amr,2001,1.5501551628112793
3_sear,2001,4.506192207336426
6_wpr,2001,1.2485673427581787
1_afr,2001,8.872556686401367
4_eur,2001,0.9004961252212524
5_emr,2002,4.143042087554932
3_sear,2002,4.231367588043213
4_eur,2002,0.8098204135894775
1_afr,2002,8.615978240966797
6_wpr,2002,1.1699410676956177
2_amr,2002,1.426413655281067
6_wpr,2003,1.0703538656234741
4_eur,2003,0.7298116683959961
3_sear,2003,3.9908435344696045
1_afr,2003,8.284594535827637
5_emr,2003,4.053630352020264
2_amr,2003,1.3568624258041382
4_eur,2004,0.6406379342079163
5_emr,2004,3.9574215412139893
6_wpr,2004,0.9725049138069153
1_afr,2004,8.02071762084961
3_sear,2004,3.764467716217041
2_amr,2004,1.199863076210022
4_eur,2005,0.5727323293685913
2_amr,2005,1.101094365119934
6_wpr,2005,0.8826077580451965
5_emr,2005,3.852398157119751
3_sear,2005,3.546679735183716
1_afr,2005,7.765583515167236
1_afr,2006,7.668020248413086
2_amr,2006,0.9729860424995422
5_emr,2006,3.771211624145508
4_eur,2006,0.5206552147865295
3_sear,2006,3.3373301029205322
6_wpr,2006,0.7939990162849426
5_emr,2007,3.691073417663574
1_afr,2007,7.538223743438721
6_wpr,2007,0.7398635149002075
2_amr,2007,0.8945699334144592
3_sear,2007,3.130549192428589
4_eur,2007,0.5038496851921082
5_emr,2008,3.6385388374328613
6_wpr,2008,0.7036512494087219
3_sear,2008,2.9387810230255127
2_amr,2008,0.8352430462837219
4_eur,2008,0.47716274857521057
1_afr,2008,7.397748947143555
5_emr,2009,3.575695037841797
1_afr,2009,7.372381210327148
6_wpr,2009,0.6915926337242126
4_eur,2009,0.4430280029773712
2_amr,2009,0.7718400359153748
3_sear,2009,2.7541310787200928
6_wpr,2010,0.7179586291313171
4_eur,2010,0.41979870200157166
1_afr,2010,7.327642917633057
3_sear,2010,2.570338726043701
2_amr,2010,0.746268093585968
5_emr,2010,3.5106260776519775
1_afr,2011,7.267326831817627
4_eur,2011,0.41556403040885925
5_emr,2011,3.4641778469085693
3_sear,2011,2.3889272212982178
2_amr,2011,0.7044546604156494
6_wpr,2011,0.6865875124931335
2_amr,2012,0.6642317175865173
6_wpr,2012,0.6596090793609619
5_emr,2012,3.396435022354126
3_sear,2012,2.217712640762329
1_afr,2012,7.132863521575928
4_eur,2012,0.399717777967453
1_afr,2013,7.105797290802002
5_emr,2013,3.472374439239502
2_amr,2013,0.6542284488677979
4_eur,2013,0.39233896136283875
3_sear,2013,2.1033191680908203
6_wpr,2013,0.6488010883331299
2_amr,2014,0.6309259533882141
5_emr,2014,3.502480983734131
3_sear,2014,1.9676895141601562
4_eur,2014,0.3866218626499176
1_afr,2014,7.138993263244629
6_wpr,2014,0.6291084885597229
2_amr,2015,0.6103547215461731
4_eur,2015,0.3804628252983093
6_wpr,2015,0.6282994151115417
1_afr,2015,7.045706748962402
5_emr,2015,3.423104763031006
3_sear,2015,1.9093432426452637
2_amr,2016,0.5968725085258484
1_afr,2016,6.9246931076049805
3_sear,2016,1.8201878070831299
5_emr,2016,3.3992300033569336
6_wpr,2016,0.6209388971328735
4_eur,2016,0.36913231015205383
1_afr,2017,6.664848327636719
2_amr,2017,0.5840277671813965
4_eur,2017,0.34890326857566833
3_sear,2017,1.7264615297317505
5_emr,2017,3.3425889015197754
6_wpr,2017,0.6158341765403748
