region,year,fufive12
5_emr,2000,0.056904397904872894
6_wpr,2000,0.017781659960746765
1_afr,2000,0.033332131803035736
2_amr,2000,0.06017419323325157
3_sear,2000,0.07088347524404526
4_eur,2000,0.03634478151798248
5_emr,2001,0.05959542468190193
2_amr,2001,0.060709159821271896
3_sear,2001,0.07136235386133194
6_wpr,2001,0.018524834886193275
1_afr,2001,0.03477969765663147
4_eur,2001,0.03649583458900452
5_emr,2002,0.06249196454882622
3_sear,2002,0.07252724468708038
4_eur,2002,0.03699507936835289
1_afr,2002,0.03644555062055588
6_wpr,2002,0.0194806307554245
2_amr,2002,0.06129917502403259
6_wpr,2003,0.020442910492420197
4_eur,2003,0.037602752447128296
3_sear,2003,0.0727400928735733
1_afr,2003,0.03790643438696861
5_emr,2003,0.06442347168922424
2_amr,2003,0.06257019937038422
4_eur,2004,0.03797401860356331
5_emr,2004,0.06683170795440674
6_wpr,2004,0.020885320380330086
1_afr,2004,0.04185526445508003
3_sear,2004,0.07165162265300751
2_amr,2004,0.0644182562828064
4_eur,2005,0.038603171706199646
2_amr,2005,0.0644068717956543
6_wpr,2005,0.02128746546804905
5_emr,2005,0.06873669475317001
3_sear,2005,0.07390988618135452
1_afr,2005,0.042931683361530304
1_afr,2006,0.046717625111341476
2_amr,2006,0.06368456035852432
5_emr,2006,0.06991836428642273
4_eur,2006,0.03907310590147972
3_sear,2006,0.07322964072227478
6_wpr,2006,0.021567147225141525
5_emr,2007,0.07133006304502487
1_afr,2007,0.0495137944817543
6_wpr,2007,0.02221498265862465
2_amr,2007,0.06538166850805283
3_sear,2007,0.07463342696428299
4_eur,2007,0.03949388116598129
5_emr,2008,0.07340683043003082
6_wpr,2008,0.023953573778271675
3_sear,2008,0.07408437132835388
2_amr,2008,0.06496959924697876
4_eur,2008,0.04048844054341316
1_afr,2008,0.051303889602422714
5_emr,2009,0.07457298040390015
1_afr,2009,0.05303987115621567
6_wpr,2009,0.025464626029133797
4_eur,2009,0.041843120008707047
2_amr,2009,0.06644459068775177
3_sear,2009,0.07443257421255112
6_wpr,2010,0.027231190353631973
4_eur,2010,0.04038437083363533
1_afr,2010,0.05378209054470062
3_sear,2010,0.07528924196958542
2_amr,2010,0.057214464992284775
5_emr,2010,0.0753597617149353
1_afr,2011,0.05320815369486809
4_eur,2011,0.04106695204973221
5_emr,2011,0.07299450784921646
3_sear,2011,0.07505452632904053
2_amr,2011,0.06666296720504761
6_wpr,2011,0.029060691595077515
2_amr,2012,0.06690084934234619
6_wpr,2012,0.030246853828430176
5_emr,2012,0.07321157306432724
3_sear,2012,0.07563593238592148
1_afr,2012,0.05378933995962143
4_eur,2012,0.04072187840938568
1_afr,2013,0.05366980656981468
5_emr,2013,0.07384144514799118
2_amr,2013,0.06651727110147476
4_eur,2013,0.04046114906668663
3_sear,2013,0.07557997852563858
6_wpr,2013,0.03152018412947655
2_amr,2014,0.06617511063814163
5_emr,2014,0.07368672639131546
3_sear,2014,0.07450602203607559
4_eur,2014,0.041928552091121674
1_afr,2014,0.055485889315605164
6_wpr,2014,0.03273477405309677
2_amr,2015,0.06794532388448715
4_eur,2015,0.04126657545566559
6_wpr,2015,0.034016676247119904
1_afr,2015,0.056393951177597046
5_emr,2015,0.07497967034578323
3_sear,2015,0.07400445640087128
2_amr,2016,0.06798312067985535
1_afr,2016,0.057174671441316605
3_sear,2016,0.0752389207482338
5_emr,2016,0.07641168683767319
6_wpr,2016,0.034874483942985535
4_eur,2016,0.04094705358147621
1_afr,2017,0.059032078832387924
2_amr,2017,0.06817956268787384
4_eur,2017,0.04075675085186958
3_sear,2017,0.07605447620153427
5_emr,2017,0.0769570842385292
6_wpr,2017,0.03559327498078346
