country,year,fpost10
afg,2000,0.025505587458610535
afg,2001,0.024529626592993736
afg,2002,0.027628790587186813
afg,2003,0.030832523480057716
afg,2004,0.030910996720194817
afg,2005,0.0303045567125082
afg,2006,0.02807454578578472
afg,2007,0.031154032796621323
afg,2008,0.03193602338433266
afg,2009,0.03163720294833183
afg,2010,0.03377857431769371
afg,2011,0.03399466723203659
afg,2012,0.034023430198431015
afg,2013,0.03566252812743187
afg,2014,0.03663597255945206
afg,2015,0.03683638200163841
afg,2016,0.03723790869116783
afg,2017,0.03637637570500374
ago,2000,0.017239388078451157
ago,2001,0.016982030123472214
ago,2002,0.01732637546956539
ago,2003,0.01835939660668373
ago,2004,0.019223367795348167
ago,2005,0.019924115389585495
ago,2006,0.020826146006584167
ago,2007,0.022159921005368233
ago,2008,0.023088380694389343
ago,2009,0.02355370856821537
ago,2010,0.02452617511153221
ago,2011,0.02481955848634243
ago,2012,0.024850986897945404
ago,2013,0.024556001648306847
ago,2014,0.02529149316251278
ago,2015,0.02830851450562477
ago,2016,0.028395190834999084
ago,2017,0.028347739949822426
alb,2000,0.01450390089303255
alb,2001,0.014404559507966042
alb,2002,0.014463420026004314
alb,2003,0.014716309495270252
alb,2004,0.014849524013698101
alb,2005,0.014932235702872276
alb,2006,0.015144008211791515
alb,2007,0.015266939997673035
alb,2008,0.015319724567234516
alb,2009,0.02344752661883831
alb,2010,0.02343311905860901
alb,2011,0.023253116756677628
alb,2012,0.023434452712535858
alb,2013,0.02646631933748722
alb,2014,0.029672134667634964
alb,2015,0.03027258813381195
alb,2016,0.030281132087111473
alb,2017,0.030326522886753082
and,2000,0.3271313011646271
and,2001,0.32810720801353455
and,2002,0.3291242718696594
and,2003,0.3300088047981262
and,2004,0.3306487500667572
and,2005,0.3305972218513489
and,2006,0.3306044042110443
and,2007,0.3310416638851166
and,2008,0.33232808113098145
and,2009,0.33336323499679565
and,2010,0.33353176712989807
and,2011,0.22238831222057343
and,2012,0.1111111119389534
and,2013,0.3333333432674408
and,2014,0.46666666865348816
and,2015,0.6666666269302368
and,2016,0.3333333432674408
and,2017,0.3333333432674408
are,2000,0.05513932183384895
are,2001,0.05541924759745598
are,2002,0.05548795685172081
are,2003,0.05523049458861351
are,2004,0.05470529571175575
are,2005,0.05446682125329971
are,2006,0.05380738154053688
are,2007,0.05454960837960243
are,2008,0.056032709777355194
are,2009,0.05821903795003891
are,2010,0.06014792248606682
are,2011,0.062480926513671875
are,2012,0.06355452537536621
are,2013,0.06481993943452835
are,2014,0.06538094580173492
are,2015,0.0653284564614296
are,2016,0.06514853984117508
are,2017,0.06337916105985641
arg,2000,0.047490306198596954
arg,2001,0.041797589510679245
arg,2002,0.0494895800948143
arg,2003,0.04991726204752922
arg,2004,0.05064054951071739
arg,2005,0.05647315829992294
arg,2006,0.05105920881032944
arg,2007,0.050012581050395966
arg,2008,0.05253085866570473
arg,2009,0.05429026484489441
arg,2010,0.05196091905236244
arg,2011,0.07090475410223007
arg,2012,0.05598992854356766
arg,2013,0.05335279181599617
arg,2014,0.0579015351831913
arg,2015,0.05561141297221184
arg,2016,0.06052301824092865
arg,2017,0.05801411345601082
arm,2000,0.027427539229393005
arm,2001,0.02905760519206524
arm,2002,0.029791662469506264
arm,2003,0.0299933310598135
arm,2004,0.0297221839427948
arm,2005,0.0293482206761837
arm,2006,0.0293215773999691
arm,2007,0.030059602111577988
arm,2008,0.0316392183303833
arm,2009,0.03382459282875061
arm,2010,0.043361835181713104
arm,2011,0.05615602433681488
arm,2012,0.05744422599673271
arm,2013,0.05849027633666992
arm,2014,0.06308258324861526
arm,2015,0.06724188476800919
arm,2016,0.06885135918855667
arm,2017,0.06858021765947342
atg,2000,0.10227271914482117
atg,2001,0.0705329179763794
atg,2002,0.07305195182561874
atg,2003,0.04293443262577057
atg,2004,0.044651806354522705
atg,2005,0.11000733822584152
atg,2006,0.06535551697015762
atg,2007,0.06535552442073822
atg,2008,0.0
atg,2009,0.00870945118367672
atg,2010,0.027547018602490425
atg,2011,0.028858782723546028
atg,2012,0.04797939583659172
atg,2013,0.07022996991872787
atg,2014,0.07374147325754166
atg,2015,0.04594627395272255
atg,2016,0.013856813311576843
atg,2017,0.020785219967365265
aus,2000,0.09933777898550034
aus,2001,0.09602828323841095
aus,2002,0.06526163965463638
aus,2003,0.03626199811697006
aus,2004,0.05064382404088974
aus,2005,0.05979849398136139
aus,2006,0.033920880407094955
aus,2007,0.041301924735307693
aus,2008,0.034528009593486786
aus,2009,0.04931296780705452
aus,2010,0.05627996847033501
aus,2011,0.09477084875106812
