country,year,fpost16
afg,2000,0.06781338155269623
afg,2001,0.06637299060821533
afg,2002,0.07624060660600662
afg,2003,0.08906032145023346
afg,2004,0.09219389408826828
afg,2005,0.09225836396217346
afg,2006,0.08716001361608505
afg,2007,0.09859620034694672
afg,2008,0.10274158418178558
afg,2009,0.10299000889062881
afg,2010,0.10824485868215561
afg,2011,0.10973186045885086
afg,2012,0.11202804744243622
afg,2013,0.12592074275016785
afg,2014,0.13447675108909607
afg,2015,0.13858377933502197
afg,2016,0.14473003149032593
afg,2017,0.14593757688999176
ago,2000,0.036917753517627716
ago,2001,0.03608601540327072
ago,2002,0.03701433911919594
ago,2003,0.03928641229867935
ago,2004,0.04101457819342613
ago,2005,0.04207891970872879
ago,2006,0.04353076219558716
ago,2007,0.04577726498246193
ago,2008,0.047425415366888046
ago,2009,0.048132043331861496
ago,2010,0.050181660801172256
ago,2011,0.050732217729091644
ago,2012,0.050618868321180344
ago,2013,0.049716729670763016
ago,2014,0.05091135576367378
ago,2015,0.05687156319618225
ago,2016,0.0569438710808754
ago,2017,0.056889381259679794
alb,2000,0.15266264975070953
alb,2001,0.1596040576696396
alb,2002,0.16573989391326904
alb,2003,0.17101669311523438
alb,2004,0.17597725987434387
alb,2005,0.18114137649536133
alb,2006,0.1863522231578827
alb,2007,0.19127853214740753
alb,2008,0.19593076407909393
alb,2009,0.18418167531490326
alb,2010,0.18788975477218628
alb,2011,0.1912400871515274
alb,2012,0.19402283430099487
alb,2013,0.1952735036611557
alb,2014,0.19584381580352783
alb,2015,0.19831140339374542
alb,2016,0.19797205924987793
alb,2017,0.19779445230960846
and,2000,0.3232303857803345
and,2001,0.32375815510749817
and,2002,0.32455992698669434
and,2003,0.32555755972862244
and,2004,0.326626181602478
and,2005,0.32773008942604065
and,2006,0.32878950238227844
and,2007,0.32948142290115356
and,2008,0.3298177123069763
and,2009,0.3303702771663666
and,2010,0.331661581993103
and,2011,0.2215639352798462
and,2012,0.4444444477558136
and,2013,0.3333333432674408
