region,year,rufive10
5_emr,2000,12.611059188842773
6_wpr,2000,5.539224624633789
1_afr,2000,13.545876502990723
2_amr,2000,5.529477119445801
3_sear,2000,14.093482971191406
4_eur,2000,4.566186428070068
5_emr,2001,12.403975486755371
2_amr,2001,5.26799201965332
3_sear,2001,13.797357559204102
6_wpr,2001,5.359467029571533
1_afr,2001,13.142926216125488
4_eur,2001,4.355494499206543
5_emr,2002,12.188258171081543
3_sear,2002,13.508371353149414
4_eur,2002,4.141929626464844
1_afr,2002,12.729641914367676
6_wpr,2002,5.15617561340332
2_amr,2002,4.970819473266602
6_wpr,2003,4.915408134460449
4_eur,2003,3.903568983078003
3_sear,2003,13.2362642288208
1_afr,2003,12.330460548400879
5_emr,2003,12.000481605529785
2_amr,2003,4.756131649017334
4_eur,2004,3.740124464035034
5_emr,2004,11.827874183654785
6_wpr,2004,4.6875224113464355
1_afr,2004,11.956023216247559
3_sear,2004,12.987485885620117
2_amr,2004,4.438527584075928
4_eur,2005,3.520373821258545
2_amr,2005,4.324737071990967
6_wpr,2005,4.467475891113281
5_emr,2005,11.667777061462402
3_sear,2005,12.740386962890625
1_afr,2005,11.606132507324219
1_afr,2006,11.305685043334961
2_amr,2006,4.060619831085205
5_emr,2006,11.54552936553955
4_eur,2006,3.3252756595611572
3_sear,2006,12.52804946899414
6_wpr,2006,4.238768100738525
5_emr,2007,11.445823669433594
1_afr,2007,11.002297401428223
6_wpr,2007,4.006622791290283
2_amr,2007,3.933173179626465
3_sear,2007,12.327762603759766
4_eur,2007,3.150224447250366
5_emr,2008,11.320329666137695
6_wpr,2008,3.725861072540283
3_sear,2008,12.126042366027832
2_amr,2008,3.827212333679199
4_eur,2008,2.988858461380005
1_afr,2008,10.704959869384766
5_emr,2009,11.228673934936523
1_afr,2009,10.468132972717285
6_wpr,2009,3.477146625518799
4_eur,2009,2.83439564704895
2_amr,2009,3.688318967819214
3_sear,2009,11.902036666870117
6_wpr,2010,3.2694287300109863
4_eur,2010,2.71445631980896
1_afr,2010,10.321492195129395
3_sear,2010,11.670056343078613
2_amr,2010,3.5890300273895264
5_emr,2010,11.187549591064453
1_afr,2011,10.193758964538574
4_eur,2011,2.53695011138916
5_emr,2011,11.165740013122559
3_sear,2011,11.425158500671387
2_amr,2011,3.465134382247925
6_wpr,2011,3.0531585216522217
2_amr,2012,3.363905429840088
6_wpr,2012,2.8630785942077637
5_emr,2012,11.082701683044434
3_sear,2012,11.16831111907959
1_afr,2012,10.044817924499512
4_eur,2012,2.490901231765747
1_afr,2013,9.865272521972656
5_emr,2013,10.953802108764648
2_amr,2013,3.291585683822632
4_eur,2013,2.4051337242126465
3_sear,2013,10.898539543151855
6_wpr,2013,2.6875503063201904
2_amr,2014,3.2282321453094482
5_emr,2014,10.739059448242188
3_sear,2014,10.604331970214844
4_eur,2014,2.280017852783203
1_afr,2014,9.624598503112793
6_wpr,2014,2.5254547595977783
2_amr,2015,3.1323046684265137
4_eur,2015,2.1709256172180176
6_wpr,2015,2.3907294273376465
1_afr,2015,9.372454643249512
5_emr,2015,10.501819610595703
3_sear,2015,10.301928520202637
2_amr,2016,3.163595199584961
1_afr,2016,9.112174034118652
3_sear,2016,9.859615325927734
5_emr,2016,10.266179084777832
6_wpr,2016,2.2768735885620117
4_eur,2016,2.0589704513549805
1_afr,2017,8.901780128479004
2_amr,2017,3.0721027851104736
4_eur,2017,1.9666719436645508
3_sear,2017,9.462518692016602
5_emr,2017,10.048762321472168
6_wpr,2017,2.181804895401001
