region,year,post9
5_emr,2000,172548.1334697801
6_wpr,2000,106673.44326182936
1_afr,2000,572436.6348065068
2_amr,2000,47563.46423349475
3_sear,2000,522790.2045497562
4_eur,2000,25841.116848379694
5_emr,2001,169047.19121663275
2_amr,2001,43434.24826662195
3_sear,2001,498380.57319916756
6_wpr,2001,93928.06165475224
1_afr,2001,561776.100439012
4_eur,2001,23446.325410369667
5_emr,2002,165273.04226300516
3_sear,2002,472562.83291391423
4_eur,2002,21345.828603460388
1_afr,2002,549540.7358232641
6_wpr,2002,83555.31480802275
2_amr,2002,40049.56024336988
6_wpr,2003,74665.09341003346
4_eur,2003,19737.52363265218
3_sear,2003,448934.2608147986
1_afr,2003,532355.4854544752
5_emr,2003,162835.6518028191
2_amr,2003,37685.076616989805
4_eur,2004,18225.969644102293
5_emr,2004,160385.42149935244
6_wpr,2004,67667.12484128737
1_afr,2004,519246.20829643897
3_sear,2004,425817.3006038063
2_amr,2004,35552.016353048435
4_eur,2005,17088.56682911013
2_amr,2005,32224.943845014986
6_wpr,2005,62207.98461737121
5_emr,2005,157189.61247405034
3_sear,2005,403420.24600400263
1_afr,2005,506649.9375267897
1_afr,2006,502160.84461667837
2_amr,2006,30633.15367422004
5_emr,2006,154563.54266640727
4_eur,2006,15880.538765940331
3_sear,2006,380080.01676965965
6_wpr,2006,58946.00035083831
5_emr,2007,150188.97401152193
1_afr,2007,490827.6422535527
6_wpr,2007,56620.82500331799
2_amr,2007,28318.99248588323
3_sear,2007,355560.2667942638
4_eur,2007,14733.472866093021
5_emr,2008,145178.98342131163
6_wpr,2008,54545.63718519776
3_sear,2008,330581.4634207117
2_amr,2008,26305.218797822658
4_eur,2008,13566.916209690324
1_afr,2008,476147.08493857447
5_emr,2009,138627.34089334958
1_afr,2009,467402.6849226528
6_wpr,2009,51960.89051651358
4_eur,2009,13056.841270919465
2_amr,2009,25663.370153135627
3_sear,2009,305709.84762644506
6_wpr,2010,48778.98811188551
4_eur,2010,11784.822595668973
1_afr,2010,460183.08561988093
3_sear,2010,281788.68917143805
2_amr,2010,24007.89857311302
5_emr,2010,133123.41601522616
1_afr,2011,446427.9733058099
4_eur,2011,11034.449393914729
5_emr,2011,128492.80458764346
3_sear,2011,259893.16488342307
2_amr,2011,23193.67159617278
6_wpr,2011,45690.595508389226
2_amr,2012,21523.743652672732
6_wpr,2012,42829.02673682119
5_emr,2012,124471.49255011712
3_sear,2012,239049.76341410965
1_afr,2012,426789.3723999638
4_eur,2012,10280.487069136458
1_afr,2013,410999.80842961674
5_emr,2013,113192.20609303594
2_amr,2013,20757.48811169764
4_eur,2013,10074.254199988665
3_sear,2013,216988.78727125775
6_wpr,2013,40810.728923615454
2_amr,2014,19348.098773439935
5_emr,2014,105991.23930989584
3_sear,2014,198352.69928966244
4_eur,2014,9262.67603649209
1_afr,2014,396638.48013234173
6_wpr,2014,38471.9945479113
2_amr,2015,17874.955649638025
4_eur,2015,8750.75289670796
6_wpr,2015,36279.96132234323
1_afr,2015,371765.01531199744
5_emr,2015,101125.26966654017
3_sear,2015,173259.90195596492
2_amr,2016,17685.06019120334
1_afr,2016,365414.1918296968
3_sear,2016,158622.69400646052
5_emr,2016,98441.17884525674
6_wpr,2016,33913.04474322736
4_eur,2016,7917.079681253155
1_afr,2017,354974.3930516233
2_amr,2017,17042.957435154058
4_eur,2017,7419.343418120583
3_sear,2017,146625.32423099817
5_emr,2017,95705.04720249999
6_wpr,2017,31677.34449091269
