country,year,fpost3
afg,2000,0.22705550491809845
afg,2001,0.20966026186943054
afg,2002,0.2264040857553482
afg,2003,0.24582719802856445
afg,2004,0.23784279823303223
afg,2005,0.22329755127429962
afg,2006,0.1981130838394165
afg,2007,0.21068720519542694
afg,2008,0.2065470665693283
afg,2009,0.1955081969499588
afg,2010,0.19639480113983154
afg,2011,0.18869087100028992
afg,2012,0.18190358579158783
afg,2013,0.1889120489358902
afg,2014,0.1889415830373764
afg,2015,0.184158593416214
afg,2016,0.18054689466953278
afg,2017,0.1699286848306656
ago,2000,0.26806795597076416
ago,2001,0.2496127486228943
ago,2002,0.24334321916103363
ago,2003,0.24498718976974487
ago,2004,0.24189196527004242
ago,2005,0.2342240959405899
ago,2006,0.22796213626861572
ago,2007,0.22559446096420288
ago,2008,0.21966390311717987
ago,2009,0.20932920277118683
ago,2010,0.2042112946510315
ago,2011,0.1941567212343216
ago,2012,0.18251875042915344
ago,2013,0.16943997144699097
ago,2014,0.1599692851305008
ago,2015,0.16059905290603638
ago,2016,0.15214040875434875
ago,2017,0.14511191844940186
alb,2000,0.05193387717008591
alb,2001,0.048046406358480453
alb,2002,0.044769901782274246
alb,2003,0.0419435016810894
alb,2004,0.03924304246902466
alb,2005,0.03647080808877945
alb,2006,0.033753760159015656
alb,2007,0.03122864104807377
alb,2008,0.02895369566977024
alb,2009,0.024806933477520943
alb,2010,0.023152625188231468
alb,2011,0.02179257571697235
alb,2012,0.02077343873679638
alb,2013,0.019981013610959053
alb,2014,0.01937291771173477
alb,2015,0.01905073970556259
alb,2016,0.018504975363612175
alb,2017,0.01820375770330429
and,2000,0.00062529620481655
and,2001,0.0005349956336431205
and,2002,0.00042202003533020616
and,2003,0.000319901155307889
and,2004,0.0002505096490494907
and,2005,0.00022478352184407413
and,2006,0.00020078029774595052
and,2007,0.00016601095558144152
and,2008,0.000110062857856974
and,2009,5.9504171076696366e-05
and,2010,2.4734534235903993e-05
and,2011,6.80157700116979e-06
and,2012,0.0
and,2013,0.0
and,2014,0.0
and,2015,0.0
and,2016,0.0
and,2017,0.0
are,2000,0.015934137627482414
are,2001,0.015573697164654732
are,2002,0.015113774687051773
are,2003,0.014752469025552273
are,2004,0.014736844226717949
are,2005,0.014922065660357475
are,2006,0.015482150949537754
are,2007,0.01600700430572033
are,2008,0.016764599829912186
are,2009,0.01707804948091507
are,2010,0.0170986857265234
are,2011,0.016612950712442398
are,2012,0.01588546857237816
are,2013,0.014761539176106453
are,2014,0.013980509713292122
are,2015,0.013579161837697029
are,2016,0.013408597558736801
are,2017,0.013548539020121098
arg,2000,0.04768310487270355
arg,2001,0.053597401827573776
arg,2002,0.05796448513865471
arg,2003,0.04042776674032211
