country,year,ufive9
afg,2000,22851.66015625
afg,2001,23305.77734375
afg,2002,23541.48828125
afg,2003,23711.94921875
afg,2004,23678.984375
afg,2005,23342.53125
afg,2006,22834.654296875
afg,2007,21956.533203125
afg,2008,20799.6953125
afg,2009,19384.625
afg,2010,18114.46875
afg,2011,17018.064453125
afg,2012,16190.7646484375
afg,2013,15406.5634765625
afg,2014,13804.0244140625
afg,2015,12648.9912109375
afg,2016,12103.35546875
afg,2017,11629.326171875
ago,2000,33409.58203125
ago,2001,33277.45703125
ago,2002,33786.40234375
ago,2003,33479.34765625
ago,2004,33007.50390625
ago,2005,32170.333984375
ago,2006,30849.75
ago,2007,29194.35546875
ago,2008,27743.34375
ago,2009,26406.40234375
ago,2010,25211.849609375
ago,2011,23944.76171875
ago,2012,22686.939453125
ago,2013,21205.88671875
ago,2014,18978.845703125
ago,2015,17913.037109375
ago,2016,17218.32421875
ago,2017,16683.466796875
alb,2000,265.2911376953125
alb,2001,225.01467895507812
alb,2002,190.9259796142578
alb,2003,162.4552459716797
alb,2004,137.82630920410156
alb,2005,116.4325942993164
alb,2006,98.47771453857422
alb,2007,84.23033905029297
alb,2008,72.120361328125
alb,2009,59.206016540527344
alb,2010,51.907501220703125
alb,2011,46.22599411010742
alb,2012,41.60683822631836
alb,2013,37.69641876220703
alb,2014,34.196006774902344
alb,2015,31.350662231445312
alb,2016,28.65790367126465
alb,2017,27.161367416381836
and,2000,0.020934194326400757
and,2001,0.029137881472706795
and,2002,0.026306545361876488
and,2003,0.01534857414662838
and,2004,0.012905730865895748
and,2005,0.010873516090214252
and,2006,0.008960987441241741
and,2007,0.007396399043500423
and,2008,0.005730343516916037
and,2009,0.004001987166702747
and,2010,0.002112341346219182
and,2011,0.0007362039177678525
and,2012,0.0
and,2013,0.0
and,2014,0.0
and,2015,0.0
and,2016,0.0
and,2017,0.0
are,2000,31.390079498291016
are,2001,30.687204360961914
are,2002,29.930980682373047
are,2003,29.557754516601562
are,2004,29.7379207611084
