region,year,post5
5_emr,2000,128.78871682372733
6_wpr,2000,397.586057485198
1_afr,2000,477.37178052596505
2_amr,2000,12.654449582678795
3_sear,2000,653.4649932432001
4_eur,2000,0.0
5_emr,2001,118.51778110155982
2_amr,2001,19.90437060475153
3_sear,2001,586.4474950271176
6_wpr,2001,379.9569646272318
1_afr,2001,450.3478657031989
4_eur,2001,0.0
5_emr,2002,107.44904061821371
3_sear,2002,529.3521076401104
4_eur,2002,0.0
1_afr,2002,426.6375494490587
6_wpr,2002,332.89708703573433
2_amr,2002,17.89851334859021
6_wpr,2003,303.7014641824371
4_eur,2003,0.0
3_sear,2003,475.4268218219879
1_afr,2003,404.46588137706635
5_emr,2003,97.00901069079619
2_amr,2003,11.847976321778399
4_eur,2004,0.0
5_emr,2004,88.0432486289381
6_wpr,2004,258.23600247060193
1_afr,2004,382.90428263651023
3_sear,2004,428.769298023798
2_amr,2004,13.77216268672201
4_eur,2005,0.0
2_amr,2005,9.055448435784372
6_wpr,2005,156.82884022896405
5_emr,2005,81.19138121637437
3_sear,2005,384.8738668600299
1_afr,2005,363.0316087208672
1_afr,2006,341.45286073353043
2_amr,2006,10.655393289592316
5_emr,2006,77.40823285734851
4_eur,2006,1.0066815863614098
3_sear,2006,348.13585338492953
6_wpr,2006,85.51856486998395
5_emr,2007,74.95794081922347
1_afr,2007,320.08185342417175
6_wpr,2007,44.94217613372002
2_amr,2007,6.341268351380496
3_sear,2007,314.63449076500825
4_eur,2007,0.0
5_emr,2008,73.24470533554305
6_wpr,2008,25.93291937114094
3_sear,2008,283.29869850537006
2_amr,2008,10.044605070229691
4_eur,2008,0.0
1_afr,2008,300.62503499910355
5_emr,2009,70.67175953102812
1_afr,2009,281.0462300626543
6_wpr,2009,31.274432520744007
4_eur,2009,0.0
2_amr,2009,8.8179582004901
3_sear,2009,254.57082083881286
6_wpr,2010,44.055573551448376
4_eur,2010,0.0
1_afr,2010,264.23310610500346
3_sear,2010,228.32820700679397
2_amr,2010,7.6337665142833036
5_emr,2010,67.5015739368208
1_afr,2011,248.84810309371886
4_eur,2011,0.0
5_emr,2011,63.47608039062627
3_sear,2011,204.07326473290075
2_amr,2011,6.918575363136061
6_wpr,2011,55.71876992425839
2_amr,2012,11.28682635538514
6_wpr,2012,48.6724498149945
5_emr,2012,62.34685751313602
3_sear,2012,188.082059748676
1_afr,2012,239.59654238877687
4_eur,2012,0.0
1_afr,2013,231.36519361135873
5_emr,2013,61.33715935726216
2_amr,2013,5.702716420835913
4_eur,2013,0.0
3_sear,2013,173.1875953887267
6_wpr,2013,44.318568323337516
2_amr,2014,7.160064467182838
5_emr,2014,60.152236131379226
3_sear,2014,159.31707862774945
4_eur,2014,0.0
1_afr,2014,224.25364545620397
6_wpr,2014,32.27001205982707
2_amr,2015,5.727120164997087
4_eur,2015,0.0
6_wpr,2015,20.641575237940124
1_afr,2015,216.7398911800524
5_emr,2015,58.091052042600175
3_sear,2015,146.98439570536462
2_amr,2016,7.29732606932016
1_afr,2016,210.17175452851623
3_sear,2016,136.04645512734882
5_emr,2016,57.48339452456809
6_wpr,2016,19.494554139996264
4_eur,2016,0.0
1_afr,2017,203.6202196136091
2_amr,2017,6.756105230468754
4_eur,2017,0.0
3_sear,2017,126.398779335071
5_emr,2017,56.33237453859548
6_wpr,2017,18.236553040203002
