region,year,fpost9
5_emr,2000,0.2993784248828888
6_wpr,2000,0.27377405762672424
1_afr,2000,0.1905265748500824
2_amr,2000,0.22168424725532532
3_sear,2000,0.3099299371242523
4_eur,2000,0.22246865928173065
5_emr,2001,0.299888551235199
2_amr,2001,0.21543163061141968
3_sear,2001,0.30608657002449036
6_wpr,2001,0.2629041373729706
1_afr,2001,0.19089260697364807
4_eur,2001,0.21860703825950623
5_emr,2002,0.30234062671661377
3_sear,2002,0.3079976439476013
4_eur,2002,0.21414072811603546
1_afr,2002,0.1903361976146698
6_wpr,2002,0.2534193694591522
2_amr,2002,0.21107934415340424
6_wpr,2003,0.2449687421321869
4_eur,2003,0.21208925545215607
3_sear,2003,0.30498602986335754
1_afr,2003,0.18615411221981049
5_emr,2003,0.3022342622280121
2_amr,2003,0.21061234176158905
4_eur,2004,0.20839594304561615
5_emr,2004,0.3081669509410858
6_wpr,2004,0.2386285960674286
1_afr,2004,0.19845625758171082
3_sear,2004,0.2919541597366333
2_amr,2004,0.21025995910167694
4_eur,2005,0.20686236023902893
2_amr,2005,0.20160876214504242
6_wpr,2005,0.23446308076381683
5_emr,2005,0.31195253133773804
3_sear,2005,0.3072661757469177
1_afr,2005,0.1919630616903305
1_afr,2006,0.20756980776786804
2_amr,2006,0.20281080901622772
5_emr,2006,0.3138342797756195
4_eur,2006,0.20218543708324432
3_sear,2006,0.30015069246292114
6_wpr,2006,0.2347688227891922
5_emr,2007,0.31518492102622986
1_afr,2007,0.21202385425567627
6_wpr,2007,0.23549428582191467
2_amr,2007,0.1983456164598465
3_sear,2007,0.30968955159187317
4_eur,2007,0.19639787077903748
5_emr,2008,0.3133198618888855
6_wpr,2008,0.23796246945858002
3_sear,2008,0.30221280455589294
2_amr,2008,0.19418030977249146
4_eur,2008,0.18893973529338837
1_afr,2008,0.21010559797286987
5_emr,2009,0.30496513843536377
1_afr,2009,0.2144189178943634
6_wpr,2009,0.23492932319641113
4_eur,2009,0.18957148492336273
2_amr,2009,0.19870209693908691
3_sear,2009,0.30068323016166687
6_wpr,2010,0.22978241741657257
4_eur,2010,0.17800608277320862
1_afr,2010,0.21864108741283417
3_sear,2010,0.30456089973449707
2_amr,2010,0.15028606355190277
5_emr,2010,0.2992551028728485
1_afr,2011,0.21635983884334564
4_eur,2011,0.17272189259529114
5_emr,2011,0.2788259983062744
3_sear,2011,0.3017757833003998
2_amr,2011,0.19569745659828186
6_wpr,2011,0.22434791922569275
2_amr,2012,0.1887749582529068
6_wpr,2012,0.2210424542427063
5_emr,2012,0.27907755970954895
3_sear,2012,0.3073950409889221
1_afr,2012,0.2175334244966507
4_eur,2012,0.16705459356307983
1_afr,2013,0.2126133143901825
5_emr,2013,0.2638748586177826
2_amr,2013,0.1891549676656723
4_eur,2013,0.17107564210891724
3_sear,2013,0.3058204650878906
6_wpr,2013,0.22049695253372192
2_amr,2014,0.1825636774301529
5_emr,2014,0.24549129605293274
3_sear,2014,0.2961655855178833
4_eur,2014,0.16570845246315002
1_afr,2014,0.21588250994682312
6_wpr,2014,0.21390065550804138
2_amr,2015,0.17376594245433807
4_eur,2015,0.16508887708187103
6_wpr,2015,0.21527312695980072
1_afr,2015,0.20727309584617615
5_emr,2015,0.2431793361902237
3_sear,2015,0.2785625457763672
2_amr,2016,0.17402273416519165
1_afr,2016,0.20762814581394196
3_sear,2016,0.27777838706970215
5_emr,2016,0.24550572037696838
6_wpr,2016,0.2121257185935974
4_eur,2016,0.15722721815109253
1_afr,2017,0.21340429782867432
2_amr,2017,0.1736914962530136
4_eur,2017,0.1550830900669098
3_sear,2017,0.27554014325141907
5_emr,2017,0.24665847420692444
6_wpr,2017,0.20848196744918823
