region,year,fpost13
5_emr,2000,0.10476481169462204
6_wpr,2000,0.07997497171163559
1_afr,2000,0.08250295370817184
2_amr,2000,0.12209510058164597
3_sear,2000,0.11251816898584366
4_eur,2000,0.08831320703029633
5_emr,2001,0.10547101497650146
2_amr,2001,0.12190145999193192
3_sear,2001,0.11009921878576279
6_wpr,2001,0.08127612620592117
1_afr,2001,0.08353937417268753
4_eur,2001,0.08608892560005188
5_emr,2002,0.10724789649248123
3_sear,2002,0.10971438884735107
4_eur,2002,0.08359895646572113
1_afr,2002,0.08442512154579163
6_wpr,2002,0.08246000111103058
2_amr,2002,0.11879754066467285
6_wpr,2003,0.08180063962936401
4_eur,2003,0.08132439106702805
3_sear,2003,0.1077527403831482
1_afr,2003,0.08369128406047821
5_emr,2003,0.10775390267372131
2_amr,2003,0.11942125856876373
4_eur,2004,0.07680123299360275
5_emr,2004,0.11047284305095673
6_wpr,2004,0.08023768663406372
1_afr,2004,0.09043946117162704
3_sear,2004,0.10235349833965302
2_amr,2004,0.11136122792959213
4_eur,2005,0.07365304976701736
2_amr,2005,0.1077137440443039
6_wpr,2005,0.0782763659954071
5_emr,2005,0.11294427514076233
3_sear,2005,0.10671637207269669
1_afr,2005,0.08864161372184753
1_afr,2006,0.09749995917081833
2_amr,2006,0.10033873468637466
5_emr,2006,0.11528856307268143
4_eur,2006,0.07142287492752075
3_sear,2006,0.10351598262786865
6_wpr,2006,0.07492206990718842
5_emr,2007,0.11904895305633545
1_afr,2007,0.10224613547325134
6_wpr,2007,0.07347816228866577
2_amr,2007,0.09720146656036377
3_sear,2007,0.10628066956996918
4_eur,2007,0.07338196784257889
5_emr,2008,0.12327168881893158
6_wpr,2008,0.07391729205846786
3_sear,2008,0.10375545173883438
2_amr,2008,0.09525471180677414
4_eur,2008,0.0735287293791771
1_afr,2008,0.10457839071750641
5_emr,2009,0.12609107792377472
1_afr,2009,0.11048077046871185
6_wpr,2009,0.07590298354625702
4_eur,2009,0.0719246044754982
2_amr,2009,0.09194188565015793
3_sear,2009,0.10352835804224014
6_wpr,2010,0.08265742659568787
4_eur,2010,0.07145065069198608
1_afr,2010,0.11587601900100708
3_sear,2010,0.10501611977815628
2_amr,2010,0.0715852826833725
5_emr,2010,0.1289767175912857
1_afr,2011,0.11932957917451859
4_eur,2011,0.07363412529230118
5_emr,2011,0.1249334067106247
3_sear,2011,0.10374850034713745
2_amr,2011,0.09075795114040375
6_wpr,2011,0.08277673274278641
2_amr,2012,0.08868695795536041
6_wpr,2012,0.08376438915729523
5_emr,2012,0.12829537689685822
3_sear,2012,0.10563505440950394
1_afr,2012,0.12526942789554596
4_eur,2012,0.07366438210010529
1_afr,2013,0.1286989003419876
5_emr,2013,0.13776856660842896
2_amr,2013,0.09054259955883026
4_eur,2013,0.07552815973758698
3_sear,2013,0.1089121624827385
6_wpr,2013,0.08619648963212967
2_amr,2014,0.09025206416845322
5_emr,2014,0.1389833390712738
3_sear,2014,0.10724620521068573
4_eur,2014,0.07820422202348709
1_afr,2014,0.1381242275238037
6_wpr,2014,0.08569902926683426
2_amr,2015,0.08983223140239716
4_eur,2015,0.08078132569789886
6_wpr,2015,0.09074151515960693
1_afr,2015,0.14168035984039307
5_emr,2015,0.14149418473243713
3_sear,2015,0.11151577532291412
2_amr,2016,0.08883045613765717
1_afr,2016,0.14390774071216583
3_sear,2016,0.11537867784500122
5_emr,2016,0.14578817784786224
6_wpr,2016,0.0936504676938057
4_eur,2016,0.08197776228189468
1_afr,2017,0.14856263995170593
2_amr,2017,0.08993010967969894
4_eur,2017,0.08092636615037918
3_sear,2017,0.11708329617977142
5_emr,2017,0.1479519009590149
6_wpr,2017,0.09661033004522324
