region,year,fufive8
5_emr,2000,0.003916850313544273
6_wpr,2000,0.003769117873162031
1_afr,2000,0.15691009163856506
2_amr,2000,0.0004526165430434048
3_sear,2000,0.0017093245405703783
4_eur,2000,7.256749086081982e-06
5_emr,2001,0.004053451120853424
2_amr,2001,0.00042985411710105836
3_sear,2001,0.00185671029612422
6_wpr,2001,0.003355185268446803
1_afr,2001,0.15960346162319183
4_eur,2001,0.0
5_emr,2002,0.004231616389006376
3_sear,2002,0.0018131721299141645
4_eur,2002,0.0
1_afr,2002,0.1618613749742508
6_wpr,2002,0.0029049233999103308
2_amr,2002,0.0003895026457030326
6_wpr,2003,0.0035041586961597204
4_eur,2003,0.0
3_sear,2003,0.0020242873579263687
1_afr,2003,0.16097477078437805
5_emr,2003,0.003930176142603159
2_amr,2003,0.0003964148345403373
4_eur,2004,9.305494131695013e-06
5_emr,2004,0.003798798657953739
6_wpr,2004,0.004705499392002821
1_afr,2004,0.1698158085346222
3_sear,2004,0.0021905885078012943
2_amr,2004,0.0004023656656499952
4_eur,2005,6.772559572709724e-06
2_amr,2005,0.00042892975034192204
6_wpr,2005,0.003530128626152873
5_emr,2005,0.004346952773630619
3_sear,2005,0.002581123262643814
1_afr,2005,0.16199713945388794
1_afr,2006,0.1660393327474594
2_amr,2006,0.0003928656515199691
5_emr,2006,0.003597377333790064
4_eur,2006,0.0
3_sear,2006,0.0020728963427245617
6_wpr,2006,0.0040630013681948185
5_emr,2007,0.0033910470083355904
1_afr,2007,0.16083739697933197
6_wpr,2007,0.003469157963991165
2_amr,2007,0.0003304084821138531
3_sear,2007,0.00215543364174664
4_eur,2007,0.0
5_emr,2008,0.002370645524933934
6_wpr,2008,0.0034925376530736685
3_sear,2008,0.002388697350397706
2_amr,2008,0.0003445250622462481
4_eur,2008,0.0
1_afr,2008,0.14997358620166779
5_emr,2009,0.00220888527110219
1_afr,2009,0.14399471879005432
6_wpr,2009,0.005684737581759691
4_eur,2009,0.0
2_amr,2009,0.00035697867861017585
3_sear,2009,0.002418966731056571
6_wpr,2010,0.0036075739189982414
4_eur,2010,4.450454980542418e-06
1_afr,2010,0.13666871190071106
3_sear,2010,0.00301651144400239
2_amr,2010,0.00036632991395890713
5_emr,2010,0.0026859077624976635
1_afr,2011,0.12691783905029297
4_eur,2011,8.556781722290907e-06
5_emr,2011,0.0022339574061334133
3_sear,2011,0.0026023173704743385
2_amr,2011,0.00042358748032711446
6_wpr,2011,0.00319457845762372
2_amr,2012,0.00038080886588431895
6_wpr,2012,0.004521154332906008
5_emr,2012,0.0023271183017641306
3_sear,2012,0.0026796311140060425
1_afr,2012,0.12048220634460449
4_eur,2012,1.0674048098735511e-05
1_afr,2013,0.11312035471200943
5_emr,2013,0.0022088512778282166
2_amr,2013,0.0003918643924407661
4_eur,2013,1.1275438737357035e-05
3_sear,2013,0.001901849522255361
6_wpr,2013,0.006803933065384626
2_amr,2014,0.00028377436683513224
5_emr,2014,0.0027979849837720394
3_sear,2014,0.0014787310501560569
4_eur,2014,0.0
1_afr,2014,0.10943333804607391
6_wpr,2014,0.006355255376547575
2_amr,2015,0.00030547057394869626
4_eur,2015,0.0
6_wpr,2015,0.00332304066978395
1_afr,2015,0.10451555997133255
5_emr,2015,0.002766684629023075
3_sear,2015,0.001505850232206285
2_amr,2016,0.0004545069532468915
1_afr,2016,0.0989232063293457
3_sear,2016,0.0016473641153424978
5_emr,2016,0.0025913496501743793
6_wpr,2016,0.005226676352322102
4_eur,2016,4.054932105646003e-06
1_afr,2017,0.0969674363732338
2_amr,2017,0.0006620876956731081
4_eur,2017,4.18021818404668e-06
3_sear,2017,0.001563629019074142
5_emr,2017,0.0027029826305806637
6_wpr,2017,0.005451882258057594
