region,year,ufive3
5_emr,2000,137610.15906834602
6_wpr,2000,57107.00155599043
1_afr,2000,530878.8443543315
2_amr,2000,32380.581363856792
3_sear,2000,429256.54952812195
4_eur,2000,12730.10619320604
5_emr,2001,130912.96050465107
2_amr,2001,29236.250735104084
3_sear,2001,401842.5400533676
6_wpr,2001,49808.05430235714
1_afr,2001,503480.6495568305
4_eur,2001,11161.9451232258
5_emr,2002,124572.1756439805
3_sear,2002,374583.166033268
4_eur,2002,9820.737497819238
1_afr,2002,476887.8408206701
6_wpr,2002,45471.249902524054
2_amr,2002,27429.460911393166
6_wpr,2003,42014.38887685165
4_eur,2003,8706.943937551056
3_sear,2003,349750.4532380104
1_afr,2003,446292.06833553314
5_emr,2003,119616.07979846
2_amr,2003,25300.42287170887
4_eur,2004,7727.941687900922
5_emr,2004,114842.37734127045
6_wpr,2004,38521.566681072116
1_afr,2004,420483.27623048425
3_sear,2004,326105.6395421028
2_amr,2004,22274.559368252754
4_eur,2005,6921.790318174113
2_amr,2005,20852.90904095769
6_wpr,2005,34668.53094321489
5_emr,2005,109887.1538630724
3_sear,2005,303698.1443786621
1_afr,2005,396557.8356305659
1_afr,2006,381507.97781318426
2_amr,2006,18354.02851381898
5_emr,2006,105756.80302006006
4_eur,2006,6302.623716001544
3_sear,2006,281482.25619482994
6_wpr,2006,31231.056918099523
5_emr,2007,101671.39032626152
1_afr,2007,365160.53962633014
6_wpr,2007,28202.560825243592
2_amr,2007,16117.87760009244
3_sear,2007,259749.82935094833
4_eur,2007,5777.855890200764
5_emr,2008,98411.24983555079
6_wpr,2008,25684.90553055331
3_sear,2008,238760.49496889114
2_amr,2008,14122.57192317769
4_eur,2008,5482.178087692882
1_afr,2008,348287.5587515235
5_emr,2009,94979.21294486523
1_afr,2009,337227.94003266096
6_wpr,2009,23814.132586020976
4_eur,2009,5108.8495993685065
2_amr,2009,12626.918681517243
3_sear,2009,218996.08634662628
6_wpr,2010,21914.750892493874
4_eur,2010,4777.34365171742
1_afr,2010,325902.58611644804
3_sear,2010,199756.25568258762
2_amr,2010,11612.643434539437
5_emr,2010,91382.41961443424
1_afr,2011,314556.5814780146
4_eur,2011,4699.786453057104
5_emr,2011,87780.6878207326
3_sear,2011,182099.30223882198
2_amr,2011,10081.956776347011
6_wpr,2011,20576.32889459282
2_amr,2012,9548.683936715126
6_wpr,2012,19425.456527452916
5_emr,2012,83385.1506331563
3_sear,2012,165620.35604834557
1_afr,2012,299880.3267444372
4_eur,2012,4469.523478210787
1_afr,2013,288648.6732760519
5_emr,2013,82544.9141702652
2_amr,2013,9228.870136216283
4_eur,2013,4214.157653577626
3_sear,2013,151636.69531202316
6_wpr,2013,18152.047176307067
2_amr,2014,8686.804201513529
5_emr,2014,79518.46173936129
3_sear,2014,138234.800447464
4_eur,2014,3907.9622130369535
1_afr,2014,276853.14294849336
6_wpr,2014,17300.136740526184
2_amr,2015,8177.152531482279
4_eur,2015,3582.6101784557104
6_wpr,2015,16501.78812479973
1_afr,2015,263172.3396998644
5_emr,2015,75246.1452229917
3_sear,2015,130197.67787796259
2_amr,2016,8118.078906595707
1_afr,2016,251408.4002544582
3_sear,2016,120848.32504922152
5_emr,2016,71357.45949444175
6_wpr,2016,15633.704417642206
4_eur,2016,3313.405844181776
1_afr,2017,235605.8184774965
2_amr,2017,7644.383641034365
4_eur,2017,3033.612826168537
3_sear,2017,112522.50052434206
5_emr,2017,66728.48646762967
6_wpr,2017,14986.410169821233
