global,year,fufive15
global,2000,0.05723009631037712
global,2001,0.05828274413943291
global,2002,0.059467483311891556
global,2003,0.059969089925289154
global,2004,0.062246549874544144
global,2005,0.06347347795963287
global,2006,0.06628087908029556
global,2007,0.06865102797746658
global,2008,0.06991517543792725
global,2009,0.0718165710568428
global,2010,0.07419023662805557
global,2011,0.07611832022666931
global,2012,0.07872744649648666
global,2013,0.08074773102998734
global,2014,0.08330877870321274
global,2015,0.08568964153528214
global,2016,0.08682296425104141
global,2017,0.08760926872491837
