region,year,ufive15
5_emr,2000,65050.582904815674
6_wpr,2000,96952.06618604064
1_afr,2000,130670.12666034698
2_amr,2000,65019.87704128027
3_sear,2000,169175.98570251465
4_eur,2000,44466.649649083614
5_emr,2001,64938.6975440979
2_amr,2001,62914.41877424717
3_sear,2001,167615.65058898926
6_wpr,2001,96888.58533389866
1_afr,2001,129967.5264134407
4_eur,2001,42467.55002230406
5_emr,2002,64838.64091491699
3_sear,2002,165716.20712661743
4_eur,2002,40327.66450446844
1_afr,2002,129626.99010562897
6_wpr,2002,95579.68753886223
2_amr,2002,61252.50456440449
6_wpr,2003,91442.45384427905
4_eur,2003,38704.881293296814
3_sear,2003,163901.5026321411
1_afr,2003,129084.47015047073
5_emr,2003,64956.3844871521
2_amr,2003,59348.488379478455
4_eur,2004,37075.26184076071
5_emr,2004,65145.684967041016
6_wpr,2004,89735.40131689608
1_afr,2004,129446.48417901993
3_sear,2004,162226.99939727783
2_amr,2004,58938.25539469719
4_eur,2005,35950.18416887522
2_amr,2005,56883.24410367012
6_wpr,2005,87381.53123770654
5_emr,2005,65266.86416244507
3_sear,2005,160388.7123889923
1_afr,2005,130313.08268404007
1_afr,2006,132620.81368255615
2_amr,2006,56982.78969502449
5_emr,2006,65671.66563034058
4_eur,2006,34655.13385605812
3_sear,2006,158358.79908943176
6_wpr,2006,85384.79572063684
5_emr,2007,66223.25148391724
1_afr,2007,135101.78933429718
6_wpr,2007,83027.43290756643
2_amr,2007,55143.23722028732
3_sear,2007,155949.82705116272
4_eur,2007,33525.767395317554
5_emr,2008,67023.11822128296
6_wpr,2008,78285.65957982838
3_sear,2008,153068.3734111786
2_amr,2008,54668.496955394745
4_eur,2008,32583.197749197483
1_afr,2008,137655.24635505676
5_emr,2009,67763.38738250732
1_afr,2009,141163.3403954506
6_wpr,2009,75887.59527607262
4_eur,2009,30507.84225922823
2_amr,2009,52992.25609284639
3_sear,2009,149563.07086372375
6_wpr,2010,74244.22511613369
4_eur,2010,31154.700133770704
1_afr,2010,144531.17783164978
3_sear,2010,145836.01146316528
2_amr,2010,53201.47808086872
5_emr,2010,68260.93682861328
1_afr,2011,148128.06396865845
4_eur,2011,30859.31985795498
5_emr,2011,68657.62799072266
3_sear,2011,142288.40052604675
2_amr,2011,52104.37817966938
6_wpr,2011,71492.8354037404
2_amr,2012,51605.3182451725
6_wpr,2012,68412.25752006471
5_emr,2012,68795.90731430054
3_sear,2012,139155.4580974579
1_afr,2012,150873.6928730011
4_eur,2012,28908.162246227264
1_afr,2013,154471.46239852905
5_emr,2013,69535.32303619385
2_amr,2013,50148.97466182709
4_eur,2013,27924.476872764528
3_sear,2013,137176.18780326843
6_wpr,2013,64738.832971304655
2_amr,2014,49917.987570643425
5_emr,2014,69711.18214416504
3_sear,2014,135385.76051330566
4_eur,2014,26894.184500483796
1_afr,2014,158677.91604185104
6_wpr,2014,61038.91885571182
2_amr,2015,49511.82115876675
4_eur,2015,25794.7215221785
6_wpr,2015,57739.61396703124
1_afr,2015,161547.0178899765
5_emr,2015,69265.88716125488
3_sear,2015,135175.22016334534
2_amr,2016,48917.05003666878
1_afr,2016,163908.08365011215
3_sear,2016,129005.87153053284
5_emr,2016,68680.0185623169
6_wpr,2016,54720.77643676102
4_eur,2016,24681.492323629558
1_afr,2017,162050.9401512146
2_amr,2017,47076.95575654507
4_eur,2017,23322.028794787824
3_sear,2017,122941.20763015747
5_emr,2017,67032.8722038269
6_wpr,2017,51805.35771340132
