region,year,fneo2
5_emr,2000,1.0520631803956348e-05
6_wpr,2000,3.3399559470126405e-05
1_afr,2000,0.0016753566451370716
2_amr,2000,0.00019049228285439312
3_sear,2000,8.930783224059269e-05
4_eur,2000,6.77120842738077e-05
5_emr,2001,1.1680982424877584e-05
2_amr,2001,0.00020417557971086353
3_sear,2001,8.846260607242584e-05
6_wpr,2001,3.869630381814204e-05
1_afr,2001,0.001689377473667264
4_eur,2001,5.758367115049623e-05
5_emr,2002,1.3262141692393925e-05
3_sear,2002,8.65073234308511e-05
4_eur,2002,6.619483610847965e-05
1_afr,2002,0.001684947987087071
6_wpr,2002,4.391473703435622e-05
2_amr,2002,0.0002322045766049996
6_wpr,2003,4.9054535338655114e-05
4_eur,2003,7.622299017384648e-05
3_sear,2003,8.339838677784428e-05
1_afr,2003,0.0016651528421789408
5_emr,2003,1.4107635252003092e-05
2_amr,2003,0.00015855510719120502
4_eur,2004,7.570520392619073e-05
5_emr,2004,1.4798859410802834e-05
6_wpr,2004,5.404452531365678e-05
1_afr,2004,0.001628174795769155
3_sear,2004,7.975742482813075e-05
2_amr,2004,0.00018105149501934648
4_eur,2005,7.480884960386902e-05
2_amr,2005,0.00015423445438500494
6_wpr,2005,5.775090539827943e-05
5_emr,2005,1.5800858818693087e-05
3_sear,2005,7.524043030571193e-05
1_afr,2005,0.0015707975253462791
1_afr,2006,0.0015137736918404698
2_amr,2006,0.00014582084259018302
5_emr,2006,1.650109152251389e-05
4_eur,2006,7.229534821817651e-05
3_sear,2006,7.143238326534629e-05
6_wpr,2006,6.025848051649518e-05
5_emr,2007,1.7351920178043656e-05
1_afr,2007,0.001416060607880354
6_wpr,2007,6.518528243759647e-05
2_amr,2007,0.00024568644585087895
3_sear,2007,6.745128484908491e-05
4_eur,2007,8.800507930573076e-05
5_emr,2008,1.80198039743118e-05
6_wpr,2008,6.133190618129447e-05
3_sear,2008,6.222242518560961e-05
2_amr,2008,0.00013318913988769054
4_eur,2008,7.603720587212592e-05
1_afr,2008,0.0013144381809979677
5_emr,2009,1.845168117142748e-05
1_afr,2009,0.0012200094060972333
6_wpr,2009,5.187912756809965e-05
4_eur,2009,4.63151591247879e-05
2_amr,2009,0.00016062655777204782
3_sear,2009,5.758065526606515e-05
6_wpr,2010,4.099951183889061e-05
4_eur,2010,4.231569619150832e-05
1_afr,2010,0.0011320963967591524
3_sear,2010,5.624242839985527e-05
2_amr,2010,0.00016973164747469127
5_emr,2010,1.8305254343431443e-05
1_afr,2011,0.0011134411906823516
4_eur,2011,4.386478030937724e-05
5_emr,2011,1.915928987727966e-05
3_sear,2011,5.332402724889107e-05
2_amr,2011,0.0001297852722927928
6_wpr,2011,3.6783832911169156e-05
2_amr,2012,0.0001446067326469347
6_wpr,2012,3.444016692810692e-05
5_emr,2012,2.0393325030454434e-05
3_sear,2012,5.2165149099892005e-05
1_afr,2012,0.0010364048648625612
4_eur,2012,4.836298103327863e-05
1_afr,2013,0.0008986646425910294
5_emr,2013,2.090706220769789e-05
2_amr,2013,0.0001116242419811897
4_eur,2013,5.4898719099583104e-05
3_sear,2013,5.344466262613423e-05
6_wpr,2013,3.537925294949673e-05
2_amr,2014,0.00011125050514237955
5_emr,2014,2.202724681410473e-05
3_sear,2014,5.274347131489776e-05
4_eur,2014,6.029399810358882e-05
1_afr,2014,0.0007816213183104992
6_wpr,2014,3.1883817428024486e-05
2_amr,2015,0.0001350747625110671
4_eur,2015,8.729241380933672e-05
6_wpr,2015,3.062163159484044e-05
1_afr,2015,0.0007021002820692956
5_emr,2015,2.226743526989594e-05
3_sear,2015,5.366126060835086e-05
2_amr,2016,0.00014199732686392963
1_afr,2016,0.0006851460784673691
3_sear,2016,5.18093875143677e-05
5_emr,2016,2.3312659322982654e-05
6_wpr,2016,3.458849460002966e-05
4_eur,2016,9.72444613580592e-05
1_afr,2017,0.0006848123739473522
2_amr,2017,0.00015869484923314303
4_eur,2017,0.00012529270316008478
3_sear,2017,4.8743509978521615e-05
5_emr,2017,2.3904871341073886e-05
6_wpr,2017,3.570284025045112e-05
