region,year,ufive2
5_emr,2000,601.6300001144409
6_wpr,2000,1481.3486950397491
1_afr,2000,212609.1837501526
2_amr,2000,3062.051791727543
3_sear,2000,14441.820000171661
4_eur,2000,565.2324512898922
5_emr,2001,653.6299998760223
2_amr,2001,3015.946952998638
3_sear,2001,13840.800000190735
6_wpr,2001,1609.032170534134
1_afr,2001,217249.2306251526
4_eur,2001,633.4117552042007
5_emr,2002,703.8700001239777
3_sear,2002,13069.789999961853
4_eur,2002,688.9779046177864
1_afr,2002,219253.40984392166
6_wpr,2002,1707.582851409912
2_amr,2002,2931.6626366376877
6_wpr,2003,1777.3561811447144
4_eur,2003,737.3553418815136
3_sear,2003,12148.769999980927
1_afr,2003,218488.68499994278
5_emr,2003,742.5066859722137
2_amr,2003,2822.2292641699314
4_eur,2004,704.6515474021435
5_emr,2004,774.7800002098083
6_wpr,2004,1811.2058899402618
1_afr,2004,214719.8392186165
3_sear,2004,11189.840000152588
2_amr,2004,2662.4843410253525
4_eur,2005,679.6402347385883
2_amr,2005,2433.5264531672
6_wpr,2005,1802.398222476244
5_emr,2005,808.8800001144409
3_sear,2005,10151.840000152588
1_afr,2005,207872.20377361774
1_afr,2006,198375.7928123474
2_amr,2006,2262.0506675317883
5_emr,2006,841.8700001239777
4_eur,2006,629.2684654593468
3_sear,2006,9261.840000152588
6_wpr,2006,1743.4414450526237
5_emr,2007,885.8600001335144
1_afr,2007,183542.1521873474
6_wpr,2007,1756.2824895381927
2_amr,2007,1998.730311471969
3_sear,2007,8387.840000152588
4_eur,2007,639.8448355793953
5_emr,2008,919.8800001144409
6_wpr,2008,1547.7493388652802
3_sear,2008,7400.840000152588
2_amr,2008,1723.2642647884786
4_eur,2008,512.8377363979816
1_afr,2008,166201.85856723785
5_emr,2009,942.9000000953674
1_afr,2009,148150.03945302963
6_wpr,2009,1227.304298877716
4_eur,2009,395.1030606329441
2_amr,2009,1453.0375496521592
3_sear,2009,6521.849999904633
6_wpr,2010,914.9587730169296
4_eur,2010,335.20017153024673
1_afr,2010,135480.00042366982
3_sear,2010,6054.860000133514
2_amr,2010,1335.0337972342968
5_emr,2010,934.920000076294
1_afr,2011,118056.8714454174
4_eur,2011,333.20938462018967
5_emr,2011,974.920000076294
3_sear,2011,5452.850000143051
2_amr,2011,1189.546063542366
6_wpr,2011,774.2536512613297
2_amr,2012,1042.986581414938
6_wpr,2012,685.2633004188538
5_emr,2012,1030.5834830105305
3_sear,2012,5069.840000152588
1_afr,2012,102543.42464852333
4_eur,2012,345.8500351905823
1_afr,2013,89370.95195317268
5_emr,2013,1054.7999999523163
2_amr,2013,892.7955358624458
4_eur,2013,370.222309589386
3_sear,2013,4940.840000152588
6_wpr,2013,664.7976994514465
2_amr,2014,840.7087162435055
5_emr,2014,1096.0284268856049
3_sear,2014,4646.850000143051
4_eur,2014,380.77459740638733
1_afr,2014,81973.72099614143
6_wpr,2014,566.3580994606018
2_amr,2015,935.4090696871281
4_eur,2015,417.3817117214203
6_wpr,2015,518.3301045894623
1_afr,2015,75034.30107426643
5_emr,2015,1087.7399940788746
3_sear,2015,4508.860000133514
2_amr,2016,969.2963661551476
1_afr,2016,69097.37262070179
3_sear,2016,4158.869999885559
5_emr,2016,1116.7000689208508
6_wpr,2016,550.8392996788025
4_eur,2016,514.4484311938286
1_afr,2017,68292.44779777527
2_amr,2017,1020.8939373195171
4_eur,2017,629.0999349355698
3_sear,2017,3752.844675064087
5_emr,2017,1128.5966341495514
6_wpr,2017,536.330971956253
