region,year,rneo11
5_emr,2000,9.910554885864258
6_wpr,2000,5.113296985626221
1_afr,2000,12.4046630859375
2_amr,2000,2.0890514850616455
3_sear,2000,10.477127075195312
4_eur,2000,1.6453266143798828
5_emr,2001,9.635920524597168
2_amr,2001,1.98155677318573
3_sear,2001,10.040992736816406
6_wpr,2001,4.816510200500488
1_afr,2001,12.203009605407715
4_eur,2001,1.5620596408843994
5_emr,2002,9.372587203979492
3_sear,2002,9.596057891845703
4_eur,2002,1.4884660243988037
1_afr,2002,11.970369338989258
6_wpr,2002,4.435028076171875
2_amr,2002,1.9022890329360962
6_wpr,2003,4.032077312469482
4_eur,2003,1.4077720642089844
3_sear,2003,9.15711784362793
1_afr,2003,11.699262619018555
5_emr,2003,9.114031791687012
2_amr,2003,1.7748340368270874
4_eur,2004,1.3333334922790527
5_emr,2004,8.843880653381348
6_wpr,2004,3.5971415042877197
1_afr,2004,11.400773048400879
3_sear,2004,8.738492965698242
2_amr,2004,1.7172611951828003
4_eur,2005,1.2760021686553955
2_amr,2005,1.618278980255127
6_wpr,2005,3.2287402153015137
5_emr,2005,8.54587459564209
3_sear,2005,8.332412719726562
1_afr,2005,11.086259841918945
1_afr,2006,10.773173332214355
2_amr,2006,1.5733298063278198
5_emr,2006,8.255256652832031
4_eur,2006,1.225677251815796
3_sear,2006,7.94418478012085
6_wpr,2006,2.991642475128174
5_emr,2007,7.999818801879883
1_afr,2007,10.446861267089844
6_wpr,2007,2.7688639163970947
2_amr,2007,1.518792748451233
3_sear,2007,7.559482574462891
4_eur,2007,1.1778407096862793
5_emr,2008,7.772746562957764
6_wpr,2008,2.559549570083618
3_sear,2008,7.168007850646973
2_amr,2008,1.466450572013855
4_eur,2008,1.1315664052963257
1_afr,2008,10.136528015136719
5_emr,2009,7.557043075561523
1_afr,2009,9.828712463378906
6_wpr,2009,2.3791069984436035
4_eur,2009,1.1131285429000854
2_amr,2009,1.404585838317871
3_sear,2009,6.756917476654053
6_wpr,2010,2.204069137573242
4_eur,2010,1.0444848537445068
1_afr,2010,9.523921012878418
3_sear,2010,6.347675800323486
2_amr,2010,1.3579775094985962
5_emr,2010,7.321285724639893
1_afr,2011,9.237686157226562
4_eur,2011,0.9860068559646606
5_emr,2011,7.089439868927002
3_sear,2011,5.947340965270996
2_amr,2011,1.302643895149231
6_wpr,2011,2.045435905456543
2_amr,2012,1.2490284442901611
6_wpr,2012,1.926313877105713
5_emr,2012,6.870011329650879
3_sear,2012,5.567543029785156
1_afr,2012,8.963382720947266
4_eur,2012,0.9190819263458252
1_afr,2013,8.704239845275879
5_emr,2013,6.6923346519470215
2_amr,2013,1.223814606666565
4_eur,2013,0.8749992847442627
3_sear,2013,5.208258152008057
6_wpr,2013,1.8337517976760864
2_amr,2014,1.2059576511383057
5_emr,2014,6.525657653808594
3_sear,2014,4.873478889465332
4_eur,2014,0.8258903622627258
1_afr,2014,8.463735580444336
6_wpr,2014,1.7659637928009033
2_amr,2015,1.1869745254516602
4_eur,2015,0.7902114391326904
6_wpr,2015,1.6989824771881104
1_afr,2015,8.24770450592041
5_emr,2015,6.384663105010986
3_sear,2015,4.56297492980957
2_amr,2016,1.182130217552185
1_afr,2016,8.04471492767334
3_sear,2016,4.368267059326172
5_emr,2016,6.236170291900635
6_wpr,2016,1.6072136163711548
4_eur,2016,0.7495858073234558
1_afr,2017,7.877561569213867
2_amr,2017,1.1428337097167969
4_eur,2017,0.7143254280090332
3_sear,2017,4.197991371154785
5_emr,2017,6.116349220275879
6_wpr,2017,1.5292325019836426
