country,year,neo17
afg,2000,683.5136108398438
afg,2001,710.2581176757812
afg,2002,749.907470703125
afg,2003,810.4334716796875
afg,2004,886.0130004882812
afg,2005,919.8240356445312
afg,2006,888.828857421875
afg,2007,832.2631225585938
afg,2008,779.33642578125
afg,2009,723.7564697265625
afg,2010,660.633544921875
afg,2011,603.0528564453125
afg,2012,561.057861328125
afg,2013,545.9639892578125
afg,2014,536.3984985351562
afg,2015,525.5543823242188
afg,2016,511.5753173828125
afg,2017,499.8579406738281
ago,2000,356.83612060546875
ago,2001,356.2002258300781
ago,2002,356.7528991699219
ago,2003,363.7397766113281
ago,2004,370.8242492675781
ago,2005,371.4248046875
ago,2006,373.5998840332031
ago,2007,374.02374267578125
ago,2008,374.0919494628906
ago,2009,371.9546813964844
ago,2010,360.42071533203125
ago,2011,362.3681335449219
ago,2012,360.55047607421875
ago,2013,363.9937438964844
ago,2014,374.0060119628906
ago,2015,384.0802307128906
ago,2016,399.8117370605469
ago,2017,398.5356140136719
alb,2000,7.2284159660339355
alb,2001,6.498906135559082
alb,2002,5.817928314208984
alb,2003,5.176484107971191
alb,2004,4.647085666656494
alb,2005,4.14024543762207
alb,2006,3.7126529216766357
alb,2007,3.356499671936035
alb,2008,3.083805561065674
alb,2009,2.847135066986084
alb,2010,2.6862549781799316
alb,2011,2.5502521991729736
alb,2012,2.461491823196411
alb,2013,2.4293031692504883
alb,2014,2.4439563751220703
alb,2015,2.505091905593872
alb,2016,2.555529832839966
alb,2017,2.5552215576171875
and,2000,0.0
and,2001,0.0
and,2002,0.0
and,2003,0.0
and,2004,0.0
and,2005,0.0
and,2006,0.0
and,2007,0.0
and,2008,0.0
and,2009,0.0
and,2010,0.0
and,2011,0.0
and,2012,0.0
and,2013,0.0
and,2014,0.0
and,2015,0.0
and,2016,0.0
and,2017,0.0
are,2000,1.5234004259109497
are,2001,1.5578107833862305
are,2002,1.6119475364685059
are,2003,1.6798317432403564
are,2004,1.7643200159072876
are,2005,1.8395578861236572
are,2006,1.9770421981811523
are,2007,2.1421451568603516
are,2008,2.327409505844116
are,2009,2.4977035522460938
are,2010,2.625138759613037
are,2011,2.6810336112976074
are,2012,2.7185330390930176
are,2013,2.7225687503814697
are,2014,2.7552528381347656
are,2015,2.7967193126678467
are,2016,2.8312721252441406
are,2017,2.844740152359009
arg,2000,97.76348114013672
arg,2001,90.57391357421875
arg,2002,62.45036697387695
arg,2003,52.8626823425293
arg,2004,73.78119659423828
arg,2005,49.9903450012207
arg,2006,55.09476089477539
arg,2007,47.93080139160156
arg,2008,36.84393310546875
arg,2009,36.57562255859375
arg,2010,35.61750030517578
arg,2011,43.42021179199219
arg,2012,40.33668899536133
arg,2013,45.62810516357422
arg,2014,28.83268165588379
arg,2015,35.06673049926758
arg,2016,32.7646484375
arg,2017,30.87291145324707
arm,2000,7.776280403137207
arm,2001,7.370725154876709
arm,2002,7.049876689910889
arm,2003,6.766017436981201
arm,2004,6.5156426429748535
arm,2005,6.351822853088379
arm,2006,6.1616530418396
arm,2007,5.992068767547607
arm,2008,5.752741813659668
arm,2009,5.524089336395264
arm,2010,5.214774131774902
arm,2011,4.913792133331299
arm,2012,4.563192367553711
arm,2013,4.258742332458496
arm,2014,3.9431071281433105
arm,2015,3.6880273818969727
arm,2016,3.4299612045288086
arm,2017,3.1915314197540283
atg,2000,0.0
atg,2001,0.0
atg,2002,0.0
atg,2003,0.0
atg,2004,0.0
atg,2005,0.0
atg,2006,0.0
atg,2007,0.0
atg,2008,0.0
atg,2009,0.0
atg,2010,0.0
atg,2011,0.0
atg,2012,0.0
atg,2013,0.0
atg,2014,0.0
atg,2015,0.0
atg,2016,0.0
atg,2017,0.0
aus,2000,6.162544250488281
aus,2001,5.0
aus,2002,6.463262557983398
aus,2003,7.510506629943848
aus,2004,9.954545021057129
aus,2005,6.628142356872559
aus,2006,3.268712043762207
aus,2007,5.369696617126465
aus,2008,4.31034517288208
aus,2009,2.972222328186035
aus,2010,2.0569305419921875
aus,2011,2.0722579956054688
aus,2012,5.599710941314697
aus,2013,1.0148448944091797
aus,2014,3.4312498569488525
aus,2015,3.7199997901916504
aus,2016,2.6081483364105225
aus,2017,2.5329856872558594
aut,2000,5.952000141143799
aut,2001,1.9596775770187378
aut,2002,2.2232558727264404
aut,2003,2.052863359451294
aut,2004,0.9578059911727905
aut,2005,2.9200000762939453
aut,2006,1.121052622795105
aut,2007,3.3031914234161377
aut,2008,1.0149999856948853
aut,2009,2.16304349899292
aut,2010,3.8058252334594727
aut,2011,1.0430107116699219
aut,2012,4.388571262359619
aut,2013,2.0874316692352295
aut,2014,1.0161290168762207
aut,2015,0.0
aut,2016,0.0
aut,2017,0.0
aze,2000,36.031227111816406
aze,2001,33.77947235107422
aze,2002,32.127620697021484
aze,2003,30.791860580444336
aze,2004,29.765287399291992
aze,2005,29.335325241088867
aze,2006,28.138002395629883
aze,2007,27.420366287231445
aze,2008,26.589935302734375
aze,2009,25.748573303222656
aze,2010,25.124441146850586
aze,2011,23.968854904174805
aze,2012,22.722929000854492
aze,2013,21.48734474182129
aze,2014,20.063297271728516
aze,2015,18.5040340423584
aze,2016,16.918989181518555
aze,2017,15.361886024475098
bdi,2000,106.66950988769531
bdi,2001,110.8502426147461
bdi,2002,116.22654724121094
bdi,2003,121.03153228759766
bdi,2004,124.65039825439453
bdi,2005,127.40026092529297
bdi,2006,126.96737670898438
bdi,2007,129.40005493164062
bdi,2008,134.57679748535156
bdi,2009,141.48329162597656
bdi,2010,142.48265075683594
bdi,2011,137.6302032470703
bdi,2012,131.9767608642578
bdi,2013,129.8057403564453
bdi,2014,129.45904541015625
bdi,2015,128.85208129882812
bdi,2016,127.62218475341797
bdi,2017,126.41594696044922
bel,2000,4.0840840339660645
bel,2001,3.000000238418579
bel,2002,1.1219512224197388
bel,2003,1.0031347274780273
bel,2004,4.3848795890808105
bel,2005,7.323432922363281
bel,2006,3.058441400527954
bel,2007,1.9872204065322876
bel,2008,2.816514015197754
bel,2009,1.0747331380844116
bel,2010,1.0760871171951294
bel,2011,0.0
bel,2012,0.9897260069847107
bel,2013,3.200000047683716
bel,2014,0.0
bel,2015,1.3932480812072754
bel,2016,1.368632435798645
bel,2017,1.339093565940857
ben,2000,115.52262115478516
ben,2001,110.70146942138672
ben,2002,107.15077209472656
ben,2003,105.1886215209961
ben,2004,104.86006164550781
ben,2005,103.30492401123047
ben,2006,102.61184692382812
ben,2007,101.0721664428711
ben,2008,100.6121826171875
ben,2009,101.54408264160156
ben,2010,102.93671417236328
ben,2011,103.77680206298828
ben,2012,103.6183853149414
ben,2013,103.82864379882812
ben,2014,102.5960464477539
ben,2015,101.17527770996094
ben,2016,99.78881072998047
ben,2017,100.07280731201172
bfa,2000,239.2444610595703
bfa,2001,242.8224334716797
bfa,2002,244.5699920654297
bfa,2003,245.93772888183594
bfa,2004,244.39736938476562
bfa,2005,243.01483154296875
bfa,2006,244.11398315429688
bfa,2007,246.41915893554688
bfa,2008,249.14715576171875
bfa,2009,253.12379455566406
bfa,2010,256.8162536621094
bfa,2011,259.7322692871094
bfa,2012,260.7702941894531
bfa,2013,260.02655029296875
bfa,2014,259.31793212890625
bfa,2015,259.0548095703125
bfa,2016,258.72564697265625
bfa,2017,257.0396728515625
bgd,2000,1504.9791259765625
bgd,2001,1447.6146240234375
bgd,2002,1387.53466796875
bgd,2003,1328.7095947265625
bgd,2004,1272.4603271484375
bgd,2005,1218.4951171875
bgd,2006,1119.7738037109375
bgd,2007,1027.435791015625
bgd,2008,932.9039916992188
bgd,2009,847.37451171875
bgd,2010,768.99951171875
bgd,2011,697.9993896484375
bgd,2012,634.715087890625
bgd,2013,594.3386840820312
bgd,2014,560.443115234375
bgd,2015,526.8742065429688
bgd,2016,491.7728576660156
bgd,2017,460.70794677734375
bgr,2000,3.872180700302124
bgr,2001,6.807465553283691
bgr,2002,6.154838562011719
bgr,2003,3.1224489212036133
bgr,2004,8.111111640930176
bgr,2005,8.830986022949219
bgr,2006,2.0618555545806885
bgr,2007,7.484764099121094
bgr,2008,5.93684196472168
bgr,2009,4.392857074737549
bgr,2010,2.8499999046325684
bgr,2011,1.8961747884750366
bgr,2012,2.208754062652588
bgr,2013,0.0
bgr,2014,0.9829931855201721
bgr,2015,0.9537636041641235
bgr,2016,0.9013590216636658
bgr,2017,0.852448046207428
bhr,2000,0.0
bhr,2001,0.0
bhr,2002,0.0
bhr,2003,1.2352941036224365
bhr,2004,0.0
bhr,2005,0.0
bhr,2006,0.0
bhr,2007,2.1818182468414307
bhr,2008,0.0
bhr,2009,0.0
bhr,2010,1.512195348739624
bhr,2011,0.0
bhr,2012,0.0
bhr,2013,0.0
bhr,2014,0.0
bhr,2015,0.0
bhr,2016,0.0
bhr,2017,0.0
bhs,2000,0.0
bhs,2001,0.5470415353775024
bhs,2002,0.5470414757728577
bhs,2003,0.5554903745651245
bhs,2004,0.0
bhs,2005,0.0
bhs,2006,0.0
bhs,2007,0.0
bhs,2008,0.0
bhs,2009,0.3033408522605896
bhs,2010,0.3008130192756653
bhs,2011,0.3008130192756653
bhs,2012,0.0
bhs,2013,0.0
bhs,2014,0.0
bhs,2015,0.0
bhs,2016,0.0
bhs,2017,0.0
bih,2000,3.473576068878174
bih,2001,3.1244776248931885
bih,2002,2.8496320247650146
bih,2003,2.6276323795318604
bih,2004,2.4518795013427734
bih,2005,2.352236032485962
bih,2006,2.300220012664795
bih,2007,2.266735792160034
bih,2008,2.2333879470825195
bih,2009,2.191885471343994
bih,2010,2.109337329864502
bih,2011,2.026500701904297
bih,2012,1.9420292377471924
bih,2013,1.8462042808532715
bih,2014,1.771523356437683
bih,2015,1.708734393119812
bih,2016,1.6586440801620483
bih,2017,1.6090989112854004
blr,2000,7.479030132293701
blr,2001,6.781081199645996
blr,2002,6.250364303588867
blr,2003,5.725717067718506
blr,2004,5.152876377105713
blr,2005,4.586927890777588
blr,2006,3.9715495109558105
blr,2007,3.4153387546539307
blr,2008,2.9876797199249268
blr,2009,2.6875603199005127
blr,2010,2.5376343727111816
blr,2011,2.4905688762664795
blr,2012,2.533513307571411
blr,2013,2.536932945251465
blr,2014,2.451676845550537
blr,2015,2.330754041671753
blr,2016,2.194932460784912
blr,2017,2.097822427749634
blz,2000,0.6417043209075928
blz,2001,1.370789885520935
blz,2002,1.3709874153137207
blz,2003,1.316843032836914
blz,2004,0.36868685483932495
blz,2005,0.3668884336948395
blz,2006,0.0
blz,2007,0.0
blz,2008,0.0
blz,2009,0.42481812834739685
blz,2010,0.42885881662368774
blz,2011,1.066437840461731
blz,2012,1.236457109451294
blz,2013,1.672978401184082
blz,2014,1.3552340269088745
blz,2015,1.1751978397369385
blz,2016,1.1295757293701172
blz,2017,1.2190663814544678
bol,2000,126.8499526977539
bol,2001,125.15809631347656
bol,2002,123.66099548339844
bol,2003,122.38494110107422
bol,2004,121.32453918457031
bol,2005,119.65672302246094
bol,2006,116.30086517333984
bol,2007,111.99922943115234
bol,2008,106.69060516357422
bol,2009,101.31295776367188
bol,2010,97.02098846435547
bol,2011,93.39093780517578
bol,2012,91.440185546875
bol,2013,90.34532928466797
bol,2014,90.07935333251953
bol,2015,89.5611343383789
bol,2016,87.42716217041016
bol,2017,84.3734130859375
bra,2000,289.59033203125
bra,2001,244.05795288085938
bra,2002,305.05267333984375
bra,2003,225.3301239013672
bra,2004,246.79396057128906
bra,2005,240.3120574951172
bra,2006,235.25262451171875
bra,2007,191.2711944580078
bra,2008,211.99258422851562
bra,2009,229.74127197265625
bra,2010,159.9521942138672
