country,year,neo11
afg,2000,15645.974609375
afg,2001,16164.7275390625
afg,2002,16790.447265625
afg,2003,17536.943359375
afg,2004,18182.51953125
afg,2005,18161.763671875
afg,2006,17749.41015625
afg,2007,17175.712890625
afg,2008,16557.626953125
afg,2009,15901.8876953125
afg,2010,15113.125
afg,2011,14345.78515625
afg,2012,13713.3876953125
afg,2013,13262.66015625
afg,2014,12887.75390625
afg,2015,12530.9638671875
afg,2016,12154.26953125
afg,2017,11875.8818359375
ago,2000,13046.8408203125
ago,2001,13122.4765625
ago,2002,13179.521484375
ago,2003,13318.111328125
ago,2004,13429.515625
ago,2005,13385.53125
ago,2006,13213.5595703125
ago,2007,12982.505859375
ago,2008,12714.37890625
ago,2009,12486.4453125
ago,2010,12239.119140625
ago,2011,12013.439453125
ago,2012,11805.947265625
ago,2013,11659.5419921875
ago,2014,11587.7265625
ago,2015,11545.646484375
ago,2016,11593.53515625
ago,2017,11556.5302734375
alb,2000,72.09918212890625
alb,2001,65.3028335571289
alb,2002,58.938865661621094
alb,2003,53.041866302490234
alb,2004,47.669918060302734
alb,2005,43.115760803222656
alb,2006,39.21621322631836
alb,2007,35.78633117675781
alb,2008,32.881927490234375
alb,2009,30.360334396362305
alb,2010,28.28691864013672
alb,2011,26.592844009399414
alb,2012,25.399913787841797
alb,2013,24.741992950439453
alb,2014,24.763490676879883
alb,2015,25.173175811767578
alb,2016,25.474594116210938
alb,2017,25.471519470214844
and,2000,0.0
and,2001,0.0
and,2002,0.0
and,2003,0.0
and,2004,0.0
and,2005,0.0
and,2006,0.0
and,2007,0.0
and,2008,0.0
and,2009,0.0
and,2010,0.0
and,2011,0.0
and,2012,0.0
and,2013,0.0
and,2014,0.0
and,2015,0.0
and,2016,0.0
and,2017,0.0
are,2000,45.456207275390625
are,2001,45.708316802978516
are,2002,46.5090446472168
are,2003,47.545616149902344
are,2004,48.6614990234375
are,2005,49.66695785522461
are,2006,50.710487365722656
are,2007,51.782997131347656
are,2008,52.572635650634766
are,2009,52.85843276977539
are,2010,52.80950927734375
are,2011,52.46866989135742
