country,year,live_births
isr,2013,165452
isr,2014,166315
isr,2015,166500
isr,2016,166178
isr,2017,165618
ita,2000,533720
ita,2001,537622
ita,2002,542594
ita,2003,547948
ita,2004,553040
ita,2005,556899
ita,2006,558549
ita,2007,557568
ita,2008,553854
ita,2009,547535
ita,2010,539108
ita,2011,529374
ita,2012,519399
ita,2013,510085
ita,2014,501921
ita,2015,495161
ita,2016,489746
ita,2017,485228
jam,2000,56600
jam,2001,55605
jam,2002,54649
jam,2003,53788
jam,2004,53049
jam,2005,52433
jam,2006,51918
jam,2007,51454
jam,2008,51002
jam,2009,50551
jam,2010,50105
jam,2011,49679
jam,2012,49288
jam,2013,48934
jam,2014,48603
jam,2015,48271
jam,2016,47907
jam,2017,47485
jor,2000,159071
jor,2001,160453
jor,2002,162297
jor,2003,164877
jor,2004,168373
jor,2005,173022
jor,2006,178988
jor,2007,186093
jor,2008,194036
jor,2009,202517
jor,2010,211133
jor,2011,219455
jor,2012,227099
jor,2013,233732
jor,2014,239118
jor,2015,243088
jor,2016,245621
jor,2017,246967
jpn,2000,1165748
jpn,2001,1155223
jpn,2002,1145456
jpn,2003,1137090
jpn,2004,1130171
jpn,2005,1124516
jpn,2006,1119711
jpn,2007,1115092
jpn,2008,1110088
jpn,2009,1104399
jpn,2010,1097790
jpn,2011,1090176
jpn,2012,1081761
jpn,2013,1072762
jpn,2014,1063287
jpn,2015,1053436
jpn,2016,1043313
jpn,2017,1033077
kaz,2000,238515
kaz,2001,241932
kaz,2002,250165
kaz,2003,262404
kaz,2004,277816
kaz,2005,295373
kaz,2006,313971
kaz,2007,332399
kaz,2008,349464
kaz,2009,364185
kaz,2010,375683
kaz,2011,383474
kaz,2012,387931
kaz,2013,389509
kaz,2014,388416
kaz,2015,384948
kaz,2016,379501
kaz,2017,372688
ken,2000,1254299
ken,2001,1280988
ken,2002,1306878
ken,2003,1332408
ken,2004,1357301
ken,2005,1380681
ken,2006,1401415
ken,2007,1418827
ken,2008,1432757
ken,2009,1443567
ken,2010,1452167
ken,2011,1459840
ken,2012,1467990
ken,2013,1477720
ken,2014,1489562
ken,2015,1503665
ken,2016,1519710
ken,2017,1536804
kgz,2000,105510
kgz,2001,104068
kgz,2002,103886
kgz,2003,105023
kgz,2004,107473
kgz,2005,111247
kgz,2006,116288
kgz,2007,122236
kgz,2008,128637
kgz,2009,135071
kgz,2010,141001
kgz,2011,145922
kgz,2012,149589
kgz,2013,151865
kgz,2014,152689
kgz,2015,152138
kgz,2016,150445
kgz,2017,148063
khm,2000,339808
khm,2001,338097
khm,2002,338153
khm,2003,339947
khm,2004,343293
khm,2005,347733
khm,2006,352634
khm,2007,357302
khm,2008,361190
khm,2009,364025
khm,2010,365773
khm,2011,366646
khm,2012,367076
khm,2013,367373
khm,2014,367572
khm,2015,367570
khm,2016,367171
khm,2017,366177
kir,2000,2584
kir,2001,2600
kir,2002,2625
kir,2003,2657
kir,2004,2697
kir,2005,2744
kir,2006,2796
kir,2007,2851
kir,2008,2909
kir,2009,2966
kir,2010,3020
kir,2011,3070
kir,2012,3114
kir,2013,3153
kir,2014,3185
kir,2015,3211
kir,2016,3231
kir,2017,3246
kna,2000,884
kna,2001,880
kna,2002,878
kna,2003,878
kna,2004,880
kna,2005,884
kna,2006,890
kna,2007,894
kna,2008,897
kna,2009,898
kna,2010,896
kna,2011,892
kna,2012,886
kna,2013,880
kna,2014,872
kna,2015,864
kna,2016,856
kna,2017,847
kor,2000,569448
kor,2001,543570
kor,2002,520122
kor,2003,499932
kor,2004,483638
kor,2005,471465
kor,2006,463085
kor,2007,457383
kor,2008,453358
kor,2009,450554
kor,2010,448641
kor,2011,447469
kor,2012,447051
kor,2013,447319
kor,2014,448046
kor,2015,449034
kor,2016,450153
kor,2017,451370
kwt,2000,44474
kwt,2001,44972
kwt,2002,45652
kwt,2003,46677
kwt,2004,48067
kwt,2005,49789
kwt,2006,51758
kwt,2007,53816
kwt,2008,55816
kwt,2009,57676
kwt,2010,59342
kwt,2011,60801
kwt,2012,62077
kwt,2013,63179
kwt,2014,64080
kwt,2015,64720
kwt,2016,65038
kwt,2017,65027
lao,2000,169530
lao,2001,167367
lao,2002,165901
lao,2003,165084
lao,2004,164880
lao,2005,165156
lao,2006,165704
lao,2007,166265
lao,2008,166629
lao,2009,166693
lao,2010,166417
lao,2011,165841
lao,2012,165099
lao,2013,164295
lao,2014,163455
lao,2015,162586
lao,2016,161676
lao,2017,160698
lbn,2000,62001
lbn,2001,60507
lbn,2002,58741
lbn,2003,56855
lbn,2004,55055
lbn,2005,53719
lbn,2006,53272
lbn,2007,53957
lbn,2008,55865
lbn,2009,58946
lbn,2010,63039
lbn,2011,67858
lbn,2012,72940
lbn,2013,77837
lbn,2014,82247
lbn,2015,85906
lbn,2016,88664
lbn,2017,90582
lbr,2000,118208
lbr,2001,122100
lbr,2002,125651
lbr,2003,128856
lbr,2004,131694
lbr,2005,134203
lbr,2006,136473
lbr,2007,138645
lbr,2008,140830
lbr,2009,143074
lbr,2010,145388
lbr,2011,147742
lbr,2012,150077
lbr,2013,152356
lbr,2014,154580
lbr,2015,156767
lbr,2016,158946
lbr,2017,161149
lby,2000,116464
lby,2001,116885
lby,2002,117735
lby,2003,118956
lby,2004,120474
lby,2005,122224
lby,2006,124148
lby,2007,126130
lby,2008,128023
lby,2009,129679
lby,2010,130895
lby,2011,131487
lby,2012,131407
lby,2013,130665
lby,2014,129303
lby,2015,127429
lby,2016,125211
lby,2017,122860
lca,2000,2910
lca,2001,2770
lca,2002,2643
lca,2003,2535
lca,2004,2448
lca,2005,2382
lca,2006,2337
lca,2007,2304
lca,2008,2279
lca,2009,2258
lca,2010,2239
lca,2011,2223
lca,2012,2208
lca,2013,2195
lca,2014,2183
lca,2015,2171
lca,2016,2158
lca,2017,2143
lka,2000,348015
lka,2001,351186
lka,2002,354801
lka,2003,358448
lka,2004,361735
lka,2005,364128
lka,2006,365112
lka,2007,364499
lka,2008,362254
lka,2009,358437
lka,2010,353292
lka,2011,347225
lka,2012,340784
lka,2013,334443
lka,2014,328464
lka,2015,322970
lka,2016,317918
lka,2017,313095
lso,2000,59161
lso,2001,58556
lso,2002,57915
lso,2003,57335
lso,2004,56878
lso,2005,56615
lso,2006,56595
lso,2007,56804
lso,2008,57206
lso,2009,57771
lso,2010,58447
lso,2011,59166
lso,2012,59858
lso,2013,60459
lso,2014,60933
lso,2015,61253
lso,2016,61421
lso,2017,61473
ltu,2000,33239
ltu,2001,32011
ltu,2002,31148
ltu,2003,30616
ltu,2004,30384
ltu,2005,30399
ltu,2006,30591
ltu,2007,30875
ltu,2008,31168
ltu,2009,31414
ltu,2010,31568
ltu,2011,31614
ltu,2012,31576
ltu,2013,31484
ltu,2014,31341
ltu,2015,31170
ltu,2016,30997
ltu,2017,30843
lux,2000,5405
lux,2001,5363
lux,2002,5328
lux,2003,5310
lux,2004,5313
lux,2005,5339
lux,2006,5388
lux,2007,5453
lux,2008,5530
lux,2009,5616
lux,2010,5713
lux,2011,5823
lux,2012,5945
lux,2013,6077
lux,2014,6217
lux,2015,6357
lux,2016,6493
lux,2017,6618
lva,2000,19312
lva,2001,19654
lva,2002,20209
lva,2003,20852
lva,2004,21489
lva,2005,22024
lva,2006,22390
lva,2007,22581
lva,2008,22603
lva,2009,22453
lva,2010,22154
lva,2011,21752
lva,2012,21311
lva,2013,20884
lva,2014,20495
lva,2015,20151
lva,2016,19844
lva,2017,19545
mar,2000,641514
mar,2001,641275
mar,2002,642446
mar,2003,644430
mar,2004,647067
mar,2005,650708
mar,2006,655983
mar,2007,663195
mar,2008,672193
mar,2009,682366
mar,2010,692601
mar,2011,701567
mar,2012,708180
mar,2013,711705
mar,2014,711871
mar,2015,708803
mar,2016,703071
mar,2017,695805
mco,2000,354
mco,2001,359
mco,2002,367
mco,2003,378
mco,2004,391
mco,2005,405
mco,2006,419
mco,2007,430
mco,2008,438
mco,2009,441
mco,2010,442
mco,2011,439
mco,2012,434
mco,2013,429
mco,2014,424
mco,2015,421
mco,2016,418
mco,2017,418
mda,2000,47746
mda,2001,45570
mda,2002,43957
mda,2003,42995
mda,2004,42666
mda,2005,42870
mda,2006,43441
mda,2007,44139
mda,2008,44754
mda,2009,45166
mda,2010,45295
mda,2011,45121
mda,2012,44728
mda,2013,44185
mda,2014,43512
mda,2015,42723
mda,2016,41836
mda,2017,40877
mdg,2000,651459
mdg,2001,660629
mdg,2002,669459
mdg,2003,678284
mdg,2004,687298
mdg,2005,696565
mdg,2006,706029
mdg,2007,715598
mdg,2008,725273
mdg,2009,735196
mdg,2010,745626
mdg,2011,756856
mdg,2012,769049
mdg,2013,782262
mdg,2014,796458
mdg,2015,811519
mdg,2016,827249
mdg,2017,843323
mdv,2000,6386
mdv,2001,6255
mdv,2002,6183
mdv,2003,6165
mdv,2004,6200
mdv,2005,6287
mdv,2006,6428
mdv,2007,6614
mdv,2008,6829
mdv,2009,7057
mdv,2010,7280
mdv,2011,7478
mdv,2012,7640
mdv,2013,7755
mdv,2014,7816
mdv,2015,7818
mdv,2016,7763
mdv,2017,7664
mex,2000,2451263
mex,2001,2438644
mex,2002,2423629
mex,2003,2407075
mex,2004,2389960
mex,2005,2373949
mex,2006,2360835
mex,2007,2351480
mex,2008,2346103
mex,2009,2344388
mex,2010,2345216
mex,2011,2346872
mex,2012,2347346
mex,2013,2345061
mex,2014,2339294
mex,2015,2329830
mex,2016,2317079
mex,2017,2302235
mhl,2000,2115
mhl,2001,2087
mhl,2002,2056
mhl,2003,2019
mhl,2004,1979
mhl,2005,1933
mhl,2006,1883
mhl,2007,1828
mhl,2008,1768
mhl,2009,1705
mhl,2010,1638
mhl,2011,1568
mhl,2012,1494
mhl,2013,1419
mhl,2014,1344
mhl,2015,1272
mhl,2016,1205
mhl,2017,1143
mkd,2000,26358
mkd,2001,25840
mkd,2002,25344
mkd,2003,24845
mkd,2004,24344
mkd,2005,23868
mkd,2006,23459
mkd,2007,23155
mkd,2008,22978
mkd,2009,22922
mkd,2010,22970
mkd,2011,23090
mkd,2012,23236
mkd,2013,23366
mkd,2014,23457
mkd,2015,23493
mkd,2016,23472
mkd,2017,23406
mli,2000,537661
mli,2001,553782
mli,2002,570587
mli,2003,587851
mli,2004,605313
mli,2005,622618
mli,2006,639404
mli,2007,655449
mli,2008,670612
mli,2009,684825
mli,2010,698085
mli,2011,710489
mli,2012,722349
mli,2013,733990
mli,2014,745637
mli,2015,757528
mli,2016,769847
mli,2017,782658
mlt,2000,4483
mlt,2001,4307
mlt,2002,4148
mlt,2003,4017
mlt,2004,3922
mlt,2005,3865
mlt,2006,3845
mlt,2007,3851
mlt,2008,3874
mlt,2009,3909
mlt,2010,3951
mlt,2011,3999
mlt,2012,4051
mlt,2013,4105
mlt,2014,4157
mlt,2015,4204
mlt,2016,4244
mlt,2017,4276
mmr,2000,1130825
mmr,2001,1138231
mmr,2002,1140296
mmr,2003,1136234
mmr,2004,1125881
mmr,2005,1109651
mmr,2006,1088669
mmr,2007,1065193
mmr,2008,1041400
mmr,2009,1018699
mmr,2010,998428
mmr,2011,981469
mmr,2012,967706
mmr,2013,956922
mmr,2014,949140
mmr,2015,944153
mmr,2016,941501
mmr,2017,940354
mne,2000,8425
mne,2001,8358
mne,2002,8313
mne,2003,8282
mne,2004,8257
mne,2005,8230
mne,2006,8189
mne,2007,8130
mne,2008,8051
mne,2009,7951
mne,2010,7833
mne,2011,7704
mne,2012,7573
mne,2013,7449
mne,2014,7334
mne,2015,7232
mne,2016,7141
mne,2017,7058
mng,2000,46379
mng,2001,46080
mng,2002,46408
mng,2003,47349
mng,2004,48874
mng,2005,50997
mng,2006,53728
mng,2007,56935
mng,2008,60421
mng,2009,63963
mng,2010,67260
mng,2011,70009
mng,2012,72039
mng,2013,73257
mng,2014,73628
mng,2015,73208
mng,2016,72149
mng,2017,70726
moz,2000,817622
moz,2001,837200
moz,2002,856464
moz,2003,875545
moz,2004,894476
moz,2005,913289
moz,2006,932017
moz,2007,950715
moz,2008,969446
moz,2009,988271
moz,2010,1007227
moz,2011,1026327
moz,2012,1045584
moz,2013,1065036
moz,2014,1084742
moz,2015,1104798
moz,2016,1125296
moz,2017,1146269
mrt,2000,104169
mrt,2001,106609
mrt,2002,109095
mrt,2003,111625
mrt,2004,114200
mrt,2005,116837
mrt,2006,119563
mrt,2007,122382
mrt,2008,125282
mrt,2009,128235
mrt,2010,131197
mrt,2011,134112
mrt,2012,136935
mrt,2013,139632
mrt,2014,142189
mrt,2015,144602
mrt,2016,146890
mrt,2017,149093
mus,2000,20094
mus,2001,19765
mus,2002,19389
mus,2003,18952
mus,2004,18455
mus,2005,17903
mus,2006,17310
mus,2007,16698
mus,2008,16096
mus,2009,15523
mus,2010,15003
mus,2011,14553
mus,2012,14177
mus,2013,13874
mus,2014,13647
mus,2015,13490
mus,2016,13396
mus,2017,13348
mwi,2000,503281
mwi,2001,513894
mwi,2002,525872
mwi,2003,538881
mwi,2004,552514
mwi,2005,565976
mwi,2006,578352
mwi,2007,589101
mwi,2008,598020
mwi,2009,605228
mwi,2010,611302
mwi,2011,617143
mwi,2012,623746
mwi,2013,631842
mwi,2014,641684
mwi,2015,653251
mwi,2016,666207
mwi,2017,679827
mys,2000,507324
mys,2001,495194
mys,2002,484113
mys,2003,475313
mys,2004,469483
mys,2005,466973
mys,2006,467641
mys,2007,470577
mys,2008,474945
mys,2009,480369
mys,2010,486595
mys,2011,493493
mys,2012,500951
mys,2013,508741
mys,2014,516513
mys,2015,523936
mys,2016,530754
mys,2017,536823
nam,2000,59582
nam,2001,59706
nam,2002,59824
nam,2003,59967
nam,2004,60180
nam,2005,60544
nam,2006,61144
nam,2007,62004
nam,2008,63112
nam,2009,64430
nam,2010,65879
nam,2011,67350
nam,2012,68732
nam,2013,69938
nam,2014,70926
nam,2015,71684
nam,2016,72240
nam,2017,72670
ner,2000,609066
ner,2001,628017
ner,2002,647386
ner,2003,667212
ner,2004,687559
ner,2005,708502
ner,2006,730128
ner,2007,752537
ner,2008,775828
ner,2009,800080
ner,2010,825355
ner,2011,851680
ner,2012,879029
ner,2013,907383
ner,2014,936753
ner,2015,967162
ner,2016,998631
ner,2017,1031144
nga,2000,5290362
nga,2001,5416464
nga,2002,5543376
nga,2003,5670483
nga,2004,5797331
nga,2005,5924268
nga,2006,6052134
nga,2007,6181426
nga,2008,6311953
nga,2009,6442784
nga,2010,6571976
nga,2011,6697207
nga,2012,6816952
nga,2013,6930515
nga,2014,7038074
nga,2015,7140583
nga,2016,7239712
nga,2017,7337928
nic,2000,134970
nic,2001,133687
nic,2002,132621
nic,2003,131776
nic,2004,131132
nic,2005,130624
nic,2006,130159
nic,2007,129635
nic,2008,128976
nic,2009,128148
nic,2010,127152
nic,2011,126022
nic,2012,124826
nic,2013,123620
nic,2014,122421
nic,2015,121230
nic,2016,120031
nic,2017,118801
niu,2000,34
niu,2001,33
niu,2002,32
niu,2003,32
niu,2004,31
niu,2005,31
niu,2006,30
niu,2007,30
niu,2008,30
niu,2009,29
niu,2010,29
niu,2011,29
niu,2012,29
niu,2013,29
niu,2014,28
niu,2015,28
niu,2016,28
niu,2017,27
nld,2000,197476
nld,2001,198094
nld,2002,198138
nld,2003,197428
nld,2004,195949
nld,2005,193776
nld,2006,191083
nld,2007,188189
nld,2008,185394
nld,2009,182888
nld,2010,180853
nld,2011,179405
nld,2012,178504
nld,2013,178089
nld,2014,178128
nld,2015,178563
nld,2016,179305
nld,2017,180217
nor,2000,57803
nor,2001,57397
nor,2002,57221
nor,2003,57301
nor,2004,57631
nor,2005,58135
nor,2006,58694
nor,2007,59186
nor,2008,59534
nor,2009,59726
nor,2010,59811
nor,2011,59883
nor,2012,60055
nor,2013,60401
nor,2014,60935
nor,2015,61635
nor,2016,62449
nor,2017,63291
npl,2000,760731
npl,2001,751608
npl,2002,740716
npl,2003,728601
npl,2004,715599
npl,2005,701671
npl,2006,686553
npl,2007,670199
npl,2008,652911
npl,2009,635329
npl,2010,618505
npl,2011,603601
npl,2012,591357
npl,2013,582171
npl,2014,576094
npl,2015,572824
npl,2016,571692
npl,2017,571576
nru,2000,184
nru,2001,183
nru,2002,180
nru,2003,178
nru,2004,176
nru,2005,173
nru,2006,171
nru,2007,169
nru,2008,167
nru,2009,165
nru,2010,163
nru,2011,161
nru,2012,160
nru,2013,159
nru,2014,158
nru,2015,157
nru,2016,157
nru,2017,156
nzl,2000,55799
nzl,2001,56127
nzl,2002,56809
nzl,2003,57788
nzl,2004,58992
nzl,2005,60273
nzl,2006,61449
nzl,2007,62370
nzl,2008,62942
nzl,2009,63140
nzl,2010,63006
nzl,2011,62646
nzl,2012,62225
nzl,2013,61875
nzl,2014,61652
nzl,2015,61584
nzl,2016,61658
nzl,2017,61807
omn,2000,55638
omn,2001,54540
omn,2002,53887
omn,2003,53760
omn,2004,54218
omn,2005,55359
omn,2006,57256
omn,2007,59813
omn,2008,62865
omn,2009,66235
omn,2010,69683
omn,2011,72957
omn,2012,75855
omn,2013,78211
omn,2014,79919
omn,2015,80928
omn,2016,81276
omn,2017,81133
pak,2000,4430148
pak,2001,4430867
pak,2002,4449647
pak,2003,4489892
pak,2004,4552222
pak,2005,4635473
pak,2006,4736023
pak,2007,4845832
pak,2008,4956857
pak,2009,5063579
pak,2010,5160659
pak,2011,5244328
pak,2012,5314225
pak,2013,5370317
pak,2014,5411818
pak,2015,5438658
pak,2016,5451869
pak,2017,5454516
pan,2000,71067
pan,2001,71489
pan,2002,71912
pan,2003,72373
pan,2004,72884
pan,2005,73462
pan,2006,74115
pan,2007,74822
pan,2008,75555
pan,2009,76286
pan,2010,76975
pan,2011,77575
pan,2012,78061
pan,2013,78417
pan,2014,78643
pan,2015,78752
pan,2016,78772
pan,2017,78745
per,2000,624433
per,2001,620521
per,2002,617060
per,2003,614044
per,2004,611569
per,2005,609857
per,2006,609150
per,2007,609455
per,2008,610632
per,2009,612450
per,2010,614515
per,2011,616360
per,2012,617574
per,2013,617854
per,2014,617048
per,2015,615134
per,2016,612252
per,2017,608756
phl,2000,2312210
phl,2001,2334121
phl,2002,2349349
phl,2003,2357383
phl,2004,2358619
phl,2005,2354446
phl,2006,2347062
phl,2007,2339325
phl,2008,2333646
phl,2009,2331335
phl,2010,2333278
phl,2011,2339582
phl,2012,2348983
phl,2013,2360237
phl,2014,2372753
phl,2015,2385833
phl,2016,2398807
phl,2017,2411184
plw,2000,339
plw,2001,335
plw,2002,330
plw,2003,325
plw,2004,319
plw,2005,313
plw,2006,307
plw,2007,301
plw,2008,296
plw,2009,293
plw,2010,291
plw,2011,290
plw,2012,291
plw,2013,292
plw,2014,295
plw,2015,298
plw,2016,302
plw,2017,307
png,2000,189434
png,2001,192460
png,2002,195284
png,2003,197985
png,2004,200580
png,2005,203054
png,2006,205369
png,2007,207495
png,2008,209431
png,2009,211205
png,2010,212867
png,2011,214477
png,2012,216095
png,2013,217773
png,2014,219539
png,2015,221413
png,2016,223391
png,2017,225434
pol,2000,378021
pol,2001,370082
pol,2002,366866
pol,2003,367904
pol,2004,372497
pol,2005,379379
pol,2006,386969
pol,2007,393683
pol,2008,398244
pol,2009,399943
pol,2010,398478
pol,2011,394109
pol,2012,387891
pol,2013,380764
pol,2014,373125
pol,2015,365279
pol,2016,357388
pol,2017,349458
prk,2000,411870
prk,2001,404886
prk,2002,397487
prk,2003,389866
prk,2004,382313
prk,2005,375151
prk,2006,368664
prk,2007,362996
prk,2008,358251
prk,2009,354524
prk,2010,351873
prk,2011,350278
prk,2012,349526
prk,2013,349380
prk,2014,349667
prk,2015,350227
prk,2016,350933
prk,2017,351680
prt,2000,113427
prt,2001,113311
prt,2002,112842
prt,2003,111999
prt,2004,110756
prt,2005,109099
prt,2006,107040
prt,2007,104664
prt,2008,102067
prt,2009,99323
prt,2010,96500
prt,2011,93647
prt,2012,90808
prt,2013,88036
prt,2014,85396
prt,2015,82937
prt,2016,80688
prt,2017,78648
pry,2000,143352
pry,2001,141896
pry,2002,140620
pry,2003,139683
pry,2004,139148
pry,2005,138989
pry,2006,139092
pry,2007,139275
pry,2008,139401
pry,2009,139437
pry,2010,139406
pry,2011,139382
pry,2012,139455
pry,2013,139674
pry,2014,140028
pry,2015,140475
pry,2016,140947
pry,2017,141360
qat,2000,11817
qat,2001,12259
qat,2002,12762
qat,2003,13326
qat,2004,13956
qat,2005,14681
qat,2006,15532
qat,2007,16518
qat,2008,17625
qat,2009,18821
qat,2010,20062
qat,2011,21292
qat,2012,22456
qat,2013,23504
qat,2014,24405
qat,2015,25135
qat,2016,25690
qat,2017,26101
rou,2000,222196
rou,2001,220287
rou,2002,219033
rou,2003,218460
rou,2004,218333
rou,2005,218264
rou,2006,217824
rou,2007,216733
rou,2008,214836
rou,2009,212105
rou,2010,208681
rou,2011,204856
rou,2012,201034
rou,2013,197536
rou,2014,194493
rou,2015,191948
rou,2016,189836
rou,2017,187958
rus,2000,1328601
rus,2001,1355239
rus,2002,1388905
rus,2003,1427023
rus,2004,1467388
rus,2005,1509725
rus,2006,1555210
rus,2007,1604749
rus,2008,1657648
rus,2009,1711328
rus,2010,1761723
rus,2011,1804365
rus,2012,1836100
rus,2013,1854915
rus,2014,1860061
rus,2015,1852091
rus,2016,1833021
rus,2017,1806754
rwa,2000,307555
rwa,2001,315107
rwa,2002,322859
rwa,2003,330353
rwa,2004,337248
rwa,2005,343290
rwa,2006,348390
rwa,2007,352728
rwa,2008,356463
rwa,2009,359622
rwa,2010,362247
rwa,2011,364396
rwa,2012,366165
rwa,2013,367656
rwa,2014,368948
rwa,2015,370081
rwa,2016,371060
rwa,2017,371887
sau,2000,553682
sau,2001,556493
sau,2002,561078
sau,2003,566840
sau,2004,573404
sau,2005,580261
sau,2006,586902
sau,2007,593001
sau,2008,598336
sau,2009,602782
sau,2010,606573
sau,2011,610174
sau,2012,613983
sau,2013,618124
sau,2014,622375
sau,2015,626201
sau,2016,628893
sau,2017,629816
sdn,2000,1082839
sdn,2001,1100800
sdn,2002,1117750
sdn,2003,1133704
sdn,2004,1148732
sdn,2005,1162859
sdn,2006,1176115
sdn,2007,1188658
sdn,2008,1200715
sdn,2009,1212532
sdn,2010,1224351
sdn,2011,1236376
sdn,2012,1248764
sdn,2013,1261687
sdn,2014,1275326
sdn,2015,1289851
sdn,2016,1305364
sdn,2017,1321798
sen,2000,389477
sen,2001,397183
sen,2002,405640
sen,2003,414879
sen,2004,424885
sen,2005,435681
sen,2006,447258
sen,2007,459413
sen,2008,471861
sen,2009,484313
sen,2010,496371
sen,2011,507639
sen,2012,517915
sen,2013,527102
sen,2014,535179
sen,2015,542241
sen,2016,548503
sen,2017,554342
sgp,2000,49719
sgp,2001,48726
sgp,2002,47982
sgp,2003,47496
sgp,2004,47276
sgp,2005,47301
sgp,2006,47518
sgp,2007,47839
sgp,2008,48183
sgp,2009,48508
sgp,2010,48783
sgp,2011,49001
sgp,2012,49181
sgp,2013,49342
sgp,2014,49481
sgp,2015,49599
sgp,2016,49701
sgp,2017,49793
slb,2000,14712
slb,2001,15020
slb,2002,15343
slb,2003,15669
slb,2004,15990
slb,2005,16289
slb,2006,16552
slb,2007,16772
slb,2008,16943
slb,2009,17066
slb,2010,17143
slb,2011,17180
slb,2012,17191
slb,2013,17192
slb,2014,17191
slb,2015,17197
slb,2016,17215
slb,2017,17246
sle,2000,214190
sle,2001,219446
sle,2002,225224
sle,2003,231166
sle,2004,236992
sle,2005,242338
sle,2006,246869
sle,2007,250466
sle,2008,253106
sle,2009,254811
sle,2010,255734
sle,2011,256136
sle,2012,256364
sle,2013,256704
sle,2014,257295
sle,2015,258201
sle,2016,259387
sle,2017,260691
slv,2000,145852
slv,2001,141605
slv,2002,137572
slv,2003,133956
slv,2004,130875
slv,2005,128371
slv,2006,126393
slv,2007,124770
slv,2008,123360
slv,2009,122114
slv,2010,121022
slv,2011,120105
slv,2012,119382
slv,2013,118840
slv,2014,118425
slv,2015,118068
slv,2016,117696
slv,2017,117245
smr,2000,265
smr,2001,268
smr,2002,273
smr,2003,278
smr,2004,282
smr,2005,286
smr,2006,288
smr,2007,289
smr,2008,288
smr,2009,287
smr,2010,285
smr,2011,283
smr,2012,283
smr,2013,283
smr,2014,285
smr,2015,288
smr,2016,292
smr,2017,296
som,2000,438952
som,2001,447759
som,2002,457063
som,2003,466975
som,2004,477512
som,2005,488583
som,2006,500013
som,2007,511594
som,2008,523185
som,2009,534758
som,2010,546373
som,2011,558165
som,2012,570289
som,2013,582841
som,2014,595827
som,2015,609208
som,2016,622902
som,2017,636777
srb,2000,117641
srb,2001,114930
srb,2002,112166
srb,2003,109437
srb,2004,106811
srb,2005,104373
srb,2006,102204
srb,2007,100335
srb,2008,98775
srb,2009,97521
srb,2010,96549
srb,2011,95814
srb,2012,95233
srb,2013,94730
srb,2014,94254
srb,2015,93767
srb,2016,93252
srb,2017,92719
ssd,2000,286189
ssd,2001,293950
ssd,2002,302562
ssd,2003,311839
ssd,2004,321616
ssd,2005,331757
ssd,2006,342167
ssd,2007,352762
ssd,2008,363428
ssd,2009,374017
ssd,2010,384400
ssd,2011,394486
ssd,2012,404259
ssd,2013,413694
ssd,2014,422740
ssd,2015,431369
ssd,2016,439584
ssd,2017,447431
stp,2000,5569
stp,2001,5664
stp,2002,5757
stp,2003,5847
stp,2004,5934
stp,2005,6019
stp,2006,6102
stp,2007,6183
stp,2008,6263
stp,2009,6342
stp,2010,6417
stp,2011,6487
stp,2012,6552
stp,2013,6611
stp,2014,6666
stp,2015,6718
stp,2016,6770
stp,2017,6823
sur,2000,10967
sur,2001,10891
sur,2002,10813
sur,2003,10732
sur,2004,10652
sur,2005,10574
sur,2006,10505
sur,2007,10444
sur,2008,10394
sur,2009,10355
sur,2010,10324
sur,2011,10300
sur,2012,10279
sur,2013,10257
sur,2014,10232
sur,2015,10203
sur,2016,10167
sur,2017,10128
svk,2000,53666
svk,2001,52779
svk,2002,52434
svk,2003,52531
svk,2004,52988
svk,2005,53690
svk,2006,54513
svk,2007,55340
svk,2008,56069
svk,2009,56630
svk,2010,56987
svk,2011,57153
svk,2012,57199
svk,2013,57180
svk,2014,57103
svk,2015,56970
svk,2016,56776
svk,2017,56510
svn,2000,17489
svn,2001,17472
svn,2002,17610
svn,2003,17909
svn,2004,18350
svn,2005,18897
svn,2006,19498
svn,2007,20091
svn,2008,20620
svn,2009,21052
svn,2010,21360
svn,2011,21540
svn,2012,21616
svn,2013,21612
svn,2014,21535
svn,2015,21392
svn,2016,21187
svn,2017,20932
swe,2000,91472
swe,2001,92749
swe,2002,94912
swe,2003,97501
swe,2004,100277
swe,2005,102996
swe,2006,105475
swe,2007,107680
swe,2008,109595
swe,2009,111185
swe,2010,112491
swe,2011,113620
swe,2012,114720
swe,2013,115894
swe,2014,117163
swe,2015,118513
swe,2016,119898
swe,2017,121221
swz,2000,34601
swz,2001,34732
swz,2002,34960
swz,2003,35262
swz,2004,35622
swz,2005,36015
swz,2006,36413
swz,2007,36793
swz,2008,37138
swz,2009,37436
swz,2010,37687
swz,2011,37901
swz,2012,38096
swz,2013,38283
swz,2014,38463
swz,2015,38625
swz,2016,38759
swz,2017,38853
syc,2000,1550
syc,2001,1578
syc,2002,1608
syc,2003,1637
syc,2004,1663
syc,2005,1683
syc,2006,1697
syc,2007,1704
syc,2008,1706
syc,2009,1703
syc,2010,1693
syc,2011,1677
syc,2012,1655
syc,2013,1627
syc,2014,1596
syc,2015,1561
syc,2016,1524
syc,2017,1485
syr,2000,508990
syr,2001,513470
syr,2002,518183
syr,2003,523353
syr,2004,528668
syr,2005,533421
syr,2006,536670
syr,2007,537486
syr,2008,535183
syr,2009,529467
syr,2010,519764
syr,2011,505655
syr,2012,487912
syr,2013,467818
syr,2014,446741
