global,year,fufive6
global,2000,0.04837541654706001
global,2001,0.04864922910928726
global,2002,0.04654182866215706
global,2003,0.052231233566999435
global,2004,0.03571108356118202
global,2005,0.04160500690340996
global,2006,0.027469230815768242
global,2007,0.018185153603553772
global,2008,0.021268200129270554
global,2009,0.022654904052615166
global,2010,0.019280485808849335
global,2011,0.0283220037817955
global,2012,0.020319079980254173
global,2013,0.023665418848395348
global,2014,0.022695884108543396
global,2015,0.02409886009991169
global,2016,0.025627819821238518
global,2017,0.016931379213929176
