region,year,rpost3
5_emr,2000,9.474370956420898
6_wpr,2000,2.3004891872406006
1_afr,2000,19.18596649169922
2_amr,2000,2.0191941261291504
3_sear,2000,10.254744529724121
4_eur,2000,1.2161009311676025
5_emr,2001,8.930935859680176
2_amr,2001,1.8284213542938232
3_sear,2001,9.58478832244873
6_wpr,2001,2.027637004852295
1_afr,2001,17.815242767333984
4_eur,2001,1.067557454109192
5_emr,2002,8.401534080505371
3_sear,2002,8.927136421203613
4_eur,2002,0.9358885288238525
1_afr,2002,16.519474029541016
6_wpr,2002,1.858515739440918
2_amr,2002,1.7209196090698242
6_wpr,2003,1.7146730422973633
4_eur,2003,0.823408842086792
3_sear,2003,8.33903694152832
1_afr,2003,15.130651473999023
5_emr,2003,7.959014415740967
2_amr,2003,1.5922250747680664
4_eur,2004,0.722754955291748
5_emr,2004,7.522326469421387
6_wpr,2004,1.5653290748596191
1_afr,2004,13.955891609191895
3_sear,2004,7.789152145385742
2_amr,2004,1.4055677652359009
4_eur,2005,0.638780951499939
2_amr,2005,1.3202816247940063
6_wpr,2005,1.3984603881835938
5_emr,2005,7.066389083862305
3_sear,2005,7.28025484085083
1_afr,2005,12.887358665466309
1_afr,2006,12.147123336791992
2_amr,2006,1.1654947996139526
5_emr,2006,6.663830757141113
4_eur,2006,0.573429524898529
3_sear,2006,6.786266326904297
6_wpr,2006,1.2550249099731445
5_emr,2007,6.26511287689209
1_afr,2007,11.392960548400879
6_wpr,2007,1.1246328353881836
2_amr,2007,1.0266656875610352
3_sear,2007,6.311347961425781
4_eur,2007,0.5183435082435608
5_emr,2008,5.930647373199463
6_wpr,2008,1.0175000429153442
3_sear,2008,5.857308387756348
2_amr,2008,0.9024512767791748
4_eur,2008,0.4858234226703644
1_afr,2008,10.650973320007324
5_emr,2009,5.597872257232666
1_afr,2009,10.11551570892334
6_wpr,2009,0.9390714764595032
4_eur,2009,0.4480126202106476
2_amr,2009,0.8097357153892517
3_sear,2009,5.432682514190674
6_wpr,2010,0.8593449592590332
4_eur,2010,0.41578057408332825
1_afr,2010,9.592402458190918
3_sear,2010,5.013800144195557
2_amr,2010,0.747050940990448
5_emr,2010,5.273533821105957
1_afr,2011,9.091310501098633
4_eur,2011,0.40770283341407776
5_emr,2011,4.970856666564941
3_sear,2011,4.624578475952148
2_amr,2011,0.6504721641540527
6_wpr,2011,0.8044304847717285
2_amr,2012,0.6178886890411377
6_wpr,2012,0.7558581233024597
5_emr,2012,4.646130561828613
3_sear,2012,4.252157688140869
1_afr,2012,8.515898704528809
4_eur,2012,0.38728758692741394
1_afr,2013,8.064088821411133
5_emr,2013,4.554527759552002
2_amr,2013,0.5987523794174194
4_eur,2013,0.365558385848999
3_sear,2013,3.9322032928466797
6_wpr,2013,0.7050060033798218
2_amr,2014,0.5645695924758911
5_emr,2014,4.356439113616943
3_sear,2014,3.6139423847198486
4_eur,2014,0.34001460671424866
1_afr,2014,7.616252899169922
6_wpr,2014,0.6746332049369812
2_amr,2015,0.532086193561554
4_eur,2015,0.31320998072624207
6_wpr,2015,0.6478496193885803
1_afr,2015,7.132802486419678
5_emr,2015,4.101938247680664
3_sear,2015,3.4305200576782227
2_amr,2016,0.529179573059082
1_afr,2016,6.717347145080566
3_sear,2016,3.1920721530914307
5_emr,2016,3.883747100830078
6_wpr,2016,0.6202021241188049
4_eur,2016,0.2916022539138794
1_afr,2017,6.201146125793457
2_amr,2017,0.4985520541667938
4_eur,2017,0.26890361309051514
3_sear,2017,2.977154016494751
5_emr,2017,3.6245880126953125
6_wpr,2017,0.6019362807273865
