region,year,post11
5_emr,2000,10534.966428001886
6_wpr,2000,2337.970193788816
1_afr,2000,36401.97523579055
2_amr,2000,2738.0636486546764
3_sear,2000,16336.103312698022
4_eur,2000,2561.9451665746637
5_emr,2001,10261.224473388396
2_amr,2001,2639.8872154475785
3_sear,2001,16254.940639754866
6_wpr,2001,2254.838141924221
1_afr,2001,36160.273434997325
4_eur,2001,2411.2551175162357
5_emr,2002,9980.87883881869
3_sear,2002,16057.069893096603
4_eur,2002,2279.801211168623
1_afr,2002,35948.531468443834
6_wpr,2002,2108.832009217459
2_amr,2002,2607.7425805053326
6_wpr,2003,2066.865416869299
4_eur,2003,2138.814568030691
3_sear,2003,15889.939415853598
1_afr,2003,35405.019258181026
5_emr,2003,9816.550452807713
2_amr,2003,2491.904041683746
4_eur,2004,2017.5557124724162
5_emr,2004,9667.521529334785
6_wpr,2004,1974.3484530279643
1_afr,2004,35107.98952097466
3_sear,2004,15675.797356675233
2_amr,2004,2496.034791928317
4_eur,2005,1955.7597697962578
2_amr,2005,2431.1301335282415
6_wpr,2005,1984.52842262756
5_emr,2005,9534.514238239526
3_sear,2005,15370.783226930702
1_afr,2005,34782.41152895592
1_afr,2006,35201.125814432235
2_amr,2006,2459.743895053086
5_emr,2006,9429.988588579006
4_eur,2006,1914.8987950513522
3_sear,2006,14656.718141730104
6_wpr,2006,2044.6366311649094
5_emr,2007,9346.638695179969
1_afr,2007,35417.728304057135
6_wpr,2007,2031.8013208182963
2_amr,2007,2354.39937036222
3_sear,2007,13878.313457361728
4_eur,2007,1864.796814060407
5_emr,2008,9314.562524381658
6_wpr,2008,2029.0316056618774
3_sear,2008,13080.672456695367
2_amr,2008,2257.103140785304
4_eur,2008,1829.5657776540634
1_afr,2008,35558.36134039129
5_emr,2009,9261.58195043768
1_afr,2009,36262.0527966705
6_wpr,2009,1991.6278662092116
4_eur,2009,1749.5725715996714
2_amr,2009,2120.206050396214
3_sear,2009,12283.37494034584
6_wpr,2010,2028.4763989275002
4_eur,2010,1655.1127035096447
1_afr,2010,36791.87977560251
3_sear,2010,11498.222861043036
2_amr,2010,2196.1061787510257
5_emr,2010,9128.649415913762
1_afr,2011,37322.973652162924
4_eur,2011,1632.3642627736908
5_emr,2011,9041.754717624912
3_sear,2011,10761.250271147619
2_amr,2011,2073.4390147350937
6_wpr,2011,2091.079363108669
2_amr,2012,2006.5585713766955
6_wpr,2012,2075.2473271445297
5_emr,2012,8942.63891445777
3_sear,2012,10127.902775296043
1_afr,2012,37394.02458518858
4_eur,2012,1640.0398260996144
1_afr,2013,38031.406866421334
5_emr,2013,9284.989568221237
2_amr,2013,1935.099909621616
4_eur,2013,1562.9285200076426
3_sear,2013,9697.693026471341
6_wpr,2013,2088.3590939523847
2_amr,2014,1995.989236375031
5_emr,2014,9654.101943364563
3_sear,2014,9237.884338195132
4_eur,2014,1521.048554165185
1_afr,2014,38992.04249705081
6_wpr,2014,2123.759621156979
2_amr,2015,2009.4830904687917
4_eur,2015,1437.0329835819593
6_wpr,2015,2166.8482008341807
1_afr,2015,39288.39876833543
5_emr,2015,9463.345646358764
3_sear,2015,9069.973985215805
2_amr,2016,1952.8599278819624
1_afr,2016,39358.6431589211
3_sear,2016,8644.876707220641
5_emr,2016,9315.594524896975
6_wpr,2016,2130.605122114272
4_eur,2016,1446.4476654690334
1_afr,2017,38605.368962415334
2_amr,2017,1866.6432067254543
4_eur,2017,1347.503632235701
3_sear,2017,8227.620535489019
5_emr,2017,9093.481530895848
6_wpr,2017,2097.2086819451924
