region,year,rufive15
5_emr,2000,4.6742939949035645
6_wpr,2000,4.146118640899658
1_afr,2000,4.814070224761963
2_amr,2000,4.087508678436279
3_sear,2000,4.25557804107666
4_eur,2000,4.331047058105469
5_emr,2001,4.633221626281738
2_amr,2001,3.968200445175171
3_sear,2001,4.213307857513428
6_wpr,2001,4.166041851043701
1_afr,2001,4.69049072265625
4_eur,2001,4.1417236328125
5_emr,2002,4.582040786743164
3_sear,2002,4.16552734375
4_eur,2002,3.9190173149108887
1_afr,2002,4.581944465637207
6_wpr,2002,4.112936496734619
2_amr,2002,3.876232624053955
6_wpr,2003,3.9256503582000732
4_eur,2003,3.732344388961792
3_sear,2003,4.1239800453186035
1_afr,2003,4.468234062194824
5_emr,2003,4.535520553588867
2_amr,2003,3.768584728240967
4_eur,2004,3.5361225605010986
5_emr,2004,4.48397970199585
6_wpr,2004,3.8355000019073486
1_afr,2004,4.38770055770874
3_sear,2004,4.090867519378662
2_amr,2004,3.755669116973877
4_eur,2005,3.3840584754943848
2_amr,2005,3.6379356384277344
6_wpr,2005,3.7135140895843506
5_emr,2005,4.4179863929748535
3_sear,2005,4.05996036529541
1_afr,2005,4.3254780769348145
1_afr,2006,4.311336040496826
2_amr,2006,3.6583149433135986
5_emr,2006,4.36180305480957
4_eur,2006,3.2163631916046143
3_sear,2006,4.031793117523193
6_wpr,2006,3.6039340496063232
5_emr,2007,4.30888557434082
1_afr,2007,4.302679061889648
6_wpr,2007,3.4771156311035156
2_amr,2007,3.5545003414154053
3_sear,2007,4.000962257385254
4_eur,2007,3.0684709548950195
5_emr,2008,4.269455432891846
6_wpr,2008,3.251188278198242
3_sear,2008,3.963474988937378
2_amr,2008,3.538562059402466
4_eur,2008,2.9447290897369385
1_afr,2008,4.296817302703857
5_emr,2009,4.227392196655273
1_afr,2009,4.321305274963379
6_wpr,2009,3.12624454498291
4_eur,2009,2.7283499240875244
2_amr,2009,3.4444119930267334
3_sear,2009,3.9133570194244385
6_wpr,2010,3.0378353595733643
4_eur,2010,2.7648417949676514
1_afr,2010,4.342435836791992
3_sear,2010,3.8578896522521973
2_amr,2010,3.471837282180786
5_emr,2010,4.176692962646484
1_afr,2011,4.372090816497803
4_eur,2011,2.7261006832122803
5_emr,2011,4.131091594696045
3_sear,2011,3.804347038269043
2_amr,2011,3.412386655807495
6_wpr,2011,2.911691427230835
2_amr,2012,3.3898532390594482
6_wpr,2012,2.780344247817993
5_emr,2012,4.083475589752197
3_sear,2012,3.756695508956909
1_afr,2012,4.378695487976074
4_eur,2012,2.5489490032196045
1_afr,2013,4.4119954109191895
5_emr,2013,4.085670471191406
2_amr,2013,3.3020336627960205
4_eur,2013,2.4632747173309326
3_sear,2013,3.733677625656128
6_wpr,2013,2.6327831745147705
2_amr,2014,3.292717218399048
5_emr,2014,4.068943023681641
3_sear,2014,3.7088911533355713
4_eur,2014,2.3786075115203857
1_afr,2014,4.463815212249756
6_wpr,2014,2.4912874698638916
2_amr,2015,3.270232915878296
4_eur,2015,2.2919466495513916
6_wpr,2015,2.3722341060638428
1_afr,2015,4.479074478149414
5_emr,2015,4.029655933380127
3_sear,2015,3.721083879470825
2_amr,2016,3.234293222427368
1_afr,2016,4.48144006729126
3_sear,2016,3.5639636516571045
5_emr,2016,3.9936821460723877
6_wpr,2016,2.269434690475464
4_eur,2016,2.207090377807617
1_afr,2017,4.370572566986084
2_amr,2017,3.1158053874969482
4_eur,2017,2.1017463207244873
3_sear,2017,3.4067111015319824
5_emr,2017,3.903115749359131
6_wpr,2017,2.173374652862549
