region,year,neo3
5_emr,2000,5758.51456451416
6_wpr,2000,3312.7903229631484
1_afr,2000,10106.888872563839
2_amr,2000,261.3214588165283
3_sear,2000,21590.05073785782
4_eur,2000,244.45791053771973
5_emr,2001,5737.991806030273
2_amr,2001,247.27497482299805
3_sear,2001,20536.31145620346
6_wpr,2001,2651.8125613965094
1_afr,2001,9842.936836242676
4_eur,2001,215.64557456970215
5_emr,2002,5685.3996686935425
3_sear,2002,19436.96636390686
4_eur,2002,190.2117052078247
1_afr,2002,9538.279161930084
6_wpr,2002,2281.5839518606663
2_amr,2002,235.36711502075195
6_wpr,2003,2073.513858370483
4_eur,2003,168.09047317504883
3_sear,2003,18327.70667243004
1_afr,2003,9177.068704396486
5_emr,2003,5629.432473182678
2_amr,2003,225.71590423583984
4_eur,2004,150.05690670013428
5_emr,2004,5553.940976142883
6_wpr,2004,1899.1088451128453
1_afr,2004,8754.85938256979
3_sear,2004,17219.883976221085
2_amr,2004,216.7822551727295
4_eur,2005,135.76937103271484
2_amr,2005,208.8106861114502
6_wpr,2005,1761.7990727685392
5_emr,2005,5495.468683242798
3_sear,2005,16091.710479021072
1_afr,2005,8302.175127506256
1_afr,2006,7850.8637417554855
2_amr,2006,200.00217056274414
5_emr,2006,5425.619794845581
4_eur,2006,124.13144302368164
3_sear,2006,14934.603807926178
6_wpr,2006,1496.8729150108993
5_emr,2007,5382.891865730286
1_afr,2007,7427.7475681602955
6_wpr,2007,1348.29714345932
2_amr,2007,190.55640029907227
3_sear,2007,13745.60312640667
4_eur,2007,114.49358463287354
5_emr,2008,5310.280029296875
6_wpr,2008,1184.4270118977875
3_sear,2008,12552.771221518517
2_amr,2008,180.2832145690918
4_eur,2008,106.57968997955322
1_afr,2008,7066.994602918625
5_emr,2009,5247.583086967468
1_afr,2009,6786.122452914715
6_wpr,2009,1018.7703187093139
4_eur,2009,99.26556587219238
2_amr,2009,169.13927268981934
3_sear,2009,11366.500392794609
6_wpr,2010,912.4925999287516
4_eur,2010,92.25869512557983
1_afr,2010,6634.497643768787
3_sear,2010,10224.505066990852
2_amr,2010,165.04136848449707
5_emr,2010,5195.487191200256
1_afr,2011,6539.599780887365
4_eur,2011,84.61097240447998
5_emr,2011,5166.392477989197
3_sear,2011,9132.998335719109
2_amr,2011,149.77437591552734
6_wpr,2011,824.575027840212
2_amr,2012,142.2761459350586
6_wpr,2012,827.0549634471536
5_emr,2012,5109.976672172546
3_sear,2012,8111.997964024544
1_afr,2012,6453.890685766935
4_eur,2012,77.21391582489014
1_afr,2013,6311.203465551138
5_emr,2013,5029.961583614349
2_amr,2013,135.4381561279297
4_eur,2013,70.06957387924194
3_sear,2013,7166.629839360714
6_wpr,2013,816.2988541927189
2_amr,2014,127.86096572875977
5_emr,2014,4881.754885673523
3_sear,2014,6314.957937002182
4_eur,2014,63.521374225616455
1_afr,2014,6113.635585874319
6_wpr,2014,770.9793075285852
2_amr,2015,121.28754329681396
4_eur,2015,57.587316274642944
6_wpr,2015,733.2817633077502
1_afr,2015,5913.17372661829
5_emr,2015,4737.801083564758
3_sear,2015,5577.718007624149
2_amr,2016,114.504958152771
1_afr,2016,5722.292363375425
3_sear,2016,5303.916500329971
5_emr,2016,4568.010847091675
6_wpr,2016,679.3450219221413
4_eur,2016,52.47043037414551
1_afr,2017,5681.36112549901
2_amr,2017,111.72053337097168
4_eur,2017,49.72390532493591
3_sear,2017,5083.118662655354
5_emr,2017,4479.106867313385
6_wpr,2017,638.4364361744374
