region,year,rufive3
5_emr,2000,9.888155937194824
6_wpr,2000,2.442159414291382
1_afr,2000,19.558319091796875
2_amr,2000,2.0356221199035645
3_sear,2000,10.797837257385254
4_eur,2000,1.2399110794067383
5_emr,2001,9.340328216552734
2_amr,2001,1.844017744064331
3_sear,2001,10.101003646850586
6_wpr,2001,2.141660451889038
1_afr,2001,18.17047119140625
4_eur,2001,1.0885887145996094
5_emr,2002,8.803312301635742
3_sear,2002,9.415714263916016
4_eur,2002,0.9543731808662415
1_afr,2002,16.856624603271484
6_wpr,2002,1.9566956758499146
2_amr,2002,1.7358143329620361
6_wpr,2003,1.8036895990371704
4_eur,2003,0.8396179676055908
3_sear,2003,8.800187110900879
1_afr,2003,15.44831371307373
5_emr,2003,8.352084159851074
2_amr,2003,1.6065579652786255
4_eur,2004,0.737066924571991
5_emr,2004,7.904604434967041
6_wpr,2004,1.6465014219284058
1_afr,2004,14.252645492553711
3_sear,2004,8.223383903503418
2_amr,2004,1.4193816184997559
4_eur,2005,0.6515611410140991
2_amr,2005,1.333635926246643
6_wpr,2005,1.4733327627182007
5_emr,2005,7.438383102416992
3_sear,2005,7.687588691711426
1_afr,2005,13.162932395935059
1_afr,2006,12.402344703674316
2_amr,2006,1.1783350706100464
5_emr,2006,7.024191379547119
4_eur,2006,0.5849502086639404
3_sear,2006,7.166499137878418
6_wpr,2006,1.3182051181793213
5_emr,2007,6.6153564453125
1_afr,2007,11.6295166015625
6_wpr,2007,1.1810983419418335
2_amr,2007,1.0389487743377686
3_sear,2007,6.663997650146484
4_eur,2007,0.5288226008415222
5_emr,2008,6.268918514251709
6_wpr,2008,1.066689133644104
3_sear,2008,6.182343482971191
2_amr,2008,0.9141205549240112
4_eur,2008,0.49545565247535706
1_afr,2008,10.871564865112305
5_emr,2009,5.925240993499756
1_afr,2009,10.32325267791748
6_wpr,2009,0.9810404181480408
4_eur,2009,0.4568900465965271
2_amr,2009,0.8207294940948486
3_sear,2009,5.730090141296387
6_wpr,2010,0.8966812491416931
4_eur,2010,0.4239681363105774
1_afr,2010,9.791735649108887
3_sear,2010,5.284275054931641
2_amr,2010,0.757821261882782
5_emr,2010,5.591431140899658
1_afr,2011,9.284331321716309
4_eur,2011,0.4151773452758789
5_emr,2011,5.2817158699035645
3_sear,2011,4.8687663078308105
2_amr,2011,0.6602810621261597
6_wpr,2011,0.8380129337310791
2_amr,2012,0.6272345185279846
6_wpr,2012,0.7894704937934875
5_emr,2012,4.949440002441406
3_sear,2012,4.471152305603027
1_afr,2012,8.703205108642578
4_eur,2012,0.39409586787223816
1_afr,2013,8.244348526000977
5_emr,2013,4.850071907043457
2_amr,2013,0.607670247554779
4_eur,2013,0.37173938751220703
3_sear,2013,4.127265453338623
6_wpr,2013,0.7382030487060547
2_amr,2014,0.5730036497116089
5_emr,2014,4.6413798332214355
3_sear,2014,3.786940574645996
4_eur,2014,0.3456326425075531
1_afr,2014,7.788237571716309
6_wpr,2014,0.706100583076477
2_amr,2015,0.540097177028656
4_eur,2015,0.31832680106163025
6_wpr,2015,0.6779765486717224
1_afr,2015,7.296751976013184
5_emr,2015,4.377567291259766
3_sear,2015,3.5840628147125244
2_amr,2016,0.5367504358291626
1_afr,2016,6.873801231384277
3_sear,2016,3.3386001586914062
5_emr,2016,4.1493730545043945
6_wpr,2016,0.6483765840530396
4_eur,2016,0.29629433155059814
1_afr,2017,6.354374408721924
2_amr,2017,0.5059462785720825
4_eur,2017,0.2733846604824066
3_sear,2017,3.1180078983306885
5_emr,2017,3.885392427444458
6_wpr,2017,0.6287203431129456
