country,year,fufive17
afg,2000,0.03930356353521347
afg,2001,0.039139557629823685
afg,2002,0.04232596978545189
afg,2003,0.046022702008485794
afg,2004,0.047365911304950714
afg,2005,0.047726090997457504
afg,2006,0.046256422996520996
afg,2007,0.048904623836278915
afg,2008,0.04996756836771965
afg,2009,0.05038155987858772
afg,2010,0.051994726061820984
afg,2011,0.05223699286580086
afg,2012,0.05238981544971466
afg,2013,0.05439553037285805
afg,2014,0.05674083158373833
afg,2015,0.057995617389678955
afg,2016,0.05854072794318199
afg,2017,0.05806335434317589
ago,2000,0.03567797318100929
ago,2001,0.03535563126206398
ago,2002,0.03661844879388809
ago,2003,0.038883235305547714
ago,2004,0.0408899299800396
ago,2005,0.04264562949538231
ago,2006,0.04480746388435364
ago,2007,0.04769337177276611
ago,2008,0.05012161657214165
ago,2009,0.0517108179628849
ago,2010,0.053954776376485825
ago,2011,0.0551915168762207
ago,2012,0.05585025995969772
ago,2013,0.056000933051109314
ago,2014,0.05814943462610245
ago,2015,0.0633685365319252
ago,2016,0.06368526816368103
ago,2017,0.06356171518564224
alb,2000,0.10315527766942978
alb,2001,0.10376492887735367
alb,2002,0.1040179654955864
alb,2003,0.10446241497993469
alb,2004,0.1049593836069107
alb,2005,0.10523638129234314
alb,2006,0.10535645484924316
alb,2007,0.10618575662374496
alb,2008,0.10688511282205582
alb,2009,0.09965041279792786
alb,2010,0.10060705244541168
alb,2011,0.10165020823478699
alb,2012,0.10090270638465881
alb,2013,0.09516043961048126
alb,2014,0.08707989752292633
alb,2015,0.08073990792036057
alb,2016,0.0737260952591896
alb,2017,0.06997893750667572
and,2000,0.001160084968432784
and,2001,0.0014686563517898321
and,2002,0.0012300737434998155
and,2003,0.0008895802311599255
and,2004,0.0006354399374686182
and,2005,0.00043004288454540074
and,2006,0.00021879421547055244
and,2007,0.0001695515966275707
and,2008,4.974519833922386e-05
and,2009,0.0
and,2010,0.0
and,2011,0.0
and,2012,0.0
and,2013,0.0
and,2014,0.0
and,2015,0.0
and,2016,0.0
and,2017,0.0
are,2000,0.08008930832147598
are,2001,0.08173331618309021
are,2002,0.08207534998655319
are,2003,0.08244219422340393
are,2004,0.08330843597650528
are,2005,0.08390933275222778
are,2006,0.0851825699210167
are,2007,0.08488364517688751
are,2008,0.08584386855363846
are,2009,0.08577214181423187
are,2010,0.08618973940610886
are,2011,0.08627522736787796
are,2012,0.08700231462717056
are,2013,0.08717510104179382
are,2014,0.08836081624031067
are,2015,0.0893193706870079
are,2016,0.09024050086736679
are,2017,0.09090329706668854
arg,2000,0.08945589512586594
arg,2001,0.0808437317609787
arg,2002,0.07026812434196472
arg,2003,0.06355927139520645
arg,2004,0.06899454444646835
arg,2005,0.07293052971363068
arg,2006,0.07906746864318848
arg,2007,0.07692877948284149
arg,2008,0.06562289595603943
arg,2009,0.06754142045974731
arg,2010,0.07102285325527191
arg,2011,0.06800317764282227
arg,2012,0.07394673675298691
arg,2013,0.06782085448503494
arg,2014,0.0644809901714325
arg,2015,0.06353424489498138
arg,2016,0.06019677594304085
arg,2017,0.06506127119064331
arm,2000,0.086257204413414
arm,2001,0.08719892799854279
arm,2002,0.0878993421792984
arm,2003,0.0891522616147995
arm,2004,0.09110669046640396
arm,2005,0.09351065754890442
arm,2006,0.09606316685676575
arm,2007,0.09855378419160843
arm,2008,0.10032915323972702
arm,2009,0.10134734213352203
arm,2010,0.09660152345895767
arm,2011,0.09385468810796738
arm,2012,0.09358102083206177
arm,2013,0.09380865097045898
arm,2014,0.09185824543237686
arm,2015,0.08996549993753433
arm,2016,0.08945681899785995
arm,2017,0.08987513929605484
atg,2000,0.01818181946873665
atg,2001,0.0389237180352211
atg,2002,0.0378599651157856
atg,2003,0.04087135195732117
atg,2004,0.03247138112783432
atg,2005,0.06023716181516647
atg,2006,0.08180788159370422
atg,2007,0.08103661984205246
atg,2008,0.10958124697208405
atg,2009,0.11523223668336868
atg,2010,0.10353012382984161
atg,2011,0.054808009415864944
atg,2012,0.048270083963871
atg,2013,0.0445481538772583
atg,2014,0.046775560826063156
atg,2015,0.021205971017479897
