region,year,ufive12
5_emr,2000,63357.0491836071
6_wpr,2000,14775.912725359201
1_afr,2000,136580.09736537933
2_amr,2000,25127.05784383416
3_sear,2000,234049.37796020508
4_eur,2000,8059.680803220719
5_emr,2001,65072.78631854057
2_amr,2001,24009.440634191036
3_sear,2001,227687.95245838165
6_wpr,2001,14277.96686437726
1_afr,2001,140296.25261473656
4_eur,2001,7590.268844880164
5_emr,2002,66721.24063658714
3_sear,2002,220681.09731674194
4_eur,2002,7242.20569069311
1_afr,2002,144864.85916149616
6_wpr,2002,13955.339050352573
2_amr,2002,22977.19866386056
6_wpr,2003,13598.820516973734
4_eur,2003,6957.613022007048
3_sear,2003,212835.1623506546
1_afr,2003,149479.85408473015
5_emr,2003,67862.90578842163
2_amr,2003,22255.46841007471
4_eur,2004,6671.8595120720565
5_emr,2004,68788.05382657051
6_wpr,2004,12916.0112311095
1_afr,2004,154677.65837585926
3_sear,2004,204888.21157073975
2_amr,2004,21773.43602952361
4_eur,2005,6465.699351716787
2_amr,2005,20721.686684429646
6_wpr,2005,12265.474313378334
5_emr,2005,69306.69591581821
3_sear,2005,196606.36817598343
1_afr,2005,159430.4396226406
1_afr,2006,162993.36765003204
2_amr,2006,19548.03977560997
5_emr,2006,69561.1811876297
4_eur,2006,6263.12280837819
3_sear,2006,187516.82891654968
6_wpr,2006,11646.149101629853
5_emr,2007,69835.60691046715
1_afr,2007,167347.08932435513
6_wpr,2007,11321.505057424307
2_amr,2007,19194.487902402878
3_sear,2007,178322.42794895172
4_eur,2007,6075.916405297816
5_emr,2008,71002.5424516201
6_wpr,2008,11522.281802266836
3_sear,2008,168967.25433397293
2_amr,2008,18291.995031952858
4_eur,2008,5989.476385049522
1_afr,2008,170640.10112965107
5_emr,2009,71605.93493294716
1_afr,2009,171507.3138935566
6_wpr,2009,11646.628191068769
4_eur,2009,5962.7099579796195
2_amr,2009,17986.284484148026
3_sear,2009,159790.67806243896
6_wpr,2010,11835.37264366448
4_eur,2010,5546.252193655819
1_afr,2010,169497.11056017876
3_sear,2010,150528.0012936592
2_amr,2010,17023.93582251668
5_emr,2010,71686.82709121704
1_afr,2011,165061.99975836277
4_eur,2011,5432.239900764078
5_emr,2011,70479.92489552498
3_sear,2011,141178.74416470528
2_amr,2011,16794.20081344247
6_wpr,2011,12016.976280078292
2_amr,2012,16338.324491500854
6_wpr,2012,11861.499931506813
5_emr,2012,69306.78881055117
3_sear,2012,132098.83931303024
1_afr,2012,160983.07843101025
4_eur,2012,5175.167880844325
1_afr,2013,158597.49223089218
5_emr,2013,68230.21685814857
2_amr,2013,15786.343999266624
4_eur,2013,4925.364541810006
3_sear,2013,123274.26577711105
6_wpr,2013,11739.114168800414
2_amr,2014,15303.192592293024
5_emr,2014,67708.9262881279
3_sear,2014,115331.50729894638
4_eur,2014,4868.006792437285
1_afr,2014,158147.8620456457
6_wpr,2014,11682.059124909341
2_amr,2015,15347.558053046465
4_eur,2015,4549.116517409682
6_wpr,2015,11413.821842759848
1_afr,2015,157783.16317939758
5_emr,2015,67074.74912855029
3_sear,2015,108019.90191483498
2_amr,2016,15256.704802274704
1_afr,2016,157535.33309686184
3_sear,2016,103173.74570274353
5_emr,2016,66464.18586325645
6_wpr,2016,11069.514362640679
4_eur,2016,4275.17475194484
1_afr,2017,156503.55282187462
2_amr,2017,14782.930936008692
4_eur,2017,4028.0926565788686
3_sear,2017,98787.2720592022
5_emr,2017,65142.040700405836
6_wpr,2017,10706.938092842698
